연번,기업명,전화번호,주요상품,주소,산업분류
19488,위스코엔지니어링,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 봉담읍 건배길37-,기타 일반 기계 및 장비 수리업
19489,주식회사 디에스티엘(DSTL),031-353-3723,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 구내길 67-32,절삭가공 및 유사처리업
19490,서현이엔지 주식회사,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 대평안길42-,운송장비 조립용 플라스틱제품 제조업
19491,디엠테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 발안로 576-51,기타 가공 공작기계 제조업
19492,선원하이텍(주),데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 정남면 가장로 361-9,산업처리공정 제어장비 제조업
19493,창성테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 내향로 128-48,반도체 제조용 기계 제조업
19494,주식회사 동영피엔에스,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 만년로270-,"증류기, 열교환기 및 가스발생기 제조업"
19495,(주)피엔엑스,031-353-9407,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 사격장길 42-20,"플라스틱 선, 봉, 관 및 호스 제조업"
19496,(주)에이스프로,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 내향로 123-23,기타 기계장비 조립용 플라스틱 제품 제조업
19497,제이티이씨(주),데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 남양읍 주석로175번길 27-6,그 외 자동차용 신품 부품 제조업
19498,지티월드,031-366-0451,인쇄 및 기록매체 복제업,경기도 화성시 양감면 은행나무로 230-23,기타 인쇄업
19499,에이에스엠엘리페어센터코리아유한회사,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 동탄5동 동탄첨단산업1로27-,기타 일반 기계 및 장비 수리업
19500,거진실업,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 노하길330번길 48-20,산업용 냉장 및 냉동 장비 제조업
19501,서준테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 푸른들판로 700-28,반도체 제조용 기계 제조업
19502,엘에스테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 내향로 214-42,절삭가공 및 유사처리업
19503,더블유에스이엔씨,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 포승장안로 1489-11,육상 금속 골조 구조재 제조업
19504,Kei테크,데이터미집계,전기장비 제조업,경기도 화성시 팔탄면 서해로987번길 10,전기회로 접속장치 제조업
19505,라온이앤지,031-831-5670,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 초록로384-,플라스틱 시트 및 판 제조업
19506,화성시 발효식품협동조합,데이터미집계,식료품 제조업,경기도 화성시 향남읍 상신초교길52-,장류 제조업
19507,한영기계기술,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 장안면 수정로244-,기타 일반 기계 및 장비 수리업
19508,주식회사 씨오티,데이터 미집계,전기장비 제조업,경기도 화성시 팔탄면 언창공단길 31-26,변압기 제조업
19509,디아이테크,데이터미집계,인쇄 및 기록매체 복제업,경기도 화성시 봉담읍 하가등길 20-9,스크린 인쇄업
19510,아이티그린(주),데이터미집계,1차 금속 제조업,경기도 화성시 서신면 제부로722번길 18,"기타 비철금속 제련, 정련 및 합금 제조업"
19511,에스앤피에프에이,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 동탄5동 동탄대로706-,전자감지장치 제조업
19512,나노옵틱,031-491-5238,고무 및 플라스틱제품 제조업,경기도 화성시 남양읍 주석로 306-27,플라스틱 필름 제조업
19513,최상원,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 비봉면 푸른들판로 1119-3,주형 및 금형 제조업
19514,미래FA,데이터미집계,전기장비 제조업,경기도 화성시 안녕길24번길 15-10 (안녕동),배전반 및 전기 자동제어반 제조업
19515,(주)엘케이셀텍,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 비봉면 현대기아로 787-13,플라스틱 접착처리 제품 제조업
19516,에스케이 이엔지(SK ENG),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 발안로464번길 25-37,구조용 금속 판제품 및 공작물 제조업
19517,주식회사 스카이파크,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 동탄5동 동탄영천로101-,화장품 제조업
19518,태원산업,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 와우안길109-,분말 야금제품 제조업
19519,(주)에이치빔플랜트,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 황골길46번길 82,육상 금속 골조 구조재 제조업
19520,마리스텔라,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 봉담읍 갈담초교길 49-5,"천막, 텐트 및 유사 제품 제조업"
19521,신원축산물유통,데이터미집계,식료품 제조업,경기도 화성시 배양북길32번길 36 (배양동),육류 포장육 및 냉동육 가공업 (가금류 제외)
19522,세진엔텍,데이터미집계,인쇄 및 기록매체 복제업,경기도 화성시 봉담읍 덕우공단2길 37,기타 인쇄업
19523,에스투제이,데이터미집계,"가죽, 가방 및 신발 제조업",경기도 화성시 병점2동 병점3로117-,가방 및 기타 보호용 케이스 제조업
19524,세원테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 덕머루서길15-,주형 및 금형 제조업
19525,도경시스템,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 서해로1121번길 8,그 외 금속 압형제품 제조업
19526,다됨부업방,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 향남읍 행정죽전로4길 20,기타 기계장비 조립용 플라스틱 제품 제조업
19527,한국아이티오주식회사,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 장안면 장안공단8길 37,기기용 자동측정 및 제어장치 제조업
19528,(주)삼영엔지니어링,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 지월길26-,건설 및 채광용 기계장비 제조업
19529,우리텍WOOLEETEC,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 정남면 만년로 288-8,그 외 기타 분류 안된 섬유제품 제조업
19530,중앙에어텍,031-357-1025,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 마도면 쌍송길119번길 73-12,구조용 금속 판제품 및 공작물 제조업
19531,주식회사 휘람,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 송산면 공룡로 70-31,산업용 트럭 및 적재기 제조업
19532,주식회사 에스아이티에스,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 내향로 250-35,절삭가공 및 유사처리업
19533,대광산업,031-355-7905,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 송산면 송산서로420번길 101-77,육상 금속 골조 구조재 제조업
19534,세기디자인출력,데이터미집계,인쇄 및 기록매체 복제업,경기도 화성시 마도면 청원로231번길 62-6,제판 및 조판업
19535,국제건축,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 장안면 3.1만세로138-,"천막, 텐트 및 유사 제품 제조업"
19536,가스텍엔지니어링,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 망월길13-,"탭, 밸브 및 유사장치 제조업"
19537,현대특수,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 송산면 당성로 361-55,공기 조화장치 제조업
19538,주식회사 그린에어텍,031-355-6506,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 마도면 청원산단7길 14,구조용 금속 판제품 및 공작물 제조업
19539,선우정밀,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 문학로30번길 45-20,절삭가공 및 유사처리업
19540,우영,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 석포로 68-39,주형 및 금형 제조업
19541,일오삼스틸,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 만년로388-,그 외 기타 금속가공업
19542,삼정바이오솔루션,031-8059-3244,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 양감면 개월안길 110-26,산업용 가스 제조업
19543,스마트팩토리,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 내향로83-,플라스틱 창호 제조업
19544,유진기공（주）,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 우정읍 호곡공단로55-,육상 금속 골조 구조재 제조업
19545,상우연포장공업(주),데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 마도면 마도로 421-3,플라스틱 필름 제조업
19546,신성기계,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 은행나무로 566-9,산업용 냉장 및 냉동 장비 제조업
19547,유성테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 기안길 60-6 (기안동),절삭가공 및 유사처리업
19548,한국정밀부품(주),데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 매송면 푸른들판로2017번길 8,자동차용 신품 동력전달장치 제조업
19549,아라씨앤티,데이터 미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 향남읍 서봉로442번길 35-1,기타 반도체소자 제조업
19550,서울산업(주),데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 양감면 요당길320번길 51,자동차용 신품 동력전달장치 제조업
19551,황산포장,031-227-4022,"펄프, 종이 및 종이제품 제조업",경기도 화성시 봉담읍 골말1길 28-13,골판지 제조업
19552,송림정밀,031-232-7523,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 발안로464번길 28,절삭가공 및 유사처리업
19553,미호이엔씨마도,데이터미집계,가구 제조업,경기도 화성시 마도면 마도공단로4길 6,그 외 기타 가구 제조업
19554,(주)한쿡푸드,데이터미집계,식료품 제조업,경기도 화성시 팔탄면 노하길116번길 97-10,천연 및 혼합조제 조미료 제조업
19555,에스와이테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 푸른들판로1010번길 104-4,주형 및 금형 제조업
19556,제로사출,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 남양읍 온석서길 39-10,기타 기계장비 조립용 플라스틱 제품 제조업
19557,심하이텍,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 온천로137번길 105,그 외 금속 압형제품 제조업
19558,아성티에스,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 초록로693번길 3-51,주형 및 금형 제조업
19559,선영정밀,031-353-1892,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 보통내길253번길 56-11,그 외 금속 압형제품 제조업
19560,대영ENG,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 송산면 은수포북길32번길34-1,인쇄 및 제책용 기계 제조업
19561,케이에스텍KSTECH,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 비봉면 화성로1616번길 26,절삭가공 및 유사처리업
19562,굿초이스,데이터미집계,식료품 제조업,경기도 화성시 남양읍 현대기아로400번길 16,육류 포장육 및 냉동육 가공업 (가금류 제외)
19563,가온텍,031-8059-4327,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 팔탄면 현대기아로556번길 137-9,그 외 기타 전자부품 제조업
19564,케이원테크,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 발안공단로86-,"금속 문, 창, 셔터 및 관련제품 제조업"
19565,우리테크,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 봉담읍 주석로 974-8,운송장비 조립용 플라스틱제품 제조업
19566,서호,031-352-4851,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 장안면 석포로 312-3,그 외 기타 전자부품 제조업
19567,(주)에스엔씨에너지(정남공장),데이터미집계,전기장비 제조업,경기도 화성시 향남읍 만년로 192-12,가정용 전기 난방기기 제조업
19568,기백종합기계,031-355-6000,기타 기계 및 장비 제조업,경기도 화성시 남양읍 장덕북길 110-35,"산업용 오븐, 노 및 노용 버너 제조업"
19569,썬테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 남양읍 현대기아로521-,도금업
19570,우정기업,031-355-3041,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 터넉골로120번길 13-68,육상 금속 골조 구조재 제조업
19571,세하테크,데이터 미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 향남읍 발안공단로2길 27,기타 반도체소자 제조업
19572,휴마스포츠과학,데이터미집계,전기장비 제조업,경기도 화성시 동탄대로8길 58 (산척동),그 외 기타 전기장비 제조업
19573,태원산업,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 수면길12번길 12,건설 및 채광용 기계장비 제조업
19574,워터웨이,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 최루백로72-,액체 여과기 제조업
19575,번영산업,031-445-2133,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 삼천병마로 390-160,"플라스틱 포대, 봉투 및 유사제품 제조업"
19576,(주)디엠피에프,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 우정읍 매바위로237번길 46-107,그 외 자동차용 신품 부품 제조업
19577,이레엔텍,031-366-1417,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 온천로165번길75-,절삭가공 및 유사처리업
19578,유일화력,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 시청로1610번길 15-9,공기 조화장치 제조업
19579,에스앤에프,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 신백길 102-9,구조용 금속 판제품 및 공작물 제조업
19580,제이와이테크,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 정남면 괘랑3길00041-00001,기타 반도체소자 제조업
19581,엠텍,데이터 미집계,목재 및 나무제품 제조업; 가구 제외,경기도 화성시 양감면 초록로347-,표면 가공 목재 및 특정 목적용 제재목 제조업
19582,(주)리젠코,031-352-7830,전기장비 제조업,경기도 화성시 정남면 괘랑2길17번길45-3,배전반 및 전기 자동제어반 제조업
19583,신영농원100,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 양감면 초록로 572-24,농업 및 임업용 기계 제조업
19584,금성호이스트크레인(주)지점,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 서신면 전곡산단11길 91,기타 물품 취급장비 제조업
19585,강남하이테크(주),데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 장안면 무봉길 225-9,"증류기, 열교환기 및 가스발생기 제조업"
19586,서원ENG,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 하저자안로 55-13,주형 및 금형 제조업
19587,롭틱스주식회사,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 동탄5동 동탄순환대로823-,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
19588,탑씨엔씨,031-352-0157,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 버들로1362번길 42-20,주형 및 금형 제조업
19589,미래기계,031-223-0973,기타 기계 및 장비 제조업,경기도 화성시 정남면 괘랑3길 42,금속 성형기계 제조업
19590,케이프로테크,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 팔탄면 서해로1121번길 20,"물질 검사, 측정 및 분석기구 제조업"
19591,알보젠코리아 주식회사 향남공장,데이터미집계,의료용 물질 및 의약품 제조업,경기도 화성시 향남읍 제약공단2길 36,완제 의약품 제조업
19592,유동,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 덕우공단1길 83,금속선 가공제품 제조업
19593,우성이엔디(주),데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 동탄하나2길 16 (능동),"탭, 밸브 및 유사장치 제조업"
19594,알앤더블유RW산업,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 향남읍 초록로693번길 67-10,"천막, 텐트 및 유사 제품 제조업"
19595,바이제로텍vizerotech,데이터미집계,전기장비 제조업,경기도 화성시 팔탄면 서해로987번길 5,기타 가정용 전기기기 제조업
19596,（주）씨지테크*,031-359-9205,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 버들로 1337-5,플라스틱 필름 제조업
19597,서진로봇텍,031-310-1975,기타 기계 및 장비 제조업,경기도 화성시 송산면 송산로152번길 4-19,산업용 로봇 제조업
19598,로보밀,031-234-9320,인쇄 및 기록매체 복제업,경기도 화성시 동탄지성로391번길 46 (기산동),기타 인쇄업
19599,주식회사 실텍,031-357-5110,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 하저자안로 55-47,포장용 플라스틱 성형용기 제조업
19600,원테크(ONE TECH),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 수정로00215-00021,절삭가공 및 유사처리업
19601,디유이엔지(주),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 포승장안로1120번길 8-15,"금속 문, 창, 셔터 및 관련제품 제조업"
19602,신기콘테이너,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 서해로830-,기타 구조용 금속제품 제조업
19603,세림테크놀로지,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 발안로 331-10,산업용 로봇 제조업
19604,에이엠티,031-8047-0411,기타 기계 및 장비 제조업,경기도 화성시 기안말길 58-4 (기안동),주형 및 금형 제조업
19605,새론산업,031-298-3451,고무 및 플라스틱제품 제조업,경기도 화성시 봉담읍 생수길34-,운송장비 조립용 플라스틱제품 제조업
19606,(주)온텍시스템,031-291-3994,전기장비 제조업,경기도 화성시 봉담읍 삼천병마로965-,전시 및 광고용 조명장치 제조업
19607,경남테크,055-288-1888,기타 기계 및 장비 제조업,경기도 화성시 동탄5동 동탄기흥로560-,주형 및 금형 제조업
19608,주식회사 티앤에스케미칼,데이터 미집계,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 윗생이길 8-15,그 외 기타 플라스틱 제품 제조업
19609,덕윤다이캐스팅,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 장안면 수촌길 120-59,그 외 자동차용 신품 부품 제조업
19610,대력이엔지,031-378-5902,전기장비 제조업,경기도 화성시 정남면 정남동로207번길 55-3,기타 전기 변환장치 제조업
19611,(주)남경에스엠화성지점,데이터미집계,1차 금속 제조업,경기도 화성시 우정읍 포승향남로 1170-30,그 외 기타 1차 철강 제조업
19612,효명엔지니어링,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 팔탄면 버들로 1337-38,자동차 엔진용 신품 부품 제조업
19613,우림 퍼니처,데이터미집계,가구 제조업,경기도 화성시 봉담읍 번던길60-,기타 목재가구 제조업
19614,(주)에스제이선진,031-355-7957,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 푸른들판로1010번길 50-14,자동차용 금속 압형제품 제조업
19615,"주식회사 아주인더스트리(AJU Industry Co.,Ltd)",데이터미집계,"펄프, 종이 및 종이제품 제조업",경기도 화성시 정남면 내향안길 60-5,"적층, 합성 및 특수표면처리 종이 제조업"
19616,두인테크,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 푸른들판로 700-28,주형 및 금형 제조업
19617,새한전기,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 우정읍 쌍봉로 338-7,기타 일반 기계 및 장비 수리업
19618,비원코리아B1KOREA,데이터미집계,가구 제조업,경기도 화성시 마도면 마도공단로6길 7,금속 가구 제조업
19619,은테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 율암길95번길 50-19,주형 및 금형 제조업
19620,더케이에이치테크,031-8059-6072,기타 기계 및 장비 제조업,경기도 화성시 남양읍 현대기아로 195-6,반도체 제조용 기계 제조업
19621,주식회사 오토제이,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 경기대로 1025-5 (병점동),반도체 제조용 기계 제조업
19622,케이씨금속,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 발안공단로221-,도금업
19623,제이엠하이텍 주식회사,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 복만터길 86-1,반도체 제조용 기계 제조업
19624,궁잔기지떡병점점,데이터미집계,식료품 제조업,경기도 화성시 효행로1040번길 14 (진안동),떡류 제조업
19625,즉석구이 김스맨,데이터미집계,식료품 제조업,경기도 화성시 병점1동 병점서로67-,수산식물 가공 및 저장 처리업
19626,경은기업,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 비봉면 푸른들판로1281-,자동차 차체용 신품 부품 제조업
19627,세아티엔에스,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 동탄5동 동탄영천로101-,기체 펌프 및 압축기 제조업
19628,에이앤씨,031-695-6425,1차 금속 제조업,경기도 화성시 양감면 정문송산로241번길 29,"알루미늄 압연, 압출 및 연신제품 제조업"
19629,유니언테크 주식회사,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 갈천웃말길15-,도금업
19630,에어테크시스템,데이터 미집계,목재 및 나무제품 제조업; 가구 제외,경기도 화성시 봉담읍 와우안길109-,장식용 목제품 제조업
19631,IDM (Idea Design Manufacture),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 와우안길109-,자동차용 금속 압형제품 제조업
19632,하나테크,데이터미집계,전기장비 제조업,경기도 화성시 서동탄로 12-5 (능동),기타 절연선 및 케이블 제조업
19633,삼공플랜트,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 분천길 19-10,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
19634,피엔테크,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 반월길12번길 4-8 (반월동),연성 및 기타 인쇄회로기판 제조업
19635,에이치에스테크,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 음양4길 6,공기 조화장치 제조업
19636,경기호이스트,031-319-4423,기타 기계 및 장비 제조업,경기도 화성시 서신면 전곡산단로 174-29,기타 물품 취급장비 제조업
19637,동국테크,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 우정읍 고온리안길37-,자동차 엔진용 신품 부품 제조업
19638,영광테크,데이터 미집계,고무 및 플라스틱제품 제조업,경기도 화성시 향남읍 구문천안길61-,그 외 기타 플라스틱 제품 제조업
19639,(주)브랜뉴머시너리,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 장안면 무봉길 200-5,그 외 기타 특수목적용 기계 제조업
19640,비스타어닝,데이터 미집계,섬유제품 제조업; 의복제외,경기도 화성시 봉담읍 최루백로72-,"천막, 텐트 및 유사 제품 제조업"
19641,티티모터스,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 팔탄면 버들로1340-,자동차용 신품 동력전달장치 제조업
19642,정인하이테크,031-366-1326,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 서봉로 935-17,그 외 금속 압형제품 제조업
19643,백제석재,데이터미집계,비금속 광물제품 제조업,경기도 화성시 봉담읍 삼천병마로716-,건설용 석제품 제조업
19644,한성에스텍,데이터 미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 정남면 제기길163-,기타 반도체소자 제조업
19645,(주)아주정공,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 용수길 19-10,그 외 기타 금속가공업
19646,(주) 무한온,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 향남읍 토성로392-,컴퓨터 프린터 제조업
19647,선진기업,031-356-9630,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 비봉면 양노남길98-,절삭가공 및 유사처리업
19648,제이엠,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 정남면 정남산단1길 14,기타 표시장치 제조업
19649,(주)세미로드 동탄사무실,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 동탄5동 동탄대로635-,전기전자 및 정밀기기 수리업
19650,가온누리,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 정남면 시청로01614-00000,기타 반도체소자 제조업
19651,한텍가벤시스템,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 장안면 돌서지길 132-15,산업용 냉장 및 냉동 장비 제조업
19652,주식회사 에스케이종합개발,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 동화북길00049-00002,"금속 문, 창, 셔터 및 관련제품 제조업"
19653,대현화학공업(주) 정남공장,데이터미집계,가구 제조업,경기도 화성시 정남면 고지5길 34,그 외 기타 가구 제조업
19654,동양기설산업(주),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 용당골길14번길 54,금속탱크 및 저장용기 제조업
19655,테크윈,데이터 미집계,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 언창길43-,플라스틱 필름 제조업
19656,경진정밀,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 비봉면 현대기아로830번길 9,기타 가공 공작기계 제조업
19657,태성이엔지,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 남양읍 현대기아로 239-28,유압기기 제조업
19658,삼성익스텍,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 귓골2길 16,절삭가공 및 유사처리업
19659,태진시스템,데이터 미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 팔탄면 독곡길 91-4,기기용 자동측정 및 제어장치 제조업
19660,화천AS,데이터미집계,산업용 기계 및 장비 수리업,"경기도 화성시 영통로50번길 27 (반월동, 반달마을두산위브아파트)",기타 일반 기계 및 장비 수리업
19661,성원하이텍,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 푸른들판로 700-21,절삭가공 및 유사처리업
19662,에이티에스코리아주식회사,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 정남면 시청로1610번길 10-54,산업처리공정 제어장비 제조업
19663,로보,031-358-5565,자동차 및 트레일러 제조업,경기도 화성시 팔탄면 현대기아로 44-29,그 외 자동차용 신품 부품 제조업
19664,주식회사 당당한홀딩스,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 마도면 마도로620번길 79,기타 직물제품 제조업
19665,엑스클라이밍 주식회사,데이터미집계,기타 제품 제조업,경기도 화성시 송산면 중송길52-,"체조, 육상 및 체력단련용 장비 제조업"
19666,(주)한국이앤비 화성지점,데이터미집계,비금속 광물제품 제조업,경기도 화성시 마도면 송정로210번길 28-7,안전유리 제조업
19667,지티아이,데이터 미집계,전기장비 제조업,경기도 화성시 남양읍 주석로184번길 22-23,전기용 탄소제품 및 절연제품 제조업
19668,피에프,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 매송면 어사로00087-00000,기타 반도체소자 제조업
19669,(주)동광기업,031-352-1317,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 율암길 192-7,"금속 문, 창, 셔터 및 관련제품 제조업"
19670,웰머(주),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 양감면 암소고개로 86-31,도금업
19671,로드테크,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 향남읍 행정중앙1로14-,화장품 제조업
19672,피티(PT)이엔지,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 우정읍 궁평항로 106-21,구조용 금속 판제품 및 공작물 제조업
