순번,회사명,전화번호,팩스번호,공장대표주소(도로명),업종번호,업종명,종업원수,데이터기준일자
1503,두성플렉스,031-777-9907,031-777-9909,"경기도 성남시 중원구 둔촌대로 484, 6층 604 (상대원동, SICOX TOWER), 605 외 1필지",26299+26294,그 외 기타 전자부품 제조업 외 1 종,1,2026-03-09
1538,룩씨스(주),031-777-1540,031-777-1542,"경기도 성남시 중원구 둔촌대로 474, 1층 102호 (상대원동, 선텍시티아파트형공장) 외 1필지",26299+26294,그 외 기타 전자부품 제조업 외 1 종,15,2026-03-09
1557,마하시스,031-736-7331,031-736-7332,경기도 성남시 중원구 갈마치로 234 (상대원동) SK아파트형공장 2층 210호,26299+28909,그 외 기타 전자부품 제조업 외 1 종,2,2026-03-09
1639,부영물산,031-777-9161,031-777-9165,"경기도 성남시 중원구 둔촌대로 484, 9층 914호 (상대원동, SICOX TOWER)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,6,2026-03-09
1684,샤인텍,031-732-7450,031-732-7451,"경기도 성남시 중원구 사기막골로62번길 33, 11층 1150호(상대원동) 11층 1150호 외 1필지",26299+26224,그 외 기타 전자부품 제조업 외 1 종,2,2026-03-09
1770,시노텍코리아(주),031-745-1472,031-723-0751,"경기도 성남시 중원구 사기막골로 148, 6층 606호 (상대원동) 6층 606호 외 1필지",26299+26294,그 외 기타 전자부품 제조업 외 1 종,4,2026-03-09
1849,아이비코리아(유),031-777-2200,031-777-2210,"경기도 성남시 중원구 둔촌대로 474, 9층 910 (상대원동, 선텍시티아파트형공장) 외 2필지",26299+26294,그 외 기타 전자부품 제조업 외 1 종,20,2026-03-09
1902,에스엠테크,031-602-9633,031-602-9634,"경기도 성남시 중원구 둔촌대로 531, 5층 501 (상대원동, 쌍용IT트윈타워 B동)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,10,2026-03-09
1973,연우실업,,02-707-3305,경기도 성남시 중원구 둔촌대로 474 (상대원동) 8층 805호,26299+26294,그 외 기타 전자부품 제조업 외 1 종,4,2026-03-09
2031,우신테크,031-777-5363,031-776-5365,"경기도 성남시 중원구 사기막골로 177, B2층 B203호 (상대원동, 금강하이테크밸리)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,4,2026-03-09
2176,중앙전자의료기,031-748-5126,031-748-5127,"경기도 성남시 중원구 갈마치로288번길 24, 5층 503호 일부 (상대원동, 노벨아파트형공장) 외 1필지",26299+26294,그 외 기타 전자부품 제조업 외 1 종,5,2026-03-09
2182,지엔이텍(주),070-8270-3813,031-737-9521,"경기도 성남시 중원구 갈마치로244번길 31, 현대아이밸리 1층 105 (상대원동)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,8,2026-03-09
2282,태원전선,031-748-1256,031-746-9838,"경기도 성남시 중원구 둔촌대로 555, 10층 1013 (상대원동, 선일테크노피아)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,1,2026-03-09
2325,포스텍(주),031-743-9727,031-743-9728,"경기도 성남시 중원구 둔촌대로 555, 8층 811 (상대원동, 선일테크노피아)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,7,2026-03-09
2371,한국바이브로(주),031-777-3760,031-739-6899,"경기도 성남시 중원구 사기막골로 137, 9층 901호 (상대원동, 중앙인더스피아5차)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,8,2026-03-09
2600,(주)씨에스에너텍,031-622-3338,031-622-3355,"경기도 성남시 분당구 판교로228번길 15, 3층 (삼평동, 판교세븐벤처밸리1)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,34,2026-03-09
2693,경진몰딩,031-753-1557,,경기도 성남시 수정구 수정북로 50 (태평동),26299+26294,그 외 기타 전자부품 제조업 외 1 종,18,2026-03-09
2737,미래텍,031-781-7402,031-784-7404,"경기도 성남시 분당구 구미로9번길 17, 406호 일부 (구미동, 광림빌딩)",26299+26294,그 외 기타 전자부품 제조업 외 1 종,5,2026-03-09
321,(주)비더블유아이티,,031-602-0911,"경기도 성남시 중원구 둔촌대로 484, 3층 302 일부 (상대원동)",26299,그 외 기타 전자부품 제조업,5,2026-03-09
355,(주)삼영에스앤씨 제2공장,031-7410-1830,031-742-1821,경기도 성남시 중원구 둔촌대로 446 (상대원동),26299,그 외 기타 전자부품 제조업,86,2026-03-09
421,(주)스마트바이,031-717-5876,031-717-5872,"경기도 성남시 중원구 사기막골로 164,(상대원동) A동 2층 201호 외 3필지",26299,그 외 기타 전자부품 제조업,6,2026-03-09
427,(주)스위브,031-733-1882,02-564-1884,경기도 성남시 중원구 둔촌대로 449 (상대원동) B1층 B104호,26299,그 외 기타 전자부품 제조업,12,2026-03-09
503,(주)씨엔아이티,031-737-4690,031-737-4694,"경기도 성남시 중원구 사기막골로 52, 3층 308 (상대원동)",26299,그 외 기타 전자부품 제조업,2,2026-03-09
539,(주)아이알휴먼테크,070-4829-8851,,"경기도 성남시 중원구 갈마치로 234, 9층 903 일부 (상대원동)",26299,그 외 기타 전자부품 제조업,3,2026-03-09
605,(주)에스와이테크,031-731-0638,031-731-0639,경기도 성남시 중원구 갈마치로 214-1 (상대원동),26299,그 외 기타 전자부품 제조업,37,2026-03-09
812,(주)유니락서비스,1644-3235,070-8220-7707,"경기도 성남시 중원구 사기막골로 124, 테크동 9층 913 (상대원동, SKⓝ테크노파크)",26299,그 외 기타 전자부품 제조업,13,2026-03-09
820,(주)유로파이앤씨,031-732-4567,031-789-6729,"경기도 성남시 중원구 사기막골로 99, 8층 B806호(상대원동) 8층 B806호 외 2필지",26299,그 외 기타 전자부품 제조업,29,2026-03-09
874,(주)인투아이피,031-8018-2020,031-8018-2021,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동, 성남 우림 라이온스밸리) A동 19층 1907호",26299,그 외 기타 전자부품 제조업,3,2026-03-09
932,(주)제이텍 제3공장,031-697-8244,031-789-6885,"경기도 성남시 중원구 사기막골로 99, 4층 407호  (상대원동) 4층 407호",26299,그 외 기타 전자부품 제조업,4,2026-03-09
1020,(주)케이코어텍,031-731-3330,031-731-3331,"경기도 성남시 중원구 둔촌대로 449, 7층 704호 (상대원동, 중앙인더스피아) 7층 704호",26299,그 외 기타 전자부품 제조업,4,2026-03-09
1380,나눔시스템,,,"경기도 성남시 중원구 사기막골로62번길 33, 6층 624호(상대원동) 6층 624호",26299,그 외 기타 전자부품 제조업,3,2026-03-09
1405,뉴그린코리아,031-743-3956,031-746-3956,"경기도 성남시 중원구 둔촌대로457번길 27 (상대원동, 성남 우림 라이온스밸리 1차) B2층 208호",26299,그 외 기타 전자부품 제조업,2,2026-03-09
1446,대일하이텍,031-8018-5736,031-8018-5737,"경기도 성남시 중원구 사기막골로62번길 37, 11층 1108 (상대원동, 스타타워 아파트형공장)",26299,그 외 기타 전자부품 제조업,4,2026-03-09
1517,디에이큐시스템(주),031-737-2018,031-737-2019,"경기도 성남시 중원구 둔촌대로457번길 27, 우림라이온스밸리1차 9층 913 (상대원동) 9층 913호 외 1필지",26299,그 외 기타 전자부품 제조업,7,2026-03-09
1622,밸류플러스테크놀러지(주),031-717-5876,031-717-5872,"경기도 성남시 중원구 사기막골로 164, A동 5층 503 (상대원동) 외 2필지",26299,그 외 기타 전자부품 제조업,17,2026-03-09
1636,봉원정보통신,031-732-0911,031-602-0911,"경기도 성남시 중원구 둔촌대로 484, 3층 302 (상대원동, SICOX TOWER)",26299,그 외 기타 전자부품 제조업,4,2026-03-09
1637,봉원정보통신 제2공장,031-732-0911,031-602-0911,"경기도 성남시 중원구 둔촌대로 545, 14층 1410호(상대원동, 한라시그마밸리) 14층 1410호 외 1필지",26299,그 외 기타 전자부품 제조업,5,2026-03-09
1711,성문전자(주),031-740-4800,,경기도 성남시 중원구 순환로 112 (상대원동),26299,그 외 기타 전자부품 제조업,128,2026-03-09
1851,아이알테크(주),031-776-0235,031-776-0235,"경기도 성남시 중원구 사기막골로 124, 비즈동 12층 1209 (상대원동, SKⓝ테크노파크)",26299,그 외 기타 전자부품 제조업,16,2026-03-09
1959,엠알시(주),031-776-0661,070-8620-2800,"경기도 성남시 중원구 사기막골로 124, 메가동 2층 203 (상대원동, SK엔테크노파크) 외 1필지",26299,그 외 기타 전자부품 제조업,8,2026-03-09
2129,제로니텍(주)제2공장,031-8039-6690,031-8039-6601,"경기도 성남시 중원구 둔촌대로457번길 27, 11층 1108호 (상대원동, 성남우림라이온스밸리) 11층 1108호",26299,그 외 기타 전자부품 제조업,2,2026-03-09
2192,진성전자,031-749-0722,031-746-9536,"경기도 성남시 중원구 둔촌대로388번길 24, 6층 611호(상대원동, 성남 우림라이온스밸리3차) 6층 611호",26299,그 외 기타 전자부품 제조업,4,2026-03-09
2262,큐빅라이트,031-776-0535,031-624-0520,"경기도 성남시 중원구 사기막골로 124, 메가동 13층 1314 (상대원동, SKⓝ테크노파크)",26299,그 외 기타 전자부품 제조업,2,2026-03-09
2270,탑레이저,031-730-0584,031-730-0585,"경기도 성남시 중원구 갈마치로 215, B동 4층 405 (상대원동)",26299,그 외 기타 전자부품 제조업,2,2026-03-09
2358,하이머시닝(주),031-698-4042,031-698-4043,"경기도 성남시 중원구 사기막골로90번길 23, 하이콘2공장 B동 일부 (상대원동)",26299,그 외 기타 전자부품 제조업,35,2026-03-09
2363,하이콘(주),031-698-2740,031-698-2745,경기도 성남시 중원구 사기막골로62번길 37 (상대원동) 14층 1407호 14층 1407호 외 17필지,26299,그 외 기타 전자부품 제조업,200,2026-03-09
2365,하이크론(주),031-768-7544,031-768-7544,"경기도 성남시 중원구 사기막골로90번길 23, 하이콘2공장 A동 일부 (상대원동)",26299,그 외 기타 전자부품 제조업,10,2026-03-09
2495,(주)피지에스코리아,,,"경기도 성남시 수정구 금토로80번길 11, 510호(금토동, 판교이노베이션랩 지식산업센터)",26299,그 외 기타 전자부품 제조업,0,2026-03-09
2525,이씨에스프라임 주식회사,,,"경기도 성남시 수정구 창업로 43, (시흥동) D동 6층 601호 외 7필지",26299,그 외 기타 전자부품 제조업,0,2026-03-09
2613,(주)에스디에스산업,031-757-6076,031-757-6176,"경기도 성남시 분당구 판교로 700,(야탑동, 분당테크노파크) E동 4층 409-1호 외 1필지",26299,그 외 기타 전자부품 제조업,7,2026-03-09
2761,세너지주식회사,070-4099-7100,,"경기도 성남시 분당구 판교로 715, 301호 (야탑동, 테크노프라자빌딩)",26299,그 외 기타 전자부품 제조업,3,2026-03-09
2804,유진산업(주),031-781-2631,031-781-2334,"경기도 성남시 분당구 판교로 723, 303호 (야탑동, 분당테크노파크B동)",26299,그 외 기타 전자부품 제조업,5,2026-03-09
2524,이비티㈜,,,"경기도 성남시 수정구 창업로 54, 504호(시흥동, 판교제2테크노밸리기업성장센터) 504호",28909+26429+27211+27212+27213,그 외 기타 전기장비 제조업 외 4 종,16,2026-03-09
2520,엔비노드㈜,,,"경기도 성남시 수정구, 판교 제2테크노밸리 G5블럭 글로벌Biz센터 (경기도시공사) (시흥동) B동 7층 703호 외 1필지",28909+26429+27212+27213,그 외 기타 전기장비 제조업 외 3 종,0,2026-03-09
790,(주)원방하이테크,031-737-9130,031-737-9131,"경기도 성남시 중원구 갈마치로244번길 31, 3층 303 (상대원동, 성남 현대 I밸리)",28909+28121+28122,그 외 기타 전기장비 제조업 외 2 종,2,2026-03-09
1185,(주)피에스엠,031-776-2900,031-776-2950,"경기도 성남시 중원구 사기막골로 124, 메가동 15층 1505 (상대원동) 메가동 15층 1505호 외 2필지",28909+29271+29272,그 외 기타 전기장비 제조업 외 2 종,20,2026-03-09
699,(주)엘피텍,031-720-5450,031-720-5459,경기도 성남시 중원구 둔촌대로388번길 24 (상대원동) 9층 903호,28909+29221,그 외 기타 전기장비 제조업 외 1 종,6,2026-03-09
743,(주)오조맥스코리아,070-4185-2841,031-737-4886,"경기도 성남시 중원구 사기막골로 52, 2층 203 (상대원동, 선텍시티Ⅱ 아파트형공장) 2층 203호",28909+29176,그 외 기타 전기장비 제조업 외 1 종,4,2026-03-09
850,(주)이우,031-735-7333,031-735-7334,"경기도 성남시 중원구 둔촌대로 388, 12층 1210호(상대원동, 크란츠 테크노) 12층 1210호",28909+27199,그 외 기타 전기장비 제조업 외 1 종,1,2026-03-09
1013,(주)케이엑스,031-744-9777,031-744-7779,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동) A동 6층 606호 외 1필지",28909+28422,그 외 기타 전기장비 제조업 외 1 종,4,2026-03-09
2362,하이진에스(주),031-639-6661,031-639-6663,"경기도 성남시 중원구 갈마치로 314, 4층 402 (상대원동)",28909+28519,그 외 기타 전기장비 제조업 외 1 종,2,2026-03-09
2387,한국코스믹라운드(주),02-2202-1882,02-2202-2195,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 비즈동 B1층 B116호",28909+20321,그 외 기타 전기장비 제조업 외 1 종,9,2026-03-09
2447,효성테크노,031-748-5559,031-748-8502,"경기도 성남시 중원구 둔촌대로457번길 27, 9층 912호 (상대원동, 성남우림라이온스밸리) 9층 912호",28909+33993,그 외 기타 전기장비 제조업 외 1 종,4,2026-03-09
65,(주)내추럴에너지,,,"경기도 성남시 중원구 갈마치로 302, B동 9층 903 (상대원동, 성남 우림 라이온스밸리 5차)",28909,그 외 기타 전기장비 제조업,3,2026-03-09
806,(주)위생기업사,031-751-1007,031-776-4445,"경기도 성남시 중원구 사기막골로 124, 메가동 7층 711 (상대원동, SKⓝ테크노파크)",28909,그 외 기타 전기장비 제조업,6,2026-03-09
1002,(주)케미텍 제2공장,02-707-3306,02-707-3305,"경기도 성남시 중원구 갈마치로 208, 7층 705호  (상대원동) 7층 705호 외 19필지",28909,그 외 기타 전기장비 제조업,36,2026-03-09
1134,(주)팜스테크,070-8633-2390,02-3465-3515,"경기도 성남시 중원구 사기막골로45번길 14, A동 11층 1105 (상대원동, 우림라이온스밸리 2차)",28909,그 외 기타 전기장비 제조업,4,2026-03-09
1178,(주)피디씨,050-2775-4111,050-2775-4112,"경기도 성남시 중원구 사기막골로 124, 테크동 6층 602 (상대원동, SKⓝ테크노파크)",28909,그 외 기타 전기장비 제조업,4,2026-03-09
1236,(주)한울사이언스,070-4090-0904,070-4850-8071,"경기도 성남시 중원구 갈마치로 302,(상대원동, 성남우림라이온스밸리5차) B동 11층 1113호 외 1필지",28909,그 외 기타 전기장비 제조업,2,2026-03-09
1286,DGM Tech,031-744-1552,031-744-1553,"경기도 성남시 중원구 사기막골로 137, 9층 907 (상대원동, 중앙인더스피아5차)",28909,그 외 기타 전기장비 제조업,5,2026-03-09
1327,경미공구,031-736-3227,031-736-3445,"경기도 성남시 중원구 둔촌대로 545, 3층 305 (상대원동, 한라시그마밸리) 외 1필지",28909,그 외 기타 전기장비 제조업,6,2026-03-09
1798,신우상사,031-750-0091,031-750-0094,"경기도 성남시 중원구 갈마치로 302, A동 14층 1409 (상대원동, 성남 우림 라이온스밸리 5차), 1410 외 1필지",28909,그 외 기타 전기장비 제조업,4,2026-03-09
2082,이레인,070-7733-4082,0502-775-4112,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 테크동 13층 1314호",28909,그 외 기타 전기장비 제조업,3,2026-03-09
2328,풍산EW,031-8018-2088,,"경기도 성남시 중원구 사기막골로45번길 14, (상대원동) A동 6층 615호",28909,그 외 기타 전기장비 제조업,1,2026-03-09
2361,하이진에스,031-8018-5002,031-639-6663,"경기도 성남시 중원구 갈마치로 314, 4층 401 (상대원동)",28909,그 외 기타 전기장비 제조업,4,2026-03-09
2535,코맥스시스템,,,"경기도 성남시 수정구 창업로 42, 621호 (시흥동)",28909,그 외 기타 전기장비 제조업,8,2026-03-09
438,(주)스팀젯,031-925-8245,031-925-8247,"경기도 성남시 중원구 순환로 187, 1층(상대원동)",29199+29177+29192,그 외 기타 일반목적용 기계 제조업 외 2 종,3,2026-03-09
478,(주)써모텍,,,"경기도 성남시 중원구 둔촌대로 474, 8층 810호 (상대원동, 선텍시티아파트형공장)",29199+29177,그 외 기타 일반목적용 기계 제조업 외 1 종,3,2026-03-09
997,(주)카이스,031-704-8833,031-704-8834,"경기도 성남시 중원구 둔촌대로388번길 24, 9층 904호 (상대원동, 성남 우림라이온스밸리3차) 9층 904호",29199+29177,그 외 기타 일반목적용 기계 제조업 외 1 종,4,2026-03-09
1179,(주)피비쏠,031-731-9196,031-731-9198,"경기도 성남시 중원구 둔촌대로 545, 7층 704 (상대원동, 한라시그마밸리)",29199+29177,그 외 기타 일반목적용 기계 제조업 외 1 종,8,2026-03-09
1747,세진기연,031-777-5517,031-777-5519,"경기도 성남시 중원구 사기막골로 177, 6층 613호 (상대원동, 금강하이테크밸리)",29199+29177,그 외 기타 일반목적용 기계 제조업 외 1 종,2,2026-03-09
2146,제일기계,031-734-6954,031-734-6951,"경기도 성남시 중원구 둔촌대로 388, 5층 512 (상대원동, 크란츠 테크노) 외 4필지",29199+29180,그 외 기타 일반목적용 기계 제조업 외 1 종,10,2026-03-09
2156,존슨프로페셔날,031-750-0980,031-750-0981,"경기도 성남시 중원구 갈마치로 302, A동 4층 402 (상대원동, 성남 우림 라이온스밸리 5차)",29199+29177,그 외 기타 일반목적용 기계 제조업 외 1 종,3,2026-03-09
138,(주)동구전자,031-731-3600,031-733-1155,경기도 성남시 중원구 둔촌대로497번길 6 (상대원동),29199,그 외 기타 일반목적용 기계 제조업,48,2026-03-09
1062,(주)태강테크,031-776-2357,031-776-2357,"경기도 성남시 중원구 사기막골로 99, 5층 508호(상대원동) 5층 508호",29199,그 외 기타 일반목적용 기계 제조업,5,2026-03-09
1569,멕시메이터코리아(주),031-732-1931,031-732-1932,"경기도 성남시 중원구 둔촌대로 484, 10층 1018호  (상대원동) 10층 1018호 외 1필지",29199,그 외 기타 일반목적용 기계 제조업,3,2026-03-09
1586,미라셀(주),1800-9900,02-556-6768,"경기도 성남시 중원구 갈마치로 215,(상대원동, 금강펜테리움IT타워) B동 6층 601호 외 7필지",29199,그 외 기타 일반목적용 기계 제조업,70,2026-03-09
1908,에스이테크(주),031-736-0182,031-736-0184,"경기도 성남시 중원구 둔촌대로 545, 10층 1008호 (상대원동, 한라시그마밸리) 10층 1008호",29199,그 외 기타 일반목적용 기계 제조업,1,2026-03-09
480,(주)써미트코아퍼레이션,02-3411-1423,031-750-0621,"경기도 성남시 중원구 갈마치로 302, B동 7층 705 (상대원동, 성남 우림 라이온스밸리 5차) 외 1필지",14499+13229+14199,그 외 기타 의복액세서리 제조업 외 2 종,6,2026-03-09
2588,(주)선진테코,031-735-1721,,경기도 성남시 중원구 박석로5번길 33 (상대원동),14499+13221+15190,그 외 기타 의복액세서리 제조업 외 2 종,15,2026-03-09
2598,(주)시즈글로벌,031-740-4600,031-740-4789,"경기도 성남시 수정구 수정로 300-1, 지층 (신흥동)",14499+14192+14199,그 외 기타 의복액세서리 제조업 외 2 종,8,2026-03-09
2115,잔트가르,,031-753-0158,"경기도 성남시 중원구 사기막골로 99, 8층 B810호(상대원동) 8층 B810호",14499+14192,그 외 기타 의복액세서리 제조업 외 1 종,1,2026-03-09
433,(주)스타일테크,070-4017-8766,02-6008-0106,"경기도 성남시 중원구 사기막골로 159, 5층 512 (상대원동, 금강하이테크2 아파트형공장) 외 1필지",14499,그 외 기타 의복액세서리 제조업,2,2026-03-09
456,(주)시즈글로벌,031-740-4600,031-740-4789,"경기도 성남시 중원구 사기막골로 52, 2층 201호 (상대원동, 선택시티 2) 2층 201호 외 10필지",14499,그 외 기타 의복액세서리 제조업,15,2026-03-09
1215,(주)한국에이치제이골프,031-746-6582,,"경기도 성남시 중원구 둔촌대로 537 (상대원동, 쌍용IT트윈타워 A동)",14499,그 외 기타 의복액세서리 제조업,7,2026-03-09
2716,대진사,031-754-8637,031-722-0602,"경기도 성남시 수정구 태평로 108, 지층 (태평동)",14499,그 외 기타 의복액세서리 제조업,7,2026-03-09
2800,원글러브,,070-461-2171,"경기도 성남시 중원구 희망로392번길 9, 지층 일부 (상대원동)",14499,그 외 기타 의복액세서리 제조업,6,2026-03-09
2854,주식회사 엔에이치,070-4286-2207,031-575-9005,"경기도 성남시 중원구 희망로392번길 9, 지층 일부 (상대원동)",14499,그 외 기타 의복액세서리 제조업,3,2026-03-09
2472,(주)미코바이오메드,,,"경기도 성남시 수정구 창업로 54, 가동 628호(시흥동, 판교제2테크노밸리기업성장센터) 가동 628호",21309+21301+27199,그 외 기타 의료용품 및 의약 관련제품 제조업 외 2 종,90,2026-03-09
855,(주)이지바이오텍,,,"경기도 성남시 중원구 둔촌대로 537, 4층 409호 (상대원동, 쌍용IT트윈타워 A동) 4층 409호",21309,그 외 기타 의료용품 및 의약 관련제품 제조업,2,2026-03-09
682,(주)엔퓨텍,031-744-4549,031-744-4552,경기도 성남시 중원구 순환로 94 (상대원동),27199+28422+28429+28519+28909+29175+29176+29210,그 외 기타 의료용 기기 제조업 외 7 종,14,2026-03-09
2234,케이와이케이 김영귀환원수 주식회사,031-777-3939,031-777-3456,"경기도 성남시 중원구 둔촌대로 555, 4층 407 (상대원동, 선일테크노피아) 외 1필지",27199+22249+28909+29172+29173+29176,그 외 기타 의료용 기기 제조업 외 5 종,22,2026-03-09
189,(주)레이저옵텍,031-737-9885,031-737-9889,"경기도 성남시 중원구 갈마치로244번길 31, 2층 203호(상대원동, 현대아이밸리) 2층 203호 외 3필지",27199+27192+27193+27194+27309,그 외 기타 의료용 기기 제조업 외 4 종,30,2026-03-09
1198,(주)하드빌,031-742-3146,031-742-3145,"경기도 성남시 중원구 갈마치로244번길 31, 6층 606호(상대원동, 현대아이밸리) 6층 606호 외 4필지",27199+26429+28119+28519+28909,그 외 기타 의료용 기기 제조업 외 4 종,17,2026-03-09
1611,바이오플러스(주),031-742-1898,031-741-1897,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동, 성남 우림 라이온스밸리) A동 9층 901호 외 15필지",27199+20423+21100+21301,그 외 기타 의료용 기기 제조업 외 3 종,96,2026-03-09
788,(주)원드롭,031-747-0109,070-4275-1248,"경기도 성남시 중원구 갈마치로 215 (상대원동, 금강펜테리움IT타워) A동 2층 203호",27199+21301+21309,그 외 기타 의료용 기기 제조업 외 2 종,19,2026-03-09
2249,코리아세이프티(주),031-777-9119,031-777-9153,"경기도 성남시 중원구 둔촌대로 484, 10층 1023 (상대원동) 10층 1023호 외 1필지",27199+29192+33999,그 외 기타 의료용 기기 제조업 외 2 종,6,2026-03-09
2494,(주)피씨티,,,경기도 성남시 수정구 창업로 42 (시흥동) 판교 제2테크노밸리 경기 기업성장센터 1동 3F층 316호,27199+26310+70121,그 외 기타 의료용 기기 제조업 외 2 종,18,2026-03-09
2851,주식회사 에이아이젠,031-758-1310,031-758-1311,"경기도 성남시 수정구 청계산로 686, 811호 (고등동) 811호 외 1필지",27199+27112+27213,그 외 기타 의료용 기기 제조업 외 2 종,15,2026-03-09
160,(주)디알텍,031-730-6800,031-730-6809,경기도 성남시 중원구 둔촌대로541번길 29 (상대원동),27199+27111,그 외 기타 의료용 기기 제조업 외 1 종,46,2026-03-09
161,(주)디알텍 제2공장,031-730-6800,031-730-6899,"경기도 성남시 중원구 사기막골로62번길 53, 5층 (상대원동)",27199+27111,그 외 기타 의료용 기기 제조업 외 1 종,27,2026-03-09
221,(주)마이크로트,031-731-1238,031-731-1236,"경기도 성남시 중원구 둔촌대로457번길 27, B1층 B110호(상대원동, 성남우림라이온스밸리) B1층 B110호 외 1필지",27199+70113,그 외 기타 의료용 기기 제조업 외 1 종,6,2026-03-09
324,(주)비스토스 제2공장,031-750-0340,031-750-0344,경기도 성남시 중원구 갈마치로 302 (상대원동) 성남우림라이온스밸리5차 A동 7층 701호 외 7필지,27199+27112,그 외 기타 의료용 기기 제조업 외 1 종,47,2026-03-09
407,(주)송강지엘씨,031-776-0780,031-776-0782,"경기도 성남시 중원구 사기막골로 124, 비즈동 4층 415 (상대원동, SKⓝ테크노파크) 외 1필지",27199+29210,그 외 기타 의료용 기기 제조업 외 1 종,10,2026-03-09
429,(주)스킨렉스,031-743-2801,031-743-2802,경기도 성남시 중원구 사기막골로 112 (상대원동),27199+20423,그 외 기타 의료용 기기 제조업 외 1 종,45,2026-03-09
512,(주)씨텍메디칼,031-982-0620,031-982-0627,"경기도 성남시 중원구 둔촌대로541번길 29, 1층, 3층(상대원동)",27199+27111,그 외 기타 의료용 기기 제조업 외 1 종,19,2026-03-09
598,(주)에스앤에스,031-737-2230,031-737-2232,"경기도 성남시 중원구 둔촌대로457번길 27, 3층 304 (상대원동, 성남 우림 라이온스밸리 1차)",27199+33301,그 외 기타 의료용 기기 제조업 외 1 종,4,2026-03-09
648,(주)에이툴즈,033-1742-1213,0303-3130-3880,"경기도 성남시 중원구 둔촌대로 555, 8층 804 (상대원동, 선일테크노피아)",27199+29175,그 외 기타 의료용 기기 제조업 외 1 종,5,2026-03-09
687,(주)엘림텍,031-742-7128,0505-300-7128,"경기도 성남시 중원구 사기막골로 99, 2층 219호(상대원동) 2층 219호",27199+28519,그 외 기타 의료용 기기 제조업 외 1 종,13,2026-03-09
772,(주)요즈마비엠텍,031-739-5544,031-739-5545,경기도 성남시 중원구 사기막골로 137 (상대원동) 8층 808호 외 7필지,27199+27111,그 외 기타 의료용 기기 제조업 외 1 종,48,2026-03-09
803,(주)웰코멧아시아,02-555-0028,02-3448-5182,경기도 성남시 중원구 갈마치로288번길 14 (상대원동) A동 8층 801호 외 6필지,27199+28909,그 외 기타 의료용 기기 제조업 외 1 종,16,2026-03-09
829,(주)유티비,031-720-5000,031-720-5005,"경기도 성남시 중원구 둔촌대로388번길 24, 10층 1001 (상대원동, 성남 우림라이온스밸리3차) 외 2필지",27199+27112,그 외 기타 의료용 기기 제조업 외 1 종,5,2026-03-09
1397,넥서스파마(주),02-2658-2048,02-2658-2043,"경기도 성남시 중원구 사기막골로 177, 5층 501호(상대원동, 금강하이테크밸리) 5층 501호 외 8필지",27199+20423,그 외 기타 의료용 기기 제조업 외 1 종,8,2026-03-09
2274,태림메디칼(주),031-737-9181,02-3401-6435,"경기도 성남시 중원구 갈마치로244번길 31, 4층 417 (상대원동)",27199+27112,그 외 기타 의료용 기기 제조업 외 1 종,9,2026-03-09
2330,프라임테크놀러지(주),031-748-1854,031-745-8010,"경기도 성남시 중원구 갈마치로 234, 3층 303 (상대원동, 에이스아파트형공장)",27199+27212,그 외 기타 의료용 기기 제조업 외 1 종,14,2026-03-09
2463,(주)네오펙트,,,"경기도 성남시 수정구 창업로 42, 806호(시흥동, 판교 제2테크노밸리 경기 기업성장센터) 외 3필지",27199+26329,그 외 기타 의료용 기기 제조업 외 1 종,4,2026-03-09
3,채운바이오텍(주),031-789-6844,031-789-6845,"경기도 성남시 중원구 사기막골로 99, 14층 B1407호  (상대원동) 14층 B1407호 외 1필지",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
10,(주) 조양메딕스,031-737-4737,031-736-2998,"경기도 성남시 중원구 갈마치로 215,(상대원동, 금강펜테리움IT타워) A동 4층 407호 외 1필지",27199,그 외 기타 의료용 기기 제조업,7,2026-03-09
13,(주)가나알엔디,031-733-0242,031-748-0242,"경기도 성남시 중원구 둔촌대로 555, 9층 905호(상대원동, 선일테크노피아) 9층 905호 외 2필지",27199,그 외 기타 의료용 기기 제조업,15,2026-03-09
59,(주)나노제네시스,02-940-8671,,"경기도 성남시 중원구 사기막골로62번길 33, 1층 116호(상대원동) 1층 116호 외 1필지",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
76,(주)넥스원바이오,031-711-1235,031-741-9515,"경기도 성남시 중원구 둔촌대로 474, 1층 108 (상대원동) 외 2필지",27199,그 외 기타 의료용 기기 제조업,12,2026-03-09
