회사명,대표자명,산업단지명,지식산업센터명,도로명주소,지번주소,위도,경도,업종번호,업종명,종업원수,생산품명,주원자재명,관리기관명,관리부서전화번호,데이터기준일자
콜미콜라겐,이규현,,,경기도 파주시 조리읍 장곡로 73-14,경기도 파주시 조리읍 장곡리 100-96,37.74726007,126.8445464,10899,그 외 기타 식료품 제조업,2,콜라켄,,경기도 파주시청,031-940-4543,2026-02-05
쿡,서정혁,파주첨단일반산업단지(선유지구),,경기도 파주시 파주읍 돈유1로 38,경기도 파주시 파주읍 향양리 701-4,37.85439698,126.8054828,13229,기타 직물제품 제조업,0,마스크,부직포 등 ,경기도 파주시청,031-940-4543,2026-02-05
쿡스오븐컴퍼니 ,장동민 설동균,,,경기도 파주시 신촌3로 2-24,경기도 파주시 신촌동 419-10,37.72733001,126.6944313,29150,산업용 오븐+노 및 노용 버너 제조업,2,업소용 오븐기 ,스테인리스 ,경기도 파주시청,031-940-4543,2026-02-05
큐빅알앤디엔터프라이즈,장광수,,,,경기도 파주시 탄현면 갈현리 814-4,,,32011+32029,매트리스 및 침대 제조업 외 1 종,13,매트리스+내장가구,천+페인트,경기도 파주시청,031-940-4543,2026-02-05
크로바기획,김영만,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 48-10,경기도 파주시 조리읍 오산리 399-12,37.77112164,126.8382155,18113,오프셋 인쇄업,5,인쇄물,종이,경기도 파주시청,031-940-4543,2026-02-05
크롬베리,정석현,,,경기도 파주시 상골길 191-8,경기도 파주시 맥금동 567-3,37.79086041,126.7257975,25923,도장 및 기타 피막처리업,2,반려동물하우스,,경기도 파주시청,031-940-4543,2026-02-05
크리오,박준태,,,경기도 파주시 파평면 장승배기로 173-41,경기도 파주시 파평면 율곡리 459,37.88177571,126.8122473,29229,기타 가공 공작기계 제조업,10,코너리본제작용자동기계,코너리본제작용자동기계,경기도 파주시청,031-940-4543,2026-02-05
클라임테크(주),홍두표,,,경기도 파주시 상골길 157-14,경기도 파주시 맥금동 616-3,37.78940379,126.7250101,33302+33301+33309,놀이터용 장비 제조업 외 2 종,3,인공암벽+인공홀드,,경기도 파주시청,031-940-4543,2026-02-05
클라임테크(주),홍두표,파주축현일반산업단지,,경기도 파주시 탄현면 축현산단로 56-18,경기도 파주시 탄현면 축현리 946,37.80332455,126.7419275,33301+33302+33309+33932,체조+육상 및 체력단련용 장비 제조업 외 3 종,20,인공암벽+인공홀드+조합놀이대+짚라인+전시모형+네트기구,금속+합성수지+목재,경기도 파주시청,031-940-4543,2026-02-05
클레이피아,심재욱,,,경기도 파주시 탄현면 새오리로286번길 48-66,경기도 파주시 탄현면 대동리 27-4,37.80433849,126.6929377,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,10,팬시우드,목재(MDF),경기도 파주시청,031-940-4543,2026-02-05
클로버,이서현,,,경기도 파주시 탄현면 한산로 62-13,경기도 파주시 탄현면 금승리 445-7,37.83013459,126.7320109,16103,목재 보존+방부처리+도장 및 유사 처리업,1,시트지코팅 목재 합판,합판+LPM씨트,경기도 파주시청,031-940-4543,2026-02-05
클린케미칼,이상구,,,경기도 파주시 광탄면 보광로 998,경기도 파주시 광탄면 마장리 379-16,37.78184092,126.8772304,22299+33920,그 외 기타 플라스틱 제품 제조업 외 1 종,1,플라스틱제품+사무용 바인더,폴리프로필렌,경기도 파주시청,031-940-4543,2026-02-05
키엔코(주),장형천,,,경기도 파주시 광탄면 장지산로31번길 83,경기도 파주시 광탄면 용미리 332-28,37.73872061,126.8816359,25992,수동식 식품 가공기기 및 금속 주방용기 제조업,4,냄비+프라이팬 등 주방용품,스테인리스,경기도 파주시청,031-940-4543,2026-02-05
타이톤코리아(주),홍성훈,,,경기도 파주시 조리읍 문원길 206,경기도 파주시 조리읍 대원리 257-3,37.72441026,126.8137344,25111,금속 문+창+셔터 및 관련제품 제조업,10,자연환기장치,자연환기장치,경기도 파주시청,031-940-4543,2026-02-05
탄탄테크 주식회사,이이세,,,경기도 파주시 조리읍 능안로 290-25,경기도 파주시 조리읍 능안리 249-10,37.73836642,126.7854668,28422+25113,일반용 전기 조명장치 제조업 외 1 종,3,LED조명+공원등주,LED소자+PCB+절재류+스탠류,경기도 파주시청,031-940-4543,2026-02-05
탑디자인,이유원,,,경기도 파주시 광탄면 소라울1길 153-5,경기도 파주시 광탄면 마장리 304,37.78595885,126.8674921,32029,기타 목재가구 제조업,7, 목재가구,엠디에프+페인트 등,경기도 파주시청,031-940-4543,2026-02-05
태광그린텍,송은채,,,경기도 파주시 파평면 파산서원길 307-20,경기도 파주시 파평면 덕천리 499-1,37.93885781,126.8573163,22241+22249,운송장비 조립용 플라스틱제품 제조업 외 1 종,13,FRP탱크+PVC+FRP탱크,,경기도 파주시청,031-940-4543,2026-02-05
태광기업,김종희,,,경기도 파주시 월롱면 통일로600번길 29,경기도 파주시 월롱면 영태리 368-2,37.76331893,126.7967383,29299,그 외 기타 특수목적용 기계 제조업,6,종이컵 제조 기계,,경기도 파주시청,031-940-4543,2026-02-05
태광기업사,이종선,,,경기도 파주시 광탄면 혜음로 747,경기도 파주시 광탄면 용미리 690-8,37.75308818,126.8626239,32029,기타 목재가구 제조업,5,목재가구,,경기도 파주시청,031-940-4543,2026-02-05
태광엠에스,신현미,파주탄현일반산업단지,,경기도 파주시 탄현면 한록산길 87,경기도 파주시 탄현면 성동리 693-28,37.79286357,126.6908845,25944,금속선 가공제품 제조업,3,철선,,경기도 파주시청,031-940-4543,2026-02-05
태광푸드(주),김성재,,,,경기도 파주시 법원읍 법원리 568-3,37.86192092,126.880341,10512+10511,곡물 제분업 외 1 종,15,선식+미숫가루,콩등,경기도 파주시청,031-940-4543,2026-02-05
태광푸드(주),김성재,,,경기도 파주시 법원읍 대경터안길 20,경기도 파주시 법원읍 법원리 613-1,37.86311863,126.8796023,10519,기타 곡물 가공품 제조업,10,누룽지+글래놀라,곡물,경기도 파주시청,031-940-4543,2026-02-05
태광푸드(주),김성재,,,경기도 파주시 법원읍 술이홀로 1041,경기도 파주시 법원읍 법원리 614-3,37.86248481,126.8800415,10512,곡물 제분업,20,미숫가루+곡물가루,보리+현미 등,경기도 파주시청,031-940-4543,2026-02-05
태림미장,서주철,,,경기도 파주시 조리읍 뇌조로 152,경기도 파주시 조리읍 뇌조리 127-6,37.75354431,126.8189209,16211,박판+합판 및 유사 적층판 제조업,8,미장함달,합판+무늬목,경기도 파주시청,031-940-4543,2026-02-05
태림산업,구숙자,,,경기도 파주시 소라지로202번길 129,경기도 파주시 송촌동 464-1,37.74543894,126.6959785,22231,플라스틱 포대+봉투 및 유사제품 제조업,5,비닐봉투,비닐롤,경기도 파주시청,031-940-4543,2026-02-05
태림산업(주),심승섭,,,경기도 파주시 월롱면 휴암로 186,경기도 파주시 월롱면 덕은리 399-8,37.80793785,126.7832468,25112,구조용 금속 판제품 및 공작물 제조업,17,환기용품,,경기도 파주시청,031-940-4543,2026-02-05
태림페이퍼(주),김영식,파주첨단일반산업단지(선유지구),,,경기도 파주시 문산읍 선유리 1376-6,37.85810427,126.8107747,17211+17212,골판지 제조업 외 1 종,64,골판지 및 골판지상자,골판지,경기도 파주시청,031-940-4543,2026-02-05
태림포장(주),이복진,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유2로 77,경기도 파주시 문산읍 선유리 1376,37.85810427,126.8107747,17211+17212,골판지 제조업 외 1 종,91,포장용박스,,경기도 파주시청,031-940-4543,2026-02-05
태봉목재,인선봉,,,경기도 파주시 적성면 자장로 209,경기도 파주시 적성면 자장리 374-2,37.96164392,126.8529857,16101,일반 제재업,4,한옥제재목,원목,경기도 파주시청,031-940-4543,2026-02-05
태부정공,김만옥,,,경기도 파주시 소라지로 95-54,경기도 파주시 신촌동 177-3,37.73439117,126.6994099,28423,전시 및 광고용 조명장치 제조업,1,조명광고판+조명플레이트,SUS+PO+CR+EGI+각종 파이프 등 ,경기도 파주시청,031-940-4543,2026-02-05
태산금속,이재홍,,,경기도 파주시 광탄면 장지산로 250-64,경기도 파주시 광탄면 분수리 28-31,37.75901361,126.8802663,25119,기타 구조용 금속제품 제조업,10,금속장식직기반제품,,경기도 파주시청,031-940-4543,2026-02-05
태산하이텍(주),김도경,,,경기도 파주시 월롱면 엘지로 109,경기도 파주시 월롱면 덕은리 397-12,37.80618347,126.7844022,22241+22249,운송장비 조립용 플라스틱제품 제조업 외 1 종,7,플라스틱 가공 및 제조,,경기도 파주시청,031-940-4543,2026-02-05
태산하이텍주식회사,김도경,,,경기도 파주시 월롱면 다래울길 158-14,경기도 파주시 월롱면 덕은리 117-12,37.79291275,126.7782127,22241+22249,운송장비 조립용 플라스틱제품 제조업 외 1 종,10,마감재+놀이시설물,폴리카보네이트+아크릴,경기도 파주시청,031-940-4543,2026-02-05
태성,조훈희,,,경기도 파주시 광탄면 샘우골길 225,경기도 파주시 광탄면 마장리 177-2,37.78596752,126.8820878,32029,기타 목재가구 제조업,5,도마+빨래판+모니터받침,,경기도 파주시청,031-940-4543,2026-02-05
태성ENG,김정섭,,,경기도 파주시 법원읍 보광로1837번길 120,경기도 파주시 법원읍 대능리 404,37.83416984,126.8605474,25119,기타 구조용 금속제품 제조업,5,알루미늄 건축 외장재,,경기도 파주시청,031-940-4543,2026-02-05
태성문화사,김영식,,,경기도 파주시 광탄면 보광로632번길 39,경기도 파주시 광탄면 영장리 179-18,37.76378143,126.9052023,18119+18113,기타 인쇄업 외 1 종,5,카다로그+전단,,경기도 파주시청,031-940-4543,2026-02-05
태성산업,김영창,,,경기도 파주시 운정1길 91-104,경기도 파주시 야당동 46,37.72165483,126.7687576,33920,사무 및 회화용품 제조업,3,자동스탬프,,경기도 파주시청,031-940-4543,2026-02-05
태성산업사,이종진,,,경기도 파주시 월롱면 검바위길 69,경기도 파주시 월롱면 덕은리 223-8,37.78391578,126.77069,29176,액체 여과기 제조업,15,차량용필터,,경기도 파주시청,031-940-4543,2026-02-05
태성엔지니어링,정지혜,,,경기도 파주시 탄현면 방촌로 1132-38,경기도 파주시 탄현면 낙하리 83,37.83029838,126.744622,25914,그 외 금속 압형제품 제조업,7,철재 파티션+책상 중장비용+가정용 스틸제품,철판+파이프,경기도 파주시청,031-940-4543,2026-02-05
태성정밀,정덕화,,,경기도 파주시 탄현면 방촌로1076번길 114-6,경기도 파주시 탄현면 낙하리 82-3,37.83008087,126.7440725,29229+29171+29177+29293+32091+32099,기타 가공 공작기계 제조업 외 5 종,21,산업용기계부품+열교환기+냉장부품+철재가구 등,철판+각파이프+환봉,경기도 파주시청,031-940-4543,2026-02-05
태성제과,송수용,,,경기도 파주시 광탄면 장지산로368번길 69-37,경기도 파주시 광탄면 분수리 239-2,37.76244252,126.8679615,10603,과자류 및 코코아 제품 제조업,5,과자류,밀가루+식용유+옥수수,경기도 파주시청,031-940-4543,2026-02-05
태성지기,김효태,,,경기도 파주시 하지석길 146-6,경기도 파주시 하지석동 416,37.75874306,126.7442084,17222,판지 상자 및 용기 제조업,10,지함,종이 ,경기도 파주시청,031-940-4543,2026-02-05
태성체어맨,송완수,,,경기도 파주시 조리읍 전지미말길 43-25,경기도 파주시 조리읍 뇌조리 454-3,37.76584827,126.8177672,32091+32029,금속 가구 제조업 외 1 종,23,의자,,경기도 파주시청,031-940-4543,2026-02-05
태성케미칼,박규태,,,경기도 파주시 조리읍 등원로91번길 20,경기도 파주시 조리읍 등원리 142-1,37.76238748,126.8093316,22229,기타 건축용 플라스틱 조립제품 제조업,1,플라스틱 전자용품,,경기도 파주시청,031-940-4543,2026-02-05
태성하이테크(주),권성진,,,경기도 파주시 탄현면 장릉로51번길 35-31,경기도 파주시 탄현면 갈현리 811-1,37.76873564,126.7154024,22241+22249,운송장비 조립용 플라스틱제품 제조업 외 1 종,6,핸드폰부품,,경기도 파주시청,031-940-4543,2026-02-05
태승제책사,김종목,,,경기도 파주시 상지석길 182-21,경기도 파주시 상지석동 453-41,37.72990701,126.7822547,18122,제책업,25,책,접착제,경기도 파주시청,031-940-4543,2026-02-05
태양,정재은,,,경기도 파주시 탄현면 헤이리로185번길 35,경기도 파주시 탄현면 금산리 345-28,37.80143397,126.697599,13229+13999,기타 직물제품 제조업 외 1 종,0,화재대피방연마스크 및 안전용품,부직포,경기도 파주시청,031-940-4543,2026-02-05
태양가구산업,김남철,,,경기도 파주시 광탄면 진지로 89-7,경기도 파주시 광탄면 용미리 38-6,37.74207147,126.8898798,32029,기타 목재가구 제조업,4,소파+사무용가구,,경기도 파주시청,031-940-4543,2026-02-05
태양산업,이대훈,,,경기도 파주시 광탄면 장지산로316번길 130-7,경기도 파주시 광탄면 분수리 127-1,37.76160336,126.8739654,25914+25112+29199+32091,그 외 금속 압형제품 제조업 외 3 종,17,금속압형제품 및 산업용 주방기기+금속압형제품 및 산업용 주방기기+금속압형제품 및 산업용 주방기기+금속압형제품 및 산업용 주방기기,금속 판재류 등,경기도 파주시청,031-940-4543,2026-02-05
태양산업,정연순,,,경기도 파주시 월롱면 홀작로 123,경기도 파주시 월롱면 도내리 199-6,37.78333798,126.8284708,23325+23326,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,5,콘크리트제품,,경기도 파주시청,031-940-4543,2026-02-05
태양샤인,최향숙,,,경기도 파주시 파주읍 오봉골길 231,경기도 파주시 파주읍 부곡리 210-2,37.82169284,126.8286357,33999+13224,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,5,파라솔,원단+살대+파이프+살집등 ,경기도 파주시청,031-940-4543,2026-02-05
태양지공사,안병선,파주축현일반산업단지,,경기도 파주시 탄현면 축현산단로 63-23,경기도 파주시 탄현면 축현리 992,37.80676086,126.7449639,17229,기타 종이 상자 및 용기 제조업,3,종이상자+학습지,종이,경기도 파주시청,031-940-4543,2026-02-05
태영P&B,이상원,,,경기도 파주시 지목로 89-6,경기도 파주시 신촌동 60-14,37.72729043,126.7010947,18113,오프셋 인쇄업,7,종이인쇄물,,경기도 파주시청,031-940-4543,2026-02-05
태영기업,이건미,,,경기도 파주시 탄현면 축현산단로 21-61,경기도 파주시 탄현면 축현리 2-4,37.80837527,126.7402727,22231,플라스틱 포대+봉투 및 유사제품 제조업,0,포장지,PET필름,경기도 파주시청,031-940-4543,2026-02-05
태영비앤피(주),조만영,,,경기도 파주시 광탄면 장지산로316번길 183,경기도 파주시 광탄면 분수리 141-1,37.76036048,126.871464,18119+17103+17106+17901+18111+18113+18129,기타 인쇄업 외 6 종,9,전산용지+OMR+OCR+ROLL+스티커,제지,경기도 파주시청,031-940-4543,2026-02-05
태영산업,추영순,,,경기도 파주시 광탄면 장지산로316번길 167-27,경기도 파주시 광탄면 분수리 140-1,37.75983823,126.8715832,25931,날붙이 제조업,3,금속집게,,경기도 파주시청,031-940-4543,2026-02-05
태영산업,강득수,,,경기도 파주시 조리읍 은골길 129,경기도 파주시 조리읍 장곡리 23-8,37.74915124,126.8501464,25111,금속 문+창+셔터 및 관련제품 제조업,5,철물(방화문),,경기도 파주시청,031-940-4543,2026-02-05
태우(주),최우식,,,경기도 파주시 조리읍 능안로 252,경기도 파주시 조리읍 능안리 406-1,37.73629587,126.784505,24221,동 압연+압출 및 연신제품 제조업,5,모세관(동파이프),,경기도 파주시청,031-940-4543,2026-02-05
태원인쇄,김정은,,,경기도 파주시 산남로 85-16,경기도 파주시 산남동 292-6,37.70027958,126.6944736,18111+18113+18121+18122,경 인쇄업 외 3 종,4,서적류 외,,경기도 파주시청,031-940-4543,2026-02-05
태은산업,장태조,,,경기도 파주시 광탄면 보광로538번길 39,경기도 파주시 광탄면 영장리 88-14,37.75657093,126.9101846,32029+33401+33932,기타 목재가구 제조업 외 2 종,13,책상+칸막이,,경기도 파주시청,031-940-4543,2026-02-05
태일정공사,한재훈,,,경기도 파주시 소라지로 34-30,경기도 파주시 연다산동 379-3,37.73460184,126.7087857,25943,금속 스프링 제조업,4,스프링,철,경기도 파주시청,031-940-4543,2026-02-05
태종산업(주),김태겸,,,경기도 파주시 조리읍 뇌조로108번길 121,경기도 파주시 조리읍 뇌조리 124-12,37.75166067,126.8203986,16102+32029+32091,표면 가공 목재 및 특정 목적용 제재목 제조업 외 2 종,27,칩보드+미장합판,나무 등,경기도 파주시청,031-940-4543,2026-02-05
태주산업디자인모드,박용덕,,,경기도 파주시 탄현면 배나무길 27,경기도 파주시 탄현면 축현리 273-2,37.80789553,126.7303255,32091,금속 가구 제조업,2,금속가구,금속,경기도 파주시청,031-940-4543,2026-02-05
태진통신,정은희,,,경기도 파주시 법원읍 사임당로 921,경기도 파주시 법원읍 법원리 421,37.84771844,126.8832167,25112+26410,구조용 금속 판제품 및 공작물 제조업 외 1 종,7,끌기+각정,,경기도 파주시청,031-940-4543,2026-02-05
태창레미콘(주),장기현,,,경기도 파주시 월롱면 정문로 166,경기도 파주시 월롱면 영태리 14-12,37.77622843,126.8087711,23322,레미콘 제조업,11,레미콘,,경기도 파주시청,031-940-4543,2026-02-05
태창조명,기동환,,,경기도 파주시 조리읍 명봉산로121번길 139,경기도 파주시 조리읍 봉일천리 3-102,37.74004897,126.8394252,28119,기타 전기 변환장치 제조업,5,방전등+안정기 등,에나멜 동선+철심코어 등,경기도 파주시청,031-940-4543,2026-02-05
태청F&N,김정집,파주법원2일반산업단지,,경기도 파주시 법원읍 법원2산단로 111,경기도 파주시 법원읍 대능리 559-2,37.84664512,126.8625816,10302,과실 및 그 외 채소 절임식품 제조업,7,견과류 가공품,견과류 농산물,경기도 파주시청,031-940-4543,2026-02-05
태한트레이딩,김한주,,,경기도 파주시 금정14길 6,경기도 파주시 금촌동 764-2,37.75963061,126.7750907,13300,편조원단 제조업,5,원단+편직,면사,경기도 파주시청,031-940-4543,2026-02-05
태화산업,정지우,,,경기도 파주시 광탄면 장지산로368번길 31,경기도 파주시 광탄면 분수리 136-14,37.7610706,126.8683459,25923,도장 및 기타 피막처리업,14,도장및건축자재,페인트,경기도 파주시청,031-940-4543,2026-02-05
태화예은케미칼,성태중,,,경기도 파주시 탄현면 새오리로286번길 59,경기도 파주시 탄현면 대동리 19-1,37.8072473,126.6940041,20203,혼성 및 재생 플라스틱 소재 물질 제조업,4,플라스틱,,경기도 파주시청,031-940-4543,2026-02-05
태화패키지,윤신근,,,경기도 파주시 조리읍 정문로 114-29,경기도 파주시 조리읍 뇌조리 555-32,37.77440497,126.8145743,17221,종이 포대 및 가방 제조업,2,쇼핑백,지류,경기도 파주시청,031-940-4543,2026-02-05
태화패키지(제2공장),윤신근,,,경기도 파주시 조리읍 정문로 114-31,경기도 파주시 조리읍 뇌조리 555-33,37.77418247,126.8147291,17221,종이 포대 및 가방 제조업,3,종이 쇼핑백,종이,경기도 파주시청,031-940-4543,2026-02-05
태흥농산,조준성,,,경기도 파주시 문산읍 반구정로 31,경기도 파주시 문산읍 사목리 237,37.86614821,126.7585838,10309,기타 과실ㆍ채소 가공 및 저장 처리업,1,삼계탕 티백,농산물 (인삼+황기+오가피+상지+엄나무+헛깨나무+당귀+대추),경기도 파주시청,031-940-4543,2026-02-05
태흥메디칼,전종국,,,,경기도 파주시 동패동 382-1,37.71164532,126.7247922,21211+21212,생물 의약품 제조업 외 1 종,3,초음파젤+파라핀왁스,,경기도 파주시청,031-940-4543,2026-02-05
태흥산업,홍호철,,,경기도 파주시 법원읍 가좌울길 131-48,경기도 파주시 법원읍 가야리 357-3,37.85710987,126.8572225,20493,접착제 및 젤라틴 제조업,4,식물성 풀,,경기도 파주시청,031-940-4543,2026-02-05
태흥산업,이진,,,경기도 파주시 광탄면 장지산로 424,경기도 파주시 광탄면 분수리 283-5,37.76309532,126.8614873,14499+15220,그 외 기타 의복액세서리 제조업 외 1 종,10,의류악세서리,,경기도 파주시청,031-940-4543,2026-02-05
테라기획,정양옥,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 29-15,경기도 파주시 조리읍 오산리 397-13,37.77371065,126.838744,18122,제책업,8,제책업,,경기도 파주시청,031-940-4543,2026-02-05
테크노셀,이은주,,,경기도 파주시 조리읍 매봉재길 160,경기도 파주시 조리읍 오산리 48-11,37.7770697,126.8291422,22291+22292,플라스틱 접착처리 제품 제조업 외 1 종,8,전자기기 및 산업용테이프,,경기도 파주시청,031-940-4543,2026-02-05
테크노포러스코리아(주),후시미유타카,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유2로 138,경기도 파주시 문산읍 선유리 1373-18,37.86043294,126.8179091,22251+22259,폴리스티렌 발포 성형제품 제조업 외 1 종,41,우레탄 발포스폰지,,경기도 파주시청,031-940-4543,2026-02-05
테크월산업(주),민병기,,,,경기도 파주시 광탄면 분수리 350-5,37.76304685,126.8556354,25112+25111,구조용 금속 판제품 및 공작물 제조업 외 1 종,6,건축물부착금속,,경기도 파주시청,031-940-4543,2026-02-05
토이코리아,이직세,,,경기도 파주시 조리읍 능안로 133-34,경기도 파주시 조리읍 능안리 53-4,37.7401292,126.7938179,33999+31991,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,3,손난로,,경기도 파주시청,031-940-4543,2026-02-05
토탈시네마,박필종,,,경기도 파주시 파주읍 여울길 310,경기도 파주시 파주읍 부곡리 45-2,37.81582381,126.8310493,16292,장식용 목제품 제조업,7,벽거울틀,,경기도 파주시청,031-940-4543,2026-02-05
통인익스프레스,김완규,,,경기도 파주시 조리읍 황새말2길 39,경기도 파주시 조리읍 오산리 388-13,37.76747851,126.8228106,16232,목재 포장용 상자+드럼 및 유사용기 제조업,38,보관,서류(카드사+은행),경기도 파주시청,031-940-4543,2026-02-05
통일로카독크,이풍자,,,경기도 파주시 월롱면 통일로644번길 2-12,경기도 파주시 월롱면 영태리 381-2,37.76711759,126.794256,28121+28122,전기회로 개폐+보호장치 제조업 외 1 종,11,차량수리,,경기도 파주시청,031-940-4543,2026-02-05
통일사,문성태,,,경기도 파주시 하지석길 143-19,경기도 파주시 하지석동 381,37.75884613,126.742841,14499,그 외 기타 의복액세서리 제조업,6,장갑,,경기도 파주시청,031-940-4543,2026-02-05
통일산업,최인철,,,경기도 파주시 조리읍 팔학골길 98-3,경기도 파주시 조리읍 봉일천리 62-43,37.73744863,126.8308173,32029,기타 목재가구 제조업,10,목재가구,,경기도 파주시청,031-940-4543,2026-02-05
통일촌장단콩청정식품,이완배,,,경기도 파주시 군내면 통일촌길 217,경기도 파주시 군내면 백연리 480-44,37.90669763,126.731422,10833,장류 제조업,3,된장,,경기도 파주시청,031-940-4543,2026-02-05
투내드,김태헌,,,경기도 파주시 소라지로 95-60,경기도 파주시 신촌동 177-2,37.73413673,126.6994396,33910,간판 및 광고물 제조업,4,실내외 광고물+아크릴 거치대,,경기도 파주시청,031-940-4543,2026-02-05
트리즈,문서희,,,경기도 파주시 광탄면 보광로 1509-30,경기도 파주시 광탄면 방축리 181,37.8121424,126.8646797,32029,기타 목재가구 제조업,7,나전칠기가구,원목,경기도 파주시청,031-940-4543,2026-02-05
티앤씨 샤크(주) ,조성강,,,경기도 파주시 월롱면 다래울길 158-18,경기도 파주시 월롱면 덕은리 117-14,37.79259914,126.7785065,25934+25924,톱 및 호환성 공구 제조업 외 1 종,18,톱 및 호환성 공구(절삭기날)+절삭가공 및 연마 제품 ,SKH55+SCM440,경기도 파주시청,031-940-4543,2026-02-05
티에스디자인,이성현,,,경기도 파주시 조리읍 은골길 73,경기도 파주시 조리읍 장곡리 10-27,37.74644384,126.8504308,32029,기타 목재가구 제조업,7,인테리어가구,,경기도 파주시청,031-940-4543,2026-02-05
티에프메디칼,성미경,,,경기도 파주시 산남로 39,경기도 파주시 산남동 321-2,37.70258302,126.6907466,21301+21309,체외 진단 시약 제조업 외 1 종,4,수동식 심폐소생기 ,실리콘+폴리우레탄,경기도 파주시청,031-940-4543,2026-02-05
티엔디코리아(주),강미심,,,경기도 파주시 교하로 442-28,경기도 파주시 동패동 1350-1,37.70628816,126.7303042,13224,천막+텐트 및 유사 제품 제조업,4,텐트+천막 유사제품,,경기도 파주시청,031-940-4543,2026-02-05
티엔에스페이퍼(주),김훈식,,,경기도 파주시 광탄면 만장산로 225,경기도 파주시 광탄면 창만리 371-14,37.79428735,126.8594241,17103,인쇄용 및 필기용 원지 제조업,4,합지,지류,경기도 파주시청,031-940-4543,2026-02-05
티지에프 주식회사,이준희,,,경기도 파주시 법원읍 자운서원로 452-32,경기도 파주시 법원읍 동문리 629-2,37.86210604,126.8412098,10603+10602,과자류 및 코코아 제품 제조업 외 1 종,7,초콜릿 장식품+빵+케이크,생크림+설탕+초콜릿,경기도 파주시청,031-940-4543,2026-02-05
파란연못,고다혜,,,,경기도 파주시 송촌동 225-26,37.74981567,126.6902486,20424,표면광택제 및 실내가향제 제조업,3,편백수 희석액,편백수 탈취제,경기도 파주시청,031-940-4543,2026-02-05
파스텔디아이와이크래프트,이미전,파주신촌일반산업단지,,경기도 파주시 신촌3로 34,경기도 파주시 신촌동 721,37.73162783,126.6938822,33999,그 외 기타 달리 분류되지 않은 제품 제조업,14,경량점토+장식용품 부자재,,경기도 파주시청,031-940-4543,2026-02-05
파스텔크래프트,이미전,파주신촌일반산업단지,,경기도 파주시 신촌2로 7-20,경기도 파주시 신촌동 724-10,37.72882486,126.6952145,33999,그 외 기타 달리 분류되지 않은 제품 제조업,8,장식용품 및 기타 부자재,목재+아크릴,경기도 파주시청,031-940-4543,2026-02-05
파워디지텍,김경수,,,,경기도 파주시 동패동 552 ,,,28119+28113,기타 전기 변환장치 제조업 외 1 종,2,무정전전원장치,,경기도 파주시청,031-940-4543,2026-02-05
파이어버스터Lab,김승연,,,경기도 파주시 조리읍 홀작로 234-18,경기도 파주시 조리읍 오산리 19-3,37.78114995,126.8384536,22211+24221+29133,플라스틱 선+봉+관 및 호스 제조업 외 2 종,4,스키핑방지헤드이음쇠(소방밸브)+제트버스터(스프링클러 밸브),황동+PC+CPVC,경기도 파주시청,031-940-4543,2026-02-05
파이오니아메탈(주),박달수,,,경기도 파주시 월롱면 휴암로117번길 43-32,경기도 파주시 월롱면 덕은리 387-20,37.80064331,126.779541,25112,구조용 금속 판제품 및 공작물 제조업,25,전기덕트,,경기도 파주시청,031-940-4543,2026-02-05
파주 보은전자,우영섭,,,경기도 파주시 법원읍 부흥로21번길 1039,경기도 파주시 법원읍 갈곡리 197,37.84558445,126.912523,26299+26329+26421+26429+26519+26521+26529,그 외 기타 전자부품 제조업 외 6 종,12,전자칠판+PRO-CASTER+M-CASTER,IC반도체+액정모니터+PCB+CASE,경기도 파주시청,031-940-4543,2026-02-05
파주농림버섯영농조합법인,안득선,,,경기도 파주시 탄현면 새오리로 359-12,경기도 파주시 탄현면 만우리 895,37.81414841,126.6922675,10309,기타 과실ㆍ채소 가공 및 저장 처리업,10,버섯액즙,,경기도 파주시청,031-940-4543,2026-02-05
파주산업,이상웅,,,경기도 파주시 광탄면 보광로 1085,경기도 파주시 광탄면 마장리 209-6,37.78853069,126.8795338,22251+22259,폴리스티렌 발포 성형제품 제조업 외 1 종,5,산업용플라스틱성형용기,플라스틱,경기도 파주시청,031-940-4543,2026-02-05
파주시농협쌀조합공동사업법인,황익수,,,경기도 파주시 탄현면 검산로 411-35,경기도 파주시 탄현면 축현리 256-6,37.80362151,126.7353007,10511,곡물 도정업,19,쌀,벼,경기도 파주시청,031-940-4543,2026-02-05
파주시산림조합,이성렬,,,경기도 파주시 법원읍 술이홀로 1547-77,경기도 파주시 법원읍 웅담리 452-21,37.90694532,126.882339,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,5,톱밥,벌채목,경기도 파주시청,031-940-4543,2026-02-05
