업체명,업종명,도로명주소,지번주소,생산품목,위도,경도,전화번호,팩스번호,데이터기준일
대성기공,절삭가공 및 유사처리업,"경기도 수원시 권선구 오목천로152번길 40, 1층 111호 (고색동, 고색동 첨단벤처밸리) 1층 111호",경기도 수원시권선구 고색동 958번지 수원첨단벤처밸리 1층 111호 1층 111호,기계부품 가공,37.2429443,126.9772998,031-8007-7111,031-8007-7111,2025-02-14
대아권선기술(주),그 외 기타 특수목적용 기계 제조업 외 1 종,"경기도 수원시 권선구 산업로92번길 66,  수원산업2단지 (고색동)",경기도 수원시 권선구 고색동  987-4번지,권선기(전자부품 자동화기계),37.2391102,126.9778576,031-252-6242,031-257-4718,2025-02-14
대운종합인쇄,경 인쇄업,"경기도 수원시 권선구 산업로156번길 142-10, B동 B114호 (벤처밸리2, 3단지) (고색동)","경기도 수원시 권선구 고색동 1152번지 B동 B114호 (벤처밸리2, 3단지)",스티커인쇄,37.238445,126.9864565,031-5182-8233,031-5182-8234,2025-02-14
대원레이져,주형 및 금형 제조업,"경기도 수원시 권선구 산업로92번길 105(고색동, 큰나무엔지니어링)",경기도 수원시 권선구 고색동 932 큰나무엔지니어링,금형,37.2402922,126.9785629,,,2025-02-14
대원에스앤씨,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 오목천로132번길 33, 7층 715 (고색동, 휴먼스카이밸리)",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 7층 715,전기제어 판넬,37.2427214,126.9765313,031-298-3024,031-298-3034,2025-02-14
대은테크,포장 및 충전업,경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ A동 717호,경기도 수원시 권선구 고색동 1152-0 수원벤처밸리∥ A동 717호,정밀기기 특수포장,37.238445,126.9864565,031-899-8418,031-899-8432,2025-02-14
대진정공,기타 가공 공작기계 제조업,"경기도 수원시 권선구 산업로92번길 67, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 936번지 수원산업1단지,엔진 주변부품 및 자동화기계 부품,37.2399661,126.9775555,031-297-8417,0505-298-8419,2025-02-14
대진정공,기타 가공 공작기계 제조업,"경기도 수원시 권선구 산업로92번길 67(고색동, 대진정공)",경기도 수원시 권선구 고색동 936 대진정공,자동차부품,37.2399661,126.9775555,031-297-8417,0505-298-8419,2025-02-14
대창엔지니어링,산업용 로봇 제조업,"경기도 수원시 권선구 산업로156번길 23,  수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1092번지 수원산업3단지,휴대폰배터리제조공정 자동화설비,37.2412054,126.9826696,031-294-0807,031-293-6759,2025-02-14
대한엔지니어링,산업용 로봇 제조업,"경기도 수원시 권선구 산업로156번길 171-16, 대한엔지니어링(수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1108번지 대한엔지니어링(수원산업3단지),"다관절 로솟,델타로보트, 기타자동화부품 및 정밀 기기, 식품포장 자동화 기기 및 장비",37.2411052,126.9857997,031-457-0862,031-457-0864,2025-02-14
더블제이멀티,기록매체 복제업,"경기도 수원시 권선구 서부로 1433-20, 3층 304호(고색동)",경기도 수원시 권선구 고색동 990-1 3층 304호,영상 및 사진 등의 복제품,37.2378624,126.9808304,,,2025-02-14
더좋은생활(주),전시 및 광고용 조명장치 제조업 외 7 종,"경기도 수원시 권선구 산업로155번길 234,  수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1047번지,LED조명기기,37.2452471,126.9883215,031-444-5973,031-444-6973,2025-02-14
더화,광학렌즈 및 광학요소 제조업,"경기도 수원시 권선구 오목천로132번길 33, 지1층층 B103호(고색동, 휴먼스카이밸리) 지1층층 B103호",경기도 수원시 권선구 고색동 959 휴먼스카이밸리 지1층층 B103호 지1층층 B103호,선글라스용 편광필름 성형품,37.2427214,126.9765313,,,2025-02-14
덕흥엔지니어링,주형 및 금형 제조업,"경기도 수원시 권선구 산업로156번길 189, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1106번지 (수원산업3단지),사출금형,37.2413477,126.986834,031-8007-0900,031-8007-0944,2025-02-14
동광계전,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 산업로 198, 204호(고색동) 204호",경기도 수원시 권선구 고색동 1098-2 204호 204호,"자동제어판넬 조립, 반도체 장비 조립",37.2423731,126.9863345,031-278-3476,031-278-3477,2025-02-14
동아소노텍(주),전자 응용 절삭기계 제조업,"경기도 수원시 권선구 오목천로132번길 64, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 969번지 수원산업1단지,전자응용 공작기계(초음파 융착기 외),37.2411471,126.9761736,031-689-3600,031-291-2881,2025-02-14
동아테크,그 외 기타 특수목적용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 210호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 210호(수원벤처밸리2),자동차 공조부품 조립 및 테스트장비,37.238445,126.9864565,031-899-8461,031-899-8462,2025-02-14
동양스프링,금속 스프링 제조업,"경기도 수원시 권선구 산업로156번길 39, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1090번지 수원산업3단지,"자동차 스프링, 전자제품 스프링",37.2404563,126.9827395,031-278-1037,031-278-1039,2025-02-14
동양정수산업,액체 여과기 제조업 외 2 종,"경기도 수원시 권선구 산업로92번길 54,  수원산업2단지 (고색동)",경기도 수원시권선구 고색동 987-2번지 수원산업2단지,"정수기, 음수기, 음수대, 식수대, 축열식 물끓임기",37.2388856,126.9772959,031-213-8714,031-212-4903,2025-02-14
동우베스텍,절삭가공 및 유사처리업,"경기도 수원시 권선구 산업로92번길 99, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 933번지 수원산업1단지,"진공장비부품,반도체장비부품가공",37.2401081,126.9787383,031-298-3983,031-298-3984,2025-02-14
동호정밀,그 외 기타 금속가공업,"경기도 수원시 권선구 산업로92번길 105, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 932번지 수원산업1단지,금형표면가공,37.2402922,126.9785629,031-294-6849,031-294-6849,2025-02-14
동호코리아(주),기타 전기 변환장치 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 819호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 819호(수원벤처밸리2),"전원공급장치, 충전기",37.238445,126.9864565,031-899-8445,031-629-6074,2025-02-14
두산로보틱스(주),산업용 로봇 제조업,"경기도 수원시 권선구 산업로156번길 79, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1081번지 수원산업3단지,산업용 로봇 및 제어소프트웨어,37.2385834,126.9835266,031-8014-5500,031-8014-5691,2025-02-14
드림산업,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로108번길 11, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 977-1번지 수원산업1단지,RF용전자부품,37.2417768,126.9746742,031-243-1767,031-243-1769,2025-02-14
드림인더스(주),경 인쇄업,"경기도 수원시 권선구 오목천로152번길 40, 10층 1002호(고색동, 고색동 첨단벤처밸리) 10층 1002호",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 10층 1002호 10층 1002호,스티커 라벨 등,37.2429443,126.9772998,031-8007-6200,031-353-2205,2025-02-14
디-테크(주),비디오 및 기타 영상기기 제조업,"경기도 수원시 권선구 산업로 173-25, 고색동1015번지(수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1015번지 고색동1015번지(수원산업3단지),"security 제품, CCTV",37.2438681,126.9824322,031-297-6727,031-297-6729,2025-02-14
디에스전자,그 외 기타 전기장비 제조업,"경기도 수원시 권선구 오목천로152번길 40, 6층 603 (고색동, 고색동 첨단벤처밸리)",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 6층 603,"STS, 각종 컨트롤 PCB",37.2429443,126.9772998,031-291-9648,,2025-02-14
디에이치(주) 수원공장,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 산업로 195-22,  수원산업3단지 19블럭 1로트 (고색동)",경기도 수원시 권선구 고색동 1042번지 수원산업3단지 19블럭 1로트,제어반 및 제어기기 제조업,37.2442494,126.9862808,ARS-1566-2151,031-302-6200,2025-02-14
디테크(주),비디오 및 기타 영상기기 제조업,"경기도 수원시 권선구 산업로 173-36, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1028번지 수원산업3단지,Security camera,37.2443982,126.9832355,070-7722-0120,031-297-6729,2025-02-14
라온경제교육사회적협동조합,인형 및 장난감 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 405호(수원벤처밸리2, 3단지) (고색동)","경기도 수원시 권선구 고색동 1152번지 B동 405호(수원벤처밸리2, 3단지)",교구 제작,37.238445,126.9864565,031-890-5375,031-890-5375,2025-02-14
라온앤신진(주),기타 인쇄업 외 3 종,"경기도 수원시 권선구 산업로156번길 88-56, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1155번지 수원산업3단지,3D인쇄물등,37.2366139,126.9864069,031-298-0170,031-292-8781,2025-02-14
라임,주형 및 금형 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 B209호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 B209호,"금형, 화장용기",37.238445,126.9864565,031-5182-8260,031-5182-8261,2025-02-14
래피드컴(주),기타 무선 통신장비 제조업,"경기도 수원시 권선구 산업로 173-51,  수원산업3단지 (고색동)",경기도 수원시 권선구 고색동  1013번지,VDSL통신장비,37.2446786,126.9821882,031-458-3759,031-458-3746,2025-02-14
레노텍(주),기타 반도체소자 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 309호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 309호(수원벤처밸리2),소방시스템,37.238445,126.9864565,070-7574-0834,031-5182-8174,2025-02-14
레이몰드(주),액정 표시장치 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 199, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1059번지 (수원산업3단지),백라이트유닛,37.2473202,126.9885275,031-547-6811,031-278-5021,2025-02-14
레이져라이팅(주),일반용 전기 조명장치 제조업 외 8 종,"경기도 수원시 권선구 산업로156번길 88-47, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1151번지 수원산업3단지,LED 등기구,37.2362832,126.9853129,031-223-5647,031-223-5649,2025-02-14
렉스코스,전시 및 광고용 조명장치 제조업,"경기도 수원시 권선구 오목천로152번길 40, 5층 517호 (고색동, 고색동 첨단벤처밸리) 5층 517호 외 1필지",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 5층 517호 5층 517호 외 1필지,"디지털인포메이션 디스플레이, 디지털액자",37.2429443,126.9772998,031-239-3713,031-239-3718,2025-02-14
로보스,그 외 기타 일반목적용 기계 제조업,경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ B동 319호,경기도 수원시 권선구 고색동 1152-0 수원벤처밸리∥ B동 319호,리니어모터,37.238445,126.9864565,,,2025-02-14
로커스에어텍(주),그 외 기타 일반목적용 기계 제조업 외 1 종,"경기도 수원시 권선구 오목천로132번길 33, 4층 412호 (고색동, 휴먼스카이밸리)",경기도 수원시 권선구 고색동  959번지,CO2세척기,37.2427214,126.9765313,031-206-8034,031-292-8036,2025-02-14
림스케이블(주),배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 서부로 1433-17,  수원산업2단지 (고색동)",경기도 수원시권선구 고색동 989-2 번지 수원산업2단지,배전반,37.237361,126.980943,02-895-0250,031-895-0257,2025-02-14
마스터툴스,절삭가공 및 유사처리업,"경기도 수원시 권선구 오목천로132번길 33, B1층 107-2 (고색동, 휴먼스카이밸리) B1층 107-2호",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 B1층 107-2 B1층 107-2호,절삭가공품,37.2427214,126.9765313,,,2025-02-14
메타솔 주식회사,디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 821호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 821호,반도체/디스플레이용 제조장비,37.238445,126.9864565,031-831-3787,,2025-02-14
멤테크,액체 여과기 제조업,"경기도 수원시 권선구 오목천로132번길 33, 7층 705호 (고색동, 휴먼스카이밸리) 7층 705호",경기도 수원시권선구 고색동 959번지 수원휴먼스카이밸리 7층 705호 7층 705호,산업용정수장치,37.2427214,126.9765313,031-227-1763,031-227-1764,2025-02-14
명성엔지니어링(주),배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 서부로 1449-41,  수원산업2단지 (고색동)",경기도 수원시권선구 고색동 988-2번지 수원산업2단지,자동제어반제조,37.2381107,126.9790075,031-234-3895,031-221-8065,2025-02-14
명신테크,유압기기 제조업,"경기도 수원시 권선구 산업로92번길 23, 2층 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 941번지 2층 수원산업1단지,압축식 엔진모터부품,37.2394559,126.9756987,031-227-8078,031-227-8172,2025-02-14
명진정공(주),자동차 엔진용 신품 부품 제조업 외 2 종,"경기도 수원시 권선구 산업로156번길 88-10, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1139번지 수원산업3단지,자동차부품(Oil Pump Assembly의 ROTOR류),37.2373374,126.9830939,031-298-0311,031-298-0317,2025-02-14
명품,그 외 기타 봉제의복 제조업,"경기도 수원시 권선구 산업로 198, 429호 (고색동) 429호",경기도 수원시 권선구 고색동 1098-2 429호 429호,각종 의류,37.2423731,126.9863345,,,2025-02-14
미래ATS,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 오목천로132번길 33, 수원휴먼스카이밸리 6층 604호 (고색동)",경기도 수원시 권선구 고색동  959번지,PLC 내장컨트롤 제어반,37.2427214,126.9765313,070-7012-4369,031-8013-4717,2025-02-14
미래테크놀러지,전시 및 광고용 조명장치 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 101호 (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 101호,"LED전광판, LED모듈, LED컨트롤러",37.238445,126.9864565,031-899-8440,031-624-1732,2025-02-14
미르테크,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로132번길 33, 10층 1006 (고색동, 휴먼스카이밸리) 10층 1006호 외 2필지",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 10층 1006 10층 1006호 외 2필지,메탈마스크,37.2427214,126.9765313,031-292-1164,031-292-1184,2025-02-14
미르테크,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로 198, 6층 629호(고색동) 6층 629호",경기도 수원시 권선구 고색동 1098-2 6층 629호 6층 629호,메탈마스크,37.2423731,126.9863345,031-292-1164,031-292-1184,2025-02-14
미창프린팩,경 인쇄업 외 2 종,"경기도 수원시 권선구 오목천로152번길 40, 4층 413호 (고색동, 고색동 첨단벤처밸리)",경기도 수원시 권선구 고색동  958번지,"일반옵셋인쇄,단식옵셋인쇄(칼라책자,카탈로그,제품메뉴얼)",37.2429443,126.9772998,031-8007-6033,031-8007-6034,2025-02-14
밝은엘앤피,그 외 기타 종이 및 판지 제품 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 408호 (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 408호,라벨 스티커,37.238445,126.9864565,031-222-2824,031-221-2824,2025-02-14
범진시엔엘(주),기타 음향기기 제조업,"경기도 수원시 권선구 산업로155번길 217, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1061번지 (수원산업3단지),스피커시스템,37.2458444,126.9889389,070-4603-5565,031-295-1466,2025-02-14
범진아이엔디(주),주형 및 금형 제조업,"경기도 수원시 권선구 산업로 174-14,  수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1085번지 수원산업3단지,플라스틱 사출금형,37.2419296,126.9832352,070-4016-4146,031-131-1461,2025-02-14
범진전자(주),기타 음향기기 제조업,"경기도 수원시 권선구 산업로155번길 217, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1061번지 수원산업3단지,"사운드바 스피커, 스피커 시스템",37.2458444,126.9889389,031-493-9415,031-295-1466,2025-02-14
범테크,산업처리공정 제어장비 제조업,경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ A동 B205호,경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 B205호,"판넬, 전기회로 장치",37.238445,126.9864565,,,2025-02-14
베스텍,전자부품 실장기판 제조업,"경기도 수원시 권선구 오목천로132번길 33, 4층 401호 (고색동, 휴먼스카이밸리), 402호, 403호 외 2필지",경기도 수원시 권선구 고색동  959번지 외 2필지,지폐계수기 전자부품,37.2427214,126.9765313,031-292-8059,0504-037-1746,2025-02-14
비앤에스(주),디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로92번길 62, (수원산업2단지) (고색동)",경기도 수원시 권선구 고색동 987-3번지 (수원산업2단지),자동화기기 및 응용설비,37.2390377,126.9775109,031-366-7478,031-355-7054,2025-02-14
비에스(주),전기경보 및 신호장치 제조업,경기도 수원시 권선구 오목천로132번길 33 (고색동) 1008호,경기도 수원시 권선구 고색동 959-0 1008호,가스누설경보기,37.2427214,126.9765313,031-297-7290,031-227-7295,2025-02-14
비와일즈(주),산업용 로봇 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 715호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 715호(수원벤처밸리2),로봇 및 시험 장비,37.238445,126.9864565,031-899-8427,031-899-8429,2025-02-14
비전코아,전자부품 실장기판 제조업,"경기도 수원시 권선구 오목천로152번길 40, 3층 304호 (고색동, 고색동 첨단벤처밸리)",경기도 수원시권선구 고색동 958번지 수원첨단벤처밸리 3층 304호,"PCB assy, 핸드폰안테나",37.2429443,126.9772998,031-8007-7100,,2025-02-14
비즈온프린팅,경 인쇄업 외 3 종,"경기도 수원시 권선구 오목천로152번길 40, 407호(고색동, 고색동 첨단벤처밸리) 407호",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 407호 407호,"제책, 카탈로그, 브로셔, 명함, 포스터, 도면, 리플릿, 달력, 현수막",37.2429443,126.9772998,031-306-2580,,2025-02-14
사단법인 장애인한빛,전구 및 램프 제조업 외 7 종,"경기도 수원시 권선구 오목천로152번길 40, 2층 210 (고색동, 고색동 첨단벤처밸리) 2층 210호",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 2층 210 2층 210호,"LED조명등기구, CCTV",37.2429443,126.9772998,031-278-5662,031-278-5664,2025-02-14
산울림테크,커튼 및 유사제품 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 502호, (벤처밸리2, 3단지) (고색동)","경기도 수원시 권선구 고색동 1152번지 A동 502호, (벤처밸리2, 3단지)","방음커튼, 산업용방음자재",37.238445,126.9864565,031-5182-8160,031-5182-8162,2025-02-14
삼광정밀,주형 및 금형 제조업,"경기도 수원시 권선구 산업로92번길 84,  수원산업2단지 (고색동)",경기도 수원시권선구 고색동 987-7번지 수원산업2단지,"금형제작(자동차토럼커버,닥터,핸들레버 등)",37.2393871,126.9788162,,031-296-0869,2025-02-14
삼우금형,주형 및 금형 제조업,"경기도 수원시 권선구 산업로 98, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 943번지 수원산업1단지,"사출금형, 전자부품",37.240066,126.9757817,031-254-0161,031-254-0163,2025-02-14
삼우전기,영상게임기 제조업 외 2 종,"경기도 수원시 권선구 오목천로132번길 13, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 961번지 수원산업1단지,"영상게임기, 네이게이션 반조립품",37.2436848,126.9760238,031-298-9317,031-298-9312,2025-02-14
삼익산업주식회사,그 외 기타 전기장비 제조업,"경기도 수원시 권선구 오목천로132번길 19, 1층 (수원산업1단지) (고색동)",경기도 수원시 권선구 고색동 960번지 1층 (수원산업1단지),멀티플렉스와이어하네스,37.2433334,126.9762293,031-462-3100,031-462-3105,2025-02-14
삼익전자산업주식회사,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로132번길 19, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 960번지 수원산업1단지,"파워윈도우 스위치, 자동차부품(S/W)",37.2433334,126.9762293,031-462-3100,031-462-3105,2025-02-14
삼화유공압,그 외 기타 일반목적용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 209호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 209호(수원벤처밸리2),자동화부품 조립머신,37.238445,126.9864565,031-291-7845,031-291-7847,2025-02-14
새롬솔루션,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로156번길 126-27, 1층 일부 (고색동)",경기도 수원시 권선구 고색동 1146 1층 일부,휴대폰 lcd 부품 관련 점착 테이프,37.2366705,126.9852588,,0504-063-9082,2025-02-14
서울모텍(주),절삭가공 및 유사처리업,"경기도 수원시 권선구 산업로156번길 46, C동 103,104,105호, 수원산업3단지 (고색동)","경기도 수원시 권선구 고색동 1070번지 C동 103,104,105호, 수원산업3단지",엔진밸브,37.2402693,126.9816352,031-292-8186,031-293-8605,2025-02-14
서일인쇄사,기타 인쇄업,경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥  B동 712호 (수원3산업단지),경기도 수원시 권선구 고색동 1152-0 수원벤처밸리∥  B동 712호 (수원3산업단지),라벨,37.238445,126.9864565,031-5182-8156,031-5182-8157,2025-02-14
성신전기공업(주),기타 전기 변환장치 제조업 외 4 종,"경기도 수원시 권선구 산업로155번길 228-69, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1032번지 수원산업3단지,무정전전원장치(UPS),37.2441497,126.9850933,031-458-0071,031-294-0750,2025-02-14
세명산업,"탭, 밸브 및 유사장치 제조업","경기도 수원시 권선구 산업로 198, B1층 B108호(고색동) B1층 B108호",경기도 수원시 권선구 고색동 1098-2 B1층 B108호 B1층 B108호,앵글밸브. 감압밸브 등 제조,37.2423731,126.9863345,031-205-9740,031-292-9741,2025-02-14
세원테크,메모리용 전자집적회로 제조업 외 1 종,"경기도 수원시 권선구 오목천로152번길 40, 7층 702호 (고색동, 고색동 첨단벤처밸리) 7층 702호",경기도 수원시권선구 고색동 958번지 수원첨단벤처밸리 7층 702호 7층 702호,BOARD ASSY,37.2429443,126.9772998,031-227-4341,031-227-4341,2025-02-14
세인테크노,변압기 제조업 외 2 종,"경기도 수원시 권선구 오목천로132번길 33, 9층 907호 (고색동, 휴먼스카이밸리)",경기도 수원시 권선구 고색동  959번지,"변압기,아답터",37.2427214,126.9765313,031-253-8167,031-253-8168,2025-02-14
세화가스텍(주),액체 펌프 제조업 외 3 종,"경기도 수원시 권선구 산업로 105, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 970번지 수원산업1단지,"액체펌프,금속구조재",37.2409108,126.9763037,031-296-0781,031-296-0784,2025-02-14
센서콘(주),그 외 기타 전자부품 제조업 외 3 종,"경기도 수원시 권선구 산업로155번길 234, 2동 2층-3층(고색동)",경기도 수원시 권선구 고색동 1047 2동 2층-3층,자동차 후방감지센서 등,37.2452471,126.9883215,031-278-2583,031-278-2584,2025-02-14
수성엘리베이터,그 외 기타 금속가공업,"경기도 수원시 권선구 오목천로152번길 40, 5층 507호 (고색동, 고색동 첨단벤처밸리) 5층 507호",경기도 수원시권선구 고색동 958번지 수원첨단벤처밸리 5층 507호 5층 507호,와이어커팅조립부품(승강기 부품),37.2429443,126.9772998,031-224-4693,031-224-4694,2025-02-14
스마트케이,인쇄회로기판용 적층판 제조업 외 2 종,"경기도 수원시 권선구 오목천로152번길 40, 4층 405 (고색동, 고색동 첨단벤처밸리) 4층 405호 4층 405호 외 1필지",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 4층 405 4층 405호 4층 405호 외 1필지,전자부품 실장기판,37.2429443,126.9772998,,,2025-02-14
스코디(주),기타 전기 변환장치 제조업,"경기도 수원시 권선구 오목천로152번길 75, 3층(고색동, 이노플랜트)",경기도 수원시 권선구 고색동 926 이노플랜트 3층,통신용 정류기,37.2418047,126.9791196,031-8019-9909,070-4032-9909,2025-02-14
스타전자,기타 오락용품 제조업 외 3 종,"경기도 수원시 권선구 오목천로152번길 28, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 957번지 수원산업1단지,"전자오락기기,방송기기,전자기기,음향기기,영상기기",37.24353,126.9770533,031-278-7300,031-278-3513,2025-02-14
시너지,경 인쇄업 외 2 종,"경기도 수원시 권선구 오목천로152번길 40, 4층 408 (고색동, 고색동 첨단벤처밸리) 4층 408호",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 4층 408 4층 408호,인쇄,37.2429443,126.9772998,031-222-3491,031-222-3492,2025-02-14
시솔스,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 산업로156번길 142-10 (고색동) 수원벤처밸리∥ B동 417호 (수원벤처밸리2, 수원델타플렉스 3블록)","경기도 수원시 권선구 고색동 1152-0 수원벤처밸리∥ B동 417호 (수원벤처밸리2, 수원델타플렉스 3블록)",배전반 등,37.238445,126.9864565,031-5082-8220,031-5082-8221,2025-02-14
시즌퍼스트,반도체 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 B119호 (수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 B119호 (수원벤처밸리2),정밀 스테이지,37.238445,126.9864565,,031-739-5879,2025-02-14
신성오토텍(주),공기 조화장치 제조업,"경기도 수원시 권선구 오목천로132번길 42-1, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 966-1번지 수원산업1단지,EHC히타,37.2419425,126.9753428,031-227-7611,031-227-7614,2025-02-14
신용기전,산업용 로봇 제조업 외 1 종,경기도 수원시 권선구 산업로 226 (고색동),경기도 수원시 권선구 고색동 1131번지,자동차부품 제조 자동화 설비,37.2417241,126.9885445,031-292-8464,031-292-8449,2025-02-14
신우테크,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로152번길 40, 3층 312호 (고색동, 고색동 첨단벤처밸리) 3층 312호 외 2필지",경기도 수원시권선구 고색동 958번지 수원첨단벤처밸리 3층 312호 3층 312호 외 2필지,반도체용  led frame,37.2429443,126.9772998,031-278-7961,031-278-7962,2025-02-14
신우테크,전자부품 실장기판 제조업,"경기도 수원시 권선구 오목천로152번길 40, 3층 307호 (고색동, 고색동 첨단벤처밸리)",경기도 수원시 권선구 고색동  958번지,인쇄회로 조립품,37.2429443,126.9772998,070-8670-1111,031-223-0760,2025-02-14
신일씨앤아이 주식회사,주형 및 금형 제조업,"경기도 수원시 권선구 산업로156번길 31,  수원산업3단지 25블럭 8로트 (고색동)",경기도 수원시 권선구 고색동 1091번지 수원산업3단지 25블럭 8로트,주형 및 금형,37.2409382,126.9828032,031-278-9671,031-278-9672,2025-02-14
신일중공업(주),건설 및 채광용 기계장비 제조업 외 1 종,"경기도 수원시 권선구 산업로 108, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 945번지 수원산업1단지,건설기계장비,37.2403261,126.9769135,031-292-5771,031-292-4317,2025-02-14
신일테크윈,건설 및 채광용 기계장비 제조업,"경기도 수원시 권선구 산업로155번길 228-92, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1027번지 수원산업3단지,칼라숏크리트 분사기계,37.2445555,126.9837355,031-356-8114,031-356-4114,2025-02-14
신진에스엠디에스(주),그 외 금속 압형제품 제조업,"경기도 수원시 권선구 산업로156번길 88-56, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1155번지 (수원산업3단지),알루미늄 제조,37.2366139,126.9864069,031-292-8780,031-292-8781,2025-02-14
