연번,지역,사업체명,대표자 성명,본사소재지,주생산품,주소,홈페이지
6252,김제,이스턴펄㈜,국종민,전북,비금속광물산업기계장비분쇄물생산(몰드플러스),김제시황산면용마로170,easternpearl.co.kr
6253,김제,(주)푸드웨어_2공장,신동식,전북,냉동만두,김제시순동산단1길28-12,www.foodware.co.kr
6254,김제,(주)푸드웨어,신동식,전북,냉동만두,김제시순동산단1길28-38,www.foodware.co.kr
6255,김제,(유)대한철강,안연숙,전북,칼라강판,김제시공덕면청공로782-24(공덕리),steelks.co.kr
6256,김제,㈜시그널웍스,유형태,전북,자동화라인정밀측정장비,김제시백구면번영로2475(공장),www.signalworks.co.kr
6257,김제,(유)금성상공,진성우,전북,단미사료,김제시봉황공단2길102,금성상공.com
6258,김제,(유)번창산업,함순호,전북,폐함박지(EPS),김제시봉황공단2길78,
6259,김제,(유)백제산업,이인재,전북,재생플라스틱(펠렛),"김제시용지면용지로230,1층",
6260,김제,서기산업(주),임준영,전북,"수문, 펌프",김제시봉황공단2길77-38,
6261,김제,㈜대동금속스텐공업,홍성일,전북,스텐파이프구조물,김제시만경읍만경공단2길66(몽산리),daedongstspope.com
6262,김제,지평선올벼쌀영농조합법인,이규완,전북,곡물도정,김제시부량면금강1길24-5,
6263,김제,(유)다보실업,최중기,전북,돈육포장육,김제시성덕면해학로860,
6264,김제,㈜석화산업,신은숙,전북,석재,김제시백구면학동2길29-8,
6265,김제,(주)그린,안성국,전북,재생플라스틱원료,김제시용지면석정로633,
6266,김제,(유)남광,강철석,전북,콘크리트 맨홀,김제시용지면금백로810,
6267,김제,(유)호남산업,박성순,전북,곡물자동계량기,김제시공덕면청공로712,www.honameng.co.kr
6268,김제,지평선티엠알영농조합법인_섬유질사료공장,이정기,전북,사료제조,김제시황산면황산로518-47,
6269,김제,(유)삼흥산업,송기덕,전북,"철근콘크리트배수로관, 호안블럭",김제시금산면구성길192-15,
6270,김제,(주)풍년그린텍,유이상,전북,펄프몰트,김제시봉황공단2길55,www.ipoong.com
6271,김제,(유)순동육가공공장,김영란,전북,가공및 저장처리,김제시순동2길25,
6272,김제,유한회사 신화,신정헌,전북,곡물도정,김제시황산로38,
6273,김제,(유)효성환경,이정필,전북,정화조,김제시봉황공단1길201,
6274,김제,(유)코리아산업,라경진,전북,자동차부품,김제시만경읍대동공단1길32,
6275,김제,(유)유정,최종환,전북,축산물가공,김제시금산면구성길630,
6276,김제,(유)평화특장,김승자,전북,태양광철구조물,김제시순동산단길178,
6277,김제,(유한)희성산업,유태호,서울,유기질비료,김제시용지면신정리199번지,heesungindustry.co.kr
6278,김제,㈜서정,이판규,전북,"식육포장(등심, 삼겹, 갈비)",김제시황산면남양1길15,
6279,김제,(주)씨케이피풍공학연구소,강미경,전북,풍동기계,김제시청하면청하8길104(동지산리),ckpwind.com
6280,김제,(유)대원오토,최성찬,전북,자동차부품,김제시아리랑로1991,
6281,김제,영농조합법인하소백련,유월영,전북,연잎차,김제시청하면청공로185-55,
6282,김제,농업회사법인㈜한우물,최정운,전북,냉동볶음밥,김제시용지면백자1길112,hanwoomul.kr
6283,김제,(유)웅진기계_1공장,선광주,전북,트렉터부착용작업기,김제시만경읍만경공단2길33,woongjinagm.com
6284,김제,(유)웅진기계_2공장,선광주,전북,트렉터부착용작업기,김제시만경읍만경공단2길57,woongjinagm.com
6285,김제,(유)대흥산업,김동우,전북,플라스틱 필름(PE),김제시백산면지평선산단5길139-14,
6286,김제,평안정공㈜ _1공장,최금성,전북,"자동차용신품, 부품",김제시만경읍대동공단2길15,
6287,김제,평안정공㈜_2공장,최금성,전북,"자동차용신품, 부품",김제시백산면지평선산단4길20(2공장),
6288,김제,(주)신양산업,문성준,전북,고추장,김제시백산면지평선산단5길290(부거리),
6289,김제,(유)에이엔티,이재혁,전북,"플라스틱재생원료, 폴리에틸랜칩",김제시봉황공단2길77-33,
6290,김제,김제지평선울금 영농조합법인,오성수,전북,"울금,농산물,혼합조제분말",김제시하동4길23-4(하동),
6291,김제,농업회사법인(유)만경도정공장,방옥,전북,곡물도정,김제시만경읍몽포길52-3,
6292,김제,(유)동부산업,최민호,전북,수문 권양기금속구조물,김제시벽골제로717,
6293,김제,아이누리영농조합법인,차규웅,전북,무뼈닭발가공,김제시청하면만경로1455-11,
6294,김제,㈜카셈,조준환,전북,환경분야특장차,김제시백산면자유무역2길45-87,kasem.co.kr
6295,김제,온정산업영농조합법인,정민우,전북,액비생산(돼지분뇨수거)후살포,김제시백산면황상로73-91,
6296,김제,지평선누룽지 농업회사법인유한회사,정미란,전북,누룽지,김제시순동1길44,www.j777.co.kr
6297,김제,(주)풍남산업,김창곤,전북,합성수지 및 에어캡,김제시황산면남산로315,
6298,김제,(유)희진,이재만,전북,자동차부품,김제시만경읍대동공단2길51(대동리1138대동농공단지9블럭),
6299,김제,주식회사 하이.티.티.,최혁,전북,"자동차부품 도장, 피막처리",김제시순동산단1길61,
6300,김제,유연영농조합법인,정진원,전북,파프리카 재배,김제시봉낭면용신4길150-24,
6301,김제,영농조합법인 청사농산,김성관,전북,곡물도정,김제시공덕면청공로673(제말리),
6302,김제,수호영농조합법인,전재휘,전북,가축분뇨처리액상비료살포용조사료,김제시용지면금백로687(본사)공덕면마현리834-7(사업장주소),
6303,김제,㈜피엘티,최규영,전북,발광형교통안전표지판,김제시용지로15,pltech.kr
6304,김제,(주)세진산업,천병철,전북,PVC,김제시금구면풍요로867-5,
6305,김제,㈜용산화학,김민욱,전북,폐플라스틱재생원료가공,김제시모리생길30,
6306,김제,(유)대영중기,이상열,전북,크레인수리,김제시백산면하공로433-159,
6307,김제,(유)흥림환경,조남교,전북,우드칩,김제시용지면와룡2길7,
6308,김제,㈜모던글라스,노재훈,전북,복층유리,김제시하흥로419,
6309,김제,(주)태산도장건설,이정서,전북,미끄럼방지포장재,김제시공덕면유강로241,
6310,김제,(유)세웅바이오,김선희,전북,바이오디젤류장치,김제시봉황공단1길61(월성동),
6311,김제,㈜벤트에어,윤영희,전북,원형닥트,김제시백구면금백로1189,ventair.co.kr
6312,김제,자연영농조합법인,안우근,전북,유기질비료,김제시용지면석정로758,
6313,김제,농업회사법인(유)모양산업,최현옥,전북,치킨무,김제시봉황공단2길78-8,
6314,김제,(유)광원기계,정경수,전북,종자소독기육모상자적재이송지무인방제보트,김제시만경로86,seyoen.co.kr
6315,김제,영농조합법인전북양계유기질비료,"이만복,임재균",전북,유기질비료,김제시용지면용지로850-90(용수리),
6316,김제,(유)녹색전기,이광옥,전북,조명장치,김제시두월로189,
6317,김제,(주)에스더블유,홍세모,전북,자동차부품 및 파이프,김제시금구면연동길96-150,www.saewoosteel.com
6318,김제,(주)에스더블유_순동지점,홍세모,전북,자동차부품 및 파이프,김제시순동산단길146,www.saewoosteel.com
6319,김제,(유)백제로닥트,김중회,전북,닥트,김제시용지면장신3길40-10,
6320,김제,세중산업㈜_1공장본사,이명애,전북,연포장비(비닐)종이포대,김제시백산면지평선산단2길97,sejoong.co.kr
6321,김제,세중산업㈜_2공장,이명애,전북,골판지,김제시만경읍만경공단2길40,sejoong.co.kr
6322,김제,㈜대광판넬,박현옥,전북,조립식판넬난연판넬,김제시벽성로297,daegwangps.co.kr
6323,김제,㈜이엠시스코,이재환,전북,수도관부속(pvc),김제시서흥공단1길91,
6324,김제,365영농조합법인,김영훈,전북,"연근가루, 연근청, 연근가공식품",김제시진봉면진봉2길40,
6325,김제,(유한)삼보정보통신,오진균,전북,전자부품제조,김제시서흥공단2길56(흥사동),
6326,김제,(유한)광성개발,정현준,충남,레미콘,김제시금산면금평로327,
6327,김제,(유)에이팩,김재우,전북,포장지,김제시백구면석담4길131-8,
6328,김제,(유)한푸드,정치웅,전북,누룽지,김제시봉황공단2길78-20,www.hanfood.co.kr
6329,김제,(유)시엘디자인,박은상,전북,광고물조형물,김제시봉황공단2길78-32,
6330,김제,㈜유경덴탈워크,유경,전북,치과보철물,김제시서암4길29(서암동),www.ykdental.co.kr
6331,김제,㈜들판,박성일,전북,닭고기가공,김제시봉남면봉산로382,
6332,김제,(주)지알씨,박선자,전북,액상소석회,김제시금구면남양2길326,www.dklime.co.kr
6333,김제,(유)케이디엔텍,송기대,전북,액체여과기,김제시월촌공단길101-9,
6334,김제,(유)모던아트,박인수,전북,"알류미늄휀스, 난간, 울타리벤치",김제시금구면풍요로806,www.mafenco.co.kr
6335,김제,농업회사법인(유)성덕농산,윤상철,전북,곡물도정,김제시요촌중4길93,
6336,김제,금화라이스영농조합,김해철,전북,곡물도정,김제시부량면벽골제로323-9,
6337,김제,㈜진보,최준성,전북,"고소작업차, 특장차",김제시순동산단1길70(순동),jinbosv.com
6338,김제,주식회사 네오아그로,서관열,전북,복합비료,김제시금산면구성6길5,www.neoagro.co.kr
6339,김제,(주) 신우알앤씨,나정수,전북,"콘크리트, 레미콘",김제시용지면용지로149,
6340,김제,(주) 신우알앤씨,나정수,전북,콘크리트관 및 기타구조용 콘크리트제품,김제시용지면용지로147,
6341,김제,박씨네누룽지(영),박종복,전북,누룽지,김제시금구면양시3길107-38,parkssine.com
6342,김제,코엔에프(유),임종목,전북,액상커피,김제시금구면봉두로148-22,conf.kr
6343,김제,(유한)이젠365,안정립,전북,소독장비,김제시공덕면유강3길133(공덕리),ezen365.co.kr
6344,김제,주식회사 그린시스템,최광휴,전북,"창호, 유리, 태양광발전",김제시황산면황산로286-5,
6345,김제,영농조합법인자연바이오,안우근,전북,비료,김제시용지면석정로746,자연바이오.kr
6346,김제,(유)대명,이상환,전북,농업용기계특장차부품금속용접처리,김제시공덕면유강로33,
6347,김제,㈜나래,박용수,전북,자동차부품,김제시백구면백구공단길50,
6348,김제,(유)하나산업,신창옥,전북,가공(식육),김제시금산면구성길630,
6349,김제,해풍친환경 영농조합법인,한강희,전북,과자,김제시청하면청하2길354,
6350,김제,㈜호이스트코리아,박수배,전북,호이스트크레인특장차부품,김제시만경읍만경공단2길28,
6351,김제,지디켐㈜,류나현,전북,연소촉진제,김제시청하면월현1길93,gdchem.kr
6352,김제,농업회사법인㈜사조원,이창주,전북,"닭고기, 오리고기 가공",김제시금산면구성6길122,
6353,김제,(유)신정알앤디,박윤정,전북,비점오염원시설온실기계,김제시효자로82,sjrndsolar.co.kr
6354,김제,㈜선대동굴식픔,변승숙,전북,앙념젓갈,김제시금구면광현1길84,
6355,김제,(유)대진지오텍,김범옥,전북,육상금속골조구조재 ,김제시용지면영상5길295(감나무품종연구소),
6356,김제,(유)동일산업,서정옥박인섭,전북,수문수문밸브,김제시순백로135-18,
6357,김제,아름드리영농조합법인,송광석,전북,볶음밥용야채,김제시금구면낙산로297,
6358,김제,(주)세아,이영이,전북,단무지,김제시황산면용마로429-55,
6359,김제,(유)한성산업개발,이한규,전북,철구조물금속구조재,김제시황산면용마로358,
6360,김제,삼광바이오텍㈜,김동열,전북,비료 사료,김제시봉황로1134(본사),
6361,김제,㈜울트라 2공장,정지웅,전북,"자동차부품도장, 머플러",김제시만경읍대동공단1길27,
6362,김제,(유)한다,이정숙,전북,철구조물 파렛트,김제시공덕면유강로81,caf?.daum.net/handaeng
6363,김제,(유한)금암,최종환,전북,축산부산물가공,김제시금산면구성길630,
6364,김제,㈜휴먼레이저,노진화,전북,금속제버켓,김제시만경읍만경공단2길21,
6365,김제,㈜주상산업,장우택,전북,구조용금속제폼금속열처리 절삭가공철구조물외,김제시황산면남양2길205,jusang.com
6366,김제,㈜아리울라이팅,김희진,전북,가로등구 버스승강장 조명기구,김제시봉황공단2길29-34(오정동),
6367,김제,㈜농업회사법인그린슈머,이정진,전북,닭가슴살가공,김제시봉황공단1길107,g-sumer.com
6368,김제,㈜영실,박세환,전북,이동형목욕차량이동욕조휠체어리프트,김제시순동산단길195,young-sil.co.kr
6369,김제,(주)미래클,이재환,전북,사다리차,김제시공덕면황경2길7(황산리),
6370,김제,㈜투지,김필근,전북,고무제품매트,김제시순동산단길170-3,
6371,김제,㈜선진글로텍,박해경,전북,마스크부직포,김제시황산면용마로410(진흥리),
6372,김제,(유)신성 정밀,손성춘,전북,자동차 특장차부품,김제시만경읍만경공단1길96,
6373,김제,목운산업㈜,박상준,전북,자동차부품,김제시용지면황토로863,
6374,김제,농업회사법인 우리보리살림협동조합㈜,신동수,전북,"발아보리가루, 원곡",김제시성덕면대석로100,
6375,김제,㈜명주플랜트,김영생,전북,스테레스금속제품 제조,김제시백구면공술길81,
6376,김제,(유)예원애드카,채명호,전북,특장차,김제시봉황로1146,차량광고래핑
6377,김제,하랑영농조합법인,허정수,전북,토마토,김제시만경읍만경로980-82,
6378,김제,㈜평장산업개발,최세미,전북,금속구조물창호및공사,김제시백구면금백로1197,
6379,김제,(유)주성,김성준,전북,차체및 특장차제조,김제시만경읍만경공단2길10,
6380,김제,(유)대성기업,배인숙,전북,수문권양기액체펌프,김제시만경읍대동공단1길41,
6381,김제,"	(주)알루테크","	정태룡",전북,"	상용차용 알루미늄 휠",김제시백산면자유무역2길45-22,
6382,김제,㈜세계로,김호칠,전북,포장자재,김제시송덕면청공로623,se21.kr
6383,김제,㈜옥동석재산업,이장훈,부산,석재,김제시백구면학동2길86-3,okdong.co.kr
6384,김제,이엔푸드㈜,문형선,전북,"닭가슴살, 닭가슴살소세지, 소스","김제시백산면지평선산단5길284,1동",www.dousridream.com
6385,김제,신금영농조합법인,김기두,전북,곡물도정,김제시청하면만경로1275,
6386,김제,㈜세니피아,박인호,전북,"초음파겔, 수처리제",김제시순동산단길129,www.senipia.co.kr
6387,김제,주식회사 지엠에스바이오,정선,전북,의료용기기,김제시순동산단1길27-33,www.gmsbio.com
6388,김제,디엠알미늄㈜,김정열,전북,"알루미늄창금속문, 창",김제시벽성로383,
6389,김제,(주)글로텍,이정기,전북,자동차부품,김제시백산면지평선산단2길126,
6390,김제,㈜농업회사법인으뜸농부,오인택,전북,"도라지배청, 스틱",김제시봉남면용신2길6,bestfarmer.co.kr
6391,김제,㈜유로오토,이수근,전북,특장차,김제시백구면석담4길159,euroauto.bizl
6392,김제,영원칼라인쇄,최진영,전북,인쇄물,김제시화동길146,
6393,김제,삼정가스텍㈜,심승일,전북,산업용가스,김제시아리랑로1879,sjgas.co.kr
6394,김제,농업회사법인㈜더반,최정운,전북,새우소분분류,김제시용지면백자1길86,
6395,김제,㈜포엠,최낙춘,전북,가로등주,"김제시백산면자유무역길195-20,B동102호",
6396,김제,㈜포엠,최낙춘,전북,육상금속골재구조재,김제시백산면자유무역로195-20,
6397,김제,㈜더원티이씨,장광수,전북,전광판외,김제시봉황공단2길30-3,
6398,김제,(유)제이엔알,장병선,전북,기계가공특수목적용기계제조,김제시순동산단1길37,
6399,김제,㈜참푸드,곽세화,전북,볶음참깨,김제시성덕면점촌5길150,
6400,김제,(유)에이피케스텍,박민혜,전북,농기계,김제시만경읍만경공단2길46,
6401,김제,유한회사 향림,김희영,전북,전동기 및 발전기 제조,김제시봉황공단2길78-32,
6402,김제,영농조합법인신풍바이오,임은성임재곤,전북,유기질비료,김제시용지면용지로850-85,
6403,김제,㈜유림,배용준,전북,균형 금속(핸드레일),김제시백산면지평선산단6길163,yulimizi.com
6404,김제,농업회사법인신벽골제(유),배순임,전북,곡물도정,김제시부량면용공길16,
6405,김제,(유)종암산업,이강춘,전북,철구조물방음벽,김제시황산면봉진로163,
6406,김제,(유)해밀이엔지,이영호,전북,가죽분뇨처리시설,김제시공덕면공덕4길355,haemileng.com
6407,김제,㈜제일_1공장,허점숙,전북,금속조형물제작금속주조모형금속구조물 창호공사,김제시묘암길34(본사),
6408,김제,㈜제일_2공장,허점숙,전북,"금속가공제품, 조형물직생",김제시하공로174,
6409,김제,나노화인㈜,이근호,전북,액체 기체여과기,김제시공덕면청공로715,
6410,김제,(유)우리테크,김상현,전북,"플라스틱박스, 반도체",김제시순동산단1길44,
6411,김제,(주)천조기술연구원,강민수,전북,난방기,"김제시백산면자유무역길195-20,B동5층",www.chnnjoiot.com
6412,김제,농업회사법인(유)새만금유기농꾸지뽕,이정모,전북,유기농꾸지뽕진액꾸지뽕천년초 쌀국수 컵면 소면 ,김제시금산면금산사4길208,
6413,김제,(유)엘리트푸드,장수광,전북,돈가스,김제시금구면금백로2-6,엘리트푸드.com
6414,김제,농업회사법인힘찬농원(유),이도윤,전북,"과실,채소가공",김제시신곡2길117(신곡동),
6415,김제,(주)기웅케미칼,김보근,전북,"플라스틱사출, 세탁세제, 주방세제",김제시순동산단길170-3,
6416,김제,농업회사법인(유)케이알브이,유귀석,전북,농축산용환풍기,김제시봉남면조처로197,
6417,김제,주식회사 황등석재 1공장,"이만식, 이성민",전북,석재,김제시백구면학동2길109-2,www.haston.co.kr
6418,김제,주식회사 황등석재 2공장,"이만식, 이성민",전북,석재,김제시백구면학동2길119,www.haston.co.kr
6419,김제,㈜씨와이라이팅,은희채,전북,조명기구,김제시금산면봉은길617-14,cylighting.kr
6420,김제,(유)성경,이준희,전북,아스콘,김제시공덕면유강로101,
6421,김제,(주)알루뱅크,오규선,전북,알류미늄합금,김제시백산면자유무역2길45-12,
6422,김제,(유)지에스더블유,김문식이정수,전북,알루미늄휠,김제시순동산단길74,
6423,김제,전주김제완주축협_김제지점,김창수,전북,배합사료,김제시죽산면신흥로718-10,
6424,김제,금만농협미곡종합처리장,최승운,전북,곡물도정,김제시청하면월현2길24,geummannonghyup.com
6425,김제,서김제농협쌀조합공동사업법인,황석영,전북,곡물도정,김제시진봉면진봉로480(1공장),
6426,김제,서김제농협쌀조합공동사업법인,황석영,전북,곡물도정,김제시광활면광활로465(2공장),
6427,김제,김젱농협쌀조합공동사업법인,장명옥,전북,곡물도정,김제시봉황로1089,
6428,김제,㈜희성산업_김제지점,유태호,서울,복합비료,김제시용지면서청로781-26,
6429,김제,한미오앤에프㈜,이관형,서울,배합사료,김제시죽산면옥성로60,
6430,김제,㈜농협사료 전북지사,정준,서울,배합사료,김제시하공로222,nonghyupsaryo.co.kr
6431,김제,㈜엄지식품,마영모,경기,냉동만두외,김제시봉황공단2길107,umjifood.com
6432,김제,(주)농협목우촌김제육가공공장,정종대,서울,"소시지, 식육삼겹살",김제시금산면구성길630,www.moguchon.co.kr
6433,김제,㈜농협목우촌비료사업소,김종철,서울,유기질비료,김제시백산면백석로208,
6434,김제,대승정밀㈜ 4공장,이철근,경기,자동차엔진부품,김제시백산면대동공단2길62(4공장),dae-seung.co.kr
6435,김제,(주)풍림,"전경옥, 김태훈",대전,우드칩,김제시황산면황산로639-31,www.punglim.net
6436,김제,케이지케미칼㈜ 김제공장,"곽성현,김재익",경남,,김제시용지면용지로850-90(공장),
6437,김제,㈜하림_김제 사료공장,정호석김홍국,전북,사료,김제시만경읍만경공단1길25,
6438,김제,㈜에이에스에이_김제,유동기,광주,알루미늄휠,김제시금구면봉은길683,asawheel.co.kr
6439,김제,김제지평선울금 영농조합법인-사업장,오성수,전북,"울금,농산물,혼합조제분말",김제시하동4길23-5(하동),
6440,김제,㈜일강,정세민,경기,자동차엔진부품,김제시백산면백석로344,ilgahng.com
6441,김제,㈜한엑스_김제공장,한성희,부산,자동차부품,김제시지평선단지산단4길183,ihanex.com
6442,김제,㈜대승 5공장,이철근,경기,자동차엔진부품,김제시백산면부거리지평선산길4길115-33(5공장),dae-seung.co.kr
6443,김제,㈜성도팩 김제지점,손영훈,대구,식품위생용 종이상자 및 용기제조,김제시월촌공단길81,www.sungdopack.co.kr
6444,김제,(주)와이에이치테크지점,문용희,전북,자동차신품부품제조,김제시만경읍대동리1151,
6445,김제,하나농산미곡처리장,"신철균, 임순화",전북,곡물도정,김제시공덕면저동길155,하나농산.com
6446,김제,신창정미소,송남순,전북,곡물도정,김제시청하면만경로1501,
6447,김제,금모래마당,조성천,전북,"엿류, 다류",김제시금산면금평로193-18,금모래마당.
6448,김제,클래식어닝,김성훈,전북,"금속문, 창, 셔터및 관련제품",김제시용지면금백로1089,
6449,김제,주식회사 대송,이남희,전북,닭부분육가공,김제시금구면대송로314,
6450,김제,김제석물,남기홀,전북,석제품,김제시요촌동158-4,
6451,김제,명일기공,서창엽,전북,쟁기,김제시복죽로555,
6452,김제,금산기계,김산,전북,포크레인수리,김제시복죽로542,
6453,김제,서광기업,김용덕,전북,"목재가구 제조, 가구제작",김제시황산면남양2길243,
6454,김제,종합기공,강경회,전북,"농기계수리, 적업기수리",김제시백구면유강로559,
6455,김제,김제토기,강성호,전북,도자기,김제시콩쥐팥쥐로165,
6456,김제,경신기업,최경성,전북,철구조물,김제시복죽로504,
6457,김제,에이치앤에프씨,곽송림,전북,발모제샴푸,김제시동서12길52-7,
6458,김제,신나라건강원,김선후,전북,건강기능식품,김제시동헌4길35-4,
6459,김제,영동광고,박찬우,전북,광고물,"김제시요촌6724(금성로102,104동302호)",
6460,김제,백제광고,한광수,전북,광고물,김제시요촌동1길27-14,
6461,김제,삼화인쇄사,강명렬,전북,인쇄,김제시서낭당길132,
6462,김제,금삼석재,최유용,전북,판석,김제시금산면구성7길6,
6463,김제,장수건강원,김성춘,전북,건강즙,김제시요촌동1길67,
6464,김제,그린우드가구,김봉원,전북,목재가구,김제시동서로110,
6465,김제,형기농기사,유선근,전북,도정기,김제시월촌공단길187,
6466,김제,김제콘크리트,안용복,전북,콘크리트벽돌,김제시하공로59,
6467,김제,칼리코,이남승,전북,방수제(도료관련제품),김제시아리랑로1991,caliko.com
6468,김제,서해농기구푸라우,김신영,전북,쟁기비동력식 수공구,김제시죽산면내재2길9,
6469,김제,대륙석재,김태현,전북,석제품,김제시백구면학동2길63,drstone.biz
6470,김제,삼광석재,노찬호,전북,석제품,김제시백구면학동2길109-5,
6471,김제,믿음석재,조건식,전북,건설용 석재품,김제시백구면학동2길99,
6472,김제,일심공업사,최병용,전북,철관련제품,김제시용지면콩쥐팥쥐로405,
6473,김제,형제콘크리트,송영기,전북,콘크리트경계블록보도블록호안블록,김제시금산면원평로174,
6474,김제,오성푸드,김희자,전북,누룽지,김제시금산면모악5길84,www.osfood.co.kr
6475,김제,오성푸드_공장,김희자,전북,"누룽지, 약과",김제시금산면모악5길92-7,www.osfood.co.kr
6476,김제,고구려씽크,왕규대,전북,주방가구,김제시용지면용수5길113,
6477,김제,금전기업(주),"홍종식, 홍종서",전북,수문(금속구조재),김제시황산면용마로455-14,www.keumjeon.com
6478,김제,금전기업㈜_2공장,"홍종식, 홍종서",전북,"금속문, 창, 셔터및 관련제품",김제시황산면용마로455-15,www.keumjeon.com
6479,김제,금전기업㈜_3공장,"홍종식, 홍종서",전북,"금속문, 창, 셔터및 관련제품",김제시황산면용마로429-65,www.keumjeon.com
6480,김제,(주)아폴로,이용대,전북,농업용기계(분무기),김제시승암길32,
6481,김제,㈜부광산업,손범석,전북,도축,김제시진봉면해학로775(가실리),
6482,김제,㈜상림농업회사법인,김환회,전북,부산물비료바이오차상토,김제시용지면장신2길33,sang-lim.co.kr
6483,김제,㈜호룡,박장현,전북,특장차,김제시만경읍만경공단2길29,horyong.co.kr
6484,김제,㈜호룡,박장현,전북,특장차,김제시만경읍만경공단2길12,horyong.co.kr
6485,김제,㈜호룡,박장현,전북,특장차,김제시만경읍만경공단2길44,horyong.co.kr
6486,김제,㈜호룡,박장현,전북,특장차,김제시만경읍만경공단2길10,horyong.co.kr
6487,김제,㈜호룡,박장현,전북,전기굴착기,김제시백산면지평선산단2길213,horyong.co.kr
6488,김제,㈜호룡,박장현,전북,특장차,김제시만경읍만경공단2길74(본사),horyong.co.kr
6489,김제,(주)동화,최광현,전북,"피피마대, 피피필림",김제시서흥공단1길65,
6490,김제,조영산업㈜,장욱,전북,pp사pp밴드,김제시하공로192,jo-young.com
6491,김제,㈜범세,유헌근,전북,플라스틱보빈플라스틱표면가공(OEM),김제시서흥공단1길57,bumsei.COM
6492,김제,㈜삼호유비,김병태,전북,유기질비료,김제시용지면금백로875,samhoub.co.kr
6493,김제,(유)희성이엔텍,유태호,전북,퇴비,김제시용지면석정로763-38,
6494,김제,새한기업㈜,김종근,전북,H형강철강재금속구조물,김제시만경읍백석로371,SAEHAN1.COM
6495,김제,(유)신포우리식품,박양진,전북,만두류면류,김제시황산면용마로429-9,sinpo-mandoo.co.kr
6496,김제,㈜현대콘크리트,김영수,전북,레미콘비내화모르타르,김제시금구면광현1길54,
6497,김제,일신산업(주),"정철수, 임동욱",전북,P.E필름,김제시월촌공단길102,
6498,김제,"	호평중공업㈜",조강식,인천,"금속문,창 셔터및 관련제품",김제시황산면용마로429-41,
6499,김제,"	(유한)통일건설",배정석,전북,"교통표지판,도로표지판",김제시콩쥐팥쥐로305-6(상동동),www.tongilcom.co.kr
6500,김제,횡성공업㈜,윤이경,전북,자동차부품,김제시백구면번영로2640-37,hwangsung.kr
6501,김제,에너지엔㈜_김제공장,박춘배안강일,서울,열교환기,김제시용지면용지로147,energyen.co.kr
6502,김제,비에이메탈㈜,김연섭,전북,"정밀구조품(주형,금형)",김제시서흥공단2길69,bametal.com
6503,김제,(주)중앙벽돌,곽재영,전북,적연화,김제시용지면석정로706,www.joongangbrick.co.kr
6504,김제,(주)천양,국종민,전북,"기계장치, 자동차부품, 산업기계",김제시황산면용마로172,www.cyang.co.kr
6505,김제,㈜대인,나성수,전북,철망,김제시봉황공단1길141,daein.com
6506,김제,전일목재산업(주),김병진,전북,"목재, 팔레트",김제시백구면금백로1138,jiwood.co.kr
6507,김제,삼진산업㈜,권태진,전북,자동차부품(도어),김제시월촌공단길110-31,www.sjins.co.kr
6508,김제,㈜삼진라인,이상환,전북,수로철망 외,김제시황산면풍요로765-4,sj3000.co.kr
6509,김제,(유)세진바이오,김병기,전북,유기질비료(피버),김제시성덕면소서1길173,
6510,김제,㈜대양스치로폴,곽의상,전북,발포폴리스틸렌단열재 보온재,김제시백구면번영로2309,
6511,김제,(유한)신한산업,강명숙,전북,조향장치,김제시황산면용마로429-23(용마리),
6512,김제,(주)서호산기,장창원,전북,"금속용기, 금속제품",김제시용마로9,
6513,김제,(유)현정산업,현송배,전북,차광막,김제시서흥공단2길84,www.hyunjung.co.kr
6514,김제,(유)코리아,김진섭,전북,레미콘,김제시금구면풍요로797-17,
6515,김제,㈜삼정디씨피,이문승,전북,pvc이중벽관st오수받이,김제시서흥공단1길21,dcpi.co.kr
6516,김제,(유)옥정영농,김성용,전북,벼임가공곡물도정(쌀),김제시부량면죽백로258,
6517,김제,미곡종합포장(주),이상학,전북,지대(쌀포장지),김제시황산면용마로455,
6518,김제,(주)서원산업,장정자,전북,"환강경계석, 콘크리트맨홀",김제시황산면콩쥐팥쥐로444-21,www.21sw.net
6519,김제,(유)삼양세라믹,이정관,전북,적벽돌바닥재,김제시용지면서두길52,samyangbricks.com
6520,김제,㈜신흥콘크리트,이한승,대전,"전압철근,콘크리트관,식생호안블럭,맨홀",김제시금구면콩쥐팥쥐로586,sh5000.co.kr
6521,김제,진봉농협,노종열,전북,곡물도정,김제시진봉면진봉로495,jingbong.nonghyup.com
6522,김제,동진강낙농축협 경제사업장,김투호,전북,사료,김제시금구면금백로47-29,djgdc.nonghyup.com
6523,김제,신흥영농조합법인,김지영,전북,액비,김제시용지면금백로731-87,
6524,김제,㈜동성정공_지점,송영석,전북,자동차부품,"김제시백구면번영로2640-74,1층",
6525,김제,에스와이조형연구소,홍경태,전북,미술장식품,김제시용지면효정리257-16,
6526,김제,㈜그린우드,김태환,전북,합성목재,김제시서흥공단1길101,greenwood.kr
6527,김제,주식회사 광명이엔지,심재수,전북,분전반,김제시백구면백구공단2길32,
6528,김제,㈜오감테크놀러지,송호근,전남,일산화탄소경보기가스누설경보기,김제시하공로549,ogamtech.com
6529,김제,㈜한국건설기술공사,장승환,전북,흙콘크리트용고화제,김제시백구면수룡귀지길514,e-kctc.co.kr
6530,김제,㈜거서산업,김충엽,전북,,김제시서흥공단1길67(홍사동),egana.co.kr
