연번,업종,사업체명,주생산품,도로명주소,위도,경도,전화번호,팩스번호,홈페이지
3752,기타 제품  제조업,서신광고,간판 및 광고물 제조,전북 전주시 덕진구 전주천동로 412 (진북동),35.83063372,127.1290915,063-272-4677,,
3753,기타 제품  제조업,모던기획,간판,전북특별자치도 전주시 덕진구 초포다리로 182 (호성동1가),35.87193884,127.1579637,063-253-9810,,
3754,기타 제품  제조업,성광트로피.유통,"트로피, 상패, 판촉물 등",전북특별자치도 전주시 덕진구 팔달로 343-1 (진북동),35.83111558,127.1384388,063-251-6377,,
3755,기타 제품  제조업,그랜드광고기획,"간판, 광고물","전북특별자치도 전주시 완산구 안행로 21, 101호 (삼천동1가)",35.80059518,127.130647,063-231-8938,,
3756,기타 제품  제조업,애드월드,"간판, 광고물",전북특별자치도 전주시 덕진구 동부대로 732-1 (우아동3가),35.85386311,127.1586084,063-242-4386,063-231-1319,
3757,기타 제품  제조업,선하표구사,표구처리업,전북특별자치도 전주시 덕진구 가리내로 24 (금암동),35.83442383,127.1334776,063-254-4386,,
3758,기타 제품  제조업,예술광고사,간판및광고물,"전북특별자치도 전주시 완산구 유연로 319, 101호 (서신동,성산빌딩)",35.82550608,127.1205261,063-251-7500,063-251-7519,
3759,기타 제품  제조업,환영인쇄소,간판 및 광고물 제조,전북특별자치도 전주시 완산구 현무3길 90 (서노송동),35.82314961,127.1488059,063-286-5821,,
3760,기타 제품  제조업,용문사,간판 및 광고물 제조,전북특별자치도 전주시 완산구 문화광장로 30 (서노송동),35.82312783,127.1470022,063-285-2059,,
3761,기타 제품  제조업,파인트리,간판 및 광고물 제조,"전북특별자치도 전주시 완산구 기린대로 74-13, 1층 (풍남동3가)",35.81576714,127.1551036,063-1577-9654,,
3762,기타 제품  제조업,(유한)조이토이,인형 및 장난감 제조업,"전북 전주시 덕진구 송천중앙로 192, 2층 (송천동2가,LP송천점)",35.86415668,127.1221041,063-226-1239,050-71390-1498,https://www.joytoymall.com/
3763,기타 제품  제조업,심훈종합광고기획,간판 및 광고물 제조,전북특별자치도 전주시 완산구 장승배기로 305 (서서학동),35.80047236,127.1449649,063-227-5119,,
3764,기타 제품  제조업,(주)컨트롤,젤네일스티커,"전북특별자치도 전주시 완산구 태평4길 11, 203호",35.82342123,127.1426276,070-7744-4171,062-371-7718,
3765,기타 제품  제조업,샤인애드,"간판, 현수막",전북특별자치도 전주시 덕진구 동부대로 709 (우아동3가),35.85172039,127.1589521,063-241-0341,,
3766,기타 제품  제조업,(유한)서현,화학섬유 방적,전북특별자치도 전주시 덕진구 기린대로 787(팔복동2가),35.85431365,127.0964276,070-4257-8484,,
3767,기타 제품  제조업,아이애드광고기획,"LED간판, 플렉스간판, 현수막 등",전북특별자치도 전주시 덕진구 가재미6길 6-4 (인후동1가),35.83001328,127.1623241,063-242-2223,063-241-4777,
3768,기타 제품  제조업,극동간판,"간판,광고물",전북특별자치도 전주시 덕진구 전주천동로 500 (금암동),35.83666903,127.1311066,063-275-7966,063-274-2803,
3769,기타 제품  제조업,unique,악세사리,전북특별자치도 전주시 덕진구 우아3길 6 (우아동3가),35.84914002,127.1560013,070-8288-6222,,
3770,기타 제품  제조업,무한광고,간판광고인쇄물,전북특별자치도 전주시 덕진구 가리내8길 20-8 (덕진동2가),35.8440208,127.1097393,063-252-0979,,https://blog.naver.com/mh2520979
3771,기타 제품  제조업,다락,간판 및 광고물,전북특별자치도 전주시 덕진구 아중로 33 전주정보문화산업진흥원,35.82368871,127.1536807,063-246-6829,063-232-6829,
3772,기타 제품  제조업,이고은디자인,간판 및 광고물,"전북특별자치도 전주시 덕진구 동부대로 787, 5동 1305호 (호성동1가,동신아파트)",35.8575943,127.1547161,063-241-5829,,
3773,기타 제품  제조업,동문기획,간판 및 광고물 제조,전북특별자치도 전주시 완산구 메너머3길 33-2 (중화산동2가),35.82359233,127.1188871,063-227-0600,,
3774,기타 제품  제조업,가나광고,"광고물, 간판LED",전북특별자치도 전주시 덕진구 가리내로 14 (금암동),35.84543828,127.1198747,063-251-2236,063-271-1727,
3775,기타 제품  제조업,연애드,간판 및 광고물,전북특별자치도 전주시 덕진구 시천로 29-8 (송천동1가),35.86197029,127.1140122,063-278-2970,,
3776,기타 제품  제조업,중앙피비,간판 및 광고물,전북특별자치도 전주시 덕진구 동부대로 628 (우아동3가),35.8456274,127.1641085,063-433-2747,,
3777,기타 제품  제조업,새롬광고기획,간판및광고물,전북특별자치도 전주시 덕진구 견훤로 512,35.85567768,127.1564525,063-246-6905,,
3778,기타 제품  제조업,동성모터스대형부,자동차 광고물,전북특별자치도 전주시 덕진구 감수길 28(팔복동4가),35.86487135,127.1017003,063-212-8350,063-212-8352,
3779,기타 제품  제조업,마이크로에듀,,"전북특별자치도 전주시 덕진구 석소로 10-1, 3층 (우아동2가)",35.82854314,127.1699873,063-244-2382,,
3780,기타 제품  제조업,건지광고사,간판 및 광고물,전북특별자치도 전주시 덕진구 쪽구름로 5 (여의동),35.86634185,127.0792279,063-276-1600,,
3781,기타 제품  제조업,광고재료(나성),간판 및 광고물,전북특별자치도 전주시 덕진구 매봉11길 29 (금암동),35.84085651,127.1444439,063-275-1800,050-5330-6792,
3782,기타 제품  제조업,유림국기상패상,"상패, 우승기, 기념품 외,상패, 우승기, 기념품 외",전북특별자치도 전주시 덕진구 심방죽로 35,35.83917322,127.1511145,063-246-4273,063-246-4063,
3783,기타 제품  제조업,날으는곰 금암동지점,옥외광고및간판,전북특별자치도 전주시 덕진구 거북바우로 19 (금암동),35.83666621,127.1407586,063-255-1467,,
3784,기타 제품  제조업,굿모닝광고,간판 및 광고물,전북특별자치도 전주시 덕진구 팽나무1길 12 (인후동1가),35.8349287,127.149931,063-246-0668,,
3785,기타 제품  제조업,태성종합인테리어광고,"광고물 문안, 도안, 설계",전북특별자치도 전주시 완산구 구룡1길 33-9 1층 101호,35.81227959,127.1052687,063-242-0909,,
3786,기타 제품  제조업,(FASTAD)패스타드,간판및광고물,전북특별자치도 전주시 완산구 서곡4길 7(효자동3가),35.83552167,127.1024846,063-274-8254,070-8275-9999,
3787,기타 제품  제조업,대광기획광고,간판 및 광고물,"전북특별자치도 전주시 덕진구 안덕원로 19, 1층 (진북동)",35.82761086,127.1323562,063-275-8399,063-275-8366,
3788,기타 제품  제조업,영동광고,간판 및 광고물,전북특별자치도 전주시 완산구 메너머3길 33-2 (중화산동2가),35.82359233,127.1188871,063-277-6756,,
3789,기타 제품  제조업,매송상사,간판 및 광고물,전북특별자치도 전주시 덕진구 벚꽃로 44 (진북동),35.82887808,127.1343568,063-252-0658,,
3790,기타 제품  제조업,썬디자인광고기획,간판 및 광고물,전북특별자치도 전주시 덕진구 어은골5길 8 (진북동),35.82274973,127.1306826,063-278-0280,,
3791,기타 제품  제조업,서영광고기획,간판 및 광고물,전북특별자치도 전주시 완산구 효자로 326(중화산동2가),35.81900302,127.1211289,063-227-5664,,
3792,기타 제품  제조업,이-신광고기획,간판및광고물,전북특별자치도 전주시 완산구 견훤로 149 (중노송동),35.82518151,127.160925,063-244-9868,063-244-9869,
3793,기타 제품  제조업,(주)나비월드,나비골프용품,전북특별자치도 전주시 완산구 고사평1길 20,35.83533635,127.107866,063-276-4651,063-276-4652,http://www.nabgolf.or.kr/
3794,기타 제품  제조업,아주메딕스㈜,의료용 기기,"전북특별자치도 전주시 덕진구 구렛들3길 50, 1동 1층",35.86185503,127.099697,063-212-1900,063-212-1900,
3795,기타 제품  제조업,(주)한진기획.광고개발,"간판 및 광고물 제작,지역행사 광고, 홍보물 제작",전북특별자치도 전주시 덕진구 추천로 111-1 (팔복동2가),35.84804762,127.1058198,063-212-2312,063-212-2319,
3796,기타 제품  제조업,(유한)무지개광고,"간판,광고물",전북특별자치도 전주시 완산구 팔달로 60 (서서학동),35.80784368,127.1498541,063-211-6612,063-211-6612,http://blog.naver.com/rainbow-ad
3797,기타 제품  제조업,(유한)국보광고기획,"간판,표구",전북특별자치도 전주시 덕진구 여실길 24-2,35.8665929,127.0685176,063-211-8437,063-211-8438,
3798,기타 제품  제조업,(주)삼정피에이케이,기타 달리 분류되지 않은 제품,전북특별자치도 전주시 덕진구 기린대로 503 (덕진동1가),35.84383949,127.1231026,063-276-0420,,
3799,기타 제품  제조업,예원광고사,간판 광고물,전북특별자치도 전주시 덕진구 송천중앙로 210 (송천동2가),35.8656149,127.1218444,063-271-5734,,
3800,기타 제품  제조업,유니콘실업,간판 및 광고물,전북특별자치도 전주시 덕진구 우아7길 9-7 (우아동3가),35.84941288,127.1550685,063-243-4608,,
3801,기타 제품  제조업,팔복광고사,간판 광고물,전북특별자치도 전주시 덕진구 추천2길 26-2,35.85068097,127.1072405,063-212-0919,,
3802,기타 제품  제조업,형제후렘광고,"금속간판,조명기구,광고물",전북특별자치도 전주시 덕진구 팔과정로 155 (팔복동2가),35.86080946,127.0936856,063-211-3119,063-211-3118,
3803,기타 제품  제조업,나이스기획,광고물,전북특별자치도 전주시 덕진구 숲정이로 43-1 (진북동),35.83253171,127.1323138,070-8229-5171,,https://blog.naver.com/rosedesign
3804,기타 제품  제조업,두원기획,간판 및 광고물,전북특별자치도 전주시 완산구 백제대로 391 (서신동),35.82811497,127.1223235,063-222-7775,,
3805,기타 제품  제조업,가람아트산업,간판및 광고물,전북특별자치도 전주시 덕진구 조경단로 76,35.84109762,127.1390727,063-277-5618,063-277-1197,
3806,기타 제품  제조업,전대문화사,간판 및 광고물,전북특별자치도 전주시 덕진구 권삼득로 315,35.84373624,127.1274984,063-275-6036,,
3807,기타 제품  제조업,유일광고,"간판, 광고물",전북특별자치도 전주시 덕진구 조경단로 19 (금암동),35.83630376,127.1367114,063-277-4436,063-277-4430,https://유일광고사.kr
3808,기타 제품  제조업,임마뉴엘광고,광고물,전북특별자치도 전주시 완산구 권삼득로 66,35.82751454,127.1466233,063-244-6888,,
3809,기타 제품  제조업,케이앤J애드,간판 및 광고물,전북특별자치도 전주시 덕진구 떡전로 5 (금암동),35.83571102,127.1282503,063-251-2551,,
3810,기타 제품  제조업,(주)모모파트너즈,광고물 설계 및 방송광고물제작,"전북특별자치도 전주시 덕진구 숲정이2길 46-22, 1층 (진북동)",35.83266913,127.1326222,063-714-3741,063-714-3742,
3811,기타 제품  제조업,(유)호비,간판,전북특별자치도 전주시 덕진구 여산로 88-28,35.86059948,127.0779103,063-211-9815,063-288-9815,
3812,기타 제품  제조업,펀커뮤니케이션컨설팅(주),출판인쇄홍보물 외,"전북특별자치도 전주시 완산구 오공로 49, 지하1층",35.83634301,127.0612776,063-277-5673,063-277-5675,http://www.funcomm.co.kr
3813,기타 제품  제조업,또바기인쇄기획,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 정언신로 68-1, 1동 1층 102호 (인후동1가,시온빌)",35.83034058,127.1614352,063-247-8384,,
3814,기타 제품  제조업,(주)에이아이독립몰,학습교구재 및 굿즈제작,전북특별자치도 전주시 덕진구 유상로 70 (팔복동2가),35.86333892,127.0813775,1522-3110,,
3815,기타 제품  제조업,(주)전북판촉사랑,간판 및 광고물,"전북특별자치도 전주시 덕진구 백제대로 681-1, 2층 290호 (금암동)",35.84429398,127.1436654,0507-1379-7255,,
3816,기타 제품  제조업,에스엔에스그램,간판 및 광고물,"전북특별자치도 전주시 완산구 홍산남로 30, 3층 302호 (효자동2가)",35.81555836,127.1049996,063-226-5533,,
3817,기타 제품  제조업,류애드,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 가재미6길 10-3, 201호 (인후동1가,민하우스)",35.83027064,127.1630408,0507-1429-5722,,
3818,기타 제품  제조업,(주)그린웍스,조립용 교구 키트 제조,"전북특별자치도 전주시 완산구 홍산중앙로 17, 602호 (효자동2가)",35.81515343,127.1087333,,,
3819,기타 제품  제조업,(주)디지털케어,가정용 어트랙션 홈트레이닝 및 재활 운동기구,"전북특별자치도 전주시 덕진구 권삼득로 308, 전북대학교 창업보육1센터 201호 (덕진동1가)",35.84420869,127.1292644,,,
3820,기타 제품  제조업,(유)더퍼스트케이,간판 및 광고물 제조,"전북특별자치도 전주시 완산구 문학대2길 11-2, 101호 (효자동3가)",35.82580314,127.1033685,,,
3821,기타 제품  제조업,주식회사 에이치큐브,옥외 광고,전북특별자치도 전주시 덕진구 정여립로 886-1(만성동),35.83083511,127.0727866,,063-214-7868,
3822,기타 제품  제조업,(유한)상상팩토리,인형 및 장난감 제조,"전북특별자치도 전주시 덕진구 거북바우로 30, 301호 (금암동)",35.83714955,127.1415504,070-7602-2288,,
3823,기타 제품  제조업,유명프레임,간판 및 광고물 제조,"전북특별자치도 전주시 완산구 태평2길 12, 1층 (태평동)",35.82275995,127.1408972,063-288-7788,,
3824,기타 제품  제조업,제이케이컴퍼니,간판 및 광고물 제조,전북특별자치도 전주시 완산구 간납대1길 36 (남노송동),35.81675791,127.1601614,,,
3825,기타 제품  제조업,지쓰리컴퍼니,"문구,생활용품,주방용품,기념품","전북특별자치도 전주시 완산구 문학대6길 18-5, 101호 (효자동3가,하이든빌)",35.82806051,127.1039187,,,
3826,기타 제품  제조업,더굿데이,인테리어액자,"전북특별자치도 전주시 완산구 팔달로 101-28, 1층 (전동)",35.81242134,127.1484333,063-232-0323,,
3827,기타 제품  제조업,제이디씨(주),위탁제조생산,"전북특별자치도 전주시 완산구 마전들로 82, 3층 (효자동3가,다복빌딩)",35.82085458,127.1045308,063-242-0933,,
3828,기타 제품  제조업,(주)제이유엔,간판 및 광고물 제조,전북특별자치도 전주시 완산구 서곡3길 14-18 (효자동3가),35.83681019,127.1012304,063-212-6472,,
3829,기타 제품  제조업,(주)이음컴퍼니,간판및 광고물,"전북특별자치도 전주시 덕진구 석소2길 30, 102동 1001호 (우아동2가,선변오지오아파트)",35.83515884,127.1686899,063-903-2977,,
3830,기타 제품  제조업,환기시스템디알,송풍기,"전북특별자치도 전주시 덕진구 가리내로 254, 401호 (덕진동2가)",35.84026519,127.1101244,063-237-0013,,
3831,기타 제품  제조업,(유한)유전,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 안덕원로 51, 306-1호 (진북동)",35.82814055,127.1358257,063-224-2219,,
3832,기타 제품  제조업,아트윌컴퍼니,조형물제작,전북특별자치도 전주시 덕진구 쪽구름1길 11-9 (동산동),35.87342226,127.0763777,070-7571-3512,,
3833,기타 제품  제조업,(주)엠지모션즈,전시형 모형,"전북 전주시 완산구 견훤로 87, 1층 (남노송동,고향주유소)",35.81982802,127.1609701,0507-1435-1877,,
3834,기타 제품  제조업,(주)에스엠테크,저온 저장고 제조,"전북특별자치도 전주시 덕진구 만성북로 51-25, 4062호 (만성동,스페이스온지식산업센터)",35.84905387,127.082638,1660-3599,,
3835,기타 제품  제조업,청결공간,달리 분류되지 않은 제품 제조,"전북특별자치도 전주시 덕진구 전주천동로 473, 303호 (금암동,르네블루빌딩)",35.83541465,127.1283974,070-8064-8728,,
3836,기타 제품  제조업,육성액자,표구처리업,"전북특별자치도 전주시 완산구 현무2길 13-3, 1층 (경원동3가)",35.81991037,127.1495819,063-232-7755,,
3837,기타 제품  제조업,(주)언더켓,기타 달리 분류되지 않은 제품 제조,"전북특별자치도 전주시 완산구 천잠로 303, 본관 149호 (효자동2가,전주대학교)",35.81616752,127.0888808,,,
3838,기타 제품  제조업,소호,그 외 기타 분류 안된 제품 제조,"전북특별자치도 전주시 덕진구 솔내로 125, 1층 한솔치과의원 (송천동1가)",35.86137697,127.1265525,070-8259-4874,,
3839,기타 제품  제조업,주식회사 스타앤스타플라워,화환 오브제,전북특별자치도 전주시 완산구 산월1길 38 (중화산동2가),35.81322037,127.1191786,063-287-7222,063-287-7223,
3840,기타 제품  제조업,(주)리본,운동기구 제조,"전북특별자치도 전주시 덕진구 용덕길 3-30, 1동 (용정동)",35.87645607,127.047029,,,
3841,기타 제품  제조업,㈜다빈치광고기획,"안전간판,현수막 등",전북특별자치도 전주시 완산구 어은로 18-7,35.81579682,127.1251811,063-278-3866,063-227-2866,
3842,기타 제품  제조업,쪼아쪼아,간판 및 광고물 제조업,"전북특별자치도 전주시 완산구 메너머1길 31, 101호 (중화산동2가)",35.82080246,127.1194602,070-8623-2936,,
3843,기타 제품  제조업,디자인모든,간판 및 광고물 제조,전북특별자치도 전주시 완산구 따박골6길 41-3 (중화산동2가),35.810274,127.1279746,063-222-8353,,
3844,기타 제품  제조업,㈜매직라이팅,현수막제작,전북특별자치도 전주시 덕진구 원성덕안길 26-26 (성덕동),35.87994436,127.0346278,063-211-8184,063-211-8185,
3845,기타 제품  제조업,테크이든,지오메탈 주차번호판,"전북특별자치도 전주시 완산구 소대배기로 32, 2층 203호 (평화동2가)",35.78672651,127.133508,,,
3846,기타 제품  제조업,성원산업,기타 달리 분류되지 않은 제품 제조,전북특별자치도 전주시 덕진구 기린대로 886 (여의동2가),35.86555541,127.0883942,063-271-8004,,
3847,기타 제품  제조업,(주)흥미로운,전시용 모형 제조,"전북특별자치도 전주시 덕진구 무삼지로 84, 3층 (인후동1가)",35.83294703,127.1629685,,,
3848,기타 제품  제조업,(유한)케이솔루션,탄소소재 및 부품 제조,"전북특별자치도 전주시 덕진구 만성북로 51-25, 3074호 (만성동,스페이스온)",35.84905387,127.082638,063-212-2111,,
3849,기타 제품  제조업,동명기획,간판 광고물,"전북 전주시 완산구 홍산로 390, 101동 901호 (효자동3가,서부신시가지아이파크아파트)",35.82845008,127.1066148,070-4224-0651,,
3850,기타 제품  제조업,알리오,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 기린대로 945-6, 134호 (여의동)",35.86413031,127.0811469,063-1833-7108,,
3851,기타 제품  제조업,(주)민국통신,생활용품 제조,"전북특별자치도 전주시 덕진구 정언신로 71, 101호 (인후동1가,썬하우스)",35.83074861,127.1617851,,,
3852,기타 제품  제조업,지음,그 외 기타 달리 분류되지 않은 제품 제조,"전북특별자치도 전주시 완산구 마당재4길 7-11, C동 301호 (중노송동,궁전빌라)",35.82323466,127.1609233,,,
3853,기타 제품  제조업,조일광고기획,간판 및 광고물 제조업,"전북특별자치도 전주시 완산구 현무3길 9-9, 1층 (경원동3가)",35.8201619,127.1507412,063-284-8048,,
3854,기타 제품  제조업,아포스(주),원목 및 건축관련 목제품,"전북특별자치도 전주시 덕진구 세병로 21, 106동 2103호 (송천동2가,포레나전주에코시티)",35.87545107,127.128447,070-4107-9798,,
3855,기타 제품  제조업,한승에코텍(유한),그 외 기타 달리 분류되지 않은 제품 제조업,전북특별자치도 전주시 덕진구 한배미6길 30-5 (인후동1가),35.82177811,127.1679328,,,
3856,기타 제품  제조업,(주)타바바,"퍼스널모빌리티 브라켓 외 디자인 기획/가방,보호용케이스,비메모리용전자집적회로 제조","전북특별자치도 전주시 덕진구 가리내로 132, 4층 (덕진동1가) / 전주시 덕진구 권삼득로 369 (덕진동1가)",35.83643364,127.1222652,063-229-7675,063-229-7673,
3857,기타 제품  제조업,신광브레이커,유압브레이커 크리샤,"전북특별자치도 전주시 덕진구 신복천변1길 16, 1층 (팔복동1가)",35.85631253,127.1094582,063-214-5030,,
3858,기타 제품  제조업,(주)비꽃,전시용 모형 제조업,전북특별자치도 전주시 덕진구 반태산3길 29 (인후동1가),35.83084458,127.1497642,063-285-8742,,
3859,기타 제품  제조업,(유한)서학,조형물 디자인 및 제조,전북특별자치도 전주시 완산구 서학로 7 (서서학동),35.80986615,127.1503527,,,https://smartstore.naver.com/seohak_artshop
3860,기타 제품  제조업,재미진디자인,간판 및 광고물 제조업,"전북특별자치도 전주시 덕진구 중상보로 23-1, 2단지 (우아동2가)",35.83313225,127.1701942,050-71331-4178,,
3861,기타 제품  제조업,제일기획,간판 및 광고물 제조,전북특별자치도 전주시 완산구 산월1길 8 (중화산동2가),35.81282923,127.1223919,063-237-2085,,
3862,기타 제품  제조업,꿈을주는사람들,간판 및 광고물 제조,전북특별자치도 전주시 완산구 전룡로 49 (서신동),35.83122595,127.1200535,063-227-2048,,
3863,기타 제품  제조업,바른광고,간판 및 광고물 제조,전북특별자치도 전주시 완산구 거마남로 7 (삼천동1가),35.79492992,127.1175658,063-222-0403,,
3864,기타 제품  제조업,진국상사,분류되지 않은 제품 제조,"전북특별자치도 전주시 완산구 장승배기1길 20, 1층 101호 (평화동1가)",35.8000187,127.1394822,,,
3865,기타 제품  제조업,포인트,인쇄,"전북특별자치도 전주시 완산구 메너머2길 28, 1층 (중화산동2가)",35.82249004,127.1197514,063-283-6518,,
3866,기타 제품  제조업,동영광고,옥외광고,전북특별자치도 전주시 완산구 기린대로 159 (중노송동),35.82219731,127.1505203,063-228-8706,,
3867,기타 제품  제조업,윤성무역(UNEST윤성),유아용품,"전북 전주시 완산구 전라감영로 10, 창업보육센터 402호 (다가동2가,전주기전대학)",35.81394508,127.1408924,070-4223-4933,063-278-0544,
3868,기타 제품  제조업,(주)벡서,웨어러블 디바이스 소재 및 제품,"전북특별자치도 전주시 덕진구 기지로 68, 5층 503호 (중동)",35.83810346,127.059342,042-472-3814,,
3869,기타 제품  제조업,(주)티앤디,그 외 기타 달리 분류되지 않은 제품 제조,"전북특별자치도 전주시 완산구 홍산북로 84-20, 3층 301호 (효자동3가)",35.81673582,127.1106411,,,
3870,기타 제품  제조업,그린융합(주),"준불연제품의 생산, 유리","전북특별자치도 전주시 덕진구 오공로 37, 5층 스페이스코웍 전주캠퍼스점 (중동,상진빌딩)",35.83628404,127.0594963,063-636-8566,,
3871,기타 제품  제조업,미레이져스카시,아크릴 간판,전북특별자치도 전주시 완산구 효자로 324 (중화산동2가),35.81898305,127.1208635,063-237-0424,,
3872,기타 제품  제조업,삼원안전광고산업,간판 및 광고물,"전북특별자치도 전주시 덕진구 안골2길 8, 1층 (인후동1가)",35.83905898,127.1566614,063-254-0111,,
3873,기타 제품  제조업,디자인나무,간판 및 광고물,"전북특별자치도 전주시 완산구 봉곡로 21, 1층 (효자동3가)",35.81197775,127.0962317,063-905-4540,,
3874,기타 제품  제조업,서부광고사,옥외광고물,"전북특별자치도 전주시 완산구 신촌3길 1, 지하층 101호 (중화산동2가,우성중산타운)",35.81613748,127.1175197,063-229-8094,,
3875,기타 제품  제조업,디자인이룸,간판 및 광고물,"전북특별자치도 전주시 완산구 소태정5길 9-11, 101호 (효자동2가)",35.80450674,127.0999563,063-224-0051,063-224-0051,
3876,기타 제품  제조업,송원액자,표구처리업,전북특별자치도 전주시 완산구 산월2길 38 (중화산동2가),35.81418324,127.1189688,063-225-5353,,
3877,기타 제품  제조업,피닉스,생활용품 제조업,전북특별자치도 전주시 완산구 따박골6길 25 (중화산동2가),35.80890183,127.1289191,0507-1432-4272,,
3878,기타 제품  제조업,(유한)동방광고기획,"간판 및 광고물, 건물번호판 외",전북특별자치도 전주시 덕진구 혁신로 410 (장동),35.84944063,127.0661274,063-225-4210,,
3879,기타 제품  제조업,(유한)한스트링인,"수제바이올린, 탄소바이올린활 등","전북특별자치도 전주시 완산구 천잠로 303, 벤처창업관 310 에이",35.81616752,127.0888808,063-213-8250,063-225-8250,http://www.hahns.co.kr
3880,기타 제품  제조업,(주)올조번트,방제 제품,"전북특별자치도 전주시 덕진구 백제대로 567, 공과대학 2호관 218-1호 (금암동,전북대학교)",35.84114301,127.1315892,,,
3881,기타 제품  제조업,(주)로드텍,콘크리트블럭,"전북특별자치도 전주시 덕진구 아중로 207, 2층 (우아동2가)",35.82833941,127.1718156,063-241-3800,,
3882,기타 제품  제조업,한일 애드컴,간판 및 광고물,전북특별자치도 전주시 덕진구 전미중앙로 92 (전미동2가),35.88161509,127.1074257,063-285-0025,,
3883,기타 제품  제조업,애드3D,개발용 시제품 제작,"전북특별자치도 전주시 완산구 아중로 33, 전주정보문화산업진흥원 C동 1층 103호 애드3D (중노송동)",35.82368871,127.1536807,063-908-8787,063-908-8781,
3884,기타 제품  제조업,(주)이알엠,그 외 기타 달리 분류되지 않은 제품 제조,"전북특별자치도 전주시 덕진구 오공로 37, 5층 501비호 (중동,상진빌딩)",35.83628404,127.0594963,,,
3885,기타 제품  제조업,디자인 맑음,간판 및 광고물,전북특별자치도 전주시 완산구 황강서원3길 7 (효자동3가),35.82941083,127.1000741,063-903-0861,063-900-2499,http://www.malgumdesign.com
3886,기타 제품  제조업,제이비컨설팅,간판 및 광고물,전북특별자치도 전주시 덕진구 모래내10길 8-1 (금암동),35.83776694,127.1434476,063-254-9961,,
3887,기타 제품  제조업,지디자인,간판 및 광고물,"전북특별자치도 전주시 완산구 안행8길 48-3, 1층 (삼천동1가)",35.79929827,127.1307829,,,
3888,기타 제품  제조업,별미집,그 외 기타 분류 안된 제품 제조업,전북특별자치도 전주시 완산구 태평5길 10 (서노송동),35.82322505,127.1441902,063-272-8650,,
3889,기타 제품  제조업,이지산업기획,간판 및 광고물,전북특별자치도 전주시 완산구 충경로 25 (중앙동1가),35.81734212,127.1420289,063-285-1700,,
3890,기타 제품  제조업,하늘연달디자인,간판 및 광고물,"전북특별자치도 전주시 덕진구 기린대로 945-6, 2층 203호 (여의동)",35.86413031,127.0811469,,,
3891,기타 제품  제조업,LINE에이디디,간판 및 광고물,전북특별자치도 전주시 완산구 황강서원3길 4-6 (효자동3가),35.82885777,127.100844,063-232-4614,,
3892,기타 제품  제조업,아이에이치물산(주),직접조립제품(DIY) 개발 및 제조,"전북특별자치도 전주시 완산구 척동7길 18, 101호 (효자동3가,레인보우하우스)",35.82384441,127.0981558,070-8872-7901,,
3893,기타 제품  제조업,에이스컴퍼니,악기제조 外,"전북특별자치도 전주시 덕진구 기린대로 945-6, 2층 222호 (여의동,희망관)",35.86413031,127.0811469,,,
3894,기타 제품  제조업,디자인하이,간판 및 광고물,전북특별자치도 전주시 완산구 맏내3길 13-3 (평화동2가),35.79260879,127.1305458,063-225-4512,,
3895,기타 제품  제조업,윤일,간판 및 광고물,"전북특별자치도 전주시 완산구 우전로 202, 2층 (효자동2가)",35.81243603,127.102069,063-277-2959,,
3896,기타 제품  제조업,디자인제로,간판 및 광고물,전북특별자치도 전주시 완산구 중산1길 12-5 (중화산동2가),35.81484138,127.1189947,063-225-2892,,
3897,기타 제품  제조업,대손협동조합,반려동물 수제간식,"전북특별자치도 전주시 덕진구 백제대로 781, 3층 301호 (우아동3가,한일관)",35.84744149,127.1541373,063-227-7014,,
3898,기타 제품  제조업,제이케이(JK)쥬얼리,주얼리,"전북특별자치도 전주시 완산구 최명희길 7, 103호",35.81633438,127.1537365,0507-1328-7323,,
3899,기타 제품  제조업,파워광고기획,간판 및 광고물 제조업,"전북특별자치도 전주시 덕진구 숲정이2길 23, 1층 (진북동,전북청소년폭력예방재단)",35.8305709,127.1303761,,,
3900,기타 제품  제조업,(주)이노에쓰엘,그 외 기타 달리 분류되지 않은 제품 제조업,"전북특별자치도 전주시 완산구 우전로 96, 2층 204호 (효자동2가)",35.80382237,127.1012475,,,
3901,기타 제품  제조업,비전디자인,간판 및 광고물,"전북특별자치도 전주시 완산구 천잠로 235, 전주비전대학교 실습동 4203호 (효자동2가)",35.81087457,127.0909661,,,
3902,기타 제품  제조업,흥안,그 외 기타 달리 분류되지 않은 제품 제조업,전북특별자치도 전주시 덕진구 매암안길 7 (원동),35.87538421,127.0290796,,,
3903,기타 제품  제조업,(유한)아론홀딩스,간판 및 광고물,"전북특별자치도 전주시 완산구 안터6길 9-14, 305호 (서신동,보금자리)",35.83104745,127.1178308,,,
3904,기타 제품  제조업,제일마트,그 외 기타 분류 안된 제품 제조업,"전북특별자치도 전주시 완산구 신봉로 54, 2동1층 101~104 (효자동1가)",35.8089689,127.1207856,063-222-6588,,
3905,기타 제품  제조업,바오밥매트,그 외 기타 달리 분류되지 않은 제품 제조업,"전북특별자치도 전주시 완산구 천잠로 209, 가동 (효자동2가,효자골)",35.80552142,127.09584,0507-1317-1516,,
