단지명,회사명,대표자명,공장대표주소,대표업종번호,업종명,전화번호,팩스번호,종업원수,생산품
개별입지,주식회사 누리테크,김지수,"전북특별자치도 군산시 임피면 호원대3길 64, 호원대 창업보육센터 105호",30320,자동차 차체용 신품 부품 제조업,000-0000-0000,,1,"자동차부품, 농기계제조"
군산임피농공단지,주식회사 뉴인텍,장기수,전북특별자치도 군산시 임피면 항쟁로 43-10 외 2필지,30332,자동차용 신품 전기장치 제조업,041-541-8100,063-732-7101,67,친환경전기자동차용커페시터
개별입지,주식회사 대양솔루션,임동군,"전북특별자치도 군산시 해망로 392, 3층(해망동, 군산제일신협)",29299,그 외 기타 특수목적용 기계 제조업,063-442-1355,063-445-1355,5,선박기자재
군산옥구농공단지,주식회사 대원,최용원,전북특별자치도 군산시 옥구읍 광월길 42,28123,배전반 및 전기 자동제어반 제조업 외 4 종,063-451-0555,063-451-0444,5,"수배전반, 분전반, 태양광발전장치,옥외 LED 조명기구"
군산임피농공단지,주식회사 대흥산업,조경하,"전북특별자치도 군산시 임피면 항쟁로 43-40, 2동",25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 10 종",063-715-0486,063-262-0486,6,"가드레일,파이프,교량난간,철제가로등주,버스승강장 등"
새만금국가산업단지,주식회사 대흥씨씨유,김성주,"전북특별자치도 군산시 새만금산단2로 188, 부지주소 군산시 오식도동 1089, 1094 (오식도동)",20111,석유화학계 기초 화학물질 제조업 외 2 종,,,14,"산업용가스(액화탄산가스, 드라이아이스)"
군산임피농공단지,주식회사 더존디자인조명,강미경,전북특별자치도 군산시 임피면 동군산로 810-40,28410,전구 및 램프 제조업 외 19 종,063-452-4526,063-452-4528,9,"LED 실내외 조명기구, 금속구조물 등"
군산옥구농공단지,주식회사 동성산업,이성용,전북특별자치도 군산시 옥구읍 광월안길 42,23119,기타 판유리 가공품 제조업,063-461-1020,,8,자동차 유리 
개별입지,주식회사 드림어스,김근수,"전북특별자치도 군산시 산단남북로 193, 103호(오식도동, 전북대학교 창업보육센터)",28410,전구 및 램프 제조업 외 3 종,000-0000-0000,,2,산업용LED 조명
새만금국가산업단지,주식회사 디알티,정철원,전북특별자치도 군산시 새만금산단2로 345 (오식도동),29150,"산업용 오븐, 노 및 노용 버너 제조업",063-464-9905,,7,이차전지 재활용 전처리 설비
개별입지,주식회사 디엠에스윈드파워,최은영,전북특별자치도 군산시 금성길 151 (산북동),31113,기타 선박 건조업,063-443-3699,0504-277-2123,10,등부표
군산국가산업단지,주식회사 레이테크,강대욱,"전북특별자치도 군산시 외항로 796, 1동 2층 (소룡동)",28123,배전반 및 전기 자동제어반 제조업,063-466-0472,063-466-2669,14,전기제어기
개별입지,주식회사 명진,강태욱,전북특별자치도 군산시 임피면 동군산로 637 (목재사) 외 1필지,16101,일반 제재업,063-445-2191,063-445-1284,14,"목제, 제재목"
군산2국가산업단지,주식회사 블루오션 산업,전권호,전북특별자치도 군산시 산단동서로 288 (오식도동),23993,비금속광물 분쇄물 생산업 외 1 종,063-464-6604,063-464-6605,17,"하소실리카 분쇄물,유동사 분쇄물, 경량골재 분쇄물, 하수슬러지연료탄"
군산2국가산업단지,주식회사 삼원중공업 제2공장,한창범,"전북특별자치도 군산시 자유무역로 21(오식도동, (주)제이와이요트)",31111,강선 건조업 외 2 종,000-0000-0000,063-468-8720,33,선박
개별입지,주식회사 삼지,최수은,전북특별자치도 군산시 대학로 507 (미룡동) 102호,25991,금속 캔 및 기타 포장용기 제조업 외 1 종,063-466-3318,063-466-3319,5,살균수제조장치제조
개별입지,주식회사 삼한,채순애,전북특별자치도 군산시 서흥2구길 12 (산북동),28123,배전반 및 전기 자동제어반 제조업,063-467-1245,063-467-1247,9,"수,배전반, 수전고압반, 제어판넬 제작"
개별입지,주식회사 서해드론교육원,이광영,전북특별자치도 군산시 대야면 석화로 59,31312,무인 항공기 및 무인 비행장치 제조업,,063-451-6802,4,드론
군산일반산업단지,주식회사 수성토탈,임동조,전북특별자치도 군산시 장산로 194(소룡동) 외 2필지,46712,액체연료 및 관련제품 도매업 외 1 종,063-461-2600,063-471-8261,5,위험물 보관
군산성산농공단지,주식회사 시온이엔지,유경희,전북특별자치도 군산시 성산면 동군산로 122,28903,교통 신호장치 제조업 외 3 종,063-453-7722,063-453-7723,4,"영상감시장치, 차량번호판독기, LED전광판, 서버, CCTV카메라"
군산옥구농공단지,주식회사 신명이엔지,문귀근,전북특별자치도 군산시 옥구읍 광월길 8-4,27215,기기용 자동측정 및 제어장치 제조업 외 9 종,063-468-9377,063-464-9954,11,"CCTV, 영상감시장치, 제어반 등"
새만금국가산업단지,주식회사 신진이엔티,김광택,전북특별자치도 군산시 새만금산단2로 185 (오식도동),29120,유압기기 제조업,063-732-7875,,2,"유공압실린터, 산업기계제작"
군산일반산업단지,주식회사 아이유제지,김용구,전북특별자치도 군산시 외항1길 32-29 (소룡동),17122,인쇄용 및 필기용 원지 제조업 외 2 종,063-467-8052,063-466-8053,36,화장지원지
군산임피농공단지,주식회사 아이티네트웍스,이택진,전북특별자치도 군산시 임피면 항쟁로 43-9,26421,방송장비 제조업,063-453-0300,063-453-0072,4,"CCTV카메라, 방송장치외"
개별입지,주식회사 아트블록,이봉석,전북특별자치도 군산시 나포면 철새로 1138 (대주개발),23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",032-424-4569,063-445-5485,3,"시멘트벽돌, 블록"
군산2국가산업단지,주식회사 알파,이양기,전북특별자치도 군산시 가도안2길 77 (오식도동),25929,그 외 기타 금속가공업,063-648-7344,063-468-7343,11,"산업용 기계부품 및 장비, 일반 기계부품 제작"
군산2국가산업단지,주식회사 앤츠,김충복,전북특별자치도 군산시 동가도길 55(오식도동) 외 1필지,25112,구조용 금속 판제품 및 공작물 제조업,063-462-0087,063-462-0088,6,"플랜트 구조물, 태양광 구조물"
군산서수농공단지,주식회사 에네스티,우성주,전북특별자치도 군산시 서수면 용천로 330,20499,그 외 기타 분류 안된 화학제품 제조업,043-843-5546,043-848-5545,2,제습제
새만금산업단지,주식회사 에스씨,박성곤,"전북특별자치도 군산시 새만금산단2로 348(오식도동, 주식회사에스씨)",29272,디스플레이 제조용 기계 제조업,063-734-2500,,2,디스플레이 장비 OLED 공정장비
개별입지,주식회사 에스에이치바이오,박민규,전북특별자치도 군산시 공항로 198(산북동),16102,표면 가공 목재 및 특정 목적용 제재목 제조업,063-465-9200,063-465-9201,8,연료칩
개별입지,주식회사 에이치엠씨,허민도,"전북특별자치도 군산시 자유로 396-13, 1층 주식회사 에이치엠씨 (오식도동)",29174,기체 여과기 제조업 외 2 종,,,2,1. 유기화합물 및 복합악취 저감장치. 2. 이산화티타늄
군산서수농공단지,주식회사 엔에스디,김도섭,전북특별자치도 군산시 서수면 용천로 358,30320,자동차 차체용 신품 부품 제조업 외 4 종,063-453-9550,063-453-9552,15,자동차 부품(OIL PAN 등)
군산2국가산업단지,주식회사 엔케이테크,곽노근,전북특별자치도 군산시 외항로 1047 (오식도동),29199,그 외 기타 일반목적용 기계 제조업 외 1 종,063-910-2288,063-910-2298,6,"스테이지, 산업기계"
개별입지,주식회사 엘앤디테크,진재언,"전북특별자치도 군산시 조촌로 9, 2층 (조촌동)",28423,전시 및 광고용 조명장치 제조업 외 9 종,063-454-0275,070-4758-0619,11,"전광판, CCTV, 마이크, 방송기기"
군산일반산업단지,주식회사 엘엑스글라스,이강훈,"전북특별자치도 군산시 외항1길 296 (소룡동, 한국유리공업) 외 1필지",23111,판유리 제조업 외 2 종,063-460-4221,063-462-2151,196,"판유리, 반사유리, 복층유리"
군산국가산업단지,주식회사 엠아이티,장인숙,"전북특별자치도 군산시 외항로 847 (오식도동, 창원금속공업㈜) 외 1필지",29150,"산업용 오븐, 노 및 노용 버너 제조업",063-467-0165,063-467-0166,17,"소각로, 보일러(예정)"
새만금국가산업단지,주식회사 엠에스이엔지,서종윤,"전북특별자치도 군산시 새만금산단3로 319, 산8-6 (오식도동)",25113,육상 금속 골조 구조재 제조업,063-466-9225,,17,건설기계 기자재 및 플랜트 등 기계설비
개별입지,주식회사 와이에스이앤지,문윤선,전북특별자치도 군산시 미성로 253 (산북동),28123,배전반 및 전기 자동제어반 제조업,063-467-0762,063-462-0762,3,"배전반, 전기회로접속장치"
개별입지,주식회사 우리브이에스아이,김도은,전북특별자치도 군산시 서수면 마룡리 263-1 외 1필지,24199,그 외 기타 1차 철강 제조업,000-0000-0000,,7,에어로젤블랭킷 및 철판(함석) 가공
군산성산농공단지,주식회사 우창이노텍,이장문,전북특별자치도 군산시 성산면 동군산로 136-7,26295,전자감지장치 제조업,063-453-0331,063-453-0332,3,살균버튼
군산2국가산업단지,주식회사 원재코리아,박순탁,전북특별자치도 군산시 산단남북로 121(오식도동),29176,"증류기, 열교환기 및 가스발생기 제조업 외 1 종",02-564-4970,02-564-4971,10,MVR설비(스테인리스탱크) 등
새만금국가산업단지,주식회사 위스,채승석,"전북특별자치도 군산시 새만금산단3로 373, 테크비즈프라자 1303호 (오식도동)",29299,그 외 기타 특수목적용 기계 제조업 외 2 종,063-213-0608,,4,"스마트자동소화재떨이, 위생폐기물 밀봉처리기, 면상발열체, 자율주행추종로봇"
개별입지,주식회사 이리농수산자재,윤영욱,전북특별자치도 군산시 서수면 항쟁로 153-16,13225,직물포대 제조업 외 4 종,063-452-6214,063-453-6214,7,그물형물김망 외 각종 그물형농수
군산옥구농공단지,주식회사 이브이루씨,구세현,전북특별자치도 군산시 옥구읍 광월안길 27,28119,기타 전기 변환장치 제조업,063-467-1310,063-545-1237,11,EV충전기
개별입지,주식회사 일오삼홀딩스,이진호,전북특별자치도 군산시 나포면 십자들로 788,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",063-451-1530,063-453-3003,4,"간장게장, 양념게장, 깐새우장, 전복장, 게살비빔장"
군산2국가산업단지,주식회사 정인티엔씨,황하,"전북특별자치도 군산시 산단동서로 113 (오식도동, 삼원포장)",16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",063-468-4466,063-471-4468,25,목상자
군산2국가산업단지,주식회사 조일,박인식,전북특별자치도 군산시 자유무역로 165-29 (오식도동),16102,표면 가공 목재 및 특정 목적용 제재목 제조업,031-333-1676,031-333-1641,9,"우드칩, 목재칩"
군산임피농공단지,주식회사 지로드,김철성,전북특별자치도 군산시 임피면 항쟁로 43-41,25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,063-244-8961,063-214-1616,3,반사형 방음판
개별입지,주식회사 채세움,이기열,전북특별자치도 군산시 임피면 남산로 337 (금성플랜트),16101,일반 제재업,033-733-0353,033-746-3411,10,목재
개별입지,주식회사 청림우드,박연,전북특별자치도 군산시 성산면 송호로 156 (성산면) 외 1필지,16101,일반 제재업 외 3 종,063-453-9015,063-453-6913,21,"목재,목재파레트,목재상자"
개별입지,주식회사 청림우드 방부목 공장,박연,전북특별자치도 군산시 성산면 송호로 156 (성산면),16103,"목재 보존, 방부처리, 도장 및 유사 처리업",063-453-4032,063-453-6913,7,방부목
개별입지,주식회사 청아기술,심동복,전북특별자치도 군산시 옥구읍 할미로 160,25924,절삭가공 및 유사처리업,063-466-2743,063-468-2743,4,"환봉가공물, 철판가공물"
개별입지,주식회사 케이앤디,송기청,"전북특별자치도 군산시 미성로 286, 1동 103호, 104호 (산북동)",31113,기타 선박 건조업,063-731-0115,063-731-0116,3,해상부유구조물
개별입지,주식회사 케이에스씨,채희주,전북특별자치도 군산시 옥구읍 옥구로 210-23 ㈜대마,20312,복합비료 및 기타 화학비료 제조업 외 1 종,031-338-3267,031-338-3267,3,유기농 혼합 토양개량제
개별입지,주식회사 크라스코,박정호,전북특별자치도 군산시 성산면 고봉3길 9,16101,일반 제재업,063-453-9013,063-453-9011,5,목재
군산2국가산업단지,주식회사 태경에프이,김태욱,전북특별자치도 군산시 가도안2길 77 (오식도동),25111,"금속 문, 창, 셔터 및 관련제품 제조업",063-465-6228,063-465-6229,3,철구조물
새만금국가산업단지,주식회사 테이팩스 새만금공장,허지행,"전북특별자치도 군산시 새만금산단1로 66, 오식도동 1092 (오식도동)",26295,전자감지장치 제조업 외 3 종,063-471-4100,,33,"전자소재부품용 테이프, 이차전지용 점.접착테이프, 전자소재부품용 테이프, 이차전지용 점.접착테이프, 전자소재부품용 테이프, 이차전지용 점.접착테이프, 전자소재부품용 테이프, 이차전지용 점.접착테이프"
군산2국가산업단지,주식회사 토브,이호경,전북특별자치도 군산시 동가도길 20-11 (오식도동),25113,육상 금속 골조 구조재 제조업 외 1 종,063-466-3037,063-466-3038,3,기타금속철재구조물
군산임피농공단지,주식회사 파인파크,황준필,전북특별자치도 군산시 임피면 항쟁로 43-45,33301,"체조, 육상 및 체력단련용 장비 제조업 외 8 종",063-452-3310,063-445-4522,8,"야외운동기구,조경시설물,퍼걸러등"
군산자유무역지역,주식회사 필텍,최철호,전북특별자치도 군산시 자유무역2길 15(오식도동),21300,의료용품 및 기타 의약 관련제품 제조업,063-468-6626,063-468-6623,75,주사기
개별입지,주식회사아임센서,문연하,전북특별자치도 군산시 임피면 하전길 34,32029,기타 목재가구 제조업,000-0000-0000,,2,칠판보조장/보조칠판
개별입지,주식회사원광빙고농업회사법인,라귀동,전북특별자치도 군산시 서수면 동군산로 1075-60 (㈜원광냉동냉장식품),10309,기타 과실ㆍ채소 가공 및 저장 처리업 외 2 종,063-453-9951,063-453-9953,9,냉동 냉장
군산일반산업단지,주은상사(주),인정혜,"전북특별자치도 군산시 외항7길 28-5 (소룡동, 주은상사)",68112,비주거용 건물 임대업,,,0,활성탄소
개별입지,주향실업월드린골드,박주향,"전북특별자치도 군산시 사전길 13 (산북동, 월명종합건재철물)",29175,액체 여과기 제조업,063-471-0096,063-471-0098,4,"정수기, 정수기필터"
군산2국가산업단지,중원엔지니어링(주),"박정필, 민영관",전북특별자치도 군산시 산단남북로 107(오식도동) 외 1필지,28202,축전지 제조업 외 2 종,02-3436-0600,02-3437-6639,110,"축전지, 공기조화장치, 기타 금속 가공제품"
군산2국가산업단지,지에스칼텍스(주) 군산바이오 실증센터,"허세홍, 김성민",전북특별자치도 군산시 산단동서로 334 (오식도동),20119,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,063-464-9702,042-866-1769,12,"2,3-BOD, 1,3-BD, MEK, 에탄올, 2.3-BDO, 1.3-PDO"
군산2국가산업단지,지엔기계기술(주),김재숙,전북특별자치도 군산시 외항로 971 (오식도동),25924,절삭가공 및 유사처리업,063-466-0968,,1,절삭가공
개별입지,지와이산업주식회사,조윤희,전북특별자치도 군산시 옥구읍 옥정리 51-3,25924,절삭가공 및 유사처리업,063-446-1517,063-471-1512,5,스틸파이프 및 철판가공물
개별입지,지테크(주),전준종,전북특별자치도 군산시 서수면 동군산로 1082 (㈜지테크) 외 1필지,24311,선철주물 주조업,063-451-8212,063-451-8213,3,농기계 부품
군산2국가산업단지,지티아이(주),안상익,전북특별자치도 군산시 자유로 297-10 (소룡동),24290,기타 1차 비철금속 제조업,063-462-7910,063-462-7909,7,비철금속 절단 및 가공
개별입지,진성기계,정이권,전북특별자치도 군산시 개정면 번영로 726 (진성공업),29210,농업 및 임업용 기계 제조업,063-451-5189,,2,농업용기계
군산국가산업단지,진양오토모티브(주) 군산공장,"김상용, 임경섭","전북특별자치도 군산시 동장산로 106-8 (소룡동, 세일인텍)",30399,그 외 자동차용 신품 부품 제조업,063-467-8982,063-467-8981,4,자동차용 부품
군산2국가산업단지,진양하이택,이종규,전북특별자치도 군산시 무역로 163-29 (오식도동),25923,도장 및 기타 피막처리업 외 2 종,063-467-8244,063-467-8245,7,"도장, 산업용 송풍기"
개별입지,진영그라픽스,임화근,"전북특별자치도 군산시 신평1길 19 (지곡동, 국선생냉면*막국수)",33910,간판 및 광고물 제조업,063-446-8750,,5,"간판, 인쇄물"
군산임피농공단지,진영그라픽스,임화근,전북특별자치도 군산시 임피면 항쟁로 43-9,33910,간판 및 광고물 제조업 외 2 종,063-446-8750,063-446-8754,4,"각관,현수막,조립식구조물"
개별입지,진영기업,김영,전북특별자치도 군산시 성산면 구암로 540 (총 3 필지) 외 2필지,20203,혼성 및 재생 플라스틱 소재 물질 제조업,063-451-1090,063-451-1090,6,재생원료
군산2국가산업단지,진일산업,이선명,전북특별자치도 군산시 무역로 158 (오식도동),25924,절삭가공 및 유사처리업,063-463-5901,063-463-5902,6,자동차 부품 절삭가공
개별입지,진포산업,박귀옥,"전북특별자치도 군산시 해망로 635 (소룡동, 진포산업)",25119,기타 구조용 금속제품 제조업,063-462-0800,063-466-0865,5,금속제품 절단 가공
군산옥구농공단지,진흥패턴,"허금자, 곽구희",전북특별자치도 군산시 옥구읍 광월안길 13,28422,일반용 전기 조명장치 제조업 외 12 종,063-453-8300,063-453-8302,12,가로등
개별입지,진흥패턴,곽구희,전북특별자치도 군산시 성산면 오성로 64 (진흥패턴),28422,일반용 전기 조명장치 제조업 외 4 종,063-453-8300,063-453-8302,6,가로등
개별입지,짱 수산,조춘호,전북특별자치도 군산시 개정면 통사리 442번지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,000-0000-0000,,6,김 영양제(뉴노리Z-@)
개별입지,차려진상,박선권,전북특별자치도 군산시 칠성6길 66 (산북동),10301,김치류 제조업 외 3 종,063-465-9289,063-465-9290,6,"김치,국,도시락,반찬"
개별입지,착한씨푸드,이성일,전북특별자치도 군산시 옥산면 배그매2길 16,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",063-468-1717,063-468-1712,10,수산동물 등
군산2국가산업단지,참마실제과,김양수,"전북특별자치도 군산시 산단남북로 193, 101호,102호 (오식도동)",10713,과자류 및 코코아 제품 제조업,063-462-5666,,2,"젤리,캔디"
군산국가산업단지,창성산업,최상호,전북특별자치도 군산시 외항로 728 (소룡동),30399,그 외 자동차용 신품 부품 제조업 외 3 종,063-732-5672,063-468-2035,4,자동차 부품(제동장치 부분품)
군산2국가산업단지,창운산업,이강준,전북특별자치도 군산시 산단로 17-33 (오식도동),25113,육상 금속 골조 구조재 제조업 외 2 종,063-471-0487,063-471-0487,3,"구조용 금속제품, 선박 구성 부분품"
군산2국가산업단지,창운산업,이강준,전북특별자치도 군산시 자유로 297-18(소룡동),25113,육상 금속 골조 구조재 제조업 외 1 종,063-471-0481,063-471-0487,2,중장비 부품
군산국가산업단지,창원금속공업(주),이종선,"전북특별자치도 군산시 외항로 847 (오식도동, 창원금속공업㈜) 외 1필지",30320,자동차 차체용 신품 부품 제조업 외 3 종,063-730-7401,063-730-7482,23,"페달, 트렁크 힌지, 차체 외 골격품, 컨테이너, 페달, 트렁크 힌지, 차체 외 골격품, 컨테이너, 페달, 트렁크 힌지, 차체 외 골격품, 컨테이너, 페달, 트렁크 힌지, 차체 외 골격품, 컨테이너"
개별입지,창호산업,강현승,전북특별자치도 군산시 산북동 2073-2번지,25932,일반철물 제조업,063-467-3987,063-471-1571,3,경량철골조
개별입지,채세움솔빛우드,김상길,전북특별자치도 군산시 임피면 남산로 337,16101,일반 제재업,000-0000-0000,063-452-1046,1,"한옥제, 일반자제"
군산국가산업단지,천일엔지니어링(주),조환수,"전북특별자치도 군산시 동장산2길 21 (소룡동, 천일엔지니어링)",30399,그 외 자동차용 신품 부품 제조업 외 3 종,032-521-1101,032-521-1070,50,자동차 내장부품
개별입지,천지통신건설,문덕만,전북특별자치도 군산시 대야면 석화로 59 (강산조경건설),26421,방송장비 제조업 외 1 종,063-464-4950,,5,"CCTV 카메라, 스피커"
개별입지,청명산업(주),조길섭,전북특별자치도 군산시 회현면 증석길 156,20313,유기질 비료 및 상토 제조업 외 1 종,000-0000-0000,063-468-3868,2,유기농 혼합 토양개량제
개별입지,청송팀버,"주영옥, 정재호",전북특별자치도 군산시 공항로 217 (산북동),16101,일반 제재업,063-445-4347,063-463-4347,10,목재
개별입지,청정ENG,김미정,전북특별자치도 군산시 옥녀로 81-20(산북동),25119,기타 구조용 금속제품 제조업 외 1 종,063-465-2607,063-465-2602,2,"배치플랜트 설비, 콘트리트 혼합믹서 외"
개별입지,청해물산,서춘길,전북특별자치도 군산시 옥서면 선연리 1289번지,10212,수산동물 건조 및 염장품 제조업,,,9,수생건재품
군산국가산업단지,초록헬스케어(주),신점순,전북특별자치도 군산시 동장산1길 28 (소룡동),13229,기타 직물제품 제조업,063-466-1917,063-466-1918,30,마스크
군산2국가산업단지,춘광산업,오세춘,전북특별자치도 군산시 동가도길 50 (오식도동),25929,그 외 기타 금속가공업,000-0000-0000,,1,중기부품 Frame
개별입지,칠다리정미소,이점용,전북특별자치도 군산시 옥산면 하포로 337,10611,곡물 도정업,063-464-4512,,0,도정곡물
군산성산농공단지,케이디 주식회사,안태일,전북특별자치도 군산시 성산면 동군산로 136-7 (성산면),29294,주형 및 금형 제조업,063-453-4335,063-453-4336,48,몰드베이스
군산2국가산업단지,케이산업,김명환,전북특별자치도 군산시 동가도길 50 (오식도동),25929,그 외 기타 금속가공업,000-0000-0000,,1,중기부품 Frame
군산국가산업단지,케이알씨산업,장민준,전북특별자치도 군산시 산단로 120 (소룡동),22211,"플라스틱 선, 봉, 관 및 호스 제조업",063-453-9895,063-453-9895,4,하수관
군산국가산업단지,케이에스 사료,김수경,전북특별자치도 군산시 외항로 815(소룡동),10802,단미 사료 및 기타 사료 제조업,000-0000-0000,,5,사료
군산2국가산업단지,케이에스엔지니어링,정승재,전북특별자치도 군산시 산단동서로 80-3(오식도동),29223,금속 절삭기계 제조업,063-471-4223,,5,압출후면설비 및 금속절삭기 산업기계 등
개별입지,케이엔지니어링,"조정선, 최재근",전북특별자치도 군산시 해망로 554(소룡동),34019,기타 일반 기계 및 장비 수리업 외 1 종,063-445-4674,063-442-4674,8,"선박엔진수리, 엔진거치대, 프로펠러샤프트"
군산2국가산업단지,케이엠테크,양경모,전북특별자치도 군산시 가도로 149-26 (오식도동),25924,절삭가공 및 유사처리업,000-0000-0000,063-466-0550,4,자동차 부품
군산2국가산업단지,케이와이텍,한승원,전북특별자치도 군산시 산단동서로 170 (오식도동),30320,자동차 차체용 신품 부품 제조업,063-471-9588,063-471-9587,2,차체용품(프레임 등)
새만금국가산업단지,케이지모빌리티 커머셜 주식회사,김종현,전북특별자치도 군산시 새만금북로 356(오식도동) 외 1필지,30121,승용차 및 기타 여객용 자동차 제조업 외 3 종,063-732-6070,063-732-6080,87,"전기버스, 전기트럭, 전기SUV"
군산일반산업단지,케이하나시멘트(주),진희병,전북특별자치도 군산시 외항로 288 (소룡동),23999,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,063-464-6600,063-464-6605,11,콘크리트혼화재
군산일반산업단지,케이하나시멘트(주) 2공장,진희병,전북특별자치도 군산시 외항안길 164 (소룡동),23312,석회 및 플라스터 제조업 외 2 종,063-464-6600,063-464-6605,19,석고
개별입지,코리아천연화장품 협동조합,김진옥,"전북특별자치도 군산시 대학로 558, 1112호 (미룡동, 군산대학교)",20422,"치약, 비누 및 기타 세제 제조업 외 1 종",,063-467-1181,2,"비누, 방향제"
군산2국가산업단지,코리아테크(주),정희택,전북특별자치도 군산시 중가도길 77(오식도동),25122,금속탱크 및 저장용기 제조업 외 8 종,063-467-6601,063-467-6644,11,"금속탱크, SMC탱크, 여과기.컨베이어장치, 탄소탱크, 내진탱크"
군산2국가산업단지,코멕스,이율기,"전북특별자치도 군산시 산단남북로 154-8 (오식도동, 코멕스)",26299,그 외 기타 전자부품 제조업 외 1 종,032-811-9870,032-811-9875,55,산업용 전자제어장치
군산국가산업단지,코스모이엔지(주),강규선,전북특별자치도 군산시 소룡동번지 1645-6번지,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,063-467-4971,063-467-4970,39,"에어크리너, 써치램프 외"
군산국가산업단지,코스모테크,이은옥,전북특별자치도 군산시 동장산2길 6 (소룡동),25929,그 외 기타 금속가공업 외 4 종,063-466-6337,063-466-6338,4,"자동차부품, 기계부품, 에어서스펜션플레이트, 휀다, 해치카바"
군산성산농공단지,클라우드아트,이상현,전북특별자치도 군산시 성산면 동군산로 136-7,25912,금속 단조제품 제조업 외 1 종,063-453-6176,050-5115-6176,2,"조형물, 디자인"
군산일반산업단지,타미나정공(주),이명자,전북특별자치도 군산시 소룡동 121번지,25924,절삭가공 및 유사처리업,063-461-3801,063-461-3803,6,"한봉,앵글,빔,잔넬"
군산국가산업단지,타타대우모빌리티(주),김태성,"전북특별자치도 군산시 동장산로 172, 소룡동 1589-3(소룡동, 타타대우모빌리티(주))",30122,화물자동차 및 특수목적용 자동차 제조업,063-469-3595,063-469-3179,747,자동차(대형트럭)
군산국가산업단지,타타대우모빌리티(주),김태성,전북특별자치도 군산시 동장산로 247 (소룡동),30122,화물자동차 및 특수목적용 자동차 제조업,063-469-3177,063-469-3179,64,중소형 트럭
군산성산농공단지,타타대우모빌리티(주)성산공장,김태성,전북특별자치도 군산시 성산면 동군산로 136-6,30122,화물자동차 및 특수목적용 자동차 제조업,063-469-3595,063-469-3179,49,"중,대형트럭 모듐화 부품,KD부품"
개별입지,탑 인쇄소,장상석,전북특별자치도 군산시 조촌4길 24-6 (조촌동) 유스파워 주식회사 1층,18111,경 인쇄업,063-445-7685,063-445-7687,3,"팜플렛, 포스터, 스티커, 책자 등"
군산2국가산업단지,탑이노베이션(주),송영진,"전북특별자치도 군산시 무역로 80, 탑이노베이션(주) (오식도동)",25122,금속탱크 및 저장용기 제조업,063-468-8482,063-468-8483,5,금속탱크 및 저장용기
군산2국가산업단지,태경에스비씨(주),황충순,전북특별자치도 군산시 산단동서로 258 (오식도동),20131,무기안료용 금속 산화물 및 관련 제품 제조업,063-463-3041,063-463-3044,57,"나노산화아연, 산화아연"
군산2국가산업단지,태경에스비씨(주),황충순,전북특별자치도 군산시 오식도동 859-33번지,20411,일반용 도료 및 관련제품 제조업,063-463-3041,063-463-3044,20,도료
군산2국가산업단지,태경에스비씨(주),황충순,전북특별자치도 군산시 오식도동 878-1번지,20131,무기안료용 금속 산화물 및 관련 제품 제조업,063-463-3041,063-463-3044,8,"나노산화아연, 이산화티타늄"
군산2국가산업단지,태광정밀화학(주),김일순,전북특별자치도 군산시 가도로 130-18 (소룡동) 외 3필지,20119,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 3 종,063-734-4451,063-734-4460,96,"코발트 화합물, 철구조물"
군산2국가산업단지,태성이엔지,박규태,전북특별자치도 군산시 산단로 42 (오식도동),29294,주형 및 금형 제조업,063-466-0818,063-466-0818,2,금형
군산2국가산업단지,태양조선,강민호,전북특별자치도 군산시 산단남북로 121 (오식도동),31112,합성수지선 건조업 외 1 종,063-462-0456,063-462-0457,25,FRP선박건조
개별입지,태영산업,권영학,전북특별자치도 군산시 미창로 8 (산북동),25122,금속탱크 및 저장용기 제조업 외 1 종,063-471-6555,063-463-2633,5,기계부품
군산2국가산업단지,태영산업기계,김만태,전북특별자치도 군산시 가도로 126 (소룡동),25929,그 외 기타 금속가공업,000-0000-0000,,4,탱크 및 기계제작
군산2국가산업단지,티에스특장(주),김대영,전북특별자치도 군산시 산단동서로 51(오식도동),30201,차체 및 특장차 제조업,062-956-2206,062-956-2207,3,"암롤박스, 가축수송적재함 외"
개별입지,파고코리아,이명철,전북특별자치도 군산시 옥구읍 상평로 188,13992,부직포 및 펠트 제조업 외 2 종,063-466-4007,063-466-4008,3,다겹보온커튼
군산성산농공단지,파인아트,김미자,"전북특별자치도 군산시 성산면 동군산로 122, (355-16) 외 2필지",17122,인쇄용 및 필기용 원지 제조업 외 1 종,063-452-6659,063-452-6657,6,"가공된 종이, 필름"
군산2국가산업단지,페이퍼코리아(주),권육상,전북특별자치도 군산시 비응도동 36-20번지,17121,신문용지 제조업 외 1 종,063-440-5000,063-440-5050,163,신문용지 등
