연번,시군,회사명,공장대표주소(도로명),전화번호,주생산품
9857,음성군,대웅산업,충청북도 음성군 대소면 태생리 347-1,,목재파렛트
9858,음성군,대원,충청북도 음성군 감곡면 원당리 63-41,,"콘크리트관, 구조용콘크리트제품"
9859,음성군,대원기업(주),충청북도 음성군 대소면 대동로692번길 176,043-882-3224,사료원료
9860,음성군,대원산업사,충청북도 음성군 대소면 대동로609번길 87 외 1필지,043-878-0371,PVC 창호샤시 보양재
9861,음성군,대은종합유리(주),충청북도 음성군 금왕읍 각회리 589,043-872-7917,복층 유리
9862,음성군,대일기계정밀,"충청북도 음성군 대소면 대금로 397, 나동 (태생리 423-56)",043-877-5528,"금속용탱크, 부품가공"
9863,음성군,대정화금(주) 음성공장,충청북도 음성군 금왕읍 오선산단로 43,043-877-2211,"시약, 원료용 의약품"
9864,음성군,대지산업,충청북도 음성군 대소면 신내로 56 외 1필지,043-878-9322,금속상자(금속케이스)
9865,음성군,대지오토모티브(주),충청북도 음성군 금왕읍 금율로 168 (총 4 필지) 외 3필지,043-878-1001,자동차부품
9866,음성군,대진샷시,충청북도 음성군 금왕읍 초금로 757-29,043-882-6286,플라스틱 창호
9867,음성군,대진플랜트,충청북도 음성군 대소면 산내로107번길 70 외 2필지,,공조기
9868,음성군,대진히트(주),충청북도 음성군 대소면 삼정리 309-8,,"산업용보일러, 방열기"
9869,음성군,대창식품,충청북도 음성군 생극면 안곤재길10번길 34 (총 2 필지) 외 1필지,043-877-2532,땅콩가공
9870,음성군,대창유리,충청북도 음성군 삼성면 천평길 49 외 5필지,043-881-1204,복층유리
9871,음성군,대창이엔지(주),충청북도 음성군 대소면 소석로 82 외 1필지,043-877-8258,"스페리컬베아링, 포트받침, 신축이음장치, POT베아링"
9872,음성군,대창이엔지(주) 제2공장,충청북도 음성군 원남면 보덕로 459 외 1필지,070-4492-7884,"신축이음장치,흡음형방음판(나무,플라스틱),알루미늄투명방음판,알루미늄흡음방음판"
9873,음성군,대창이엔지(주) 제3공장,충청북도 음성군 원남면 덕정리 516 외 3필지,043-877-8258,"흡읍형방음판(나무,플라스틱),알루미늄투명방음판,알루미늄흡음방음판"
9874,음성군,대창폴리마,충청북도 음성군 대소면 새미실길45번길 71-3 (총 3 필지) 외 2필지,043-881-3561,"(PE,PP)재생원료"
9875,음성군,대청산업 ,충청북도 음성군 대소면 수태리 산 73-1번지,,"철판후레싱,스윙도어"
9876,음성군,대청산업기술(주),충청북도 음성군 삼성면 대청로 233-40,043-241-9600,"자동수문, 가동보, 여과기(비점오염저감장치), 수문권양기, 홍수방어벽"
9877,음성군,대풍상사,충청북도 음성군 대소면 오류리 652-3,,"이동식주택, 카라반"
9878,음성군,대한광통신(주),충청북도 음성군 생극면 일생로 641,031-450-3961,절연선 및 케이블
9879,음성군,대한도로페인트(주),충청북도 음성군 원남면 원남산단로 98,043-873-0297,노면표지용 도료
9880,음성군,대한도로페인트(주),충청북도 음성군 원남면 원남산단로 88,043-873-0297,"노면표지용도료, 노면표지용 테이프형 차선"
9881,음성군,대한로드라인페인트(주),충청북도 음성군 원남면 원남산단로 98,043-873-0297,노면표지용도료
9882,음성군,대한민국고엽제전우회 전선공장,충청북도 음성군 삼성면 대덕로 129-19 외 2필지,043-536-0763,"절연금속선,케이블"
9883,음성군,대한민국상이군경회 전기자재사업소,충청북도 음성군 삼성면 금일로 718,043-878-3345,동슬리브
9884,음성군,대한산업개발,충청북도 음성군 감곡면 오향리 산 42-9,,프리케스트 콘크리트(PC)
9885,음성군,대한쎌팜(주),충청북도 음성군 대소면 성본리 1037 G11-1,,"대한공빈보, 대한황옥고"
9886,음성군,대한적십자사혈장분획센터,충청북도 음성군 감곡면 대학길232번길 16,043-879-1280,의약품(알부민)
9887,음성군,대한전공(주),충청북도 음성군 금왕읍 행제길 22-13 외 2필지,02-2616-8338,트레이용난연전력케이블
9888,음성군,대한전력(주),충청북도 음성군 대소면 미곡리 151-11,043-881-5601,전기 동력 분전함
9889,음성군,대한창호,충청북도 음성군 금왕읍 삼봉리 441-1,,플라스틱창호
9890,음성군,대현금속(주),충청북도 음성군 금왕읍 오선리 283-1 외 1필지,043-881-5060,"튜너케이블, 호스어셈블리, 파이프어셈블리, 브레이징,자동차오일호스"
9891,음성군,대현화학,충청북도 음성군 생극면 생극산단길 52,,접착제
9892,음성군,대호디엠피코리아(주),충청북도 음성군 맹동면 용촌길 118-26 외 2필지,043-878-2225,자동차용신품동력장치(감속기)
9893,음성군,대호푸드,충청북도 음성군 생극면 능안로 108-13,043-882-2989,"튀김어묵,핫바류"
9894,음성군,대화철강(주),충청북도 음성군 삼성면 금일로 699 외 8필지,043-882-0291,강관 파이프/ 형강류/ 철관외 2차가공
9895,음성군,대흥냉동전기,"충청북도 음성군 금왕읍 금일로 633-1, 마동",031-632-7080,"저온저장고, 냉동기계, 냉장고"
9896,음성군,대흥산업,충청북도 음성군 대소면 오류리 640-1 외 4필지,043-877-5800,"덕트, 면장갑"
9897,음성군,더 박스(The Box),충청북도 음성군 음성읍 용산리 668-1,,컨테이너
9898,음성군,더가치,충청북도 음성군 대소면 성본리 산 48-4,,"식품용기(뚜껑), 농산물,식품포장용기"
9899,음성군,더원케미칼인터내셔널(주),충청북도 음성군 맹동면 쌍정리 743-1번지,043-873-3343,콘크리트 첨가제
9900,음성군,더원케미칼인터내셔널(주),충청북도 음성군 금왕읍 유촌리 인곡산업단지 E2-1BL,031-893-6014,콘크리트 혼화제
9901,음성군,덕산산업(주),충청북도 음성군 금왕읍 금일로 514-15,043-881-0047,PVC컴파운드 및 압출제품
9902,음성군,덕산산업(주) 제2공장,충청북도 음성군 금왕읍 유촌로 168-3,043-881-0056,"종합플라스틱이형 압출 제품, 전선통신케이블및 호스제품"
9903,음성군,덕성산업,충청북도 음성군 금왕읍 구계리 308-4,,유로폼
9904,음성군,덕성산업(주),충청북도 음성군 삼성면 용성리 350-1 외 3필지,,제재목
9905,음성군,덕암글라스,충청북도 음성군 금왕읍 유촌리 인곡산업단지 E6-2BL,043-533-4970,접합유리
9906,음성군,덕영테크(주),충청북도 음성군 금왕읍 신내로695번길 23 외 2필지,043-878-1504,"매니폴드(자동차엔진 흡배기용), 머플러(자동차부품), 자동차용 밧데리 케이스 카바 "
9907,음성군,덕일,충청북도 음성군 생극면 신덕로 37,043-877-2924,"알미늄복합판넬,금속재패널,알루미늄 복합패널"
9908,음성군,덕화기업,충청북도 음성군 대소면 삼양로 960,043-883-1148,신선기/압연기/합사기/압출기/태선기/세선기
9909,음성군,도담창호,충청북도 음성군 대소면 대금로511번길 160,,PVC창호
9910,음성군,도성산업,충청북도 음성군 대소면 삼정리 308 외 2필지,,산업기계(기계부품)
9911,음성군,도우이앤티(주),충청북도 음성군 금왕읍 금일로 295,043-881-8857,식음료 자동화 기계
9912,음성군,도원철강,충청북도 음성군 감곡면 산 95-4,043-881-2535,금속 구조재 도장품
9913,음성군,도청산업(주),충청북도 음성군 삼성면 덕호로 518-25 외 2필지,043-878-7851,"경계 블럭,볼라드"
9914,음성군,돌고래보일러(은지시스템),충청북도 음성군 감곡면 가곡로 407 외 1필지,043-882-2326,농업용전기보일러
9915,음성군,돌방,충청북도 음성군 금왕읍 각구실길223번길 37,031-766-6802,인조대리석 상판
9916,음성군,동가산업,충청북도 음성군 금왕읍 행제길 46,043-877-6228,부직포
9917,음성군,동곡산업(주),충청북도 음성군 삼성면 상곡로 55,043-878-6900,PVC호스
9918,음성군,동광,충청북도 음성군 금왕읍 호산리 616-1,,된장
9919,음성군,동뜰배기영농조합법인,충청북도 음성군 생극면 음성로 1806-21,,"된장,간장,청국장"
9920,음성군,동민이엔씨,충청북도 음성군 금왕읍 금일로284번길 68-32,,사각덕트
9921,음성군,동보산업보일러(주),충청북도 음성군 대소면 대금로105번길 92-25 외 1필지,031-486-1600,보일러탱크
9922,음성군,동부창호,충청북도 음성군 금왕읍 초금로 678 (총 2 필지) 외 1필지,043-881-3123,"금속문, 창, 셔터"
9923,음성군,동산렌탈(주),충청북도 음성군 상경로 338 (원남면),031-782-4151,"유로폼,잭써포트"
9924,음성군,동산시스템,충청북도 음성군 원남면 상경로 338 (총 2 필지) 외 1필지,043-872-4888,"유로폼,잭써포트,파이프써포트"
9925,음성군,동서전기공업,충청북도 음성군 생극면 음성로 1494-23 외 2필지,043-877-2550,"가공절연코드, 코드세트, 누전차단기, 조명기구"
9926,음성군,동서철강 (주),충청북도 음성군 금왕읍 도청리 444-3 외 2필지,043-877-4106,철판가공품
9927,음성군,동신화학(주),충청북도 음성군 삼성면 금일로965번길 37,043-883-6212,콘크리트 혼화제
9928,음성군,동아스틸(주),충청북도 음성군 금왕읍 본대리 134-1,043-877-3104,조립금속부품
9929,음성군,동아전기부품(주)감곡,충청북도 음성군 감곡면 대학길 247-20 외 2필지,043-880-7503,PCB Ass'y
9930,음성군,동아전장(주) 음성공장,충청북도 음성군 삼성면 대성로547번길 97-15,043-881-5080,차량용 sensor
9931,음성군,동아전장(주)2공장,충청북도 음성군 삼성면 금일로965번길 65,043-881-5080,Cool Fan Motor Controller
9932,음성군,동아전장(주)감곡,충청북도 음성군 감곡면 단평리 134-2번지 외 3필지,043-877-2036,카오디오
9933,음성군,동아하이텍,충청북도 음성군 삼성면 상곡리 18-2,,선반.밀링기계
9934,음성군,동양리프트 (주),충청북도 음성군 맹동면 두성리 753-1번지 외 7필지,043-881-8891,리프트 제조
9935,음성군,동양에레베이터(주),충청북도 음성군 대소면 소석로 93,,"승강기(엘리베이터), 호이스트카"
9936,음성군,동양엠더블유(주),충청북도 음성군 금왕읍 멍심이길 73,043-750-8100,"반도체디스플레이(플라스틱제,금속제)"
9937,음성군,동양엠더블유(주) 제2공장,충청북도 음성군 금왕읍 멍심이길 81 외 1필지,043-750-8100,"반도체디스플레이(금속제, 플라스틱제)"
9938,음성군,동양케미칼,충청북도 음성군 유촌로232번길 96 -48(금왕읍),043-881-8313,건축용플라스틱제품
9939,음성군,동연산업  ,충청북도 음성군 대소면 대풍리 35-3,,공기압축기(스크루식)
9940,음성군,동열제재,충청북도 음성군 감곡면 오향리 109번지,,판재(일반제재)
9941,음성군,동우스틸(주),충청북도 음성군 감곡면 중간말길16번길 45-4,043-882-1972,철골부재
9942,음성군,동원공업사,충청북도 음성군 금왕읍 금일로 619 외 1필지,,"버킷,적재함,윙바디"
9943,음성군,동원섬유,충청북도 음성군 삼성면 선정로97번길 76 외 3필지,043-877-6337,펠트
9944,음성군,동원시스템즈(주) 음성사업장,충청북도 음성군 대소면 대금로 41,043-535-6276,PET병
9945,음성군,동일콘크리트,충청북도 음성군 음성읍 음성로 487 (동일콘크리트),043-872-1337,"콘크리트 벽돌, 블럭"
9946,음성군,동진산업,충청북도 음성군 생극면 오생리 산 61,,pvc샤시
9947,음성군,동진케미칼,충청북도 음성군 금왕읍 금일로284번길 23-14,070-7623-8000,방수제
9948,음성군,동진피씨이(주),충청북도 음성군 감곡면 문촌리 1100-5,043-883-3800,구조용 콘크리트 제품
9949,음성군,동호제재,충청북도 음성군 음성읍 읍내리 54-2 외 2필지,,제재목
9950,음성군,동호종합건설(주),충청북도 음성군 맹동면 용촌리 222-1,,철구조물
9951,음성군,동화,충청북도 음성군 금왕읍 유촌리 228,,고추가루
9952,음성군,동화바이텍스(주),충청북도 음성군 삼성면 대성로380번길 188 외 2필지,043-878-1975,"산업용부직포,매트리스패드,벽천장흡음재, 마스크"
9953,음성군,동화정공사,충청북도 음성군 금왕읍 금일로 248,043-882-1747,"금속스프링, 농축산작업기 부품"
9954,음성군,동환산업(주),충청북도 음성군 삼성면 금일로 689,043-877-7521,페인트수공구
9955,음성군,두경산업,충청북도 음성군 금왕읍 금일로 461-22 외 5필지,043-750-7680,철구조물
9956,음성군,두드림,충청북도 음성군 대소면 한삼로 108-74 외 1필지,,마닐라 판지
9957,음성군,두산정밀기계,충청북도 음성군 대소면 대금로54번길 4,043-535-1232,로라에어샤프트
9958,음성군,두성산업(주),충청북도 음성군 맹동면 덕금로 129-13 외 2필지,,"콘크리트 맨홀, 콘크리트 수로관"
9959,음성군,두원셀텍(주),충청북도 음성군 금왕읍 봉곡리 707,043-882-4860,소독용 에탄올
9960,음성군,두일케미칼(주),충청북도 음성군 삼성면 대성로547번길 92 외 2필지,043-882-2178,컴파운드
9961,음성군,두해고건축,충청북도 음성군 감곡면 행군이길 171-18,,목재가공품
9962,음성군,드래곤,충청북도 음성군 금왕읍 마루택길 72,,방청제
9963,음성군,드림산업,충청북도 음성군 금왕읍 유촌리 468-73 외 1필지,,자동차부품(연료통)
9964,음성군,드림켐텍,충청북도 음성군 금왕읍 유촌산단1길 51,043-883-7513,투명코팅제 및 도료
9965,음성군,드림텍,충청북도 음성군 맹동면 맹동산단1길 27-5,032-882-7714,"Door F/Filler, O/S Handle, Door Garnish"
9966,음성군,디비인더스트리(주),"충청북도 음성군 삼성면 대성로547번길 117-22, 다동",,경화제
9967,음성군,디비하우징(주),충청북도 음성군 삼성면 덕정로125번길 27-19,043-750-8890,"폴리우레탄보드, 얇은 마무리용 벽 바름재"
9968,음성군,디비하우징(주) 2공장,"충청북도 음성군 삼성면 대성로547번길 117-22, 가동, 나동",,경질 발포 플라스틱 건축물 단열재
9969,음성군,디아이피(주),충청북도 음성군 맹동면 초금로 182-15,,"종이컵, 지류"
9970,음성군,디아이피(주),충청북도 음성군 맹동면 초금로 182-1,043-873-9850,종이컵
9971,음성군,디알비헬스케어(주),충청북도 음성군 대소면 대금로 77-35 외 4필지,043-535-8261,수액세트
9972,음성군,디앤씨,충청북도 음성군 삼성면 능산리 328 외 3필지,043-878-7851,"콘크리트 맨홀,콘크리트 암거"
9973,음성군,디앤케이테크,충청북도 음성군 금왕읍 금율로 234 외 1필지,,플라스틱생활용품
9974,음성군,디에스산업,충청북도 음성군 대성로380번길 222 (삼성면),043-877-7723,제재목
9975,음성군,디에스제이넷(주),충청북도 음성군 삼성면 대청로 322 외 3필지,,신재생에너지 모니터링 통신 장비
9976,음성군,디엘에스텍(주),충청북도 음성군 삼성면 상곡리 300,043-882-4233,동바리(가설부재)
9977,음성군,디엘테크(주),충청북도 음성군 금왕읍 오선리 160-17,,"산업용건조기, 자동화기계"
9978,음성군,디엠케이블(주),충청북도 음성군 삼성면 금일로 712,,"전선,동축케이블"
9979,음성군,디와이엘라센(주),충청북도 음성군 맹동면 인곡리 인곡산단 6-1BL,043-883-0760,"고무패킹, 가스켓, 오링 등 고무제품"
9980,음성군,디와이엘라센(주),충청북도 음성군 삼성면 하이텍산단로 134,043-883-0760,"O-RING, PACKING, DIAPHRAGM"
9981,음성군,디케이,"충청북도 음성군 삼성면 천평리 86-1 86-2, 86-6, 88-1, 88-2, 88-3",,전동2륜차
9982,음성군,라온이즈(주),충청북도 음성군 대소면 대동로 450-7 외 1필지,043-750-8112,"전기보일러,온수기,산업용보일러"
9983,음성군,라이프안전유리(주),충청북도 음성군 삼성면 금일로700번길 20,043-881-8331,강화안전유리
9984,음성군,라이프안전유리(주)제2공장,충청북도 음성군 삼성면 덕정리 42-3 외 5필지,043-881-8331,강화유리
9985,음성군,라인텍,충청북도 음성군 소이면 장구실길 124,,수정진동자？
9986,음성군,라임솔루션(주),충청북도 음성군 대소면 대소산단로 81-8 외 5필지,055-587-2444,생석회 플라스터
9987,음성군,래오케미칼(주),충청북도 음성군 감곡면 오갑길192번길 27 외 1필지,043-882-3901,"래오탑  PAD(층간소음저감재, 이음재)"
9988,음성군,레이저동진,충청북도 음성군 삼성면 대청로 73-8 외 1필지,043-882-2549,구조용 금속판
9989,음성군,레인보우스케이프(주),충청북도 음성군 삼성면 선정로97번길 41,031-768-1891,"식생매트, 코이어롤,에코파이프,세라소일"
9990,음성군,로비스(주),충청북도 음성군 삼성면 대덕로 288 외 3필지,043-878-0833,"세정수,탈취수,혼합음료,오존발생기,염색탈취기,살균제,세제"
9991,음성군,리리식품,충청북도 음성군 감곡면 사곡길69번길 16-4 (총 3 필지) 외 2필지,043-882-9912,"복숭아 인삼캔디,설탕과자,모나카및과자"
9992,음성군,리안코스매트,충청북도 음성군 금왕읍 내송리 산 30 -7,,인조잔디
9993,음성군,리오엠엔씨(주),충청북도 음성군 삼성면 능산리 292,043-881-0029,알루미늄 전선
9994,음성군,리오엠엔씨(주),충청북도 음성군 대소면 대성로77번길 46 외 1필지,043-881-0029,"전선재료, 해저케이블, 연선기"
9995,음성군,리우하우징,충청북도 음성군 생극면 오생리 7-1,,"이동식화장실, 이동식컨테이너, 금속제패널 평판ㆍ곡판"
9996,음성군,리카플라워,충청북도 음성군 금왕읍 삼봉길 104 외 2필지,,"싱크대 상판, 테이블 상판"
9997,음성군,리파인코리아,충청북도 음성군 맹동면 원중로 1525,043-882-6750,"PE, PP"
9998,음성군,리플래시기술(주) 음성공장,충청북도 음성군 감곡면 오갑길192번길 28 외 2필지,02-1644-1602,"경사트러스, 수평트러스, 벽체, 모르타르"
9999,음성군,립엔푸드,충청북도 음성군 대소면 한삼로 150-29,043-878-9192,"석쇠불고기, 직화불고기, 가공닭발,오븐구이삼겹살,훈제닭"
10000,음성군,마송정미소,충청북도 음성군 원남면 마송리 699 외 1필지,,"백미, 현미, 찹쌀"
10001,음성군,마스터케이블(주),"충청북도 음성군 감곡면 상우길 55, 가동",043-881-3856,절연금속선및 케이블
10002,음성군,만경리사이클,충청북도 음성군 금왕읍 행제길76번길 94-13,,재생합성수지원료
10003,음성군,만경케미칼,충청북도 음성군 생극면 오생리 5-1,,친환경 TPO내장재
10004,음성군,만-테크,충청북도 음성군 대소면 대금로 140,043-532-4350,고추분채기계
10005,음성군,맹동산업,충청북도 음성군 맹동면 맹동산단1길 27-5,,자동차그릴부속품
10006,음성군,메닉스인터내셔날,충청북도 음성군 금왕읍 신평리 9번지,,플라스틱 난연제
10007,음성군,명보산공 (주),충청북도 음성군 대소면 삼양로 838-26,043-877-8162,철구조물
10008,음성군,명보산업사,충청북도 음성군 대소면 삼양로 838-26 외 2필지,043-877-8162,철구조물
10009,음성군,명성레이저  음성지점,충청북도 음성군 대소면 대금로247번길 37-43 외 2필지,043-883-5411,"가공된SS41(철판),SUS(스텐판)"
10010,음성군,명성산업,충청북도 음성군 금왕읍 유촌로 266-12 외 1필지,043-882-1908,P.P마대(포대)
10011,음성군,명성엔지니어링,충청북도 음성군 대소면 대성로 174-54,043-881-5177,금속탱크
10012,음성군,명신기계,충청북도 음성군 대소면 한삼로 171,043-883-0316,모소기
10013,음성군,명신창호,충청북도 음성군 원남면 보덕로 387,,제재목
10014,음성군,명운테크,충청북도 음성군 금왕읍 신평리 223,043-882-3188,책곶이.쓰레기통
10015,음성군,명인전선(주),충청북도 음성군 대소면 대동로631번길 62 외 3필지,043-877-6104,"고무절연전선, PVC전선"
10016,음성군,명인케이블,충청북도 음성군 대소면 대동로631번길 62 외 3필지,043-881-8817,"석도연선류,연동연선류,테이핑류"
10017,음성군,명일실업,충청북도 음성군 음성읍 한불로69번길 18,043-872-0888,"볶음참깨, 볶음검은참깨"
10018,음성군,명진산업,충청북도 음성군 금왕읍 초금로 678,043-882-2952,목재가구(침태)
10019,음성군,명진케미칼(주),충청북도 음성군 삼성면 선정로 161 (삼성면),043-750-8889,"베스타고무시트,복합형고무시트"
10020,음성군,모던탑(주),충청북도 음성군 원남면 충청대로 189-16,043-218-9993,조경용 울타리(철제)
10021,음성군,모리스앤코(주),충청북도 음성군 감곡면 행군이길 171-47 외 1필지,02-545-2690,"포터블홀더, 이미용실용의자,친환경 우산빗물제거기, 홍수방지차수판, 소화용담요(질식소화포)"
10022,음성군,목계샤링,충청북도 음성군 금왕읍 음성로1340번길 46-5 (총 3 필지) 외 1필지,043-877-2657,발코니
10023,음성군,무극도예,충청북도 음성군 금왕읍 행제리 산 48-2번지,043-877-2669,도자기
10024,음성군,미강산업,충청북도 음성군 금왕읍 유촌로232번길 103,043-881-8918,실리콘용기
10025,음성군,미광 F.R.P,충청북도 음성군 생극면 생오로137번길 18,043-883-3193,냉각탑
10026,음성군,미다스농업회사법인(주),충청북도 음성군 음성읍 읍내리 120-3,,두부
10027,음성군,미라클푸드,충청북도 음성군 대소면 부윤리 188-1,,냉동피자(피자도우)
10028,음성군,미래로,충청북도 음성군 금왕읍 삼봉길 104 외 11필지,,샌드위치판넬
10029,음성군,미래산업,충청북도 음성군 맹동면 덕금로87번길 121,043-873-6432,공기 압축기(콤푸레샤)
10030,음성군,미래산업,충청북도 음성군 금왕읍 행제길 101-32,,부직포
10031,음성군,미래유통,충청북도 음성군 감곡면 문촌리 1191번지,02-2213-8888,"화섬직물, 스포츠운동복지"
10032,음성군,미래티앤씨(주) 제2공장,충청북도 음성군 삼성면 덕호로 574-33,043-878-2241,PVC창호
10033,음성군,미림,충청북도 음성군 대소면 산내로107번길 29 외 2필지,,"히터, 선풍기, 청소기"
10034,음성군,미림직물,충청북도 음성군 대소면 오태로116번길 61-23,043-883-1324,"어망, 방충망"
10035,음성군,미성산업,충청북도 음성군 삼성면 덕호로 568-17,043-878-2037,식품조립기계
10036,음성군,미성하이테크,충청북도 음성군 금왕읍 신개천로 130 외 2필지,,"PVC창호, 알루미늄 창호"
10037,음성군,미정화학(주),충청북도 음성군 대소면 성본리 1033,031-352-8040,합성섬유(staple fiber)
10038,음성군,미주산업,충청북도 음성군 금왕읍 초금로 677,,유로폼(목제)
10039,음성군,미주산업,충청북도 음성군 금왕읍 천평길 6,043-878-9940,PET병
10040,음성군,미주산업 제2공장,충청북도 음성군 금왕읍 유촌리 875,070-8224-4475,PET병
10041,음성군,미주패트,충청북도 음성군 생극면 임곡길 173,043-878-9992,PET병
10042,음성군,미진에코(주),충청북도 음성군 대소면 수태로 30,,"철계단,경량철골(철골모듈렉)"
10043,음성군,미진하이텍,충청북도 음성군 삼성면 하이텍산단로 28-41 외 1필지,,그라비아인쇄지
10044,음성군,미호식품,충청북도 음성군 삼성면 양덕리 434 외 1필지,,쑥 가루
10045,음성군,민우산업(주),충청북도 음성군 생극면 오신로 134,043-724-0926,"토목, 건축공사품 자재"
10046,음성군,바름,충청북도 음성군 소이면 소이로 19 외 3필지,043-872-2883,발골육
10047,음성군,바름(주),충청북도 음성군 금왕읍 금왕테크노5길 36,043-881-3253,수성페인트(바이오그린에어)
10048,음성군,바이오메디팜,충청북도 음성군 생극면 오신로342번길 27,043-877-5678,건강보조식품
10049,음성군,바이오앤알(주),충청북도 음성군 생극면 신양리 000번지 4-8BL,032-885-3648,"비료, 사료(식물영양제, 성장 촉진제)"
10050,음성군,바이오캠(주),충청북도 음성군 생극면 생극산단1길 59,043-750-8795,"농약(살균제, 살충제, 제초제)"
10051,음성군,바이오플러스 (주),충청북도 음성군 금왕읍 유포리 성본산업단지 F1,031-742-1898,HA기반 필러 및 의료기기
10052,음성군,박희선,충청북도 음성군 금왕읍 육령리 591번지 외 2필지,,철강(빔) 구조체
10053,음성군,반도엔지니어링,충청북도 음성군 대소면 내산길 19,043-881-4772,"철도차량용 배장기, 철도차량부품제작,유압기기"
10054,음성군,반석산업,"충청북도 음성군 대소면 대금로105번길 92-23, 나,다동",043-881-3319,"고무패킹,가스켓"
10055,음성군,발루션(주),충청북도 음성군 금왕읍 금일로284번길 81,043-877-7798,자동제어벨브
10056,음성군,발루션(주),충청북도 음성군 금왕읍 초금로 670,043-877-7798,자동제어밸브
10057,음성군,백광산업(주),충청북도 음성군 생극면 생극산단1길 17,,이산화질소
10058,음성군,백야홍삼 농업회사법인(주),충청북도 음성군 금왕읍 각회리 270-1번지,043-881-3489,"진생베리추출액, 홍삼분말, 홍삼파우치,홍차(발효차)제조"
10059,음성군,버슘머트리얼즈코리아 (주),충청북도 음성군 원남면 원남산단로 261,043-873-9100,반도체용 화학제품
10060,음성군,번영,충청북도 음성군 소이면 한불로 544 외 2필지,043-872-9530,"튀김쌀가루, 생쌀가루, 인조쌀, 쌀뻥튀기 및 가루"
10061,음성군,번영산업,충청북도 음성군 소이면 소이로 395,043-872-1880,백미
10062,음성군,번영푸드(주),충청북도 음성군 소이면 대장리 139-1,043-872-1880,"뻥튀기 , 건강 보조 액화식품"
10063,음성군,범아식품,충청북도 음성군 생극면 신양리 884-1번지,031-338-5353,곡물가루
10064,음성군,범창의료기,충청북도 음성군 음성읍 용광로530번길 51,043-873-1440,의료기구
10065,음성군,범호산업,충청북도 음성군 감곡면 중간말길16번길 85,,철골부재
10066,음성군,베스트스틸,충청북도 음성군 대소면 수태리 505-6,,"철계단,경량철골 및 철골"
10067,음성군,베스트케이블,충청북도 음성군 삼성면 천평리 산 1-166,,전선케이블
10068,음성군,보넨스,충청북도 음성군 감곡면 오향리 718 외 5필지,,책상상판등
10069,음성군,보름물샷시,충청북도 음성군 대소면 오류리 534,,알루미늄샷시 창호
10070,음성군,보성산업,충청북도 음성군 삼성면 선정리 405-3,,철근임가공
10071,음성군,보승산업(주),충청북도 음성군 삼성면 대성로380번길 181,02-783-2371,아이코트
10072,음성군,복사꽃마을영농조합법인,충청북도 음성군 감곡면 중간말길16번길 9,043-877-3563,복숭아 와인
10073,음성군,복준산업,충청북도 음성군 대소면 성본리 산 83,02-9082-0869,철재 거푸집자재
10074,음성군,복진개발(주),충청북도 음성군 감곡면 오향리 196-3 외 5필지,,쇄석골재
10075,음성군,봉현산업,충청북도 음성군 맹동면 봉현리 122-3,,"식품용기(뚜껑), 농산물식품 포장용기"
10076,음성군,봉현스틸,충청북도 음성군 맹동면 봉현리 122-3,,연료통(자동차부품)
10077,음성군,봉현플라스틱,충청북도 음성군 맹동면 봉현리 122-8,,"식풍용기(뚜껑),농산물식물포장용"
10078,음성군,부경트레이(주),충청북도 음성군 삼성면 대덕로 63-69 외 1필지,02-2296-8802,"트레이,레이스웨이,닥트"
10079,음성군,부경하우스,충청북도 음성군 금왕읍 유촌리 468-46,,"스틸하우스,이동식 콘테이너"
10080,음성군,부광스크린 인쇄,충청북도 음성군 맹동면 두성리 841번지,043-881-8918,실리콘용기(인쇄물)
10081,음성군,부광지퍼,충청북도 음성군 감곡면 오갑길 69,043-877-7771,지퍼
10082,음성군,부림테크,충청북도 음성군 삼성면 청용로 468 외 1필지,043-877-7223,식품용기
10083,음성군,부성기계(주),충청북도 음성군 음성읍 토계울길69번길 44,043-873-2542,증류기 열교환기 및 가스발생기
10084,음성군,부성특수고무로라,충청북도 음성군 금왕읍 금일로 147-25 외 1필지,02-481-2412,고무로라
10085,음성군,부연식품,충청북도 음성군 대소면 오태로116번길 175-42 외 2필지,043-877-4111,"조미식품,축산물가공"
10086,음성군,부윤개발,충청북도 음성군 대소면 부윤리 188-1,,방충망
10087,음성군,비멕(주),충청북도 음성군 생극면 생삼로 176-32,043-878-6500,스텐레스 하니컴 판넬
10088,음성군,비아이에프(주),충청북도 음성군 원남면 원남산단로 115,043-872-8032,"식품첨가물(그린칼라 등), 복합조미식품(군옥수수맛시즈닝 등), 캔디류"
10089,음성군,비알코리아(주) 제1공장,충청북도 음성군 삼성면 금일로 955-25 외 1필지,043-879-0982,아이스크림
10090,음성군,비알코리아(주)던킨커피공장,충청북도 음성군 삼성면 금일로 955-12,,커피
10091,음성군,비알코리아(주)제2공장,충청북도 음성군 삼성면 금일로 955-12 외 3필지,043-877-5031,슈가콘
10092,음성군,비엔기술산업(주),"충청북도 음성군 생극면 임곡길 290, (임곡리 363-5번지)",,건설용 호이스트카
10093,음성군,비제이이앤지,충청북도 음성군 금왕읍 쌍봉리 94,,금속케이스
10094,음성군,비젼테크,충청북도 음성군 맹동면 덕금로235번길 6-7 외 3필지,043-882-6170,"두부용기,빨대"
10095,음성군,빅스타 네이처사이언스 (주),충청북도 음성군 금왕읍 유촌산단로 46,02-538-8933,"작물보호제(화학살균제, 살충제 농약 등)"
