연번,회사명,주소,전화번호,팩스번호,업종,생산품,대표명,데이터기준일자
487,신진철강,충청남도 금산군 추부면 동당말길 28 (동아산업),,,금속가공제품;기계 및 가구제외,맨홀뚜껑,신진철강,2026-01-26
488,(주)삼오,충청남도 금산군 추부면 동면길 46 외 2필지,,042-226-8940,가구,"가구, 철재의자",(주)삼오,2026-01-26
489,(주)세일유프리저,충청남도 금산군 추부면 마음동길 10 (추부면),041-754-0630,041-754-0632,기타기계 및 장비,초저온냉동고.동결진공건조기,(주)세일유프리저,2026-01-26
490,한일에스티씨,충청남도 금산군 추부면 마음동길 19,041-754-1022,041-754-1023,기타기계 및 장비,농업용 분무기,한일에스티씨,2026-01-26
491,대신기계공업,충청남도 금산군 추부면 마음동길 2,,,금속가공제품;기계 및 가구제외,건설중장비 마모성보강대,대신기계공업,2026-01-26
492,이엔아이테크,충청남도 금산군 추부면 마음동길 2 외 1필지,041-752-0845,041-752-0846,기타기계 및 장비,"방재교육용소화기,그리스트랩정화장치",이엔아이테크,2026-01-26
493,영남상회,충청남도 금산군 추부면 마음동길 8,041-753-6934,,목재 및 나무제품;가구제외,"돗자리, 매트",영남상회,2026-01-26
494,장미타올,충청남도 금산군 추부면 마음동길 8,,,섬유제품;의복제외,타올,장미타올,2026-01-26
495,대광식품,충청남도 금산군 추부면 마전리 477-3번지,,,식료품,"홍삼, 홍삼액",대광식품,2026-01-26
496,(주)흥암,충청남도 금산군 추부면 마전리 65-3 번지,,,섬유제품;의복제외,섬유실합성업,(주)흥암,2026-01-26
497,네이처 허브,충청남도 금산군 추부면 마전리 765 403호(중부대학교 산학협력관 창업보육센터),041-751-7321,041-751-7322,식료품,인삼식품,네이처 허브,2026-01-26
498,농업회사법인 (주)굿파머,충청남도 금산군 추부면 마전리 765 중부대학교 산학협력관 창업보육센터 409호,02-588-0520,0504-219-4951,식료품,농산물 베이커리,농업회사법인 (주)굿파머,2026-01-26
499,한국금산인삼(주),충청남도 금산군 추부면 마전리 775 번지,,,식료품,홍삼액.홍삼정과,한국금산인삼(주),2026-01-26
500,(주)대성테크놀러지,충청남도 금산군 추부면 마전리 838-6번지 외 6필지,,041-450-7080,전자부품 컴퓨터 영상 음향 및 통신장비,카트리지토너,(주)대성테크놀러지,2026-01-26
501,(주)비티진,충청남도 금산군 추부면 마전리 산 2-15 번지 중부대 산학협력관102호,041-753-5092,,식료품,인삼식품,(주)비티진,2026-01-26
502,중부대학교,충청남도 금산군 추부면 마전리 산 2-25 번지 산학협력관101호,041-750-6312,,화학물질 및 화학제품;의약품제외,화장품,중부대학교,2026-01-26
503,중부대학교,충청남도 금산군 추부면 마전리 산 2-25번지,041-750-6312,,식료품,홍삼가공식품,중부대학교,2026-01-26
504,타이탄캠프,충청남도 금산군 추부면 못골로 263,,,자동차 및 트레일러,"개조 캠핑카, 캠핑용 트레일러",타이탄캠프,2026-01-26
505,서은플랜트기술(주),충청남도 금산군 추부면 못골로 283,041-751-5282,,금속가공제품;기계 및 가구제외,금속탱크 외,서은플랜트기술(주),2026-01-26
506,미래 21,충청남도 금산군 추부면 못골로 30,,,금속가공제품;기계 및 가구제외,"여과, 정제기, 식품기계",미래 21,2026-01-26
507,남주건설(주),"충청남도 금산군 추부면 못골로 31, 2층 202호",041-751-6128,041-751-6127,비금속광물제품,"미끄럼방지 포장재, 도막형바닥재",남주건설(주),2026-01-26
508,(주)케이티케이스,충청남도 금산군 추부면 문화마을로 32 (일성특수지㈜),042-531-6770,042-531-6770,가죽  가방 및 신발,안경집,(주)케이티케이스,2026-01-26
509,(주)디엠디,"충청남도 금산군 추부면 문화마을로 36, (추정리 190)",,,고무제품 및 플라스틱제품,안경집,(주)디엠디,2026-01-26
510,추부홍삼,충청남도 금산군 추부면 미삭길 10 (합동화물),,,식료품,홍삼,추부홍삼,2026-01-26
511,(주)광성화학,충청남도 금산군 추부면 미삭길 20 외 1필지,041-752-6000,0303-3130-6001,비금속광물제품,중질탄산칼슘,(주)광성화학,2026-01-26
512,(주)화인시스템,충청남도 금산군 추부면 분턱골길 19,041-753-9888,041-751-5827,1차금속,"수도관련제품, 밸브",(주)화인시스템,2026-01-26
513,썬드림에너지(주),충청남도 금산군 추부면 분턱골길 31,042-343-5577,,전기장비,태양광 발전장치(접속반),썬드림에너지(주),2026-01-26
514,(주)삼성에스엠테크,충청남도 금산군 추부면 분턱골길 33,041-751-5638,,금속가공제품;기계 및 가구제외,태양광발전장치(구조물),(주)삼성에스엠테크,2026-01-26
515,(주)삼기산업,충청남도 금산군 추부면 분턱골길 36 (예주금속),042-525-4283,,금속가공제품;기계 및 가구제외,"조립식판넬, 강구조물",(주)삼기산업,2026-01-26
516,(주)대보스틸,충청남도 금산군 추부면 분턱골길 40,041-754-6466,,1차금속,주물 기계 부품,(주)대보스틸,2026-01-26
517,삼기공영,충청남도 금산군 추부면 분턱골길 40 (㈜대보스틸),042-525-4283,,금속가공제품;기계 및 가구제외,"조립식판넬, 강구조물",삼기공영,2026-01-26
518,주양산업,충청남도 금산군 추부면 분턱골길 46,,041-753-7437,1차금속,알루미늄 괴,주양산업,2026-01-26
519,홍원바이오아그로,충청남도 금산군 추부면 비례리 156-3,,,식료품,동물보조사료(생균제),홍원바이오아그로,2026-01-26
520,동일정밀,충청남도 금산군 추부면 비례리 217-3번지 외 1필지,,,금속가공제품;기계 및 가구제외,황동절삭제품(노즐 등),동일정밀,2026-01-26
521,(주)삼성알미늄,충청남도 금산군 추부면 비례리 297 외 1필지,041-754-7750,041-754-3350,펄프 종이 및 종이제품,"쿠킹호일, 알루미늄 용기, 물티슈, 종이호일, 종이접시, 가정용 렙",(주)삼성알미늄,2026-01-26
522,창신하우징,충청남도 금산군 추부면 비례리 71-2번지 ,042-284-0306,,금속가공제품;기계 및 가구제외,금속지붕재,창신하우징,2026-01-26
523,(주)휴즈,"충청남도 금산군 추부면 삽재길 84, (추정리 15번지)",,,기타제품,"야구배트, 나무상자",(주)휴즈,2026-01-26
524,(주)엠에스,충청남도 금산군 추부면 서대동기1길 73,041-752-9734,041-752-9735,화학물질 및 화학제품;의약품제외,페인트 희석제,(주)엠에스,2026-01-26
525,(주)한밭식품,충청남도 금산군 추부면 서대동기길 16,041-754-0237,041-754-0239,식료품,"당면, 냉면",(주)한밭식품,2026-01-26
526,태성기업(주),충청남도 금산군 추부면 서대동기길 30,041-752-0872,041-754-0076,금속가공제품;기계 및 가구제외,철스크랩 가공(압축),태성기업(주),2026-01-26
527,광덕제약(주),"충청남도 금산군 추부면 서대동기길 4, (서대리 491-1) (추부면) 외 3필지",041-751-8238,041-751-8236,의료용물질 및 의약품,한약제,광덕제약(주),2026-01-26
528,(주)대주지오텍,충청남도 금산군 추부면 서대동기길 41,,,섬유제품;의복제외,"펠트,부직포",(주)대주지오텍,2026-01-26
529,(주)하나금속,충청남도 금산군 추부면 서대동기길 45 (㈜하나금속),041-753-8530,,1차금속,가스렌지혼합관.로스팬,(주)하나금속,2026-01-26
530,하나금속,충청남도 금산군 추부면 서대동기길 45 (㈜하나금속),041-753-8350,041-0753-8351,목재 및 나무제품;가구제외,"혼합판, 로스팬",하나금속,2026-01-26
531,국보금속(주),"충청남도 금산군 추부면 서대동기길 45, (서대리 458-18외 1) (㈜하나금속)",041-754-1347,,1차금속,비철금속등,국보금속(주),2026-01-26
532,우리농산기계,충청남도 금산군 추부면 서대동기길 75 (㈜경진),,,기타기계 및 장비,곡물가공기계,우리농산기계,2026-01-26
533,세진산업,충청남도 금산군 추부면 서대리 176-1 번지,,,화학물질 및 화학제품;의약품제외,소부코트.에나멜라카.우레탄신나,세진산업,2026-01-26
534,청명타올,충청남도 금산군 추부면 서대리 446,,,섬유제품;의복제외,타올,청명타올,2026-01-26
535,서원산업,충청남도 금산군 추부면 서대리 488-2번지 외 1필지,,,고무제품 및 플라스틱제품,비닐제품(포장용),서원산업,2026-01-26
536,(주)태일석재,충청남도 금산군 추부면 서대리 570번지,,,비금속광물제품,성형가공석재,(주)태일석재,2026-01-26
537,경동화학(주),충청남도 금산군 추부면 서대리 845번지,041-753-7685,041-0753-7687,고무제품 및 플라스틱제품,PE비료포장지,경동화학(주),2026-01-26
538,대영산업,충청남도 금산군 추부면 서대리 95-5번지,,,전기장비,전구,대영산업,2026-01-26
539,대흥목재,충청남도 금산군 추부면 서대산로 162-1 외 2필지,,,목재 및 나무제품;가구제외,인삼지주목,대흥목재,2026-01-26
540,두리화장품(주)물류센터지점,충청남도 금산군 추부면 서대산로 163,041-754-5421,,고무제품 및 플라스틱제품,플라스틱 용기,두리화장품(주)물류센터지점,2026-01-26
541,단우,충청남도 금산군 추부면 서대산로 171,,,비금속광물제품,인조 대리석 절단 가공제품,단우,2026-01-26
542,금강대리석,충청남도 금산군 추부면 서대산로 171 외 2필지,,,가구,주방용 가구(씽크대),금강대리석,2026-01-26
543,(주)고구려식품,충청남도 금산군 추부면 서대산로 180,041-753-6311,041-753-6314,식료품,돈육,(주)고구려식품,2026-01-26
544,신신포장산업(주),"충청남도 금산군 추부면 서대산로 191, (비례리 218-3) ",041-754-2471~2,041-754-2473,펄프 종이 및 종이제품,종이상자,신신포장산업(주),2026-01-26
545,(주)세안타올,충청남도 금산군 추부면 서대산로 196-26,,,섬유제품;의복제외,타올,(주)세안타올,2026-01-26
546,(주)엘에스에스,충청남도 금산군 추부면 서대산로 196-26,070-4142-9170,,식료품,식품첨가제,(주)엘에스에스,2026-01-26
547,부자테크,충청남도 금산군 추부면 서대산로 202,,,기타기계 및 장비,커피원두 로스팅기,부자테크,2026-01-26
548,(주)우원,충청남도 금산군 추부면 서대산로 215,041-754-2966,070-7966-1242,목재 및 나무제품;가구제외,목재창호,(주)우원,2026-01-26
549,농업회사법인 (주)송원,충청남도 금산군 추부면 서대산로 215,041-754-4989,,식료품,홍삼,농업회사법인 (주)송원,2026-01-26
550,(주)현대페이퍼,충청남도 금산군 추부면 서대산로 232,041-751-2508,041-751-2508,펄프 종이 및 종이제품,화장지,(주)현대페이퍼,2026-01-26
551,탑블럭,충청남도 금산군 추부면 서대산로 453-18,,041-753-0047,비금속광물제품,보강토 옹벽 콘크리트 블럭,탑블럭,2026-01-26
552,(주)케이아이테크놀로지,충청남도 금산군 추부면 서대산로 453-6 외 2필지,041-751-6622,,고무제품 및 플라스틱제품,PP하우스 고정클립,(주)케이아이테크놀로지,2026-01-26
553,(주)태광방화방음문,충청남도 금산군 추부면 서대산로 471 외 1필지,041-753-8561,,금속가공제품;기계 및 가구제외,"방화문, 방음문",(주)태광방화방음문,2026-01-26
554,(주)한빛라이팅,충청남도 금산군 추부면 서대산로 493-25,042-522-3477,042-522-3476,금속가공제품;기계 및 가구제외,금속구조물,(주)한빛라이팅,2026-01-26
555,(주)대성레미콘,충청남도 금산군 추부면 서대산로 493-49,041-754-7182,,비금속광물제품,레미콘,(주)대성레미콘,2026-01-26
556,세종아스콘(주),"충청남도 금산군 추부면 서대산로 493-51, (신평리 890)",041-754-9847,041-754-9848,비금속광물제품,아스콘,세종아스콘(주),2026-01-26
557,대신가구공업사,충청남도 금산군 추부면 서대산로 524 (대신가구공업사),041-753-0607,041-0753-9607,목재 및 나무제품;가구제외,"가구, 가정용목제품",대신가구공업사,2026-01-26
558,(주)셀텍,충청남도 금산군 추부면 서대산로 544-14,041-753-4530,041-753-8827,금속가공제품;기계 및 가구제외,"미생물배양기, 산업기계, 농축기, 추출기",(주)셀텍,2026-01-26
559,(주)제이엔씨,충청남도 금산군 추부면 서대산로 544-14,041-753-4530,041-753-8827,의료 정밀 광학기기 및 시계,"미생물 배양기, 추출기, 반응기, 농축기",(주)제이엔씨,2026-01-26
560,중부광림특장차,충청남도 금산군 추부면 서대산로 562-2,,,자동차 및 트레일러,"레미콘 방통, 하드탑",중부광림특장차,2026-01-26
561,타이알,충청남도 금산군 추부면 서대산로 636-31,041-753-0017,,금속가공제품;기계 및 가구제외,충격흡수대,타이알,2026-01-26
562,(주)선아이디,"충청남도 금산군 추부면 서대산로 647, (성당리 771) (유정타올)",,,가구,목재가구,(주)선아이디,2026-01-26
563,(주)태미분체,충청남도 금산군 추부면 서대수통길 5,041-751-3589,041-751-3581,금속가공제품;기계 및 가구제외,분체도장,(주)태미분체,2026-01-26
564,대산모델,충청남도 금산군 추부면 성당로 19,041-754-7805,041-754-7807,기타기계 및 장비,자동차 검사 기계,대산모델,2026-01-26
565,(주)엔비아그로,"충청남도 금산군 추부면 숭암로 117, (장대리 468)",041-754-1015,041-754-1017,화학물질 및 화학제품;의약품제외,유기농업자재,(주)엔비아그로,2026-01-26
566,(주)삼원포장산업,충청남도 금산군 추부면 숭암로 133,041-752-0700,,펄프 종이 및 종이제품,골판지 상자,(주)삼원포장산업,2026-01-26
567,(주)뉴트렉스테크놀러지,충청남도 금산군 추부면 숭암로 135 외 1필지,070-8620-2944,041-753-2245,식료품,"인삼제품, 홍삼제품 등",(주)뉴트렉스테크놀러지,2026-01-26
568,미향산업,충청남도 금산군 추부면 승무재로 122,041-753-4476,,금속가공제품;기계 및 가구제외,주방용 씽크대,미향산업,2026-01-26
569,금호스틸방화문,"충청남도 금산군 추부면 승무재로 51, 59",042-634-2257,042-634-2257,금속가공제품;기계 및 가구제외,방화방음문,금호스틸방화문,2026-01-26
570,진성트레일러,충청남도 금산군 추부면 승무재로 58,041-753-9976,041-753-9978,기타기계 및 장비,농업용 콤바인 트레일러,진성트레일러,2026-01-26
571,(주)하이노바이엔지,충청남도 금산군 추부면 승무재로 68,041-753-4553,041-753-3451,자동차 및 트레일러,자동차 부품,(주)하이노바이엔지,2026-01-26
572,삼천상사,"충청남도 금산군 추부면 승무재로 78, (성당리 553-1)",041-752-0033,,고무제품 및 플라스틱제품,플라스틱 병마개,삼천상사,2026-01-26
573,(주)코스모산전,"충청남도 금산군 추부면 신평공단1로 10, (신평리 1005번지) (에스엔에이(주))",042-638-3436,,전기장비,부스덕트,(주)코스모산전,2026-01-26
574,금산산업,충청남도 금산군 추부면 신평공단1로 100,070-4116-7187,,전기장비,"배전반, 태양광 반전장치, CCTV 등",금산산업,2026-01-26
575,(주)서울전업공사,"충청남도 금산군 추부면 신평공단1로 100, (신평리 1000번지)",041-751-4479,070-4118-7187,전기장비,"태양광광모듈, 교통신호기",(주)서울전업공사,2026-01-26
576,(주)이엑스쏠라,"충청남도 금산군 추부면 신평공단1로 100, (신평리 1000번지)",070-4038-7187,070-4149-7187,전기장비,"태양광발전장치,CCTV,LED조명, 영상감시장치",(주)이엑스쏠라,2026-01-26
577,(주)한밭,충청남도 금산군 추부면 신평공단1로 104,041-753-7548,041-753-9548,목재 및 나무제품;가구제외,당구용품(큐),(주)한밭,2026-01-26
578,(주)빅토,"충청남도 금산군 추부면 신평공단1로 107, (신평리 1002) (㈜EDMI)",041-751-9599,,금속가공제품;기계 및 가구제외,지붕재,(주)빅토,2026-01-26
579,에스디(주),"충청남도 금산군 추부면 신평공단1로 109, (신평리 1003-1) ",041-752-6864,041-752-6863,자동차 및 트레일러,자동차부품 금속단자,에스디(주),2026-01-26
580,(주)벤플러스,충청남도 금산군 추부면 신평공단1로 114,041-753-5941,041-753-5943,화학물질 및 화학제품;의약품제외,"폴리에스터 폴리올, 폴리올 시스템",(주)벤플러스,2026-01-26
581,(주)대덕바이오,충청남도 금산군 추부면 신평공단1로 114,041-752-1871,,식료품,인삼제품,(주)대덕바이오,2026-01-26
582,제이앤에스산업,충청남도 금산군 추부면 신평공단1로 115,,,고무제품 및 플라스틱제품,건축자재,제이앤에스산업,2026-01-26
583,제이에스산업,충청남도 금산군 추부면 신평공단1로 115,041-752-1002,,고무제품 및 플라스틱제품,플라스틱성형제품,제이에스산업,2026-01-26
584,㈜신우코퍼레이션,충청남도 금산군 추부면 신평공단1로 120,041-926-9977,041-926-9988,식료품,"야관문 농축액, 홍삼 농축액",㈜신우코퍼레이션,2026-01-26
585,지앤씨테크(주),충청남도 금산군 추부면 신평공단1로 120,041-754-0072,,전기장비,"태양광응용제품, LED제품",지앤씨테크(주),2026-01-26
586,(주)팩앤팩,"충청남도 금산군 추부면 신평공단1로 124, (신평리 1004) (㈜세창실업)",041-751-1470,041-751-3758,고무제품 및 플라스틱제품,플라스틱성형용기,(주)팩앤팩,2026-01-26
587,(주)인우에스앤에스,충청남도 금산군 추부면 신평공단1로 129,041-752-1029,041-752-1049,기타기계 및 장비,선박용 주방기구등,(주)인우에스앤에스,2026-01-26
588,주식회사 인우에코본,"충청남도 금산군 추부면 신평공단1로 129, 1층",041-752-1029,,기타기계 및 장비,"난방기기, 인덕션(전기)보일러",주식회사 인우에코본,2026-01-26
589,제이엠,충청남도 금산군 추부면 신평공단1로 13,,043-731-0702,자동차 및 트레일러,캠핑카,제이엠,2026-01-26
590,주식회사 그리고바이오,충청남도 금산군 추부면 신평공단1로 13,041-751-5810,041-751-5880,섬유제품;의복제외,천연자연분해 멀칭재,주식회사 그리고바이오,2026-01-26
591,한국터보기술 주식회사,충청남도 금산군 추부면 신평공단1로 13,042-670-3700,,기타기계 및 장비,산업용 송풍기,한국터보기술 주식회사,2026-01-26
592,(주)유성화연테크2,충청남도 금산군 추부면 신평공단1로 14,041-751-6870,,화학물질 및 화학제품;의약품제외,계면활성제,(주)유성화연테크2,2026-01-26
593,(주)세양,"충청남도 금산군 추부면 신평공단1로 20, (신평리 1005-3)",041-754-8355,,기타기계 및 장비,계란선별기,(주)세양,2026-01-26
594,(주)한일에스피,충청남도 금산군 추부면 신평공단1로 21,041-754-0720,041-754-0710,기타기계 및 장비,"분무기, 노즐",(주)한일에스피,2026-01-26
595,데버그린(주),"충청남도 금산군 추부면 신평공단1로 26, (신평리 1005-4) (㈜매송)",041-754-9830,,식료품,포장돈육,데버그린(주),2026-01-26
596,(주)힐링,"충청남도 금산군 추부면 신평공단1로 34, (신평리 1008-8, 1008) (㈜비단뫼)",1688-1171,,전기장비,전기마사지기구,(주)힐링,2026-01-26
597,(주)삼영,충청남도 금산군 추부면 신평공단1로 40,041-752-9554,,섬유제품;의복제외,자동차내장재(부직포),(주)삼영,2026-01-26
598,(주)엔티포리머,충청남도 금산군 추부면 신평공단1로 40,041-752-9554,,섬유제품;의복제외,자동차 내장재,(주)엔티포리머,2026-01-26
599,(주)올앤원솔루션,충청남도 금산군 추부면 신평공단1로 40,054-462-2644,,전기장비,"배전반,부직포 등",(주)올앤원솔루션,2026-01-26
600,진테크,충청남도 금산군 추부면 신평공단1로 42,041-754-0501,,금속가공제품;기계 및 가구제외,"금형, 철도부품",진테크,2026-01-26
601,(주)유성화연테크,충청남도 금산군 추부면 신평공단1로 44,041-754-7041~2,041-754-7043,화학물질 및 화학제품;의약품제외,"계면활성제, 살충제",(주)유성화연테크,2026-01-26
602,농업회사법인 탑미트 주식회사,충청남도 금산군 추부면 신평공단1로 50,041-450-8867,070-8230-8869,식료품,육류가공품,농업회사법인 탑미트 주식회사,2026-01-26
603,(주)지에스티,충청남도 금산군 추부면 신평공단1로 55,041-751-2004,041-751-2005,금속가공제품;기계 및 가구제외,"철도차량 내장재 부품, 태양광 부품",(주)지에스티,2026-01-26
604,(주)다빈이앤씨,"충청남도 금산군 추부면 신평공단1로 55, (신평리 1006-3) (㈜우리에스텍)",044-868-0866,044-867-0865,전기장비,단전지,(주)다빈이앤씨,2026-01-26
605,(주)BDC,충청남도 금산군 추부면 신평공단1로 62,041-751-6262,041-751-6265,1차금속,"강관, 방송장비, 조명장치 등",(주)BDC,2026-01-26
606,(주)티에스엔텍,충청남도 금산군 추부면 신평공단1로 63,041-752-1120,041-733-9108,기타기계 및 장비,"송풍기, 여과기, 압축기 등",(주)티에스엔텍,2026-01-26
607,농업법인회사 (주)지오엔바이오,충청남도 금산군 추부면 신평공단1로 67,041-751-0671,042-634-6949,식료품,액상배양액,농업법인회사 (주)지오엔바이오,2026-01-26
608,(주)지오엔에너지,충청남도 금산군 추부면 신평공단1로 67 (대흥네트워크㈜),042-628-0675,042-634-6949,전기장비,태양광발전시설,(주)지오엔에너지,2026-01-26
609,씨엔비산업(주),"충청남도 금산군 추부면 신평공단1로 69, (신평리 1006-1) (씨엔비산업(주))",041-753-1725,,기타기계 및 장비,"산업기계, 산업플랜트",씨엔비산업(주),2026-01-26
610,(주)BDC 제2공장,충청남도 금산군 추부면 신평공단1로 85,041-751-6262,041-751-6265,금속가공제품;기계 및 가구제외,무선통신용강관주,(주)BDC 제2공장,2026-01-26
611,(주)미래기전,충청남도 금산군 추부면 신평공단1로 88,041-751-9119,041-751-9121,전기장비,철판가공(부스덕트),(주)미래기전,2026-01-26
612,(주)하나케미칼,충청남도 금산군 추부면 신평공단1로 90,041-754-0704,041-754-0706,화학물질 및 화학제품;의약품제외,콘크리트 혼화재,(주)하나케미칼,2026-01-26
613,(주)다인텍,충청남도 금산군 추부면 신평공단1로 93,041-752-0230,,금속가공제품;기계 및 가구제외,"탄성받침 철강재, 우레탄수지판재 ",(주)다인텍,2026-01-26
614,(주)에스코알티에스,"충청남도 금산군 추부면 신평공단1로 93, (신평리 1002-1)",041-751-4803,,고무제품 및 플라스틱제품,"탄성받침 철강재, 우래탄수지판재",(주)에스코알티에스,2026-01-26
615,(주)경동한방제약,충청남도 금산군 추부면 신평공단로 55-5,041-752-5066,,식료품,"홍삼즙, 건강기능식품",(주)경동한방제약,2026-01-26
616,(주)대덕바이오,충청남도 금산군 추부면 신평공단로 57,042-823-4696,,화학물질 및 화학제품;의약품제외,"친환경비료, 미생물비료, 보조사료",(주)대덕바이오,2026-01-26
617,㈜한일에스피 제2공장,충청남도 금산군 추부면 신평리 1006,041-754-0720,,기타기계 및 장비,농업용 분무기,㈜한일에스피 제2공장,2026-01-26
618,진우산업,충청남도 금산군 추부면 신평리 128-1번지 ,,,금속가공제품;기계 및 가구제외,주방용 싱크대,진우산업,2026-01-26
619,동신테크,충청남도 금산군 추부면 신평리 517-7번지,,,기타기계 및 장비,플라스틱 사출성형 가공기계,동신테크,2026-01-26
620,삼도피엔텍,충청남도 금산군 추부면 신평리 573-4번지,,,고무제품 및 플라스틱제품,플라스틱 표면가공품,삼도피엔텍,2026-01-26
621,(주)밀토리식품,충청남도 금산군 추부면 신평리 574-1번지,041-751-2013,041-753-4356,식료품,"한과(유과), 찹쌀떡, 스낵, 과자, 제빵",(주)밀토리식품,2026-01-26
622,다다산업,충청남도 금산군 추부면 신평리 830번지 외 1필지,,,고무제품 및 플라스틱제품,플라스틱사출성형제품,다다산업,2026-01-26
623,(주)에코코리아,충청남도 금산군 추부면 신평리 86번지,041-751-4485,041-751-4486,금속가공제품;기계 및 가구제외,에코마루틀,(주)에코코리아,2026-01-26
624,농업회사법인 탑미트㈜,충청남도 금산군 추부면 신평리 996,041-450-8867,,식료품,수제 등심 돈가스,농업회사법인 탑미트㈜,2026-01-26
625,(주)진테크,충청남도 금산군 추부면 요광리 1-3번지 외 1필지,,041-753-0504,기타운송장비,철도차량부품,(주)진테크,2026-01-26
626,자연환경,충청남도 금산군 추부면 용지리 184-3번지,,,기타기계 및 장비,"염소투입기,수위조절기",자연환경,2026-01-26
627,미소하우징,충청남도 금산군 추부면 용지리 196-2번지 외 2필지,,,가구,"이동식 주택, 콘테이너",미소하우징,2026-01-26
628,뉴라이프스틸,충청남도 금산군 추부면 용지리 369번지,,,금속가공제품;기계 및 가구제외,건축물 철구조물,뉴라이프스틸,2026-01-26
629,한국하이메탈(주),충청남도 금산군 추부면 용지리 438-1번지,041-751-6301,,1차금속,합금강(선철),한국하이메탈(주),2026-01-26
630,(주)구림산업기계,충청남도 금산군 추부면 용지리 598-11번지 외 3필지,041-753-8720,041-753-8719,금속가공제품;기계 및 가구제외,스틸폼(철재 거푸집),(주)구림산업기계,2026-01-26
631,썬터치,충청남도 금산군 추부면 용지리 614-3번지 ,,,전기장비,"천정선풍기(씰링휀), 휴대용 가스렌지, 운동(헬스)기구, 건물용 금속계단",썬터치,2026-01-26
632,스톨츠(주),"충청남도 금산군 추부면 용천로 735, (용지리 541)",,,자동차 및 트레일러,자동차브레이크시스템,스톨츠(주),2026-01-26
633,(주)한국인삼내츄럴,"충청남도 금산군 추부면 용천로 736, 510-1 외 15필지",041-751-2612,041-751-2614,식료품,홍삼음료,(주)한국인삼내츄럴,2026-01-26
634,대호물산㈜,충청남도 금산군 추부면 용천로 782,041-752-9953,041-752-9954,식료품,호와쌀가루 등,대호물산㈜,2026-01-26
635,(주)이젠테크,충청남도 금산군 추부면 용천로 815,041-751-6222,041-751-6223,기타기계 및 장비,"발효기계, 식품 가공기계, 농수축산물 가공기계",(주)이젠테크,2026-01-26
636,승원,충청남도 금산군 추부면 용천로 867 (승원) 외 1필지,,,가죽  가방 및 신발,"휴대용 가스가방, 안마기, 휴대용가스렌지, 건물용 금속계단",승원,2026-01-26
637,(주)유일스토리지,충청남도 금산군 추부면 용천로 867-33 외 2필지,041-753-9430,041-753-9438,가구,"철판, 파이프",(주)유일스토리지,2026-01-26
638,(주)명성특수분체,충청남도 금산군 추부면 용천로 867-35,041-753-7726,041-753-7726,금속가공제품;기계 및 가구제외,"가스렌지, 콘트롤박스, 로드빔",(주)명성특수분체,2026-01-26
639,(주)한국테크 제2공장,"충청남도 금산군 추부면 용천로 867-43, 주1동",042-634-1400,042-634-6606,기타기계 및 장비,"금속 셔터문, 전동기, 유압 펌프 및 모터, 원심펌프 및 왕복펌프, 기체압축기 및 진공펌프, 유압 밸브, 베어링하우징 및 풀리, 호이스트 및 타워크레인, 냉각기, 항온 및 항습기, 배기 및 환풍장치, 기체 여과기 및 집진기, 폐수처리장치 및 정수장치, 폐열회수기, 원심 분리기(탈수기), 예초기 및 농산물건조기",(주)한국테크 제2공장,2026-01-26
640,(주)바이오에이엠,충청남도 금산군 추부면 용천로 867-45,042-634-1400,042-634-6606,식료품,단미사료 및 기타사료,(주)바이오에이엠,2026-01-26
641,(주)엘에스엔지니어링,충청남도 금산군 추부면 이터골길 71-21,041-751-9697,070-8230-8880,의료 정밀 광학기기 및 시계,"반응기, 저장조, 탱크류",(주)엘에스엔지니어링,2026-01-26
642,(주)웰돈,충청남도 금산군 추부면 이터골길 71-22,,,기타기계 및 장비,"환풍기, 보온등",(주)웰돈,2026-01-26
643,(주)신화기전,충청남도 금산군 추부면 이터골길 71-35,041-751-4100,041-751-9595,전기장비,"부스덕트, 부스바",(주)신화기전,2026-01-26
644,오성테크,충청남도 금산군 추부면 이터골길 71-40,,,금속가공제품;기계 및 가구제외,태양광지지대,오성테크,2026-01-26
645,(주)이룸육가공,충청남도 금산군 추부면 이터골길 93-8,042-271-5200,042-271-5202,식료품,돼지부분육,(주)이룸육가공,2026-01-26
646,(주)대진산업,충청남도 금산군 추부면 자부길 17-10,041-754-6210,,금속가공제품;기계 및 가구제외,금속문 창틀,(주)대진산업,2026-01-26
647,(주)학림조경,충청남도 금산군 추부면 자부길 17-10,042-825-2250,0504-280-2253,기타제품,유아숲 놀이기구,(주)학림조경,2026-01-26
648,시원글로벌(주),충청남도 금산군 추부면 자부길 17-10,062-955-3316,062-953-3316,기타제품,"야외용 운동기구,코르크, 충격흡수매트",시원글로벌(주),2026-01-26
649,제이에스통신건설(주),충청남도 금산군 추부면 자부길 6,042-535-1080,042-535-1081,전자부품 컴퓨터 영상 음향 및 통신장비,"CCTV, 방송기기 등",제이에스통신건설(주),2026-01-26
650,카루길식품,충청남도 금산군 추부면 자부리 115-3번지 외 2필지,041-752-9992,041-752-9993,식료품,드롭스류(신쫄이),카루길식품,2026-01-26
651,금륭투수개발(주),충청남도 금산군 추부면 자부리 135-2,044-555-1103,044-555-1179,목재 및 나무제품;가구제외,"목재텍, 디자인울타리",금륭투수개발(주),2026-01-26
