시도,시군구,회사명,공장구분,전화번호,생산품,업종명,공장대표주소(도로명)
충청남도,천안시 서북구,주식회사 세노,개별입지,041-565-3503,자동차 부품+반도체 부품,부직포 및 펠트 제조업,충청남도 천안시 서북구 성거읍 외 6필지
충청남도,천안시 서북구,주식회사 세라,개별입지,041-410-6700,자동차 링케이지 시스템부품/썬루프 부품(각종 사프트 및 조인트 볼류),자동차 차체용 신품 부품 제조업,충청남도 천안시 서북구 직산읍 상덕로 274 외 1필지
충청남도,천안시 서북구,주식회사 세라텍,개별입지,041-558-0238,먼지커버용 플라스틱사출품 +단열보드(연구용 시제품),그 외 기타 분류 안된 비금속 광물제품 제조업 외 5 종,충청남도 천안시 서북구 입장면 연곡리 235
충청남도,천안시 서북구,주식회사 세림,개별입지,070-4323-7304,목재플라스틱복합재 바닥판+합성목재+금속제울타리,강화 및 재생 목재 제조업 외 1 종,충청남도 천안시 서북구 직산읍 미륵산길 36
충청남도,천안시 서북구,주식회사 세모,계획입지,,디지털 액자,컴퓨터 제조업,"충청남도 천안시 서북구 백석공단1로 70, 피앤케이 가, 나, 다동 (백석동)"
충청남도,천안시 동남구,주식회사 세미코어,개별입지,041-523-5576,가정용진공포장기,기타 가정용 전기기기 제조업,충청남도 천안시 동남구 삼룡3길 5 (삼룡동)
충청남도,천안시 서북구,주식회사 세영패키지,개별입지,041-417-6040,종이박스,골판지 상자 및 가공제품 제조업,충청남도 천안시 서북구 직산읍 성진로 414-2
충청남도,천안시 동남구,주식회사 세원이엔지,계획입지,,control box,그 외 기타 전기장비 제조업,충청남도 천안시 동남구 풍세면 풍세산단로 226-8
충청남도,천안시 서북구,주식회사 세이프존,계획입지,041-581-0963,발광형 LED신호조명 조립외,전시 및 광고용 조명장치 제조업 외 1 종,"충청남도 천안시 서북구 직산읍 부송1길 62, 1동 1호 ((주)서풍)"
충청남도,천안시 동남구,주식회사 세인이엔티,개별입지,041-579-5573,대기환경설비,기체 여과기 제조업,충청남도 천안시 동남구 태학산로 141 -16(풍세면)
충청남도,천안시 동남구,주식회사 세한,개별입지,041-553-7939,약포장지롤,기타 종이 및 판지 제조업,충청남도 천안시 동남구 성남면 신사대화로 103
충청남도,천안시 동남구,주식회사 세한,개별입지,041-555-3640,약포장지(셀로판)+약포장지(PET),기타 종이 및 판지 제조업 외 1 종,충청남도 천안시 동남구 성남면 대흥1길 173-40
충청남도,천안시 서북구,주식회사 센추리산업,개별입지,041-587-9809,항온항습기+냉난방기 외,산업용 냉장 및 냉동 장비 제조업 외 2 종,충청남도 천안시 서북구 직산읍 남산2길 95
충청남도,천안시 서북구,주식회사 셀릭,계획입지,041-582-1765,단결정 실리콘 잉곳+사파이어 잉곳+Sic 잉곳,기타 반도체소자 제조업,충청남도 천안시 서북구 직산읍 4산단3로 15 OCI스페셜티
충청남도,천안시 서북구,주식회사 셀아이콘랩,계획입지,042-335-7942,화장품,화장품 제조업,충청남도 천안시 서북구 백석공단3길 34(백석동)
충청남도,천안시 서북구,주식회사 솔루레이,개별입지,,식품이물검사장비,방사선 장치 제조업,"충청남도 천안시 서북구 입장면 연곡길 443, 파동 4층 (입장면)"
충청남도,천안시 서북구,주식회사 송연에스와이,계획입지,031-663-3225,육가공 양념소스 제조,천연 및 혼합조제 조미료 제조업,
충청남도,천안시 서북구,주식회사 수영프리텍,개별입지,070-8160-3690,반도체 제조용 부품,반도체 제조용 기계 제조업,충청남도 천안시 서북구 입장면 내유리1길 19-2 외 1필지
충청남도,천안시 서북구,주식회사 수영프리텍,계획입지,070-8160-3690,반도체 제조용 부품,반도체 제조용 기계 제조업,
충청남도,천안시 서북구,주식회사 슈올즈,개별입지,041-569-8065,지능형 개인건강 관리기기,그 외 기타 의료용 기기 제조업,충청남도 천안시 서북구 성거읍 석문길 178
충청남도,천안시 서북구,주식회사 스마트에코,계획입지,041-581-0708,기타블라스틱포대,"플라스틱 포대, 봉투 및 유사제품 제조업","충청남도 천안시 서북구 직산읍 부송1길 62, 1동 2호"
충청남도,천안시 서북구,주식회사 스마트정보,개별입지,041-592-3373,인터랙티브 화이트보드+타블렛모니터+엠프+스피커+그래픽 테블릿+LED전광판,전시 및 광고용 조명장치 제조업 외 4 종,충청남도 천안시 서북구 직산읍 자은가리1길 47
충청남도,천안시 서북구,주식회사 스텍,계획입지,02-6235-7835,윈도우(썬팅)+필름+기능성코팅 등,플라스틱 접착처리 제품 제조업,충청남도 천안시 서북구 성거읍 성거산단2로 109
충청남도,천안시 서북구,주식회사 스톤,개별입지,041-582-1993,골재,비금속광물 분쇄물 생산업,충청남도 천안시 서북구 직산읍 성진로 439-26 외 7필지
충청남도,천안시 서북구,주식회사 스톤비랩,계획입지,031-628-7848,실리콘 고무,합성수지 및 기타 플라스틱 물질 제조업,"충청남도 천안시 서북구 직산읍 마정1길 2, 3동"
충청남도,천안시 동남구,주식회사 스페이스프라자,개별입지,041-575-8797,덴탈 마스크,기타 직물제품 제조업,
충청남도,천안시 서북구,주식회사 신우테크,개별입지,041-558-1321,PLC,배전반 및 전기 자동제어반 제조업,
충청남도,천안시 서북구,주식회사 신우텍,개별입지,,반도체조립용기계+자동화설비부품,반도체 제조용 기계 제조업,
충청남도,천안시 동남구,주식회사 쎈인더스트리,개별입지,041-414-9964,GFRP REBAR,"1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 1 종",충청남도 천안시 동남구 수신면 속창2길 36-22
충청남도,천안시 동남구,주식회사 씨앤에스아그로,개별입지,,작물영양제+토량개량제,유기질 비료 및 상토 제조업,충청남도 천안시 동남구 수신면 세성로 222-5
충청남도,천안시 서북구,주식회사 씨앤유글로벌(천안공장),개별입지,,조명용 제어장치+원경자동검침시스템+전력량계+전기차충전기 등+조명용 제어장치+원경자동검침시스템+전력량계+전기차충전기 등+조명용 제어장치+원경자동검침시스템+전력량계+전기차충전기 등+조명용 제어장치+원경자동검침시스템+전력량계+전기차충전기 등+조명용 제어장치+원경자동검침시스템+전력량계+전기차충전기 등,배전반 및 전기 자동제어반 제조업 외 4 종,충청남도 천안시 서북구 성환읍 왕림길 209 외 1필지
충청남도,천안시 서북구,주식회사 씨에스티,개별입지,,이적대용 로봇,산업용 로봇 제조업,충청남도 천안시 서북구 성환읍 왕지1길 156-7 외 4필지
충청남도,천안시 서북구,주식회사 씨에이티,개별입지,,과일선별기+거푸집+컨베이어(벨트+롤러+체인),기타 물품 취급장비 제조업,
충청남도,천안시 동남구,주식회사 씨엘옵틱스,개별입지,041-417-7414,반도체 제조용 기계,반도체 제조용 기계 제조업,충청남도 천안시 동남구 풍세면 미죽1길 38
충청남도,천안시 동남구,주식회사 씨엠디엘,계획입지,041-563-5400,기초화합물,기타 기초 유기화학 물질 제조업,충청남도 천안시 동남구 성남면 5산단2로 107
충청남도,천안시 서북구,주식회사 씨엠코리아,개별입지,041-414-4303,스텐레스 표면가공,그 외 기타 금속가공업,"충청남도 천안시 서북구 성환읍 율금1길 8-10, 제 1동"
충청남도,천안시 동남구,주식회사 아라,계획입지,041-418-9678,산업용 로봇 제조업,산업용 로봇 제조업,충청남도 천안시 동남구 풍세면 풍세산단로 233
충청남도,천안시 서북구,주식회사 아라씨앤티,개별입지,041-582-5865,캠핑카+캠핑카+캠핑카+캠핑카+캠핑카+캠핑카+캠핑카+캠핑카+캠핑카+이동주택+조립식구조물+컨테이너하우스,내연기관 승용차 및 기타 여객용 자동차 제조업 외 11 종,충청남도 천안시 서북구 입장면 당곡1길 99-41
충청남도,천안시 서북구,주식회사 아림공조,개별입지,041-415-2516,산업용냉동기+열교환기+공조기,산업용 냉장 및 냉동 장비 제조업 외 3 종,충청남도 천안시 서북구 직산읍 신갈1길 71-5
충청남도,천안시 동남구,주식회사 아시푸드,개별입지,041-415-0589,불고기 양념장+시즈닝,천연 및 혼합조제 조미료 제조업 외 1 종,충청남도 천안시 동남구 성남면 대흥리 460-14
충청남도,천안시 동남구,주식회사 아이디 제2공장,계획입지,041-552-3473,PE필름 가공,플라스틱 필름 제조업,충청남도 천안시 동남구 수신면 5산단5로 3
충청남도,천안시 동남구,주식회사 아이디알,개별입지,041-556-1368,붕붕이 이지프로+회오리분무기,농업 및 임업용 기계 제조업,충청남도 천안시 동남구 수신면 신풍리 130-2 외 2필지
충청남도,천안시 동남구,주식회사 아이디어온,개별입지,041-568-8885,전구교체기,그 외 기타 플라스틱 제품 제조업,충청남도 천안시 동남구 청수14로 96 (청당동) 703호(백석문화대학교 백석문화센터)
충청남도,천안시 서북구,주식회사 아이씨바이오,개별입지,041-906-7500,소염제(블랙비 프로폴리스),기초 의약 물질 제조업,충청남도 천안시 서북구 내유리1길 1 (입장면)
충청남도,천안시 서북구,주식회사 아이엔티,개별입지,,반도체 장비 제어기,배전반 및 전기 자동제어반 제조업,
충청남도,천안시 동남구,주식회사 아이엘,개별입지,02-2039-8039,방등렌즈(실리콘)+모듈렌즈(A-TYPE)+가로등주+실리콘램프,전구 및 램프 제조업 외 1 종,충청남도 천안시 동남구 수신면 장산동길 32 외 10필지
충청남도,천안시 동남구,주식회사 아이요,개별입지,02-899-8371,소고기육포+족발+곰국,가금류 가공 및 저장 처리업 외 1 종,"충청남도 천안시 동남구 성남면 세성로 193, 1,2동"
충청남도,천안시 서북구,주식회사 아이윈오토,개별입지,041-418-9410,자동차부품(시트히터 ECU)+자동차용 오일필터,그 외 자동차용 신품 부품 제조업,충청남도 천안시 서북구 직산읍 군수1길 131 외 1필지
충청남도,천안시 서북구,주식회사 아이팔,개별입지,041-583-4056,태양광발전장치,전동기 및 발전기 제조업,"충청남도 천안시 서북구 직산읍 금곡로 115-19, 1동"
충청남도,천안시 동남구,주식회사 아주,개별입지,041-554-4566,철구조물(H-빔)+철구조물도장,육상 금속 골조 구조재 제조업 외 2 종,충청남도 천안시 동남구 풍세면 태학산로 141-20
충청남도,천안시 서북구,주식회사 아크로산업,개별입지,,백보드,그 외 자동차용 신품 부품 제조업,
충청남도,천안시 동남구,주식회사 아키윈 천안지점,개별입지,,플라스틱 창호,플라스틱 창호 제조업,충청남도 천안시 동남구 동면 동산광덕길 30 외 1필지
충청남도,천안시 서북구,주식회사 아톰,개별입지,041-587-7787,반도체 제조장비(조립용 기기),반도체 제조용 기계 제조업,충청남도 천안시 서북구 성환읍 율금리 532 외 5필지
충청남도,천안시 서북구,주식회사 안스파워,계획입지,041-583-6660,1차전지(건전지),일차전지 제조업,"충청남도 천안시 서북구 직산읍 직산로 136, 벤처관 1201호"
충청남도,천안시 서북구,주식회사 애드에이블,개별입지,041-587-5030,Smart Breathe Air 호흡훈련 시스템,그 외 기타 의료용 기기 제조업,"충청남도 천안시 서북구 천안대로 1223-24, 314호(부대동, 공주대학교천안공과대학)"
충청남도,천안시 서북구,주식회사 애맥스,계획입지,031-434-9006,치약+비누+기타 세제+화장품+표면광택제+실내가향제,"치약, 비누 및 기타 세제 제조업",충청남도 천안시 서북구 성거읍 성거산단2로 94
충청남도,천안시 동남구,주식회사 앤유시스템,개별입지,041-1566-5445,종이멀칭지,"적층, 합성 및 특수표면처리 종이 제조업",충청남도 천안시 동남구 수신면 백자1길 23-15 외 3필지
충청남도,천안시 동남구,주식회사 양원농장농업회사법인,개별입지,,가시오가피즙+여주즙,기타 과실ㆍ채소 가공 및 저장 처리업,충청남도 천안시 동남구 풍세면 금호1길 132
충청남도,천안시 서북구,주식회사 에러,개별입지,041-552-0902,LED패키지 부품,그 외 기타 금속가공업,충청남도 천안시 서북구 2공단3로 96-5 (업성동)
충청남도,천안시 동남구,주식회사 에르핏,개별입지,041-561-6544,기능성속옷+요실금팬티,속옷 및 잠옷 제조업,"충청남도 천안시 동남구 유량로 168, 2층 202호, 3층 301호 (유량동)"
충청남도,천안시 동남구,주식회사 에스디팩토리,계획입지,041-565-5843,배전기 부분품,배전반 및 전기 자동제어반 제조업 외 1 종,충청남도 천안시 동남구 풍세면 풍세산단2로 50-4
충청남도,천안시 서북구,주식회사 에스비비테크,개별입지,031-988-4085,감속기+액츄에이터,기어 및 동력전달장치 제조업,충청남도 천안시 서북구 입장면 연곡길 443
충청남도,천안시 동남구,주식회사 에스비인더스,개별입지,041-622-8231,우레탄발포설비,그 외 기타 특수목적용 기계 제조업,
충청남도,천안시 서북구,주식회사 에스시에스코리아,개별입지,,아이스팩,그 외 기타 달리 분류되지 않은 제품 제조업,충청남도 천안시 서북구 성환읍 무내2길 2
충청남도,천안시 동남구,주식회사 에스아이티,개별입지,041-564-6800,포장용기+파렛트+트레이,포장용 플라스틱 성형용기 제조업,충청남도 천안시 동남구 병천면 매봉로 525 외 1필지
충청남도,천안시 서북구,주식회사 에스아이판,개별입지,,층간소음저감재,그 외 기타 고무제품 제조업,충청남도 천안시 서북구 성환읍 왕지4길 66-80
충청남도,천안시 서북구,주식회사 에스아이피,계획입지,,스마트센서 등,그 외 기타 전자부품 제조업,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 1012호 (백석동)"
충청남도,천안시 서북구,주식회사 에스알에너지,개별입지,041-574-5700,무선통신장치+태양광발전장치+조립식구조물,기타 구조용 금속제품 제조업 외 2 종,충청남도 천안시 서북구 성거읍 모전3길 2
충청남도,천안시 서북구,주식회사 에스에프에이반도체,계획입지,041-520-7432,반도체I.C,메모리용 전자집적회로 제조업 외 1 종,충청남도 천안시 서북구 백석공단7로 16 (백석동)
충청남도,천안시 서북구,주식회사 에스티에프솔루션,개별입지,,새도우마스크,그 외 기타 전자부품 제조업,
충청남도,천안시 서북구,주식회사 에스티엘,계획입지,041-588-9815,바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판+바닥신호동+신호등+도로표지병+LED전광판,교통 신호장치 제조업 외 7 종,"충청남도 천안시 서북구 직산읍 직산로 136, 509,510,513,514,515(정보영상융합센터)"
충청남도,천안시 서북구,주식회사 에스피에스글로벌,개별입지,,자동화설비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 입장면 용정리 343-7
충청남도,천안시 서북구,주식회사 에이스패널,개별입지,041-583-3652,기포콘크리트 블럭,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,충청남도 천안시 서북구 성환읍 왕지4길 66-78
충청남도,천안시 서북구,주식회사 에이아이리더,계획입지,041-909-7778,AI인식엔진을 이용한 이동형CCTV 및 검색서비스+번호인식 블랙박스,방송장비 제조업 외 2 종,"충청남도 천안시 서북구 백석공단1로 10, 4층 M437호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 서북구,주식회사 에이아이리더,계획입지,041-909-7778,블랙박스 등,방송장비 제조업 외 2 종,"충청남도 천안시 서북구 백석공단5길 6, K1022호  (백석동) K1022호"
충청남도,천안시 서북구,주식회사 에이엔원 인터내셔널,개별입지,,자동차 내장재 가죽 COVER,기타 가죽제품 제조업,충청남도 천안시 서북구 성환읍 각금2길 42-6
충청남도,천안시 서북구,주식회사 에이치씨씨,개별입지,,반도체제조기계,반도체 제조용 기계 제조업,충청남도 천안시 서북구 율금9길 116 (율금리)
충청남도,천안시 동남구,주식회사 에이치에스엠,개별입지,041-555-9234,전동카트+멀티카+트랙터+스노우브러워,농업 및 임업용 기계 제조업 외 2 종,충청남도 천안시 동남구 성남면 성남로 343-18 (총 2 필지) 외 1필지
충청남도,천안시 서북구,주식회사 에이치에스한성,개별입지,,챔버+케이스+펌프 솔레노이드밸브,그 외 기타 의료용 기기 제조업,"충청남도 천안시 서북구 2공단4로 40-11, 4층 419호 (성성동) 4층 419호"
충청남도,천안시 서북구,주식회사 에이치제이테크,개별입지,041-558-1968,기능성PE필름,기타 인쇄업 외 1 종,충청남도 천안시 서북구 성환읍 율금1길 267-3
충청남도,천안시 서북구,주식회사 에이치테크,개별입지,041-579-6138,자동제어배전반,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 직산읍 부송상덕길 209
충청남도,천안시 서북구,주식회사 에이치투메디,계획입지,02-522-4984,화장품,화장품 제조업,"충청남도 천안시 서북구 백석공단5길 6, F316호 (백석동) F316호 F316호 외 1필지"
충청남도,천안시 동남구,주식회사 에이티블럭,개별입지,,경량 콘크리트 블럭,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",
충청남도,천안시 서북구,주식회사 에이티이,개별입지,,자동차용 와이어하네스,디스플레이 제조용 기계 제조업,충청남도 천안시 서북구 입장면 용정리 343-6 외 1필지
충청남도,천안시 서북구,주식회사 에이티코리아,개별입지,,마스크,기타 직물제품 제조업,충청남도 천안시 서북구 성환읍 신방로 318-37
충청남도,천안시 서북구,주식회사 에이피에스,개별입지,041-599-8245,LCD장비,그 외 기타 전기장비 제조업,충청남도 천안시 서북구 입장면 위례성로 1942
충청남도,천안시 동남구,주식회사 에코빌휴,개별입지,041-415-0508,조립식욕조,설치용 및 위생용 플라스틱제품 제조업,충청남도 천안시 동남구 목천읍 성남로 111-32
충청남도,천안시 동남구,주식회사 에코위너스,개별입지,031-388-9261,목재파레트,목재 깔판류 및 기타 적재판 제조업,
충청남도,천안시 동남구,주식회사 에코이엘에이,개별입지,041-567-9950,소방분기배관,그 외 기타 일반목적용 기계 제조업,충청남도 천안시 동남구 성남면 봉양1길 182-1
충청남도,천안시 동남구,주식회사 에펠유화,개별입지,041-551-5123,절삭유,윤활유 및 그리스 제조업,충청남도 천안시 동남구 수신면 발산리 578 외 2필지
충청남도,천안시 서북구,주식회사 엔스텝,계획입지,031-831-3701,반도체장비(노광기)+반도체장비부품,반도체 제조용 기계 제조업,
충청남도,천안시 서북구,주식회사 엔에스피,개별입지,,반도체부품,그 외 기타 금속가공업,충청남도 천안시 서북구 직산읍 직산안길 103
충청남도,천안시 동남구,주식회사 엔엘산업,개별입지,041-557-7612,천연 라텍스 매트리스/베개,그 외 기타 고무제품 제조업,충청남도 천안시 동남구 성남면 대흥1길 218-46
충청남도,천안시 동남구,주식회사 엔케이인덕,개별입지,,종이박스,판지 상자 및 용기 제조업,충청남도 천안시 동남구 광덕면 신덕리 23-1 외 1필지
충청남도,천안시 서북구,주식회사 엔터네트워크,개별입지,041-578-8289,컴퓨터,컴퓨터 제조업,충청남도 천안시 서북구 백석로 229 (성정동) 102동
충청남도,천안시 서북구,주식회사 엔터텍,개별입지,041-583-8013,반도체 제조 장비+자동 전기 판넬,반도체 제조용 기계 제조업 외 1 종,충청남도 천안시 서북구 직산읍 율금1길 27 외 2필지
충청남도,천안시 서북구,주식회사 엔터텍제2공장,개별입지,041-583-8013,반도체 제조장비+자동 전기 판넬,반도체 제조용 기계 제조업 외 1 종,충청남도 천안시 서북구 직산읍 율금1길 7
충청남도,천안시 서북구,주식회사 엘림산업,개별입지,041-585-5551, 액자+몰딩제조+반도체(LCD)제조장비,그 외 기타 플라스틱 제품 제조업 외 1 종,충청남도 천안시 서북구 성환읍 와룡리 152-2
충청남도,천안시 서북구,주식회사 엘시텍,개별입지,,LCD용 컨베이어,디스플레이 제조용 기계 제조업,
충청남도,천안시 동남구,주식회사 엘엔씨테크,개별입지,041-554-7071,조제윤활유(석유성분60%),그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청남도 천안시 동남구 성남면 대흥1길 173-100 외 1필지
충청남도,천안시 서북구,주식회사 엘케이엠,개별입지,041-584-4548,2차전지 검사장비 시스템,산업처리공정 제어장비 제조업,"충청남도 천안시 서북구 직산읍 군수1길 78-15, 2층"
충청남도,천안시 동남구,주식회사 엘텍,개별입지,070-4283-7567,우레탄볼라드+디자인울타리,구조용 금속 판제품 및 공작물 제조업 외 1 종,충청남도 천안시 동남구 구룡동 616-2
충청남도,천안시 서북구,주식회사 엘텍,개별입지,041-583-0371,pet필름+편광필름+라미네이팅(합지),"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",충청남도 천안시 서북구 직산읍 금곡로 74-6
충청남도,천안시 서북구,주식회사 엠앤티에스,개별입지,,반도체 제조용 기계,반도체 제조용 기계 제조업,"충청남도 천안시 서북구 성환읍 각금2길 30-14, (엠앤티에스)"
충청남도,천안시 서북구,주식회사 엠에스텍,개별입지,031-526-0074,디스플레이 제조용 기계조+반도체 제조용 기계 제조+물질검사 측정 및 분석기구 제조,"물질 검사, 측정 및 분석기구 제조업 외 2 종",충청남도 천안시 서북구 직산읍 상덕2길 57
충청남도,천안시 서북구,주식회사 엠엔티에스,개별입지,041-588-9495,반도체 제조 장비 부품(SI),반도체 제조용 기계 제조업,충청남도 천안시 서북구 성환읍 왕지1길 255-38
충청남도,천안시 서북구,주식회사 엠오페이퍼,계획입지,041-566-5766,종이 권취기,그 외 기타 특수목적용 기계 제조업,
충청남도,천안시 서북구,주식회사 엠티에스,계획입지,041-544-1064,반도체+LCD장치,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 직산로 136 (재)충남테크노파크천안밸리 번영관 3302호
충청남도,천안시 서북구,주식회사 엠프로텍,개별입지,031-663-5745,자동차부품(임펠러),그 외 자동차용 신품 부품 제조업,충청남도 천안시 서북구 입장면 섶머리2길 12-43
충청남도,천안시 동남구,주식회사 연송,계획입지,041-566-5581,구리,기타 1차 비철금속 제조업,
충청남도,천안시 동남구,주식회사 연희,계획입지,041-566-4091,플라스틱 화장품 용기 등,포장용 플라스틱 성형용기 제조업,충청남도 천안시 동남구 풍세면 용정리 980번지 외 2필지
충청남도,천안시 서북구,주식회사 영우티피에스,개별입지,,자동제어반,"전기회로 개폐, 보호장치 제조업 외 1 종",충청남도 천안시 서북구 입장면 가좌울1길 55
충청남도,천안시 서북구,주식회사 영흥TS,개별입지,041-566-2002,철강 및 비철금속,도금업,"충청남도 천안시 서북구 성거읍 봉주로 292, 1동"
충청남도,천안시 동남구,주식회사 예성기업,개별입지,,반도체 설비+조립 및 검사용 기계+디스플레이장비 및 장비부품,반도체 제조용 기계 제조업,충청남도 천안시 동남구 성남면 성남로 290 외 1필지
충청남도,천안시 서북구,주식회사 예인에프에스,계획입지,041-588-0901,배전반 및 전기자동제어반용 컨트롤박스,배전반 및 전기 자동제어반 제조업,"충청남도 천안시 서북구 백석공단5길 6, FB108호  (백석동) FB108호 외 2필지"
충청남도,천안시 서북구,주식회사 예인이엔지,개별입지,041-577-7434,교통신호 제어기,교통 신호장치 제조업 외 4 종,충청남도 천안시 서북구 직산읍 4산단7로 44-13
충청남도,천안시 서북구,주식회사 오룡,개별입지,,플라스틱 팔레트,그 외 기타 플라스틱 제품 제조업,
충청남도,천안시 서북구,주식회사 오에스에프솔루션,개별입지,,반도체 제조장비 부품,반도체 제조용 기계 제조업,
충청남도,천안시 서북구,주식회사 오엔,계획입지,041-585-6763,반도체 장비 부품,그 외 기타 일반목적용 기계 제조업,충청남도 천안시 서북구 직산읍 4산단4로 52
충청남도,천안시 동남구,주식회사 오투,개별입지,041-565-5555,재생플라스틱 수지(PE+PP),혼성 및 재생 플라스틱 소재 물질 제조업,충청남도 천안시 동남구 광덕면 행정리 205 외 7필지
충청남도,천안시 서북구,주식회사 와트레인,계획입지,031-8049-8805,필름히터+마이카히터+온도센서 ASS`y,반도체 제조용 기계 제조업,
충청남도,천안시 서북구,주식회사 우성전기,계획입지,041-621-9298,금속 구조물,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 백석공단3길 42 (백석동)
충청남도,천안시 서북구,주식회사 우성테크원,개별입지,041-533-4995,냉동부품+자동차 부품,가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도 천안시 서북구 성거읍 신월소우길 97-15
충청남도,천안시 서북구,주식회사 우원디아이씨,개별입지,031-908-0860,lcd+반도체제조기계,반도체 제조용 기계 제조업,충청남도 천안시 서북구 입장면 호당리 333-5 외 3필지
충청남도,천안시 서북구,주식회사 우주공업사,개별입지,,승강기,그 외 기타 분류 안된 금속 가공 제품 제조업,충청남도 천안시 서북구 입장면 검바위길 11
충청남도,천안시 서북구,주식회사 우주공업사,개별입지,031-534-0164,도장품(엘리베이터 부품),도장 및 기타 피막처리업,충청남도 천안시 서북구 입장면 유리 360 외 1필지
충청남도,천안시 서북구,주식회사 우진산업,개별입지,041-581-5400,수문,"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종",충청남도 천안시 서북구 입장면 방미길 20-5 외 1필지
충청남도,천안시 서북구,주식회사 우진씨엔에이,개별입지,041-565-3060,리본믹서+스크류 콘에어+스트락쳐+호퍼,컨베이어장치 제조업,충청남도 천안시 서북구 수레터1길 15 (차암동)
충청남도,천안시 서북구,주식회사 우진에프에이,개별입지,041-583-7486,반도체장비,반도체 제조용 기계 제조업 외 2 종,
충청남도,천안시 동남구,주식회사 웅비기계,개별입지,041-584-6900,이동식 금속 사다리,그 외 기타 분류 안된 금속 가공 제품 제조업,
충청남도,천안시 서북구,주식회사 원스톤,개별입지,041-331-0106,식생매트+스톤네트 외,부직포 및 펠트 제조업 외 1 종,충청남도 천안시 서북구 직산읍 성진로 391
충청남도,천안시 서북구,주식회사 웰스코리아,개별입지,041-556-0363,반도체검사용장비부품(진공챔버),반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 4산단7로 164
충청남도,천안시 서북구,주식회사 웰츠미크론,개별입지,041-533-8500,자동차부품+반도체 부품,반도체 제조용 기계 제조업 외 1 종,충청남도 천안시 서북구 성거읍 모전1길 292-52
충청남도,천안시 동남구,주식회사 윈스피아,개별입지,031-358-8620,플라스틱창호,플라스틱 창호 제조업,충청남도 천안시 동남구 동면 화복로 91
충청남도,천안시 서북구,주식회사 유니테크,계획입지,031-668-2697,PAC+볼소처리제+무기응집제+PAC+볼소처리제+무기응집제,그 외 기타 분류 안된 화학제품 제조업 외 2 종,충청남도 천안시 서북구 성거읍 성거산단1로 20
충청남도,천안시 서북구,주식회사 유림하이테크,개별입지,,반도체 장비 부품,반도체 제조용 기계 제조업,
충청남도,천안시 서북구,주식회사 유비스,계획입지,,산업용자동화장비,산업용 로봇 제조업,충청남도 천안시 서북구 백석동 555-92번지
충청남도,천안시 서북구,주식회사 유성기술,개별입지,041-588-8817,발전소용 밸브 외,"탭, 밸브 및 유사장치 제조업",충청남도 천안시 서북구 직산읍 군수1길 96
충청남도,천안시 서북구,주식회사 유성이앤지,계획입지,070-5165-0505,타각기+레이저마킹기 등,전자 응용 절삭기계 제조업 외 1 종,"충청남도 천안시 서북구 직산읍 직산로 136, 정보영상관 317호"
충청남도,천안시 동남구,주식회사 유안,개별입지,041-666-1860,차양+금속제울타리,구조용 금속 판제품 및 공작물 제조업 외 3 종,충청남도 천안시 동남구 목천읍 학수소사길 215
충청남도,천안시 동남구,주식회사 유앤에스,개별입지,041-553-7978,고무칩,그 외 기타 고무제품 제조업,충청남도 천안시 동남구 수신면 세성로 230
충청남도,천안시 동남구,주식회사 유엔아이,계획입지,,반도체+디스플레이 장비 제조용 기계 제작,디스플레이 제조용 기계 제조업,"충청남도 천안시 동남구 풍세면 풍세산단3로 20, 2동, 3동"
충청남도,천안시 서북구,주식회사 유유랑컴퍼니,계획입지,041-567-3848,열화상얼굴인식 출입통제시스템+신호발생기,그 외 기타 전기장비 제조업 외 1 종,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 정보영상관 511호"
충청남도,천안시 서북구,주식회사 유진테크놀로지,개별입지,041-621-4590,배전반 설계,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 업성1길 98 (업성동)
충청남도,천안시 동남구,주식회사 유창,계획입지,041-552-4042,모듈러 건축시스템 제조,구조용 금속 판제품 및 공작물 제조업 외 1 종,충청남도 천안시 동남구 풍세면 풍세산단3로 47 외 1필지
