순번,회사명,대표자명,공장대표주소(지번),업종명,전화번호,팩스번호,생산품
374,에이치피코리아(주),홍성현,충청남도 예산군 고덕면 몽곡리 1016 외 1필지,구조용 금속 판제품 및 공작물 제조업,041-338-0703,041-338-0706,샌드위치판넬
375,에이치피코리아(주),홍성현,충청남도 예산군 고덕면 오추리 798번지 오추리 798 외 1필지,구조용 금속 판제품 및 공작물 제조업,042-931-6416,,샌드위치 판넬
456,제일함석,원경식,충청남도 예산군 예산읍 산성리 378번지,구조용 금속 판제품 및 공작물 제조업,041-334-4426,041-335-4425,칼라강판
474,주식회사 열방휀스,김묘열,충청남도 예산군 대술면 시산리 293번지,구조용 금속 판제품 및 공작물 제조업,,041-332-5766,"휀스 및 교량난간, 낙성방지책"
148,(주)예흥정보통신,박달서,충청남도 예산군 오가면 원평리 4-7번지,교통 신호장치 제조업 외 6 종,041-331-1234,041-331-2109,"CCTV, 음향설비, 신호등, 표지판, 분전반등"
414,와이에이치테크,최일권,충청남도 예산군 예산읍 산성리 666번지 (2층),교통 신호장치 제조업 외 3 종,041-331-1234,041-331-2109,"CCTV, 교통신호등,교통신호제어기,분전반"
283,대한광통신(주),도문현,충청남도 예산군 응봉면 지석리 518번지,광섬유 케이블 제조업 외 1 종,041-330-7828,041-330-7890,"광케이블 및 OPGW, ACSR"
333,삽다리한과,남화분,충청남도 예산군 삽교읍 두리 722-4번지,과자류 및 코코아 제품 제조업,041-338-7353,041-338-7536,한과
450,정일제과,박성남,충청남도 예산군 대술면 화산리 367-3번지,과자류 및 코코아 제품 제조업,041-333-3665,041-331-3665,"미과,마카로니"
171,(주)이수에어텍,이수인,충청남도 예산군 삽교읍 효림리 188-4번지 (예산일반산업단지),공기 조화장치 제조업 외 1 종,041-338-0061,041-338-0062,공기조화기
269,농업회사법인부강농산(주),제갈성,충청남도 예산군 신암면 종경리 200-1 외 5필지,곡물 제분업,,031-674-1589,"표고버섯,팽이버섯 건조 및 분말"
218,(주)한결물산,이광열,충청남도 예산군 신암면 별리 648-1번지,곡물 도정업,041-331-0276,041-331-0278,백미
248,고덕농협미곡종합처리장,박기종,충청남도 예산군 고덕면 상장리 234번지,곡물 도정업,041-337-0167,041-338-0024,미곡
273,대동농산,유혜정 외 3인,충청남도 예산군 오가면 신장리 876-13 외 3필지,곡물 도정업,,,정부양곡 도정쌀
274,대동미곡종합처리장,목석진,충청남도 예산군 오가면 신석리 78-2번지,곡물 도정업,041-331-2567,041-331-2569,미곡
287,덕산농협 경제종합센터,이연원,충청남도 예산군 봉산면 당곡리 108-11번지 외 1필지,곡물 도정업,041-338-4083,041-338-4085,친환경 쌀
331,삽교농협미곡처리장,이민갑,충청남도 예산군 삽교읍 방아리 150-15번지,곡물 도정업,041-337-7137,041-337-7138,미곡
391,예산 미곡종합처리장,김현봉,충청남도 예산군 예산읍 관작리 431-4번지,곡물 도정업,041-334-4655,,쌀
395,예산군농협쌀조합공동법인,김경수,충청남도 예산군 고덕면 상장리 234-0 외 2필지,곡물 도정업,041-337-0167,041-338-0024,미곡
396,예산군농협쌀조합공동사업법인,김경수,충청남도 예산군 봉산면 대지리 789-6번지 외 1필지,곡물 도정업,041-337-0167,041-338-0024,미곡
501,충남정미소,현지윤 외 1인,충청남도 예산군 삽교읍 가리 230-9번지,곡물 도정업,041-555-0964,041-556-9348,쌀
535,향산농산영농조합법인,남기복,충청남도 예산군 예산읍 신례원리 108번지,곡물 도정업,041-335-5690,041-335-5689,미곡
79,(주)부흥시스템,손종만,충청남도 예산군 신암면 별리 143-102번지 외 1필지,고무패킹류 제조업 외 9 종,041-331-3690,041-331-3697,"교량용 신축이음장치,교량용탄성받침,난간받침"
96,(주)센텍,한만오,충청남도 예산군 오가면 원평리 4-27번지 외 1필지,고무패킹류 제조업 외 1 종,041-333-3272,041-333-3273,CMB(고무호스)
130,(주)에스티커넥션,정면회,충청남도 예산군 삽교읍 효림리 508번지 예산일반산업단지내,고무패킹류 제조업,031-365-4701,031-365-4702,고압호스
367,에스에이치테크(주),이상학,충청남도 예산군 고덕면 오추리 867번지 예당일반산업단지내,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",041-404-8040,041-404-8041,"핸드폰 및 LED조명용 접착제, 제조설비"
82,(주)삼보,이상호,충청남도 예산군 오가면 원평리 4-25번지,계면활성제 제조업 외 1 종,041-331-0086,,계면활성제
74,(주)미보,이기호,충청남도 예산군 고덕면 몽곡리 797번지,계면활성제 제조업,041-4270-1682,,"탈묵제, 무진지용 약품"
101,(주)수양켐텍,박범호,충청남도 예산군 고덕면 오추리 830번지 (예당일반산업단지),계면활성제 제조업,041-338-3370,041-338-3378,"세제,계면활성제, 전도성고분자"
151,(주)오성화학공업,권영후,충청남도 예산군 삽교읍 효림리 510번지,계면활성제 제조업,032-547-3321,032-547-3327,"계면활성제, 지방산에스테르"
356,신영화성(주),김용구,충청남도 예산군 고덕면 오추리 809번지 (예당일반산업단지),계면활성제 제조업,041-337-5174,041-337-5175,계면활성제
99,(주)손디자인,김영주,충청남도 예산군 예산읍 예산리 8-9,경 인쇄업 외 1 종,041-331-2993,041-331-2995,"현수막,패트지,전단지,포스터,명함,간판"
289,동남중기산업,장보선,충청남도 예산군 예산읍 창소리 9-1번지 (창소리 9-1),건설 및 채광용 기계장비 제조업,,,건설기계 부품
524,한남기초주식회사,박천호,충청남도 예산군 삽교읍 효림리 527번지 예산일반산업단지내,건설 및 채광용 기계장비 제조업,032-504-8104,032-505-8104,TCM기계및 중장비부속품
526,한양보링공업사,성시옥,충청남도 예산군 예산읍 간양리 382-7번지,건설 및 채광용 기계장비 제조업,041-334-2365,041-334-2367,건설기계정비
541,협신건설기계,김성욱,충청남도 예산군 예산읍 관작리 233번지,건설 및 채광용 기계장비 제조업,,041-335-0445,"건축기계 및 부품제조,재생,정비"
191,(주)진생코리아,김연욱,충청남도 예산군 삽교읍 효림리 479번지 충남테크노파크 바이오센터 309호,건강보조용 액화식품 제조업,,,건강보조약품
277,대아농장,"김종우,정장교",충청남도 예산군 덕산면 광천리 728-6번지 외 1필지,건강보조용 액화식품 제조업,041-337-4322,,건강보조용 액화식품
332,삽다리수산,김성관,충청남도 예산군 삽교읍 삽교리 456-4번지,건강보조용 액화식품 제조업,041-338-1214,041-338-1213,붕어 엑기스
434,이앤에스(주),이은수,충청남도 예산군 삽교읍 효림리 494번지,건강기능식품 제조업 외 4 종,041-338-7852,041-338-7850,건강식품(비타민c분말)외
280,대원헬스케어(주),황상철,충청남도 예산군 삽교읍 월산리 175번지 예산일반산업단지내,건강기능식품 제조업 외 3 종,041-331-3371,041-331-3361,건강기능식품및 일반식품
116,(주)아마존허브,김성철,충청남도 예산군 예산읍 주교리 511-8번지,건강기능식품 제조업,041-675-1980,041-675-1981,"환, 석류콜라겐, 타트체리콜라겐 등"
170,(주)이데크,한문수,충청남도 예산군 신암면 별리 409-2번지 (별리 409-2),강화 및 재생 목재 제조업 외 7 종,041-404-8010,,합성목(데크)
228,(주)한텍하이메탈,한진수,충청남도 예산군 봉산면 마교리 산 118-2번지 외 2필지 외 2필지,강주물 주조업,02-855-4511,02-855-4513,"자동차부품, 펌프부품"
388,영흥금속공업(주),"선신규, 전규승",충청남도 예산군 고덕면 상궁리 617-3번지 외 2필지,강주물 주조업,041-337-1011,041-338-7226,선박부품등
440,인트라정공(주),배용수,충청남도 예산군 봉산면 마교리 122-7 외 7필지,강주물 주조업,051-418-6750,051-418-6751,선박엔진부속품(CYLINDER LINER 외)
435,이엔지스틸(주) 예산1공장,박세진,충청남도 예산군 고덕면 상몽리 1037 외 2필지,강관 제조업 외 2 종,041-533-9322,041-534-2831,파이프
436,이엔지스틸(주) 예산2공장,박세진,충청남도 예산군 고덕면 상몽리 1031-3 외 1필지,강관 제조업 외 2 종,041-533-9322,041-534-2831,파이프
518,한국산업철강(주),이택영,충청남도 예산군 봉산면 화전리 336-1번지,강관 제조업 외 2 종,041-337-3185,041-337-3187,강관이형관
341,성광금속(주),임성순,충청남도 예산군 고덕면 오추리 849번지 외 1필지,강관 제조업 외 1 종,02-2604-5800,,강관제품
342,성광에스티에스,임태균,충청남도 예산군 고덕면 오추리 849-1번지 외 2필지,강관 제조업 외 1 종,031-986-1992,,강관제품
144,(주)영스틸,김미영,충청남도 예산군 고덕면 오추리 852번지,강관 제조업,041-337-7885,041-337-7880,"구조용 각형각관, 아연도 강관"
6,(주)경인양행,"김흥준, 조성용",충청남도 예산군 응봉면 주령리 400번지,감광재료 및 관련 화학제품 제조업,02-3660-7821,02-3660-7849,"PR, BARC Resin, PAG 등 반도체 제조용 약품"
336,서울화인테크(주),김태남,충청남도 예산군 응봉면 주령리 400번지,감광재료 및 관련 화학제품 제조업,02-552-0424,02-552-0430,반도체 제조용 약품
241,가온산업개발(주),오현순,충청남도 예산군 신암면 계촌리 654-6번지,간판 및 광고물 제조업,041-333-8404,041-333-8408,"간판, 광고물"
251,금강기획,신민규,충청남도 예산군 고덕면 오추리 873-2번지,간판 및 광고물 제조업,041-337-5724,,광고물
458,주식회사 가스콤,김임형,충청남도 예산군 신암면 오산리 467-26번지 (오신로 467-26),가정용 비전기식 조리 및 난방 기구 제조업,041-331-3651,041-331-3658,"이동식부탄/프로판연소기,가스난방기"
448,전통예산옹기,황진영,오가면 오촌리 390 외 5필지,가정용 및 장식용 도자기 제조업,041-332-9888,041-333-8999,전통옹기류
208,(주)티와이,김재곤,충청남도 예산군 오가면 원천리 894-12번지,가금류 도축업 외 2 종,031-863-0433,,닭고기
544,황해물산,김용무,충청남도 예산군 오가면 원천리 741-6번지,가금류 가공 및 저장 처리업,,,닭강정
