연번,벤처기업명,벤처확인유형,간략주소,업종분류(기보),업종명(10차),주생산품,벤처확인기관
109,지티엘테크㈜,연구개발유형,충청남도 보령시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",도면 및 보고서,벤처기업확인기관
268,유정시스템,혁신성장유형,충청남도 천안시,제조업,육상 금속 골조 구조재 제조업,"도로표지판지주, 버스승강장",벤처기업확인기관
433,㈜지비솔루션,혁신성장유형,충청남도 아산시,제조업,교통 신호장치 제조업,도로표지병,벤처기업확인기관
1257,세라 주식회사,혁신성장유형,충청남도 예산군,"농,어,임,광업",그 외 기타 비금속광물 광업,도로표시도료용유리알,벤처기업확인기관
965,주식회사 핀즐,벤처투자유형,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,데이터 관리시스템,벤처기업확인기관
636,주식회사 넥스트솔루션,연구개발유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,데스트콜렉터,벤처기업확인기관
142,두리화장품㈜,혁신성장유형,충청남도 금산군,제조업,화장품 제조업,댕기머리 샴푸 외,벤처기업확인기관
15,의남식품㈜,혁신성장유형,충청남도 금산군,제조업,"면류, 마카로니 및 유사 식품 제조업","당면, 전분",벤처기업확인기관
500,주식회사 아이요,혁신성장유형,충청남도 천안시,제조업,가금류 가공 및 저장 처리업,"닭가슴살 육포(가공,반가공품) 및 스낵",벤처기업확인기관
434,지오그린텍주식회사,혁신성장유형,충청남도 서천군,제조업,단미사료 및 기타 사료 제조업,"단미사료, 보조사료, 혼합사료",벤처기업확인기관
1089,농업회사법인 자연이랑 주식회사,혁신성장유형,충청남도 서천군,제조업,단미사료 및 기타 사료 제조업,단미사료(동애등에 건물 분말/사료 첨가제/강아지 사료,벤처기업확인기관
916,농업회사법인 그레이스바이오 주식회사,벤처투자유형,충청남도 논산시,제조업,단미사료 및 기타 사료 제조업,단미사료,벤처기업확인기관
731,주식회사 넥스트젠,연구개발유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,다이아몬드연삭휠,벤처기업확인기관
115,㈜부창금속,혁신성장유형,충청남도 천안시,제조업,도금업,니켈도금,벤처기업확인기관
124,㈜퓨오바이더스,혁신성장유형,충청남도 아산시,제조업,동물용 의약품 제조업,뉴파워킬맥스 마보트릴주사제,벤처기업확인기관
690,㈜피그넷에어뱅크시스템,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전기장비 제조업,농축산기자재및 산업용 냉동장비,벤처기업확인기관
116,주식회사 트렌드팜,혁신성장유형,충청남도 부여군,제조업,농업 및 임업용 기계 제조업,농업용기계 및 농축산 아이씨티장비,벤처기업확인기관
385,㈜한성티앤아이,혁신성장유형,충청남도 아산시,제조업,농업 및 임업용 기계 제조업,농업용기계,벤처기업확인기관
66,㈜퀵센,혁신성장유형,충청남도 천안시,제조업,산업용 난방보일러 및 방열기 제조업,농업용 전기 보일러,벤처기업확인기관
1080,주식회사 한국마이크로그린,혁신성장유형,충청남도 부여군,제조업,과실 및 그 외 채소 절임식품 제조업,"농업용 장비제조, 식물성단백질음료, 오일, 차",벤처기업확인기관
459,주식회사 이디아이,벤처투자유형,충청남도 금산군,제조업,플라스틱 필름 제조업,"농업용 멀칭 필름, 다층포장재",벤처기업확인기관
550,주식회사 우정이엔지,혁신성장유형,충청남도 서천군,제조업,농업 및 임업용 기계 제조업,농수산물건조기,벤처기업확인기관
16,㈜루츠랩,혁신성장유형,충청남도 아산시,"농,어,임,광업","농산물 건조, 선별 및 기타 수확 후 서비스업",농산물 폐기물을 활용한 신소재 개발,벤처기업확인기관
519,주식회사 프리맥스,혁신성장유형,충청남도 예산군,제조업,산업용 냉장 및 냉동장비 제조업,냉장냉동쇼케이스,벤처기업확인기관
1024,㈜미가온푸드,혁신성장유형,충청남도 서산시,제조업,육류 기타 가공 및 저장 처리업(가금류 제외),냉동식품,벤처기업확인기관
954,타타스팩토리 주식회사,혁신성장유형,충청남도 천안시,제조업,빵류 제조업,냉동생지,벤처기업확인기관
62,㈜우성테크원,혁신성장유형,충청남도 천안시,제조업,"동 압연, 압출 및 연신제품 제조업",냉동부품자동차부품 외,벤처기업확인기관
122,한국안전기술㈜,혁신성장유형,충청남도 아산시,제조업,구조용 금속 판제품 및 공작물 제조업,내진자재,벤처기업확인기관
874,케이난방기술(주),혁신성장유형,충청남도 천안시,제조업,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","난방패널, 불연흡음보드, 난방장치",벤처기업확인기관
1274,주식회사 비니즈,벤처투자유형,충청남도 천안시,제조업,그 외 기타 금속 가공업,나노코팅,벤처기업확인기관
472,나노씨엠에스 주식회사,연구개발유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,나노소재 특수잉크외,벤처기업확인기관
259,주식회사 미설렘,혁신성장유형,충청남도 천안시,제조업,기타 식사용 가공처리 조리식품 제조업,김치찌개밀키트,벤처기업확인기관
451,주식회사 엑스토리,벤처투자유형,충청남도 천안시,도소매업,기타 가공식품 도매업,"김치류,갈비탕,육개장,다시팩 등",벤처기업확인기관
901,농업회사법인 비에스푸드 주식회사,혁신성장유형,충청남도 천안시,제조업,김치류 제조업,김치,벤처기업확인기관
908,농업회사법인 랩투보틀 주식회사,벤처투자유형,충청남도 천안시,기타,경영 컨설팅업,"기획, 상품개발, R&D",벤처기업확인기관
752,㈜조은기업,혁신성장유형,충청남도 천안시,제조업,혼성 및 재생 플라스틱 소재 물질 제조업,기화성 방청제,벤처기업확인기관
1244,어업회사법인 대보 주식회사,혁신성장유형,충청남도 보령시,제조업,기타 수산동물 가공 및 저장 처리업,기타수산 가공제품,벤처기업확인기관
1031,(주)선맥,벤처투자유형,충청남도 계룡시,제조업,기타 식품 첨가물 제조업,기타 식품 첨가물 제조업,벤처기업확인기관
1175,주식회사 에스엔티테크놀로지,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,기타 산업용기계부품및액세서리,벤처기업확인기관
1218,주식회사 비포플레이,벤처투자유형,충청남도 아산시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,기타 네트워크응용소프트웨어,벤처기업확인기관
1098,주식회사 광휘,벤처투자유형,충청남도 서산시,기타,경영 컨설팅업,기타 광고 관련 서비스업,벤처기업확인기관
314,㈜바이오시엠,혁신성장유형,충청남도 아산시,제조업,화장품 제조업,기초화장품,벤처기업확인기관
248,주식회사 닥터메이,벤처투자유형,충청남도 천안시,도소매업,화장품 및 화장용품 도매업,기초 화장품,벤처기업확인기관
503,주식회사 정코스메틱,혁신성장유형,충청남도 아산시,제조업,화장품 제조업,기초 화장품,벤처기업확인기관
284,㈜기운찬,연구개발유형,충청남도 천안시,제조업,그 외 기타 식료품 제조업,기운찬버섯복합버섯균사체),벤처기업확인기관
488,주식회사 한국기술마켓,혁신성장유형,충청남도 천안시,기타,사업 및 무형 재산권 중개업,기술이전 및 기술중개업,벤처기업확인기관
306,㈜서원공간정보,혁신성장유형,충청남도 서산시,기타,측량업,기술용역서비스,벤처기업확인기관
1173,(주)비스알,연구개발유형,충청남도 천안시,기타,기타 엔지니어링 서비스업,기술용역,벤처기업확인기관
238,디엘씨케이 주식회사,혁신성장유형,충청남도 아산시,기타,건물 및 토목 엔지니어링 서비스업,기술,벤처기업확인기관
1228,㈜엠아이티소프트,연구개발유형,충청남도 아산시,정보처리S/W,컴퓨터 프로그래밍 서비스업,기숙사관리시스템,벤처기업확인기관
712,선진테크1(주),혁신성장유형,충청남도 천안시,제조업,기기용 자동 측정 및 제어장치 제조업,기상관측용 레이저 적설계,벤처기업확인기관
1207,앤아이씨 주식회사,벤처투자유형,충청남도 천안시,제조업,플라스틱 필름 제조업,기능성필름,벤처기업확인기관
814,주식회사 켐코,벤처투자유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,기능성테이프방수폼),벤처기업확인기관
521,대수하이테크,벤처투자유형,충청남도 천안시,제조업,그 외 기타 분류 안된 화학제품 제조업,기능성코팅용액 촉매,벤처기업확인기관
544,주식회사 앰트,혁신성장유형,충청남도 예산군,제조업,일반용 도료 및 관련제품 제조업,기능성 코팅재료,벤처기업확인기관
604,주식회사 케이비지,연구개발유형,충청남도 천안시,제조업,그 외 기타 분류 안된 화학제품 제조업,기능성 실리콘 소재,벤처기업확인기관
964,주식회사 슈올즈,혁신성장유형,충청남도 천안시,제조업,기타 신발 제조업,기능성 신발,벤처기업확인기관
197,㈜에스이에프코리아,혁신성장유형,충청남도 아산시,제조업,석회 및 플라스터 제조업,기능성 무기질도료,벤처기업확인기관
661,㈜씨엔티솔루션,연구개발유형,충청남도 천안시,제조업,합성수지 및 기타 플라스틱 물질 제조업,기능성 고분자 복합소재,벤처기업확인기관
1291,그린아이엘에스(주),벤처투자유형,충청남도 천안시,건설운수,일반 창고업,기계운반이전설치업,벤처기업확인기관
770,주식회사 비엠이앤씨,혁신성장유형,충청남도 아산시,기타,사업시설 유지ㆍ관리 서비스업,기계설비유지보수,벤처기업확인기관
1082,주식회사 엠에스코리아,혁신성장유형,충청남도 아산시,제조업,산업 처리공정 제어장비 제조업,기계설비,벤처기업확인기관
1115,주식회사 동영산업개발,벤처투자유형,충청남도 당진시,건설운수,기타 건물 관련설비 설치 공사업,기계설비,벤처기업확인기관
955,주식회사 엠텍코리아,혁신성장유형,충청남도 아산시,제조업,발광 다이오드 제조업,"금형, 반도체부품",벤처기업확인기관
1177,주식회사 상원정공,혁신성장유형,충청남도 서산시,제조업,주형 및 금형 제조업,금형 외,벤처기업확인기관
1012,주식회사 삼경이엔씨,혁신성장유형,충청남도 당진시,제조업,금속 탱크 및 저장 용기 제조업,금속탱크,벤처기업확인기관
1128,㈜은혜철강,혁신성장유형,충청남도 천안시,제조업,주형 및 금형 제조업,금속지붕재,벤처기업확인기관
1134,주식회사 우노,혁신성장유형,충청남도 공주시,제조업,구조용 금속 판제품 및 공작물 제조업,"금속제울타리, 교량난간, ",벤처기업확인기관
677,주식회사 플렉시아,혁신성장유형,충청남도 당진시,제조업,그 외 기타 분류 안된 금속 가공제품 제조업,"금속제 주름관, 금속성형기계",벤처기업확인기관
756,그린윈텍 주식회사,혁신성장유형,충청남도 아산시,제조업,구조용 금속 판제품 및 공작물 제조업,금속재패널,벤처기업확인기관
1117,덕인금속㈜,혁신성장유형,충청남도 아산시,제조업,구조용 금속 판제품 및 공작물 제조업,금속재패널,벤처기업확인기관
418,주식회사 정석산업,혁신성장유형,충청남도 아산시,제조업,"금속 문, 창, 셔터 및 관련제품 제조업",금속울타리휀스 설치 및 공사,벤처기업확인기관
26,(주)토토월드,혁신성장유형,충청남도 천안시,제조업,"금속 문, 창, 셔터 및 관련제품 제조업","금속문, 창호,  셔터,  자동문",벤처기업확인기관
1187,주식회사 이화21,벤처투자유형,충청남도 당진시,제조업,그 외 기타 분류 안된 금속 가공제품 제조업,금속 가공및제조업,벤처기업확인기관
247,㈜한민,혁신성장유형,충청남도 아산시,제조업,귀금속 및 관련제품 제조업,"금,은,동",벤처기업확인기관
1194,주식회사 비월드,혁신성장유형,충청남도 아산시,도소매업,기타 자동차 신품 부품 및 내장품 판매업,글로브박스,벤처기업확인기관
693,(주)위레이저,벤처투자유형,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,글로벌 물류 메타버스 플랫폼,벤처기업확인기관
1064,주식회사 엠아이씨이엔지,혁신성장유형,충청남도 아산시,제조업,기타 광학 기기 제조업,극판 두께측정기,벤처기업확인기관
1047,주식회사 에스지티,벤처투자유형,충청남도 당진시,제조업,합성수지 및 기타 플라스틱 물질 제조업,그래핀복합폴리머 소재,벤처기업확인기관
516,주식회사 자연구조엔지니어링,연구개발유형,충청남도 천안시,기타,건축 설계 및 관련 서비스업,"구조설계,  안전진단",벤처기업확인기관
501,주식회사 진바이오테크,혁신성장유형,충청남도 천안시,제조업,정형 외과용 및 신체 보정용 기기 제조업,구강장치,벤처기업확인기관
894,충청정보통신(주),연구개발유형,충청남도 천안시,제조업,교통 신호장치 제조업,교통신호통제장치,벤처기업확인기관
909,주식회사 투비유니콘,혁신성장유형,충청남도 아산시,정보처리S/W,데이터베이스 및 온라인 정보 제공업,교육포털사이트,벤처기업확인기관
854,주식회사 더상승에듀,혁신성장유형,충청남도 아산시,기타,외국어학원,"교육, 출판",벤처기업확인기관
304,㈜부흥시스템,혁신성장유형,충청남도 예산군,제조업,그 외 기타 고무제품 제조업,교량지지용탄성받침 신축이음장치등,벤처기업확인기관
432,(주)국제에스티,연구개발유형,충청남도 논산시,제조업,알루미늄 주물 주조업,"교량난간, 차량방호책, 가드레일, 인도교, 적조방제장비",벤처기업확인기관
1179,유니슨에이치케이알(주),혁신성장유형,충청남도 천안시,제조업,육상 금속 골조 구조재 제조업,"교량,조립금속,고무제품,바이오에너지,도로제품,플랜트,주물제품,경관재,난관,중앙분리대 제조",벤처기업확인기관
1263,(주)컨택비젼,혁신성장유형,충청남도 천안시,제조업,기타 광학 기기 제조업,"광학장비,자동화설비",벤처기업확인기관
852,(주) 동호테크,혁신성장유형,충청남도 아산시,제조업,광학 렌즈 및 광학 요소 제조업,광학기기,벤처기업확인기관
228,㈜화이버옵틱코리아,연구개발유형,충청남도 천안시,제조업,광학 렌즈 및 광학 요소 제조업,"광센서, 산업용검사용조명,비전장비",벤처기업확인기관
332,㈜싸이트로닉,연구개발유형,충청남도 천안시,제조업,"기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업",광센서 및 시스템,벤처기업확인기관
563,㈜이에스테크인터내셔널,혁신성장유형,충청남도 홍성군,제조업,광섬유 케이블 제조업,광섬유케이블 전압장치 정류기,벤처기업확인기관
278,㈜클레어,혁신성장유형,충청남도 천안시,기타,"기타 기술 시험, 검사 및 분석업",과학기술서비스 및 전처리 장비,벤처기업확인기관
244,㈜건강마을,혁신성장유형,충청남도 논산시,제조업,기타 비알코올 음료 제조업,과채주스 혼합음료,벤처기업확인기관
883,주식회사 지니솔,연구개발유형,충청남도 천안시,제조업,플라스틱 필름 제조업,과발효억제제,벤처기업확인기관
680,농가애 주식회사 농업회사법인,혁신성장유형,충청남도 공주시,제조업,그 외 기타 식료품 제조업,공주맛밤,벤처기업확인기관
1152,주식회사 더위드,혁신성장유형,충청남도 천안시,제조업,그 외 기타 일반 목적용 기계 제조업,공조기계장비,벤처기업확인기관
605,주식회사 에이치테크,연구개발유형,충청남도 천안시,제조업,배전반 및 전기 자동제어반 제조업,공장자동화설비 전기 프로그램,벤처기업확인기관
34,주식회사 다즐,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,"공장 자동화 프로그램개발,공장자동화 부품,전기판넬",벤처기업확인기관
485,주식회사 디아룩스,혁신성장유형,충청남도 아산시,제조업,비금속광물 분쇄물 생산업,공업용합성다이아몬드 CBN,벤처기업확인기관
72,㈜도경21,혁신성장유형,충청남도 천안시,제조업,그 외 기타 분류 안된 화학제품 제조업,공기청정기,벤처기업확인기관
82,㈜프레스코,혁신성장유형,충청남도 아산시,제조업,그 외 금속 압형제품 제조업,공기조절장치 부품,벤처기업확인기관
621,주식회사 나인,연구개발유형,충청남도 당진시,제조업,방송장비 제조업,"공기정화형제습정수기, 융복합 태양광 CCTV LIGHT",벤처기업확인기관
458,주식회사 에어풀,연구개발유형,충청남도 천안시,기타,기타 엔지니어링 서비스업,"공기압축기 , 공학ENG연구개발",벤처기업확인기관
1141,(주)디지털,혁신성장유형,충청남도 천안시,제조업,공기 조화장치 제조업,공기순환기,벤처기업확인기관
626,주식회사 금영,혁신성장유형,충청남도 논산시,제조업,그 외 기타 분류 안된 화학제품 제조업,곰팡이제거제,벤처기업확인기관
932,주식회사 중부종합물산,혁신성장유형,충청남도 아산시,제조업,기타 종이 상자 및 용기 제조업,골판지상자,벤처기업확인기관
1083,주식회사 디에이팩,혁신성장유형,충청남도 공주시,제조업,골판지 제조업,골판지상자,벤처기업확인기관
975,(주)리마,혁신성장유형,충청남도 천안시,기타,시각 디자인업,"골판지 상자, 판매 포장자재 제조 및 판매",벤처기업확인기관
632,주식회사 느티나무,혁신성장유형,충청남도 서산시,기타,지정 외 폐기물 처리업,골재. 파워라이트,벤처기업확인기관
946,주식회사 대윤,혁신성장유형,충청남도 보령시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,고형연료,벤처기업확인기관
461,주식회사 맘마또,벤처투자유형,충청남도 당진시,제조업,김치류 제조업,"고춧가루 없는 파프리카 김치, 솔솔 뿌려먹는 리얼야채 뿌려또, 매운맛 없는 고추장 등",벤처기업확인기관
422,농업회사법인 한생 주식회사,혁신성장유형,충청남도 서천군,제조업,기타 곡물 가공품 제조업,고춧가루 볶음참깨 유지류 묵 야채전처리,벤처기업확인기관
583,(주)나무들,혁신성장유형,충청남도 청양군,제조업,그 외 기타 나무제품 제조업,고열처리목재,벤처기업확인기관
296,㈜이스턴에프티씨,혁신성장유형,충청남도 아산시,제조업,그 외 기타 특수 목적용 기계 제조업,고압발포기자동화기계,벤처기업확인기관
799,제이엔에프 주식회사,혁신성장유형,충청남도 공주시,제조업,기타 기초 무기화학 물질 제조업,고순도질산 불소화합물,벤처기업확인기관
861,(주)티엔에이치텍,벤처투자유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,"고방열 진공챔버, 전자파 흡수/소멸/차폐/소재",벤처기업확인기관
379,주식회사 아이바닥,혁신성장유형,충청남도 아산시,제조업,그 외 기타 고무제품 제조업,고무 바닥재,벤처기업확인기관
996,건운 주식회사,혁신성장유형,충청남도 홍성군,제조업,자전거 및 환자용 차량 제조업,"고령자용 다기능 보행차, 이동 목욕의자, 복지용구, 고령친화용품",벤처기업확인기관
291,주식회사 바이오뉴트리온,혁신성장유형,충청남도 아산시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","고단백 초저열량 단백질분말, 비만 헬스케어앱, 비만 디지털치료제",벤처기업확인기관
835,주식회사 엔하스,혁신성장유형,충청남도 태안군,제조업,배전반 및 전기 자동제어반 제조업,"계장제어장치, 프로세스제어반, HMI",벤처기업확인기관
67,㈜나웅테크,혁신성장유형,충청남도 보령시,제조업,배전반 및 전기 자동제어반 제조업,"계장.계측제어장치, 수.배전반, 감시제어설비, CCTV",벤처기업확인기관
414,주식회사 티에스씨(TSC),혁신성장유형,충청남도 계룡시,제조업,"치약, 비누 및 기타 세제 제조업",계면활성제외,벤처기업확인기관
334,㈜켐플러스,혁신성장유형,충청남도 천안시,제조업,계면활성제 제조업,"계면활성제, 공업용세정제 ",벤처기업확인기관
243,㈜세양,혁신성장유형,충청남도 금산군,제조업,농업 및 임업용 기계 제조업,계란선별기,벤처기업확인기관
1101,더에스비투자자문 주식회사,벤처투자유형,충청남도 아산시,기타,경영 컨설팅업,경영컨설팅,벤처기업확인기관
1099,주식회사 임앤장,벤처투자유형,충청남도 당진시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",경영 컨설팅업,벤처기업확인기관
781,주식회사 블랙앵커,혁신성장유형,충청남도 아산시,정보처리S/W,기타 게임 소프트웨어 개발 및 공급업,게임소프트웨어,벤처기업확인기관
1041,주식회사 티엠아이티,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,"검사기, 2차전지 리사이클 설비",벤처기업확인기관
777,주식회사 준테크,혁신성장유형,충청남도 아산시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,검사기 소프트웨어,벤처기업확인기관
353,주식회사 기린산업,벤처투자유형,충청남도 당진시,제조업,기타 구조용 금속제품 제조업,건축자재,벤처기업확인기관
1249,(주)제이디케이,벤처투자유형,충청남도 공주시,도소매업,그 외 기타 건축자재 도매업,건축자재,벤처기업확인기관
798,지피에스코리아㈜,혁신성장유형,충청남도 천안시,제조업,폴리스티렌 발포 성형제품 제조업,건축용단열재EPPEPS포장재,벤처기업확인기관
1036,주식회사 에스엠건축,혁신성장유형,충청남도 천안시,기타,건축 설계 및 관련 서비스업,건축설계 및 철근공사 시공상세도 작성,벤처기업확인기관
157,심작이엔지,혁신성장유형,충청남도 홍성군,기타,건축 설계 및 관련 서비스업,건축디자인 공공디자인,벤처기업확인기관
139,주식회사 씨앤스파트너스,혁신성장유형,충청남도 천안시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","건축구조 소음진동 설계를 포함한 기술용역, 구조안전 진단 및 유지 관리",벤처기업확인기관
473,성건엔지니어링,연구개발유형,충청남도 천안시,기타,건물 및 토목 엔지니어링 서비스업,건축관련기술서비스업 안전진단내진성능평가 구조설계외,벤처기업확인기관
988,씨엔코,혁신성장유형,충청남도 태안군,건설운수,철골 및 관련 구조물 공사업,"건축공사,신재생에너지공사,산업플랜트시설공사,금속구조물공사,전기공사,산업안전시설공사,지붕판넬공사,건물내외벽공사,창호공사,온실공사,태양광발전소공사",벤처기업확인기관
1045,이엘엔지니어링(주),연구개발유형,충청남도 천안시,기타,건축 설계 및 관련 서비스업,"건축 안전진단 및 안전점검, 기계설비성능점검, 그린리모델링",벤처기업확인기관
449,㈜기륭산업,연구개발유형,충청남도 천안시,제조업,계면활성제 제조업,건조지력증강제,벤처기업확인기관
467,주식회사 케이브이티,혁신성장유형,충청남도 천안시,제조업,기체 펌프 및 압축기 제조업,건식진공펌프판매부품제조및판매,벤처기업확인기관
1002,주식회사 피델리티매니지먼트그룹,벤처투자유형,충청남도 천안시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",건설팅,벤처기업확인기관
107,㈜인솔키 피엔에스,벤처투자유형,충청남도 논산시,도소매업,전자상거래 소매 중개업,건설중장비 부품 거래 플렛폼,벤처기업확인기관
844,모션코어 (MOTION-CORE),혁신성장유형,충청남도 아산시,제조업,차체 및 특장차 제조업,건설 및 채광용 기계장비,벤처기업확인기관
990,주식회사 코스팜,혁신성장유형,충청남도 천안시,제조업,건강 기능식품 제조업,건강기능식품 외,벤처기업확인기관
554,(주)이뮤노텍,연구개발유형,충청남도 천안시,연구개발서비스,기타 공학 연구개발업,건강기능식품 소재 면역관련제품세포 활성제품등,벤처기업확인기관
840,(주)씨에스이엔씨,혁신성장유형,충청남도 아산시,제조업,강관 가공품 및 관 연결구류 제조업,"강관 및 배관 가공품 제조 ,  배관 시스템  제조",벤처기업확인기관
603,수메디&테크,혁신성장유형,충청남도 아산시,제조업,그 외 기타 의료용 기기 제조업,감염관리실,벤처기업확인기관
1241,주식회사 울트라이노베이션,혁신성장유형,충청남도 아산시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,"감속기, 하네스케이블, 알터네이터(재제조), 스타트모터(재제조)",벤처기업확인기관
87,㈜휴넷플러스,연구개발유형,충청남도 천안시,제조업,감광 재료 및 관련 화학제품 제조업,감광재,벤처기업확인기관
276,주식회사 본컴퍼니,혁신성장유형,충청남도 아산시,도소매업,"섬유, 의복, 신발 및 가죽제품 중개업",각종 유니폼 작업복 제조 및 유통,벤처기업확인기관
42,㈜이지엑스,연구개발유형,충청남도 천안시,제조업,기타 가정용 전기 기기 제조업,"가전, 자동차부품",벤처기업확인기관
498,모간산업주식회사,혁신성장유형,충청남도 당진시,제조업,"탭, 밸브 및 유사 장치 제조업",가스켓 스팀트랩 카플링외,벤처기업확인기관
1266,(주)제라,혁신성장유형,충청남도 금산군,제조업,가정용 비전기식 조리 및 난방 기구 제조업,가스기구,벤처기업확인기관
361,㈜퓨처테크,혁신성장유형,충청남도 아산시,제조업,비메모리용 및 기타 전자집적회로 제조업,가로등및실내외조명제어시스템LED,벤처기업확인기관
551,(주)한국전기조명,혁신성장유형,충청남도 서산시,제조업,일반용 전기 조명장치 제조업,"가로등기구, 가로등주",벤처기업확인기관
360,신우정공 주식회사,혁신성장유형,충청남도 홍성군,제조업,기타 구조용 금속제품 제조업,가드레일휀스,벤처기업확인기관
295,인천정공,혁신성장유형,충청남도 홍성군,제조업,기타 구조용 금속제품 제조업,가드레일 교량난간 낙석방지책,벤처기업확인기관
351,농업회사법인주식회사좋은마음,혁신성장유형,충청남도 논산시,제조업,기타 목재 가구 제조업,가구 및 편백나무 관련 제품 생산,벤처기업확인기관
285,㈜유비무환,혁신성장유형,충청남도 당진시,제조업,기타 식품 첨가물 제조업,가공소금 및 기타식품첨가물,벤처기업확인기관
888,글로벤스 주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,Wafer Probe Station,벤처기업확인기관
525,주식회사 드림브이알,혁신성장유형,충청남도 천안시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,VR 콘텐츠,벤처기업확인기관
1180,하나옵트로닉스㈜,벤처투자유형,충청남도 아산시,제조업,기타 반도체 소자 제조업,VCSEL 칩,벤처기업확인기관
1073,주식회사 엔티그린텍,혁신성장유형,충청남도 아산시,제조업,그 외 자동차용 신품 부품 제조업,TRUNK TRIM / FLOOR CARPET,벤처기업확인기관
740,주식회사 아썸닉스,혁신성장유형,충청남도 아산시,제조업,그 외 기타 전자 부품 제조업,"TEST PIN, TEST SOCKET",벤처기업확인기관
595,주식회사 에스에프이,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"Test Handler, Flip Chip Bonder 외",벤처기업확인기관
716,주식회사 비전이노베이션,연구개발유형,충청남도 아산시,제조업,그 외 기타 분류 안된 금속 가공제품 제조업,"TEST HANDLER 부품가공, 2차전지 음극제 양극제설비 부품가공 AGV설비 부품가공, 항공기 부품가공, 사출성형가스배출노즐시스템개발,ISO FIX로 호환되는 유모차 프레임제조",벤처기업확인기관
1038,"주식회사 소프트삼점영 (Soft3.0 Co.,Ltd)",혁신성장유형,충청남도 천안시,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",SW개발 및 지원서비스,벤처기업확인기관
409,주식회사에스아이티코리아,연구개발유형,충청남도 아산시,정보처리S/W,컴퓨터 시스템 통합 자문 및 구축 서비스업,sw개발,벤처기업확인기관
700,주식회사 해피캔버스,혁신성장유형,충청남도 천안시,정보처리S/W,컴퓨터 프로그래밍 서비스업,sw 제작 및 공급,벤처기업확인기관
252,주식회사 쎄닉,혁신성장유형,충청남도 천안시,제조업,기타 반도체 소자 제조업,SiC Wafer,벤처기업확인기관
526,(주)엔텍,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,SBM KIT(solder ball mount kit),벤처기업확인기관
637,디-마인드테크,혁신성장유형,충청남도 천안시,제조업,그 외 기타 1차 철강 제조업,Rock Drilling Tools 및 기계부품가공,벤처기업확인기관
350,이노큐디,벤처투자유형,충청남도 아산시,제조업,그 외 기타 분류 안된 화학제품 제조업,Quantum Dot Film,벤처기업확인기관
74,㈜한솔비엠비,혁신성장유형,충청남도 천안시,제조업,"플라스틱 선, 봉, 관 및 호스 제조업",PVC창호재,벤처기업확인기관
1125,㈜우창,혁신성장유형,충청남도 서산시,제조업,그 외 기타 분류 안된 화학제품 제조업,PVC안정제,벤처기업확인기관
659,강남이앤알 (주),연구개발유형,충청남도 홍성군,건설운수,"미장, 타일 및 방수 공사업",PVC 방수시트,벤처기업확인기관
793,주식회사신호인더스트리,혁신성장유형,충청남도 예산군,제조업,플라스틱 필름 제조업,PVC SHEET PP SHEET ROLL SHEET,벤처기업확인기관
630,주식회사 오토앤로봇,혁신성장유형,충청남도 아산시,제조업,그 외 자동차용 신품 부품 제조업,PSD파워슬라이딩시스템),벤처기업확인기관
202,㈜엔티에스,혁신성장유형,충청남도 천안시,제조업,"물질 검사, 측정 및 분석 기구 제조업",Probe Pin Test Socket,벤처기업확인기관
447,주식회사 엠시스,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,Probe Card 및 도전볼,벤처기업확인기관
207,(주)알더블유,연구개발유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,PLLFilter세라믹커넥터외,벤처기업확인기관
