연번,회사명,주소,종업원수,전화번호,팩스번호,업종명,생산품,외국인종업원수,데이터기준일자
488,레보(주),부산광역시 사하구 다산로 12-11 ,15,051-262-8827,051-261-8823,그 외 기타 전자부품 제조업 외 3 종,유선통신장비+산업용 전자제품,0,2025-07-01
489,레프코리아,부산광역시 사하구 하신번영로177번길 22 ,2,051-203-1258,051-266-2002,산업용 냉장 및 냉동 장비 제조업,냉동기 유니트 일체,0,2025-07-01
490,렉스피드 (REXPID),부산광역시 사하구 장평로 55 ,3,051-263-1908,051-261-1905,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,화살촉,0,2025-07-01
491,로드메카트로닉스,부산광역시 사하구 하신중앙로27번길 17 304호,4,051-263-7347,051-262-7347,그 외 기타 전기장비 제조업 외 1 종,하중 표시 장치,0,2025-07-01
492,루트광학,부산광역시 사하구 다대로354번안길 94 B동 2층 ,2,051-264-8755,051-261-8722,안경 및 안경렌즈 제조업,안경렌즈,0,2025-07-01
493,림스마린서비스,부산광역시 사하구 감천항로 447 ,15,051-413-9730,051-413-9732,그 외 기타 특수목적용 기계 제조업 외 1 종,air compressor,0,2025-07-01
494,마노테크,부산광역시 사하구 장평로 66 ,5,051-714-1330,070-8673-1331,전기회로 개폐·보호장치 제조업 외 1 종,전기콘센트+스위치,0,2025-07-01
495,맥(MAC)한샘퍼니처,부산광역시 사하구 두송로 232  2층 일부,2,051-941-6639,051-831-6649,기타 목재가구 제조업 외 1 종,사무용가구,0,2025-07-01
496,명가씨푸드,부산광역시 사하구 구평로 23 ,16,051-265-6466,051-262-6467,기타 수산동물 가공 및 저장 처리업,수산물 가공품,0,2025-07-01
497,명광화학공업(주),부산광역시 사하구 하신번영로 78 외 1필지,18,051-206-7284,051-206-9048,신발 부분품 제조업 외 2 종,접착제+메트레느,0,2025-07-01
498,명길사,부산광역시 사하구 장평로 116 ,5,051-262-4215,051-262-4215,타이어 및 튜브 제조업 외 1 종,자동차부품,0,2025-07-01
499,명성ENG,부산광역시 사하구 감천항로 493 ,1,051-413-7581,051-415-0609,선박 구성 부분품 제조업,선박부품,0,2025-07-01
500,명성글로벌(주),부산광역시 사하구 다대동로6번길 21 3층 2호 ,21,051-256-8001,051-256-8003,수산동물 건조 및 염장품 제조업 외 3 종,굴비+노가리+자반고등어 등,4,2025-07-01
501,명성식품,부산광역시 사하구 장림번영로104번길 114 ,14,051-261-5784,051-264-4884,수산동물 건조 및 염장품 제조업,건어포,0,2025-07-01
502,명진금속,부산광역시 사하구 다대로354번길 50 ,4,051-262-6214,051-262-6214,볼트 및 너트류 제조업 외 2 종,볼트+자동차 부품,0,2025-07-01
503,명진홀딩스(주),부산광역시 사하구 감천항로 6 ,10,070-5101-2708,051-323-8777,기타 수산동물 가공 및 저장 처리업,생연어 필렛,0,2025-07-01
504,모리엘엔지니어링,부산광역시 사하구 다대로354번길 75 ,3,051-266-0172,051-266-0173,산업용 냉장 및 냉동 장비 제조업,냉동부품,0,2025-07-01
505,무비산업,부산광역시 사하구 을숙도대로873번길 25 외 1필지,20,051-201-5490,051-201-5492,도장 및 기타 피막처리업 외 1 종,후라이팬,0,2025-07-01
506,문성수산,부산광역시 사하구 감천항로 253-2 ,8,051-243-7424,051-243-7426,수산동물 냉동품 제조업,수산물 가공식품,0,2025-07-01
507,문화금속,부산광역시 사하구 감천항로 451-1 ,6,051-412-0033,051-413-0133,동주물 주조업,청동주물,0,2025-07-01
508,미광냉동(주),부산광역시 사하구 다대로605번길 25 외 1필지,12,051-261-7771,051-261-7774,수산동물 냉동품 제조업,제빙+냉동+냉장,0,2025-07-01
509,미부테크(주),부산광역시 사하구 장평로83번길 37-1,15,051-261-0805,051-262-0086,기기용 자동측정 및 제어장치 제조업 외 1 종,기기용 자동측정기 등,0,2025-07-01
510,미성식품,부산광역시 사하구 다대로300번길 31 ,3,051-264-0226,051-262-6067,과자류 및 코코아 제품 제조업,사탕,0,2025-07-01
511,바우홈가구,부산광역시 사하구 장림로 80-1,8,051-263-1339,051-263-0779,기타 목재가구 제조업,목재가구,0,2025-07-01
512,백만전기(주) 물류센터,부산광역시 사하구 구평로16번길 22-1,10,051-242-8006,051-255-9978,배전반 및 전기 자동제어반 제조업 외 1 종,전선가공+전기판넬조립,0,2025-07-01
513,백산산업,부산광역시 사하구 보덕포1길 66 ,9,051-262-0982,051-262-0981,알루미늄 제련·정련 및 합금 제조업,알미늄괴,4,2025-07-01
514,백암수산(주),부산광역시 사하구 다대로320번길 16 ,29,051-245-0180,051-245-0182,수산동물 냉동품 제조업,대왕오징어 귀채,2,2025-07-01
515,벨루가(Beluga),부산광역시 사하구 장림번영로104번길 55 2층 ,4,051-553-2977,051-553-2978,특수 직물 및 기타 직물 직조업 외 22 종,의류+봉제품,0,2025-07-01
516,보라어패럴,부산광역시 사하구 사하로141번길 51-5 ,14,051-201-2051,051-201-2052,셔츠 및 블라우스 제조업 외 3 종,와이셔츠+남방의류 등,0,2025-07-01
517,보은정밀,부산광역시 사하구 장림로161번길 18 ,13,051-264-5865,051-264-5867,주형 및 금형 제조업,금형,0,2025-07-01
518,보임(주),부산광역시 사하구 하신중앙로27번길 17 408호,3,,051-265-5988,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,도로표지병+조명용 제어장치,0,2025-07-01
519,부경 더 피싱,부산광역시 사하구 하신중앙로27번길 17 201호,1,,,낚시 및 수렵용구 제조업,낚시+어구 용품,0,2025-07-01
520,부경수산(주),부산광역시 사하구 장림번영로84번길 27 ,50,051-261-7322,051-261-7325,수산동물 냉동품 제조업 외 1 종,수산물가공품,0,2025-07-01
521,부경시멘트(주),부산광역시 사하구 감천항로 221 ,12,051-263-3200,051-263-3205,시멘트 제조업,스래그시멘트,0,2025-07-01
522,부경시멘트(주),부산광역시 사하구 구평동 산 86-2 외 9필지,25,051-263-3200,,비금속류 해체 및 선별업 외 1 종,고로슬래그 미분말,0,2025-07-01
523,부경엔지니어링,부산광역시 사하구 장림로 118 ,6,051-264-4037,051-264-4039,볼트 및 너트류 제조업 외 3 종,볼트,0,2025-07-01
524,부경웰푸드(주),부산광역시 사하구 장림번영로84번길 21 ,4,051-261-7322,051-261-7325,그 외 기타 식료품 제조업,다시마엑기스 등,0,2025-07-01
525,부경정밀,부산광역시 사하구 하신중앙로27번길 16-1 ,3,051-261-7888,051-261-8825,전기회로 개폐·보호장치 제조업 외 3 종,전기+전자 금소부품,0,2025-07-01
526,부광조선(주),부산광역시 사하구 감천항로405번길 29 ,11,051-263-2278,051-265-1126,강선 건조업 외 2 종,선박,0,2025-07-01
527,부금정밀,부산광역시 사하구 다대로300번길 42 ,1,,,주형 및 금형 제조업 외 1 종,금형,0,2025-07-01
528,부산갈매기,부산광역시 사하구 다대로354번안길 91 1층,17,051-204-0227,051-204-0228,수산동물 훈제·조리 및 유사 조제식품 제조업,어묵,0,2025-07-01
529,부산양조장림제조장,부산광역시 사하구 다대로320번길 9 ,58,051-263-6081,051-263-6082,탁주 및 약주 제조업,탁주,0,2025-07-01
530,부산전기,부산광역시 사하구 감천항로405번길 91,2,,051-980-2634,선박 구성 부분품 제조업,전기판넬,0,2025-07-01
531,부산전기,부산광역시 사하구 하신번영로 397 외 1필지,6,051-207-4717,051-207-8197,변압기 제조업,변압기,0,2025-07-01
532,부성산업,부산광역시 사하구 사하로 63 ,4,051-262-9911,051-262-9444,체조·육상 및 체력단련용 장비 제조업,슬라이드,0,2025-07-01
533,부성선박(주),부산광역시 사하구 감천항로190번안길 14,11,051-416-6604,051-412-6605,선박 구성 부분품 제조업 외 1 종,윈치,0,2025-07-01
534,블루멕스,부산광역시 사하구 낙동대로550번길 37 산학연구관 413-1호 ,1,051-220-7600,051-203-2123,일반용 전기 조명장치 제조업,led조명장치,0,2025-07-01
535,비아이엔테크,부산광역시 사하구 다대로354번길 61 ,1,051-263-2548,051-265-9129,분사기 및 소화기 제조업 외 10 종,분사기 노즐+무기총포 부품+전투용차량부품+선박부분품+유선통신 부품+액체 여과 부품+탭 밸브 유사장치,0,2025-07-01
536,비앤티(주),부산광역시 사하구 감천항로405번길 21 ,10,051-200-8980,051-200-8981,선박 구성 부분품 제조업 외 1 종,선박부품,0,2025-07-01
537,비에스엘코리아,부산광역시 사하구 감천항로405번길 48 ,3,051-412-0591,,선박 구성 부분품 제조업,선박용 보일러 튜브,0,2025-07-01
538,비오비,부산광역시 사하구 장림번영로84번길 34 나동 ,1,051-206-9626,,유압기기 제조업 외 1 종,산업기계부품,0,2025-07-01
539,비케이티부경테크(주),부산광역시 사하구 하신중앙로 37 ,4,051-265-9700,051-265-9701,산업용 냉장 및 냉동 장비 제조업,냉동장비+공냉식일체형유니트,0,2025-07-01
540,빅스타인터내셔널,부산광역시 사하구 감천항로182번길 15 ,4,051-271-6607,051-206-8689,윤활유 및 그리스 제조업,오일첨가제,0,2025-07-01
541,사단법인 골든장애인협회 사업단,부산광역시 사하구 보덕포1길 100,15,051-464-1791,051-441-8484,배전반 및 전기 자동제어반 제조업 외 3 종,전기수전반+배전반+분전반+전동기제어반+폐쇄형배전반+원격제어반,0,2025-07-01
542,사단법인 누리복지회 사업부,부산광역시 사하구 장림번영로104번길 28 2층,17,051-710-1401,051-710-1403,근무복·작업복 및 유사의복 제조업 외 2 종,근무복+운동복,0,2025-07-01
543,사단법인 부산광역시 남구장애인협회 누리피복사업단,부산광역시 사하구 장림로 283 ,14,051-208-0040,051-208-0041,기타 직물제품 제조업 외 20 종,근무복+작업복,0,2025-07-01
544,사단법인해냄복지회부산서부지회,부산광역시 사하구 장림로196번길 11 ,13,051-263-8088,051-263-8089,문구용 종이제품 제조업,복사용지,0,2025-07-01
545,사하스포츠,부산광역시 사하구 장평로 122-2 ,1,051-266-6343,,놀이터용 장비 제조업,야구배트,0,2025-07-01
546,사하윤활유상사,부산광역시 사하구 하신중앙로3번가길 28 ,4,051-571-5499,,구조용 금속 판제품 및 공작물 제조업,금속공작물,0,2025-07-01
547,산청&바이오,부산광역시 사하구 을숙도대로724번길 14 ,6,051-262-0778,,인삼식품 제조업 외 1 종,인삼식품 외,0,2025-07-01
548,삼보텍,부산광역시 사하구 다대로354번안길 60 ,4,051-261-6023,051-261-6024,그 외 기타 플라스틱 제품 제조업,플라스틱 생활용품,0,2025-07-01
549,삼성실업,부산광역시 사하구 낙동남로1367번길 3 외 1필지,18,051-291-0012,051-204-7256,근무복·작업복 및 유사의복 제조업 외 2 종,근무복+여자바지,0,2025-07-01
550,삼아지기공업사,부산광역시 사하구 장림번영로104번길 22 ,3,051-262-0095,051-262-0095,그 외 기타 종이 및 판지 제품 제조업,포장용 박스,0,2025-07-01
551,삼양선용계기(주),부산광역시 사하구 장평로76번길 13 ,10,051-263-4460,051-263-4462,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,전기선등+선창+각창,0,2025-07-01
552,삼양테크,부산광역시 사하구 하신중앙로27번길 17 202호 ,2,051-263-9963,051-263-9964,그 외 기타 일반목적용 기계 제조업 외 1 종,자동화 제작 개발,0,2025-07-01
553,삼영사,부산광역시 사하구 장평로 194 ,5,051-263-4478,051-263-6393,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,트로피+상패+기념패,0,2025-07-01
554,삼오테크,부산광역시 사하구 서포로 44 ,9,051-262-4452,051-262-4453,선박 구성 부분품 제조업,선박용 컨베어 등,0,2025-07-01
555,삼우안전환경 주식회사,부산광역시 사하구 감천항로 253-11,11,051-262-7900,051-262-7600,선박 구성 부분품 제조업 외 3 종,선박구성부분품(선의장품)+선박구성부분품(파이프 등),0,2025-07-01
556,삼우티이에스(주),부산광역시 사하구 감천항로405번길 49 ,3,051-412-0647,051-421-0646,선박 구성 부분품 제조업 외 1 종,선박구성부품(선박의장품),3,2025-07-01
557,삼우티이에스(주),부산광역시 사하구 감천항로405번길 60,5,051-412-0647,051-412-0646,강선 건조업 외 3 종,경금속선+선박구성품+강선+합성수지선,3,2025-07-01
558,삼우티이에스(주),부산광역시 사하구 감천항로405번길 45,9,051-412-0647,051-412-0646,강선 건조업 외 4 종,선박수리 및 건조,3,2025-07-01
559,삼우티이에스(주),부산광역시 사하구 감천항로405번길 101,10,051-412-0647,051-412-0646,강선 건조업 외 3 종,경금속선 제조+선박 구성품 제조,3,2025-07-01
560,삼원테크,부산광역시 사하구 장림번영로104번길 64 ,3,051-415-0063,051-415-0064,톱 및 호환성 공구 제조업,칼날,0,2025-07-01
561,삼일냉장(주),부산광역시 사하구 서포로 36 외 3필지,30,051-262-3101,051-262-3104,수산동물 냉동품 제조업,냉동어류생산,0,2025-07-01
562,삼진그린푸드(주),부산광역시 사하구 장림번영로104번길 120 ,4,051-261-9560,051-264-8582,기타 식품 첨가물 제조업 외 3 종,계면활성제+간장 외,0,2025-07-01
563,삼진그린푸드(주),부산광역시 사하구 다대로300번길 22 ,5,051-261-9560,051-264-8582,포장용 플라스틱 성형용기 제조업 외 3 종,포장용플라스틱성형용기,0,2025-07-01
564,삼화종합식품,부산광역시 사하구 을숙도대로755번길 65 ,15,051-265-0085,051-265-0084,기타육지동물고기가공및저장처리업 외 1 종,국수 및 유사품,0,2025-07-01
565,삼화크린글러브,부산광역시 사하구 장평로 39 외 1필지,21,051-261-6228,,기타 편조의복 액세서리 제조업,장갑,0,2025-07-01
566,상명화학,부산광역시 사하구 을숙도대로569번길 47 ,5,051-266-8524,051-265-8524,그 외 기타 플라스틱 제품 제조업,플라스틱 생활용품,0,2025-07-01
567,상신공업,부산광역시 사하구 장평로83번길 33 ,6,051-264-2046,051-264-2047,그 외 기타 일반목적용 기계 제조업 외 2 종,가스켓,0,2025-07-01
568,상일전기,부산광역시 사하구 감천항로429번길 31 1층 ,3,051-265-3410,051-264-3395,배전반 및 전기 자동제어반 제조업,전기배전반 등,0,2025-07-01
569,새한I&M,부산광역시 사하구 다대동로6번길 13 ,4,051-261-1836,051-261-1837,그 외 기타 전기장비 제조업,전기판넬,0,2025-07-01
570,새한기술전기,부산광역시 사하구 다대동로6번길 10 ,4,051-261-8270,051-261-8271,선박 구성 부분품 제조업,선박용 배전반,0,2025-07-01
571,생기라이프,부산광역시 사하구 비봉로21번길 25,2,051-208-2229,051-2472-229,생물 살균.살충제 및 식물보호제 제조업,살균제,0,2025-07-01
572,서광공업,부산광역시 사하구 을숙도대로724번길 37,1,051-265-5006,051-265-5262,그 외 금속 압형제품 제조업,프레스가공제품,0,2025-07-01
573,서진섬유공업사,부산광역시 사하구 하신중앙로17번길 12,4,051-301-1653,051-301-1654,편조원단 제조업,환편원단,0,2025-07-01
574,서현산업,부산광역시 사하구 장림로 78-5 ,3,051-923-5401,051-266-5401,끈 및 로프 제조업,섬유로프,0,2025-07-01
575,선보공업(주)제2공장,부산광역시 사하구 홍티로 100 외 2필지,44,051-260-5534,051-261-3455,선박 구성 부분품 제조업 외 1 종,선박구성품+UNIT+FGSS,5,2025-07-01
576,선보유니텍(주),부산광역시 사하구 감천항로 399 외 4필지,31,051-260-5580,051-266-3455,선박 구성 부분품 제조업,선박부분품(모듈 unit+블록 unit),3,2025-07-01
577,선보유니텍(주),부산광역시 사하구 감천항로 399 외 4필지,126,051-260-5531,051-261-3455,선박 구성 부분품 제조업,모둘장치+블록장치,3,2025-07-01
578,선보유니텍(주),부산광역시 사하구 감천항로405번길 61 ,31,051-260-5971,051-266-3455,선박 구성 부분품 제조업 외 10 종,선박부품,3,2025-07-01
579,선보유니텍(주),부산광역시 사하구 감천항로405번길 61 ,15,051-260-5510,,선박 구성 부분품 제조업,선박부품,3,2025-07-01
580,선우엔지니어링,부산광역시 사하구 감천항로 369-3,15,051-417-6767,051-417-8898,선박 구성 부분품 제조업,기관부속품(선박구성부분품제조),0,2025-07-01
581,선진테크(주),부산광역시 사하구 감천항로405번길 11 ,48,051-262-3510,051-262-3520,선박 구성 부분품 제조업 외 5 종,선박 각종 기기 및 파이프류,0,2025-07-01
582,성경프로펠러,부산광역시 사하구 을숙도대로569번길 33 ,4,051-266-7900,051-266-0017,기어 및 동력전달장치 제조업 외 1 종,축+추진기+타+노즐,0,2025-07-01
583,성광엔지니어링,부산광역시 사하구 장평로 122-5 ,8,051-208-7092,051-202-2894,용기 세척·포장 및 충전기 제조업,냉동팬+냉동용기+전기판넬,0,2025-07-01
584,성광케미칼,부산광역시 사하구 하신중앙로54번길 32 ,2,051-264-1344,051-263-1346,계면활성제 제조업,계면활성제,0,2025-07-01
585,성동선박공업(주),부산광역시 사하구 구평로 21-5 ,14,051-266-2988,051-266-2900,선박 구성 부분품 제조업,기관부품류(실린더 헤드+밸브 등),0,2025-07-01
586,성신토탈마린,부산광역시 사하구 감천항로405번길 64 ,4,051-417-3969,051-417-3969,선박 구성 부분품 제조업,선박구성품,0,2025-07-01
587,성오정밀,부산광역시 사하구 다대로354번안길 94 ,6,051-262-3077,051-261-8722,그 외 기타 플라스틱 제품 제조업 외 1 종,사출+금형,0,2025-07-01
588,성원테크,부산광역시 사하구 장평로 58 ,8,051-266-0573,,육상 금속 골조 구조재 제조업 외 1 종,병마개+조립금속,0,2025-07-01
589,성조기계,부산광역시 사하구 장평로132번길 12 ,10,051-291-7528,051-291-7528,절삭가공 및 유사처리업,기계부품,0,2025-07-01
590,성조기계,부산광역시 사하구 장평로 179 ,17,051-261-7529,,절삭가공 및 유사처리업,유압부품 등,0,2025-07-01
591,성지인터네셔널,부산광역시 사하구 다대로354번안길 100 ,14,051-266-4934,051-266-4937,낚시 및 수렵용구 제조업,낚시용 찌,0,2025-07-01
592,성진씨엠 주식회사,부산광역시 사하구 하신번영로 8 ,21,051-203-2114,051-206-3114,레미콘 제조업,레미콘,0,2025-07-01
593,성창기업(주),부산광역시 사하구 다대로 627 ,239,051-260-3313,051-264-8997,박판·합판 및 유사 적층판 제조업,합판+마루,0,2025-07-01
594,성해특수인쇄,부산광역시 사하구 하신중앙로27번길 17 105호 ,2,051-264-6512,051-264-6659,스크린 인쇄업,인쇄물,0,2025-07-01
595,성화테크,부산광역시 사하구 하신중앙로17번길 10 ,6,051-205-0556,051-205-0557,그 외 기타 플라스틱 제품 제조업,전자부품,0,2025-07-01
596,세경어패럴,부산광역시 사하구 하신중앙로17번길 24 ,9,051-261-8320,,셔츠 및 블라우스 제조업 외 1 종,셔츠,0,2025-07-01
597,세대산업,부산광역시 사하구 장평로132번길 16-7 ,2,051-261-2431,051-261-4643,,특수조명밸트,0,2025-07-01
598,세명ENG,부산광역시 사하구 장평로83번길 19 ,4,051-261-6385,051-261-6396,그 외 자동차용 신품 부품 제조업 외 10 종,볼트+너트,0,2025-07-01
599,세명엔지니어링,부산광역시 사하구 장평로132번길 10 ,1,051-263-5052,051-263-5450,산업용 냉장 및 냉동 장비 제조업,냉동설비+내동판 제작,0,2025-07-01
600,세신버팔로(주),부산광역시 사하구 을숙도대로873번길 31 ,45,055-269-0600,,비동력식 수공구 제조업,수공구,0,2025-07-01
601,세양수산 주식회사,부산광역시 사하구 장평로 43 ,11,051-264-2437,051-264-2438,기타 수산동물 가공 및 저장 처리업,자숙문어+오징어채 등,0,2025-07-01
602,세영전기,부산광역시 사하구 장평로 64 ,5,051-264-7840,051-265-7840,선박 구성 부분품 제조업,배전판+전기판금,0,2025-07-01
603,세원양행,부산광역시 사하구 을숙도대로 682 ,13,051-264-0668,051-264-7133,그외 기타 의료용 기기 제조업,의료용기,0,2025-07-01
604,세진기업,부산광역시 사하구 구평로16번길 71 ,2,051-264-1396,051-266-1369,선박 구성 부분품 제조업,선박의장품,0,2025-07-01
605,소울테크,부산광역시 사하구 을숙도대로569번길 33 ,22,051-271-8771,051-271-8773,배전반 및 전기 자동제어반 제조업 외 5 종,junction box(배전함)+전기판넬+구조물,0,2025-07-01
606,소인상사,부산광역시 사하구 다대로297번길 20 ,5,051-261-6410,051-802-5718,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,타이어 보호망,0,2025-07-01
607,송원에프앤씨,부산광역시 사하구 다대로605번길 9 ,7,070-5222-5935,051-266-2120,기타 수산동물 가공 및 저장 처리업 외 1 종,수산물,0,2025-07-01
608,수림산업,부산광역시 사하구 두송로 237 ,3,055-647-0155,,선박 구성 부분품 제조업,선박보온재,0,2025-07-01
609,수범단조금형,부산광역시 사하구 장림로 100 ,7,051-941-7274,051-941-7276,주형 및 금형 제조업,금형가공,0,2025-07-01
610,쉐르파코리아,부산광역시 사하구 하신번영로 438-1,15,051-206-2823,051-204-2823,치과용 기기 제조업,치과용 인상재,0,2025-07-01
611,스콜피온 독 베이스볼,부산광역시 사하구 장평로195번길 6 1층 ,2,051-266-7120,051-266-7121,기타 운동 및 경기용구 제조업,야구 배트,0,2025-07-01
612,시민프라스틱공업사,부산광역시 사하구 하신중앙로17번길 5,21,051-264-3821,051-266-3721,운송장비 조립용 플라스틱제품 제조업 외 1 종,프라스틱 가정용품제조,0,2025-07-01
613,시영정밀,부산광역시 사하구 하신중앙로17번길 13 외 1필지,15,051-831-5569,051-831-5568,선박 구성 부분품 제조업,레벨게이지+댐푸받이,0,2025-07-01
614,시온수산,부산광역시 사하구 다대로605번길 25 지하층,11,051-462-9005,051-462-9006,수산동물 냉동품 제조업,자반고등어,0,2025-07-01
615,신광정밀,부산광역시 사하구 하신중앙로 5 ,13,051-327-2776,051-312-2521,탭·밸브 및 유사장치 제조업,밸브+기계부품,0,2025-07-01
616,신도플라텍(주) 2공장,부산광역시 사하구 보덕포1길 81,15,051-832-0235,051-832-0239,자동차 엔진용 신품 부품 제조업,자동차부품+연료탱크,3,2025-07-01
617,신명산업사,부산광역시 사하구 다대로300번길 43 ,8,051-264-1746,051-264-1747,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,0,2025-07-01
618,신명열처리,부산광역시 사하구 하신중앙로3번길 114 ,12,051-266-8688,051-266-8690,금속 열처리업,금형 열처리,0,2025-07-01
619,신생중상이용사촌,부산광역시 사하구 다대로605번길 17 ,6,051-261-3151,051-261-9700,수산동물 훈제·조리 및 유사 조제식품 제조업,명태찜,0,2025-07-01
620,신성기전(주),부산광역시 사하구 하신중앙로54번길 43 ,5,070-7122-3032,051-265-7997,전기회로 개폐·보호장치 제조업 외 3 종,조명기기+판넬,0,2025-07-01
621,신신금속,부산광역시 사하구 하신중앙로 111 ,6,051-265-8008,051-266-6674,그 외 자동차용 신품 부품 제조업 외 6 종,자동차 핀+리벳 등,0,2025-07-01
622,신아정보통신,부산광역시 사하구 대티로 19 ,4,051-204-6223,051-291-6226,기타 무선 통신장비 제조업,무선통신기기,0,2025-07-01
623,신양냉동ENG,부산광역시 사하구 하신중앙로27번길 16 1층 ,2,051-322-9051,051-322-9011,음ㆍ식료품 및 담배 가공기계 제조업,식품건조기,0,2025-07-01
624,신용산업,부산광역시 사하구 하신중앙로3번가길 28 A동 2층 ,7,051-261-7878,051-261-9000,플라스틱 포대·봉투 및 유사제품 제조업 외 2 종,비닐봉투,0,2025-07-01
625,신원기업사,부산광역시 사하구 감천항로190번길 46 ,2,051-262-0553,,선박 구성 부분품 제조업,선박의장+목재건구류,0,2025-07-01
626,신일산업,부산광역시 사하구 장평로41번길 16 ,14,051-203-6481,051-203-6482,신발 부분품 제조업,신발부품+깔창,0,2025-07-01
627,신일섬유(주),부산광역시 사하구 다대로354번안길 105 ,15,051-266-6273,051-266-6289,화학섬유직물 직조업,화학섬유,4,2025-07-01
628,신정산업사,부산광역시 사하구 다대로300번길 15 ,7,051-291-1747,051-204-2392,계면활성제 제조업,계면활성제(세제),0,2025-07-01
629,신한전자기기,부산광역시 사하구 사하로 52 ,0,051-262-3262,051-262-0312,산업처리공정 제어장비 제조업,크레인 안전장치 과부하방지기,0,2025-07-01
630,신해제망,부산광역시 사하구 장평로41번길 25 ,5,051-972-4795,051-972-4796,어망 및 기타 끈 가공품 제조업,어구+어망,0,2025-07-01
631,신현수산(주),부산광역시 사하구 두송로 265 4층 5층 외 5필지,58,051-253-9400,051-253-9401,수산동물 냉동품 제조업,냉동참치횟감,10,2025-07-01
632,신흥ENG,부산광역시 사하구 장평로15번길 1 ,25,051-941-6455,051-818-2455,선박 구성 부분품 제조업 외 1 종,선박의장품+커튼제작(선박용),0,2025-07-01
633,신흥화학,부산광역시 사하구 장평로83번길 5 ,2,051-262-4905,051-262-4906,그 외 기타 플라스틱 제품 제조업,프라스틱 가정용품,0,2025-07-01
634,싱크플러스,부산광역시 사하구 승학로233번길 50 상가202호 ,2,051-202-9890,051-202-9895,그 외 기타 전자부품 제조업 외 1 종,미생물공급장치,0,2025-07-01
635,쌍용레미콘(주)서부산사업소,부산광역시 사하구 하신중앙로 147 ,17,051-208-6611,051-208-6617,레미콘 제조업,레미콘,0,2025-07-01
636,쌍용씨앤이(주) 부산공장,부산광역시 사하구 구평로 40 ,11,051-261-3802,,시멘트 제조업,슬래그 시멘트+슬래그분말+시멘트,0,2025-07-01
637,씨엔씨엔지니어링,부산광역시 사하구 감천항로190번안길 16 ,5,051-831-5506,051-831-5507,그 외 기타 전기장비 제조업 외 1 종,전자석+공기조화장치,0,2025-07-01
638,씨엠코리아(주),부산광역시 사하구 감천항로405번길 14 ,48,051-262-3554,051-262-3556,그 외 기타 일반목적용 기계 제조업 외 13 종,어처리장치,0,2025-07-01
639,씨크리드,부산광역시 사하구 다대로605번길 9  2층 1호,15,051-266-5100,051-266-5111,수산동물 냉동품 제조업,고등어살+삼치살+손질 오징어 등,0,2025-07-01
640,아미실업,부산광역시 사하구 하신중앙로3번길 60-1 ,21,051-293-6472,051-293-6474,정형외과용 및 신체보정용 기기 제조업 외 5 종,정형외과용품 외,1,2025-07-01
641,아세아라미네이팅,부산광역시 사하구 감천항로190번길 20 ,10,051-262-4316,051-262-6163,적층·합성 및 특수표면처리 종이 제조업,가공지,0,2025-07-01
642,아세아화학,부산광역시 사하구 장림로184번길 5,3,051-261-4451,051-261-4528,플라스틱 포대·봉투 및 유사제품 제조업,가정용기류 제조,0,2025-07-01
643,아이엠피,부산광역시 사하구 감천항로419번길 25 ,9,051-202-0982,051-202-0983,배전반 및 전기 자동제어반 제조업 외 1 종,배전반 등,1,2025-07-01
644,아테크,부산광역시 사하구 장평로15번길 14 ,7,051-265-4806,051-261-4896,그 외 자동차용 신품 부품 제조업 외 3 종,자동차용 쇼바,0,2025-07-01
645,야성산업,부산광역시 사하구 신산로 72-1,4,051-291-5872,051-291-8906,선박 구성 부분품 제조업,조선기자재,0,2025-07-01
646,어울림,부산광역시 사하구 하신중앙로3번가길 76 ,10,051-262-6565,051-262-6601,수산동물 냉동품 제조업,냉동수삼물,0,2025-07-01
647,에스더블유조선(주),부산광역시 사하구 감천항로405번길 49 ,3,051-266-7105,051-266-7106,선박 구성 부분품 제조업 외 1 종,선박구성부품(의장품)+선박수리,0,2025-07-01
648,에스알(S.R)씨푸드,부산광역시 사하구 장평로15번길 1-6 ,9,051-266-4692,051-266-4693,수산동물 훈제·조리 및 유사 조제식품 제조업,훈제연어,0,2025-07-01
649,에스에스에이(주),부산광역시 사하구 하신중앙로27번길 6 ,16,051-325-2900,051-971-2186,그 외 기타 특수목적용 기계 제조업 외 6 종,자동화기계,0,2025-07-01
650,에스에스이주식회사,부산광역시 사하구 하신중앙로3번가길 28 B동 ,2,070-4320-3488,051-797-8111,선박 구성 부분품 제조업 외 1 종,해양+조선 기자재,0,2025-07-01
651,에스에이치,부산광역시 사하구 다대동 1348-4,5,055-328-9992,,일반철물 제조업,금속제선반 받침대,0,2025-07-01
652,에스엔스틸(주),부산광역시 사하구 홍티로 92 ,18,051-924-7900,051-924-7902,그 외 기타 1차 철강 제조업 외 1 종,철강판,0,2025-07-01
