순번,회사명,공장주소,전화번호,대표업종번호,업종명,종업원수,생산품
2414,동경철강(주),부산광역시 강서구 가달2로 52 (생곡동),051-831-2981,25944,금속선 가공제품 제조업 외 4 종,29,철강선
1070,(주)우진와이어,부산광역시 강서구 미음산단로 291 (미음동),051-302-3368,25944,금속선 가공제품 제조업,8,와이어로프
1848,거목,부산광역시 강서구 녹산산업북로 241 (송정동),051-261-4255,25944,금속선 가공제품 제조업,0,철강선
1898,경신테크,부산광역시 강서구 대저중앙로375번길 37 (대저1동),051-971-1138,25944,금속선 가공제품 제조업,2,방충망
1916,고려강업,부산광역시 강서구 제도로1041번길 524 (강동동),051-971-4970,25944,금속선 가공제품 제조업,5,"쇼트볼, 기계부품"
2549,동진콘베어밸트,부산광역시 강서구 맥도강변길835번길 26 (대저2동),051-973-6633,25944,금속선 가공제품 제조업,3,매쉬밸트
2605,디에스에이,부산광역시 강서구 녹산산단27로 153 (송정동),051-941-1752,25944,금속선 가공제품 제조업,2,스틸와이어로프 가공품
2779,미래엠텍,부산광역시 강서구 낙동북로60번길 4(강동동),,25944,금속선 가공제품 제조업,1,산업기계부품
2930,부영철망,부산광역시 강서구 대저중앙로375번길 43 (대저1동),051-305-8575,25944,금속선 가공제품 제조업,5,철망
3318,세창와이어,부산광역시 강서구 녹산산단261로 54 (송정동),051-544-5577,25944,금속선 가공제품 제조업,3,"크레인, 선박, 호이스트 등 와이어 제작"
3348,수림스틸,"부산광역시 강서구 미음국제5로다길 26, 수림스틸 (미음동)",051-831-1921,25944,금속선 가공제품 제조업,2,"결착구, 철선"
3349,수민실업,부산광역시 강서구 미음산단3로 70 (미음동),051-328-0881,25944,금속선 가공제품 제조업,6,페인트호스
3511,쌍용선재(주),부산광역시 강서구 녹산산업북로 178 (송정동),051-831-4182,25944,금속선 가공제품 제조업,76,외이어 로프
3749,영신선재,부산광역시 강서구 평성길 5-14 (명지동),051-271-6130,25944,금속선 가공제품 제조업,2,선재(線材) 가공품
3786,영화기업,부산광역시 강서구 낙동남로605번길 46-29 (녹산동),051-941-7331,25944,금속선 가공제품 제조업,5,와이어로프 강선
3787,영화기업,부산광역시 강서구 낙동남로605번길 46-33 (녹산동),051-941-7331,25944,금속선 가공제품 제조업,5,"와이어로프, 오프, 선구, 배관자재"
4063,일동금속벨트(주),부산광역시 강서구 녹산산단289로 82 (송정동),051-831-0366,25944,금속선 가공제품 제조업,7,메쉬 벨트
4099,재원금속,부산광역시 강서구 녹산산업북로 277 (송정동),055-323-4537,25944,금속선 가공제품 제조업,4,유볼트 외
4857,케미텍이엔지,부산광역시 강서구 낙동북로60번길 6-13 (강동동),051-941-2914,25944,금속선 가공제품 제조업,3,와이어로프
5036,테호로프스코리아(주),부산광역시 강서구 미음산단4로 146 (미음동),,25944,금속선 가공제품 제조업,2,와이어로프 가공품
5369,호원P&D,부산광역시 강서구 식만로179번가길 39 (식만동),051-302-0520,25944,금속선 가공제품 제조업,5,자동차부품
752,(주)수정위너스,부산광역시 강서구 생곡산단1로24번길 51 (생곡동),070-5075-4500,38311,금속류 해체 및 선별업 외 3 종,40,재생 금속원료 등
3737,영도비철공업사,부산광역시 강서구 생곡산단1로24번길 29 (생곡동),051-315-1519,38311,금속류 해체 및 선별업 외 3 종,5,"알루미늄, 고철, 폐전선 등"
1904,경원스틸(주),부산광역시 강서구 생곡산단2로 27 (생곡동),055-314-6770,38311,금속류 해체 및 선별업 외 2 종,14,생철 압축
3834,용산스틸,부산광역시 강서구 생곡산단1로24번길 41 (생곡동),051-208-9393,38311,금속류 해체 및 선별업 외 2 종,3,"분철 압축, 전기, 분철 압축"
3897,우진자원,부산광역시 강서구 생곡산단2로 15 (생곡동),051-973-9992,38311,금속류 해체 및 선별업 외 2 종,3,철스크랩 가공처리
4880,케이원산업(주),부산광역시 강서구 생곡산단2로 46 (생곡동),055-716-2258,38311,금속류 해체 및 선별업 외 2 종,2,절단고철
35,(주)가야스틸,부산광역시 강서구 생곡산단2로11번길 39 (생곡동),051-323-4947,38311,금속류 해체 및 선별업 외 1 종,6,"금속원료재생, 금속스크랩, 가공처리"
86,(주)구마자원,부산광역시 강서구 생곡산단2로11번길 43 (생곡동),051-941-3364,38311,금속류 해체 및 선별업 외 1 종,8,철강 절단가공
489,(주)벽산철재,부산광역시 강서구 생곡산단1로 46 (생곡동),051-972-5828,38311,금속류 해체 및 선별업 외 1 종,3,스크랩
514,(주)부산메탈상사,부산광역시 강서구 생곡산단2로 19 (생곡동),051-203-0103,38311,금속류 해체 및 선별업 외 1 종,11,금속스크랩 가공
548,(주)북부산녹산폐차장,부산광역시 강서구 녹산산업북로193번길 14 (송정동),051-831-1005,38311,금속류 해체 및 선별업 외 1 종,15,고철재생
701,(주)세강스틸,부산광역시 강서구 녹산산단382로49번길 50 (송정동),051-831-5326,38311,금속류 해체 및 선별업 외 1 종,8,"고철 압축,가공"
781,(주)신성스크랩,부산광역시 강서구 생곡산단2로 43 (생곡동),051-973-5531,38311,금속류 해체 및 선별업 외 1 종,3,철 스크랩
799,(주)신우특수강,부산광역시 강서구 녹산산업중로 369 (송정동),051-831-0601,38311,금속류 해체 및 선별업 외 1 종,26,"스텐레스 스틸 압축, 가공"
846,(주)씨제이스틸,부산광역시 강서구 생곡산단1로24번길 17 (생곡동),051-264-4200,38311,금속류 해체 및 선별업 외 1 종,10,가공 철스크랩
922,(주)에스티스틸,부산광역시 강서구 생곡산단2로11번길 26 (생곡동),051-981-0590,38311,금속류 해체 및 선별업 외 1 종,3,고철
923,(주)에스티스틸 2공장,부산광역시 강서구 생곡산단2로11번길 20 (생곡동),051-981-0590,38311,금속류 해체 및 선별업 외 1 종,0,"고철, 고철"
947,(주)에코라이프살림,부산광역시 강서구 생곡산단1로24번길 57 (생곡동),051-264-7080,38311,금속류 해체 및 선별업 외 1 종,23,금속재생원료
995,(주)영신스틸,부산광역시 강서구 생곡산단2로 35 (생곡동),051-972-2886,38311,금속류 해체 및 선별업 외 1 종,9,"압축고철, 선별고철"
1037,(주)용진,부산광역시 강서구 생곡산단2로 8 (생곡동),051-941-2241,38311,금속류 해체 및 선별업 외 1 종,10,제강 원재료
1041,(주)우남철재,부산광역시 강서구 생곡산단2로11번길 57 (생곡동),,38311,금속류 해체 및 선별업 외 1 종,10,압축 철스크랩
1247,(주)조향메탈 생곡,부산광역시 강서구 생곡산단2로11번길 23 (생곡동),051-316-6385,38311,금속류 해체 및 선별업 외 1 종,8,비철 스크랩
1263,(주)지앤에스메탈,부산광역시 강서구 가달2로 7 (생곡동),051-831-8334,38311,금속류 해체 및 선별업 외 1 종,10,주물단괴
1320,(주)카비,부산광역시 강서구 생곡산단2로11번길 17 (생곡동),051-973-5200,38311,금속류 해체 및 선별업 외 1 종,8,순환자원
2041,금조스틸,부산광역시 강서구 생곡산단2로11번길 13 (생곡동),051-326-5210,38311,금속류 해체 및 선별업 외 1 종,4,스크랩
2379,대흥스텐(주),부산광역시 강서구 생곡산단2로 39 (생곡동),051-973-4715,38311,금속류 해체 및 선별업 외 1 종,3,스크랩
2436,동명금속,부산광역시 강서구 생곡산단2로 52 (생곡동),051-941-5671,38311,금속류 해체 및 선별업 외 1 종,4,절단 스테인리스
2499,동양비철(주),부산광역시 강서구 생곡산단2로11번길 19 (생곡동),051-921-0088,38311,금속류 해체 및 선별업 외 1 종,12,비철금속 원료 재생
2688,만경상사,부산광역시 강서구 생곡산단2로11번길 8 (생곡동),051-941-4594,38311,금속류 해체 및 선별업 외 1 종,1,스크랩
2826,범천기업(주),부산광역시 강서구 녹산산업북로313번길 14-1 (송정동),051-831-1137,38311,금속류 해체 및 선별업 외 1 종,20,철강괴
3095,삼흥비철,부산광역시 강서구 생곡산단2로11번길 47 (생곡동),051-831-0444,38311,금속류 해체 및 선별업 외 1 종,4,스크랩 압축
3108,새광엔텍,부산광역시 강서구 녹산산단382로59번길 49 (송정동),051-831-0335,38311,금속류 해체 및 선별업 외 1 종,3,스텐레스 강철쇠
3256,세강,부산광역시 강서구 생곡산단2로11번길 9 (생곡동),051-973-4139,38311,금속류 해체 및 선별업 외 1 종,4,압축고철
3311,세진스틸,부산광역시 강서구 생곡산단1로24번길 25 (생곡동),051-973-4208,38311,금속류 해체 및 선별업 외 1 종,5,스크랩
3474,신창,부산광역시 강서구 생곡산단2로 45 (생곡동),051-317-5667,38311,금속류 해체 및 선별업 외 1 종,5,알루미늄 스크랩
3771,영진스틸(주),부산광역시 강서구 생곡산단1로24번길 35 (생곡동),051-265-3401,38311,금속류 해체 및 선별업 외 1 종,9,스크랩
5374,화랑자원,부산광역시 강서구 생곡산단2로11번길 44 (생곡동),070-4124-0553,38311,금속류 해체 및 선별업 외 1 종,2,스크랩
5385,화신상사,부산광역시 강서구 생곡산단2로11번길 48 (생곡동),051-973-2387,38311,금속류 해체 및 선별업 외 1 종,2,고철가공
5418,흥생무역(주)생곡지점,부산광역시 강서구 생곡산단2로 39 (생곡동),051-973-4716,38311,금속류 해체 및 선별업 외 1 종,2,가공 압축스크랩
1293,(주)진후금속,부산광역시 강서구 생곡산단2로 7 (생곡동),051-972-3638,38311,금속류 해체 및 선별업,3,선별분철(스텐)
3099,상동자원,부산광역시 강서구 생곡산단2로11번길 40(생곡동),051-941-3938,38311,금속류 해체 및 선별업,3,"고철, 폐 스텐 등"
4838,청조자원,부산광역시 강서구 생곡산단1로24번길 25 (생곡동),,38311,금속류 해체 및 선별업,3,"알루미늄, 구리"
1576,(주)한국에스티에스,부산광역시 강서구 생곡산단2로 40(생곡동),051-312-1322,38312,금속류 원료 재생업 외 1 종,6,"스테인레스 스크랩, 전기"
87,(주)구마자원 부산지점,부산광역시 강서구 생곡산단1로24번길 11 (생곡동),,38312,금속류 원료 재생업,8,"절단 압축 스텐레스, 니켈, 티타늄"
89,(주)구마자원 생곡지점,부산광역시 강서구 생곡산단2로11번길 29 (생곡동),051-941-3364,38312,금속류 원료 재생업,8,"압축 스텐레스. 니켈, 티타늄"
487,(주)베니온,부산광역시 강서구 생곡동 1512-6번지,051-972-4065,38312,금속류 원료 재생업,3,절단고철
599,(주)삼전철강,부산광역시 강서구 생곡산단2로 15 (생곡동),,38312,금속류 원료 재생업,12,절단 고철
640,(주)서흥철강,부산광역시 강서구 생곡산단2로11번길 48 (생곡동),,38312,금속류 원료 재생업,2,절단고철
705,(주)세명스틸,부산광역시 강서구 생곡산단2로11번길 53 (생곡동),051-971-1158,38312,금속류 원료 재생업,3,압축(선별)고철
997,(주)영신스틸 생곡2지점,부산광역시 강서구 생곡산단2로 20 (생곡동),051-972-2886,38312,금속류 원료 재생업,0,철 스크랩 등
1292,(주)진환스텐,부산광역시 강서구 생곡산단2로 31 (생곡동),051-972-3638,38312,금속류 원료 재생업,8,스텐분철압축
1672,(주)현진,부산광역시 강서구 생곡산단2로11번길 33(생곡동),051-832-8844,38312,금속류 원료 재생업,10,압축분철
3667,에이치제이특수강,부산광역시 강서구 생곡산단2로 7 (생곡동),051-972-3638,38312,금속류 원료 재생업,3,"STS스크랩 가공처리, 용해"
4052,인터지스(주),부산광역시 강서구 생곡산단2로 8 (생곡동),051-604-3338,38312,금속류 원료 재생업,6,제강 원재료
4209,주식회사 구마자원,부산광역시 강서구 생곡산단2로11번길 20 (생곡동),051-941-3364,38312,금속류 원료 재생업,10,알루미늄 스크랩
4344,주식회사 비로,부산광역시 강서구 가달2로 23 (생곡동),,38312,금속류 원료 재생업,11,"절단,압축,선별된 폐금속류"
4918,콜럼버스 주식회사,부산광역시 강서구 생곡산단2로11번길 30 (생곡동),051-966-1472,38312,금속류 원료 재생업,12,고철
342,(주)동주이엔씨,부산광역시 강서구 제도로1041번다길 22 (강동동),051-631-0113,25994,금속 표시판 제조업 외 11 종,6,"교통안전표지, 도로표지, 방향표지판"
618,(주)상우휀스,부산광역시 강서구 공항로 351-7 (대저2동),051-971-8774,25994,금속 표시판 제조업,13,교통표지판
3520,쓰리에스코리아 주식회사,부산광역시 강서구 대저중앙로348번길 8-9 (대저1동),055-762-5260,25994,금속 표시판 제조업,5,"안전용품, 안전표지판"
408,(주)디케이금속,부산광역시 강서구 범방2로 100 (범방동),051-343-9860,25991,금속 캔 및 기타 포장용기 제조업 외 3 종,10,밸브실 등
667,(주)성우EOE,부산광역시 강서구 화전산단2로134번길 38 (화전동),051-264-2112,25991,금속 캔 및 기타 포장용기 제조업 외 1 종,15,"이지오픈앤드, 에어졸탑앤드, 에어졸"
1278,(주)지케이디,부산광역시 강서구 가달2로 39 (생곡동),051-710-7899,25991,금속 캔 및 기타 포장용기 제조업 외 1 종,28,"메탈박스, 메탈박스"
114,(주)금산,부산광역시 강서구 녹산산업중로 259 (송정동),051-831-6060,25991,금속 캔 및 기타 포장용기 제조업,20,공드럼재생
211,(주)대명제관,부산광역시 강서구 녹산산업중로61번길 25 (송정동),051-831-1911,25991,금속 캔 및 기타 포장용기 제조업,13,포장용캔
407,(주)디케이금속,부산광역시 강서구 미음동 0번지 부산신항배후 국제산업물류도시(1단계) I26블록 2놋트,055-343-9860,25991,금속 캔 및 기타 포장용기 제조업,8,금속통 밸브실
650,(주)성강스틸,부산광역시 강서구 미음산단2로16번길 31 (구랑동),051-322-2533,25991,금속 캔 및 기타 포장용기 제조업,6,금속 캔 및 기타 금속 포장용기 가공
668,(주)성우EOE,부산광역시 강서구 화전산단2로134번길 42 (화전동),051-264-2112,25991,금속 캔 및 기타 포장용기 제조업,5,"EOE제품, 참치캔뚜껑"
1722,21세기프레임,부산광역시 강서구 녹산산업중로 120 (송정동),051-991-3523,25991,금속 캔 및 기타 포장용기 제조업,9,"위험물저장소, 자재 인양함, 밀폐공간 안전장비함 등"
3135,서진,부산광역시 강서구 미음산단2로16번길 31 (구랑동),051-941-6112,25991,금속 캔 및 기타 포장용기 제조업,10,인터널트레이
4542,주식회사 제이와이케이,부산광역시 강서구 가달2로 39 (생곡동),,25991,금속 캔 및 기타 포장용기 제조업,10,금속용기
4651,주식회사 화인스틸,부산광역시 강서구 가달1로 47 (생곡동) B동,051-941-1237,25991,금속 캔 및 기타 포장용기 제조업,8,금속캔 및 기타용기
4796,창의기업사,부산광역시 강서구 화전산단5로74번길 36 (화전동),051-831-3342,25991,금속 캔 및 기타 포장용기 제조업,13,조선배전함 기계커버
5348,협성기업,부산광역시 강서구 녹산산업북로313번길 81 (송정동),051-831-9604,25991,금속 캔 및 기타 포장용기 제조업,5,전기판넬케이스
4784,창성테크,부산광역시 강서구 대저중앙로357번길 42 (대저1동),051-301-2004,29230,금속 주조 및 기타 야금용 기계 제조업 외 4 종,1,산업기계
901,(주)에스앤씨메탈,부산광역시 강서구 미음산단3로 109 (미음동),051-831-8973,29230,금속 주조 및 기타 야금용 기계 제조업 외 1 종,9,선박용 기어
4331,주식회사 부광금속,부산광역시 강서구 미음국제5로나길 31 (미음동) (주)부광금속,,29230,금속 주조 및 기타 야금용 기계 제조업 외 1 종,3,금속전기로 등
900,(주)에스앤씨메탈,부산광역시 강서구 녹산산단27로 5 (송정동),051-831-8973,29230,금속 주조 및 기타 야금용 기계 제조업,16,기계제작용 시멘트기계 부품
1685,(주)호길,부산광역시 강서구 대저2동번지 3430,051-941-4061,29230,금속 주조 및 기타 야금용 기계 제조업,9,"압력용기, 기계설비"
2014,금광기계공업(주),부산광역시 강서구 녹산산단261로60번길 40 (송정동),051-831-2277,29230,금속 주조 및 기타 야금용 기계 제조업,8,"압연기용롤러,갤린더(롤러),믹싱롤러"
2559,동현금속기계,부산광역시 강서구 미음국제5로가길 21 (미음동),,29230,금속 주조 및 기타 야금용 기계 제조업,1,일반목적용 산업기계 압연기 등
2874,부국ENG,부산광역시 강서구 식만로 51-16 (죽림동),051-303-7353,29230,금속 주조 및 기타 야금용 기계 제조업,5,"산업기계,주물공장설비제조"
4850,충무포금기계,부산광역시 강서구 미음국제5로라길 37 (미음동),051-255-1760,29230,금속 주조 및 기타 야금용 기계 제조업,3,선박의장품 및 기계부품 등
5420,희성기연,부산광역시 강서구 녹산산업중로 432 (송정동),051-266-2472,29230,금속 주조 및 기타 야금용 기계 제조업,18,압연기용 롤러
1588,(주)한그린텍,부산광역시 강서구 녹산산업북로 46 (송정동),051-831-8408,25113,금속 조립구조재 제조업 외 2 종,6,안테나 구조물
1077,(주)원진엠앤티,부산광역시 강서구 미음국제4로 23 (미음동),051-315-4755,29223,금속 절삭기계 제조업 외 4 종,107,"가공공작기계, 특수베어링, 방산부품"
4590,주식회사 크린텍,부산광역시 강서구 녹산산업중로 52-9 (송정동),051-831-6151,29223,금속 절삭기계 제조업 외 4 종,23,호닝머신 등
1024,(주)와이디솔루션,부산광역시 강서구 미음산단3로 96 (미음동),051-243-1829,29223,금속 절삭기계 제조업 외 3 종,7,기계부품
2468,동신딥홀정공,,051-271-2180,29223,금속 절삭기계 제조업 외 2 종,5,딥홀 및 건드릴가공
3384,시케이정밀,부산광역시 강서구 녹산산업중로 32-13 (송정동),051-971-3664,29223,금속 절삭기계 제조업 외 11 종,1,"유도무기, 전차장비, 자동차용 후드 등"
3732,영남자동화기계,부산광역시 강서구 유통단지1로132번길 20 (대저2동),051-831-0217,29223,금속 절삭기계 제조업 외 1 종,10,"가공 및 조립전용기, 태양광발전(전기)"
4703,지엔에스,"부산광역시 강서구 녹산산단261로59번길 20, (송정동, 1563-10) (송정동)",,29223,금속 절삭기계 제조업 외 1 종,5,"기계부품, 장갑차 차체 등"
122,(주)금하정공,부산광역시 강서구 식만로85번길 51 (죽림동),051-941-8947,29223,금속 절삭기계 제조업,3,"공작기계(선반, 보링,밀링외)"
865,(주)아신,부산광역시 강서구 미음국제6로 20 (미음동),051-972-4511,29223,금속 절삭기계 제조업,11,금속절삭기계 및 톱날
965,(주)엘엔에스테크,부산광역시 강서구 공항로1207번길 39 (대저1동),051-831-1256,29223,금속 절삭기계 제조업,8,기계 재생 및 가공품
1017,(주)오성정밀,부산광역시 강서구 녹산산업북로313번길 24(송정동),051-314-5340,29223,금속 절삭기계 제조업,13,SHAFT
1195,(주)정우기계,부산광역시 강서구 미음산단3로 162 (미음동),051-831-5394,29223,금속 절삭기계 제조업,15,산업기계부품
1749,H.S Tech(에이치에스테크),부산광역시 강서구 체육공원로6번길 125-23 (대저1동),051-303-1265,29223,금속 절삭기계 제조업,9,정밀금형부품
1755,JSG,부산광역시 강서구 낙동북로60번길 32-16 (강동동),051-941-0400,29223,금속 절삭기계 제조업,1,금속부품
1907,경원정공,부산광역시 강서구 대저중앙로357번길 60-6 (대저1동),051-303-1369,29223,금속 절삭기계 제조업,9,철선반
2089,나우정밀,부산광역시 강서구 제도로1175번길 56-24 (강동동) 외 1필지,051-316-0251,29223,금속 절삭기계 제조업,2,기계부품(호닝가공)
2180,대경오토텍,부산광역시 강서구 금호순서길 142 (대저2동),051-941-7445,29223,금속 절삭기계 제조업,5,유압자동선반
2237,대성ENG,부산광역시 강서구 녹산산단261로14번길 17-9 (송정동),051-971-6057,29223,금속 절삭기계 제조업,5,공작기계
2483,동아정밀,부산광역시 강서구 과학산단1로103번길 49 (지사동),051-311-0548,29223,금속 절삭기계 제조업,5,절삭기계
2561,동현산업사,부산광역시 강서구 대저중앙로357번길 44 (대저1동),051-304-4877,29223,금속 절삭기계 제조업,1,기계부품
2578,두산AUTO서비스,부산광역시 강서구 호계로103번길 39 (죽동동),051-319-2338,29223,금속 절삭기계 제조업,1,공작기계 부품
2587,두영기계,부산광역시 강서구 녹산산업중로 31-11 (송정동),051-831-5405,29223,금속 절삭기계 제조업,2,공작기계부품
2588,두영기계,부산광역시 강서구 미음산단로76번길 21(구랑동),051-831-5405,29223,금속 절삭기계 제조업,1,"내경,외경 가공품"
2680,링엔지니어링,부산광역시 강서구 녹산산단77로 50 (송정동),051-831-1204,29223,금속 절삭기계 제조업,6,금속절삭가공기계
2687,만강공업사,부산광역시 강서구 미음국제5로라길 42(미음동),,29223,금속 절삭기계 제조업,2,"기계, 금속제작"
2764,뮤텍,부산광역시 강서구 금호순서길89번길 24-10 (대저2동),051-312-8504,29223,금속 절삭기계 제조업,2,방산항공기부품
2872,부광테크,부산광역시 강서구 녹산산단382로49번길 40 (송정동),051-972-9953,29223,금속 절삭기계 제조업,4,가공공작기계
3034,삼영정공,부산광역시 강서구 가락대로1397번길 178 (봉림동),051-972-2661,29223,금속 절삭기계 제조업,5,"면취기, 랩핑기"
3096,삼흥비철,부산광역시 강서구 생곡산단2로11번길 47 (생곡동),051-831-0444,29223,금속 절삭기계 제조업,5,금속 절삭기계
3297,세인테크,부산광역시 강서구 녹산산업북로313번길 24(송정동),054-286-3788,29223,금속 절삭기계 제조업,0,SHAFT
3727,영남ENG,부산광역시 강서구 대저중앙로347번길 62 (대저1동),051-941-4008,29223,금속 절삭기계 제조업,2,공작기계부품
3763,영일와이어,부산광역시 강서구 대저중앙로357번길 26-9 (대저1동),051-832-8177,29223,금속 절삭기계 제조업,1,자동차부품
3783,영창레이져,부산광역시 강서구 대저중앙로348번길 8-25 (대저1동),,29223,금속 절삭기계 제조업,12,레이져 임가공
4029,이와이이엔지,부산광역시 강서구 녹산산업중로 32-21 (송정동),070-8691-0288,29223,금속 절삭기계 제조업,1,"산업기계 및 산업기계부분품, 방산제품"
4048,인영정밀,부산광역시 강서구 낙동북로126번길 37-16 (강동동),051-305-1613,29223,금속 절삭기계 제조업,1,공작기계부품
4498,주식회사 원진엠앤티,부산광역시 강서구 가달1로 47 (생곡동),051-315-4755,29223,금속 절삭기계 제조업,37,공작기계 OEM
4726,진광기계,부산광역시 강서구 죽동길196번길 186-20 (죽동동),051-972-6090,29223,금속 절삭기계 제조업,5,공작기계(선반)부품
4728,진광정밀,부산광역시 강서구 대저중앙로286번길 106-36 (대저1동),051-529-7704,29223,금속 절삭기계 제조업,5,산업용 펌프 부품(SLEEVE 등)
4799,창조산업,부산광역시 강서구 대저중앙로 374-2 (대저1동),051-332-1515,29223,금속 절삭기계 제조업,2,금속가공 기계부품
4812,천일TS,부산광역시 강서구 공항로1347번길 66-1 (대저1동),051-832-0793,29223,금속 절삭기계 제조업,2,산업기계 부품
4971,태양기계,부산광역시 강서구 해포3길 30 (봉림동),051-971-1889,29223,금속 절삭기계 제조업,1,산업기계
5368,호영기계,부산광역시 강서구 녹산산단407로 45 (송정동),051-831-6986,29223,금속 절삭기계 제조업,4,공작기계류 부품제조 및 정비
1407,(주)클린엠테크,"부산광역시 강서구 미음산단5로41번길 71, 602호(미음동, 부산글로벌테크비즈센터)",,25993,금속 위생용품 제조업 외 4 종,5,세척기
3884,우주볼트공업사,부산광역시 강서구 녹산산단17로14번길 39 (송정동),051-831-0800,25993,금속 위생용품 제조업,18,볼트 및 나사제품
4390,주식회사 스타로보웰즈,부산광역시 강서구 미음산단4로 32(미음동),,25921,금속 열처리업 외 9 종,6,"로봇용접서비스, 로봇기술관련 부품 제조, 로봇기술관련 부품 제조, 로봇기술관련 부품 제조, 로봇기술관련 부품 제조, 로봇기술관련 부품 제조, 로봇기술관련 부품 제조, 로봇기술관련 부품 제조, 선박 구성 부분품 제조업, 로봇 관련 소프트웨워 개발"
59,(주)경동열처리,부산광역시 강서구 녹산산업북로 259 (송정동),051-304-9318,25921,금속 열처리업,15,금속열처리
569,(주)삼락열처리,부산광역시 강서구 녹산산단17로 8 (송정동),051-831-9986,25921,금속 열처리업,39,각종부품 수탁열처리
570,(주)삼락열처리 미음공장2 ,부산광역시 강서구 미음산단1로15번길 17 (구랑동),051-973-7283,25921,금속 열처리업,54,"자동차부품, 선박엔진 등"
571,(주)삼락열처리 미음지점,부산광역시 강서구 미음산단1로15번길 25 (구랑동),051-973-7282,25921,금속 열처리업,20,"자동차부품, 선박엔진부품, 유압기계부품, 금형열처리"
1364,(주)케이제이열처리,부산광역시 강서구 녹산산단231로 5 (송정동),051-831-2474,25921,금속 열처리업,7,밸브 및 구조물
1465,(주)태흥중공업,부산광역시 강서구 녹산산단361로 6 (송정동),051-831-4711,25921,금속 열처리업,10,산업기계구조물 열처리
1943,광민진공,부산광역시 강서구 낙동북로153번길 125-3 (강동동),051-972-9266,25921,금속 열처리업,5,산업부품
2093,남경테크(주),부산광역시 강서구 녹산산업북로 7 (송정동),051-831-8252,25921,금속 열처리업,7,중장비Rod
2182,대경종합열처리,부산광역시 강서구 화전산단6로114번길 21(화전동),051-325-4501,25921,금속 열처리업,5,선박 및 산업기계 부품 열처리
2448,동서열처리,부산광역시 강서구 녹산산업중로 235 (송정동),051-831-7321,25921,금속 열처리업,18,"금속열처리(산업기계,자동차부품)"
2449,동서열처리 주식회사 (미음지점),부산광역시 강서구 미음산단3로 5(미음동),051-304-7321,25921,금속 열처리업,70,자동차 부품
2450,동서열처리(주),부산광역시 강서구 녹산산업중로 265 (송정동),051-941-7321,25921,금속 열처리업,16,자동차부품 열처리
2780,미래열처리,부산광역시 강서구 생곡산단2로11번길 34 (생곡동),051-263-8700,25921,금속 열처리업,9,"유압부품, 선박체인 부품 열처리"
4149,제이엠열처리,부산광역시 강서구 과학산단1로103번길 28 (지사동),,25921,금속 열처리업,3,금속열처리
5012,태진금속열처리,부산광역시 강서구 과학산단2로19번길 112 (지사동),051-971-6412,25921,금속 열처리업,15,기계부품열처리
822,(주)쌍용선재,,051-831-4187,25943,금속 스프링 제조업,9,철선
1862,건영스프링,부산광역시 강서구 과학산단2로3번길 62 (지사동),051-831-4511,25943,금속 스프링 제조업,27,스프링
2279,대영공업사,부산광역시 강서구 대저중앙로277번길 75-14 (대저1동),,25943,금속 스프링 제조업,3,건축기자재
2679,링스텍,부산광역시 강서구 제도로1041번길 236-12(강동동),051-973-7990,25943,금속 스프링 제조업,0,"자동차, 조선기자재 부품 및 스프링"
3197,성산정공,부산광역시 강서구 미음동 0 번지 I24 8놋트,,25943,금속 스프링 제조업,0,금속스프링
3276,세연테크,부산광역시 강서구 낙동북로31번길 41(강동동),,25943,금속 스프링 제조업,2,스프링제조
4173,조양테크,부산광역시 강서구 생곡로 242 (생곡동),055-338-0030,25943,금속 스프링 제조업,9,스프링
4976,태양스프링,부산광역시 강서구 대저중앙로 314-1 (대저1동),051-972-2087,25943,금속 스프링 제조업,2,스프링
5007,태일스프링,부산광역시 강서구 신호산단3로88번길 17 (신호동),051-261-9495,25943,금속 스프링 제조업,8,스프링
5090,프랑크린 오프쇼어 코리아(주),부산광역시 강서구 미음산단6로 57(미음동),051-832-0156,25943,금속 스프링 제조업,7,와이어 로프 슬링
5248,한일스프링공업사,부산광역시 강서구 대저중앙로286번길 100 (대저1동),051-972-4877,25943,금속 스프링 제조업,3,스프링(자동차부품류)
413,(주)라미트론,부산광역시 강서구 녹산산업북로 188 (송정동),051-713-3938,29224,금속 성형기계 제조업,16,합포기 및 프레스 제조
2219,대명공업사,부산광역시 강서구 미음국제5로라길 46 (미음동),051-972-3372,29224,금속 성형기계 제조업,7,금속가공프레스
5360,혜진,부산광역시 강서구 미음국제5로라길 30 (미음동),,29224,금속 성형기계 제조업,6,성형기계
2681,마노기술주식회사,부산광역시 강서구 대저중앙로357번길 26-19 (대저1동),051-897-0912,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 9 종",6,정보통신 관련기기
2484,동아정밀공업사,부산광역시 강서구 화전산단5로38번길 24 (화전동),051-264-9451,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 8 종",26,수문(배수갑문) 등
