 연번 , 업종 ,업체명,소재지,주생산품,종업원수(명),전화번호
9799,18119,협신디자인기획 （주） 광주지점,광주광역시 동구 장동로 8  ,인쇄물을 인쇄,2,062-228-6955
9800,10712,갱소년,광주광역시 동구 중앙로196번길 31-10  7층 ,"제과점,소매업자에게 출하",4,062-942-1913
9801,15121,주)옴니아트 ,광주광역시 동구 동계천로 150  ,핸드백 지갑 ,4,
9802,13224,클래식어닝,광주광역시 북구 하남대로 733-11  ,천막텐트,3,
9803,10711,궁전떡,광주광역시 북구 면앙로156번길 23-2  ,떡,7,
9804,29294,티테크,광주광역시 광산구 하남산단8번로 100-5  나동 ,금형부품 가공 제조조립,1,
9805,10751,채원키친,광주광역시 광산구 목련로381번길 12  ,당절임식품,1,062-962-7644
9806,20422,예스향기,광주광역시 서구 계수로77번길 7  ,합성세제,2,
9807,33910,빛글 광고 디자인,광주광역시 광산구 월곡로 74  ,광고 간판 제작 설피,2,
9808,30399,(주)씨에스원,광주광역시 광산구 월곡반월로 28  ,차체문짝 제조,1,062-457-7174
9809,25929,정우연마,광주광역시 광산구 하남산단천변좌로 53  나동 ,금속압형가공금형,1,
9810,29294,세강테크,광주광역시 광산구 진곡산단2번로 39  ,금형가공업,1,
9811,29210,신성이엔지,광주광역시 광산구 하남산단6번로 46  ,사료 배합기 제조,1,062-956-1746
9812,27192,마루한치과기공소,광주광역시 서구 상무버들로 34  ,의치가공제조,2,
9813,17901,도둠 프린팅,광주광역시 동구 의재로109번길 32-4  ,"원지 자재입고, 재단",13,062-943-4454
9814,25934,대성이엔씨,광주광역시 북구 첨단벤처소로38번길 11-3  ,"공작기계 부착 톱날, 칼, 칼날 제조",1,
9815,13224,금호천막공사 ,광주광역시 서구 천변좌로 122-1  ,"천막, 텐트 제조",1,062-525-0877
9816,29294,(주)정현하이테크,광주광역시 광산구 평동산단6번로 30  ,금형제조,1,
9817,29294,에이치큐테크,광주광역시 광산구 평동로803번길 43-13  ,자동차금형,1,
9818,16229,성일수출포장,광주광역시 광산구 평동산단2번로 85  ,"각종 건축용 목제품, 목공품 생산 ",3,
9819,25999,블루윙조형,광주광역시 광산구 평동매화길 53-49  ,예술 창작품 제조,1,
9820,23122,에스제이아이,광주광역시 광산구 평동산단3번로 91  ,LCD용 유리제조,20,
9821,29294,한국씨티엠 (유),광주광역시 광산구 평동산단로143번길 52  ,주형및금형제조,4,062-943-2208
9822,22249,대흥테크,광주광역시 광산구 평동로803번안길 128  ,플라스틱제 전기기기 구성품 제조,2,
9823,25112,주식회사 대천,광주광역시 광산구 평동산단7번로 16-24  ,파이프빔 설치,3,062-524-2599
9824,18111,광주애드,광주광역시 북구 무등로262번길 20  ,프린트인쇄,2,062-526-0334
9825,14192,더이음,광주광역시 북구 무등로 271-4  ,근무복작업복체육복제조,2,
9826,17124,동원산업수출포장,광주광역시 광산구 평동산단3번로 219  ,해외수출용 은박지제조,8,062-961-7015
9827,33910,디자인내일,광주광역시 북구 제봉로324번길 21  ,광고간팍제작,1,
9828,10751,더시락,광주광역시 북구 하서로 290-51 헤아림요양병원 D동 ,도시락제조,2,
9829,26410,주식회사 엘림테크*,광주광역시 북구 첨단과기로 333 광주테크노파크 생활지원로봇센터동 402호,통신장비,18,
9830,24199,해원에스티(주),광주광역시 광산구 하남산단3번로 137  ,절단가공,19,
9831,10301,유한회사 지젤푸드,광주광역시 북구 우치로231번길 50  102호,김치제조,2,
9832,10751,온마음도시락,광주광역시 북구 우치로275번길 14  ,곡물.육류..채소.수산물등으로 조리,10,
9833,25912,디에스정밀,광주광역시 광산구 진곡산단2번로 56  ,금형임가공 및 산업기계부품가공,1,
9834,24199,정진철강주식회사,광주광역시 광산구 하남산단10번로 128  ,강판절단품 등 제조,1,062-952-5051
9835,22241,주식회사 유림테크*,광주광역시 광산구 월전로 53  ,자동차 에어컨 덕트,7,
9836,22223,길시스템,광주광역시 광산구 평동산단로 30  ,창호문,5,
9837,30399,천억특장,광주광역시 광산구 평동로803번안길 93-18  ,자동차부품제조(공구통),1,
9838,16232,유한회사 엘제이테크,광주광역시 광산구 평동산단2번로 89  ,포장용 나무 상자 제조,3,
9839,28123,신일세라믹스제3공장,광주광역시 광산구 평동산단8번로 110-20  ,전기자동제어반제품 제조,6,
9840,25913,주식회사수연산업*,광주광역시 광산구 평동로803번안길 99  ,자동차프레스 가공,9,062-381-7788
9841,28111,수한GLOBAL,광주광역시 광산구 수완로50번길 55  303호,전자부품조립,1,
9842,30201,빅풀하우스,광주광역시 광산구 평동영천길 2-3  ,"캠핑카, 카라반, 이동식주택",1,
9843,28111,(주)천광에너지,광주광역시 북구 첨단과기로208번길 43-22 와이어스파크지식산업센터 B동 1209호,태양광 발전기 제조,3,
9844,16299,미누컴퍼니,광주광역시 광산구 여대길 303  ,그 외 자동차용 신품 부품 제조업,1,
9845,25111,제이앤아이테크,광주광역시 광산구 평동로 626  ,철재수문 등 조립 설치 공사,4,
9846,32021,두리상사,광주광역시 북구 송해로 7  ,싱크대,1,
9847,25119,(주)재원테크 2공장,광주광역시 광산구 진곡산단6번로 25-60  ,기타구조용금속제품제조업체에서 금속재료를 가공,16,062-951-1997
9848,26421,주식회사 윈테크랩,광주광역시 북구 첨단과기로208번길 43-10  ,텔레비젼 방송중계기,1,
9849,28519,(주)아이디어스,광주광역시 북구 첨단과기로208번길 43-10 마루힐IBC지식산업센터 A동 ,신발건조기제조,3,
9850,28422,스위치온,광주광역시 북구 첨단벤처소로 51  ,LED조명제조,9,062-361-0183
9851,28123,반디아이씨티,광주광역시 북구 첨단과기로208번길 43-10 마루힐IBC지식산업센터 B동 ,배전반및 자동제어제조,3,
9852,29223,미성정밀,광주광역시 북구 첨단벤처소로 51  ,선박공작기계정밀연삭가공,2,062-973-9907
9853,28202,(주)카보,광주광역시 북구 첨단과기로 313 광주하이테크센터 B동동 5층 503호,이차전지ESS제조,7,062-962-9931
9854,29199,백서이엔씨,광주광역시 북구 첨단벤처소로38번길 19-3 신바람이노텍공장 ,일반목적용기계제작,1,
9855,21300,힐링스,광주광역시 북구 첨단과기로208번길 50 조선대 생산형창업보육센터 창업동 ,치과용레진,6,
9856,32091,(주)신세계프로젝트,광주광역시 북구 첨단과기로208번길 50 조선대 생산형창업보육센터 창업동 ,금속 사물함제조,5,062-222-4596
9857,26121,(주)한동테크,광주광역시 북구 첨단과기로 313 광주하이테크센터 A동 3층 303호,LED조명 발광다이오드제조제조,4,062-511-5585
9858,26129,에이코닉,광주광역시 북구 첨단과기로 123 전기전자컴퓨터공학부 C1동 ,수정진동자.광전기등제조,6,062-715-3148
9859,26410,(주)어셀텍,광주광역시 북구 첨단벤처로 124 한국광기술원 B2동 205호,광통신용모듈,4,062-971-5718
9860,27211,포스(주),광주광역시 북구 첨단벤처소로38번길 20-13 신기술창업센터 B7동 301호,광학소재,2,062-971-9301
9861,27112,제니스테크놀리지,광주광역시 북구 첨단과기로 123 창업진흥센터 B(W12)동 203호,의료기기 개발 온도측정기,3,
9862,26129,주식회사 리셀,광주광역시 북구 첨단과기로 123 창업진흥센터 A(SB)동 ,기카반도체소자제조,8,062-715-2325
9863,28422,(주)케이알,광주광역시 북구 첨단벤처로28번길 7  ,LED조명기구,11,062-224-3333
9864,23911,주식회사 바라마블,광주광역시 북구 지산마을길 40  ,벽면 바닥제용 대리석,3,
9865,27301,(주)휴엔텍,광주광역시 북구 첨단벤처로 36  ,광학엔즈및광학요소제작 광학적으로 연마 가공,12,062-971-2160
9866,26295,(주)오토웰즈,광주광역시 서구 상무대로 833  ,전자감지장치제조공급,8,062-530-0075
9867,27192,리얼스캔치과기공소,광주광역시 서구 상무자유로 180  ,치과 기공소,2,062-263-5244
9868,26224,이엔엠티,광주광역시 북구 첨단벤처소로38번길 11-3  ,PCB전자회로제조,2,062-971-5157
9869,32021,명성가구씽크,광주광역시 북구 무등로154번길 12  ,주방가구.싱크대제작,3,
9870,10301,미가반찬,광주광역시 북구 용봉택지로 20  한신아파트 상가동 104호,배추김치,2,
9871,25911,주식회사 바라이노베이션,광주광역시 북구 용봉로 77 농업전문창업보육센터 202호,금속분말야금,3,
9872,29294,(유)한빛이텍,광주광역시 북구 첨단연신로288번길 50  ,금형제조,16,062-713-5602
9873,18111,이지스효성,광주광역시 북구 첨단연신로 45  ,경인쇄,7,062-454-0151
9874,28519,"주식회사 아이콘(ICON Co.,Ltd.)","광주광역시 남구 송암로 73 송원대학교,송원 ",가정용살균기 제조,5,062-953-2606
9875,28121,아이오시스템,광주광역시 서구 대남대로 471  ,전력차단기 스위치등제조,2,
9876,24199,(주)부광스틸,광주광역시 광산구 평동산단6번로 140  ,단공강재,1,
9877,13223,두경블라인드,광주광역시 광산구 목련로394번길 9-11  ,블라인드,5,062-954-0306
9878,28123,(주)세웅,광주광역시 광산구 빛그린산단로 326  ,"배전반케비넷 원재료입고, 가공",11,062-944-0372
9879,29221,금명하이텍(주),광주광역시 광산구 빛그린동로 33  ,금속 원재료입고 가공,44,062-972-1515
9880,29174,삼도환경,광주광역시 광산구 빛그린16로 27  ,기체여과기 제조,23,062-955-4140
9881,27216,(주)기본이엔지,광주광역시 광산구 빛그린18로 19  ,제작,7,062-710-8842
9882,10712,룰루랄라데이,광주광역시 광산구 풍영정길 27-17  ,케잌 제조,1,
9883,28111,지앤씨,광주광역시 광산구 빛그린18로 25  ,전동기발전장치 제조,7,062-971-7114
9884,29294,(주)팀코리아,광주광역시 북구 첨단연신로288번길 50  ,금속 사출성형,18,062-713-5602
9885,10302,라임F&B(주),광주광역시 북구 하서로 182  ,반찬공장에서 제조,49,070-4347-0906
9886,27191,메디덴,광주광역시 북구 첨단연신로 13  ,사업장에서 치과전용및기구를 제조,11,062-973-8287
9887,22299,모노스케일,광주광역시 북구 첨단연신로288번길 48  ,플라스틱제조,4,
9888,10121,칠분통닭,광주광역시 북구 하서로 194  ,가금류가공,4,062-232-0004
9889,28123,지엘에스테크(주),광주광역시 북구 본촌택지로29번길 27  ,배전기 부분품제조,4,062-955-0830
9890,20423,신동양(주),광주광역시 북구 첨단과기로 339 진흥원 7층 703호,화장품 탈모샴푸,2,062-527-0456
9891,27301,(주)아이오 솔루션,광주광역시 북구 첨단벤처로60번길 2  2층 ,광학렌즈및광학요소제조,6,
9892,27192,이에스테크,광주광역시 북구 첨단과기로 333 광주테크노파크 시험생산동동 1층 103호,정형외과용및신체보정용기기 제조,2,
9893,26410,프라임밸류테크놀리지코리아,광주광역시 북구 첨단과기로 333 광주테크노파크 벤처지원센터동 2층 205호,광통신부품제조,5,
9894,29294,(주)신성정밀,광주광역시 북구 첨단벤처로60번길 40  B동동 ,금형,3,
9895,27192,더싸인텍,광주광역시 북구 삼소로270번길 25 융합의료기기산업지원센터 105호,임플란트치과용,2,
9896,10301,진미반찬,광주광역시 남구 봉선1로 81  ,반찬,1,
9897,10711,피어리스케이크,광주광역시 남구 봉선1로 12-1  ,떡케익,1,
9898,10301,홈쿡,광주광역시 남구 봉선로 131  ,조리반찬,5,
9899,25924,대호스틸,광주광역시 광산구 고봉로 1169  ,절삭가공,3,
9900,22249,주식회사 에스피앤에스,광주광역시 광산구 빛중앙12로 22  ,"ABS 레진입고, 배합",15,
9901,28519,와이비솔루션,광주광역시 광산구 진곡산단6번로 25-72  A동 ,생활가전부품,1,
9902,27216,선경자동화 주식회사*,광주광역시 광산구 진곡산단6번로 1  ,자동화설비,13,
9903,28202,(주)제이케이베스트,광주광역시 광산구 빛동14로 20  ,"철 입고, 가공",12,062-710-6048
9904,22241,(주)대진티엔피,광주광역시 광산구 빛중앙14로 23  ,자동차부품 제조,6,062-952-3984
9905,29142,기은산기,광주광역시 광산구 진곡산단6번로 25-7  ,동력장치,4,
9906,25113,(유)산덕,광주광역시 광산구 빛중앙10로 19  ,제작,6,062-956-1619
9907,29299,마르다,광주광역시 광산구 빛중앙12로 14  ,동결건조기,12,062-372-2293
9908,28123,하이온(HIGH-ON) 메카트로닉스,광주광역시 광산구 진곡산단6번로 25-7  ,산업자동화설비제작,3,
9909,25111,정인에프엠 주식회사,광주광역시 광산구 본량동서로 52  ,"건물용 철문, 방화문 제조",6,
9910,29229,(주)디에이치오토웨어,광주광역시 광산구 빛그린동로 182  ,라인센서,32,062-714-3775
9911,28512,씨엠테크(주),광주광역시 광산구 빛중앙10로안길 11  ,전기장판 판넬 제조,4,062-944-0233
9912,28511,주식회사 비오에프엔씨,광주광역시 광산구 북문대로 342-64  ,식기세척기 제조,4,
9913,10711,춘희네쑥개떡,광주광역시 광산구 월계로 2  ,쑥개떡 제조,3,
9914,10301,프롬김치,광주광역시 광산구 첨단강변로 97  ,김치제조,3,
9915,22241,동반산업(주),광주광역시 광산구 하남산단천변우로 104  ,자동차부품 생산,6,062-954-2123
9916,30320,태영특장 주식회사,광주광역시 광산구 사암로 764-58  ,트럭 적재함 제조,1,062-945-1948
9917,29292,정우실업,광주광역시 광산구 비아중앙로 65-1  ,플라스틱성형기제조,4,
9918,29222,아이윌,광주광역시 북구 동문대로 50 동강대산업협력관 2호,3D프린터(조형기기),3,
9919,28903,세하인더스트리,광주광역시 광산구 신창동 1071-1,"신호등, 가로등 철구조물 제조",2,062-951-1573
9920,28519,"주식회사 모아전자 (MOA ELECTRONICS.CO.,LTD)8",광주광역시 광산구 소촌로85번길 14-21  ,"전선 전선컷팅, 조립",14,062-941-6363
9921,10122,맑은포크(주),광주광역시 광산구 사암로106번길 20  ,돼지고기 포장육,10,
9922,10711,차림떡집,광주광역시 광산구 사암로106번길 99-10  ,판매,2,
9923,26410,에스에이치앤주식회사,광주광역시 북구 첨단과기로 333 광주테크노파크 사업화3동동 1층 103호,"케이블, 커넥터 권취, 커넥터조립",10,062-973-4401
9924,32019,큐브쇼파,광주광역시 북구 용전마을길 78  ,내장의자 소파제조,4,
9925,29294,태빛,광주광역시 북구 첨단벤처소로38번길 19-3 신바람이노텍공장 ,금형,1,
9926,20423,광보,광주광역시 북구 첨단과기로 333 광주테크노파크 사업화4동동 2층 213호,화장품,2,
9927,28114,(주)엠텍정보기술,광주광역시 북구 첨단과기로 333 광주테크노파크 생활지원로봇센터동 3층 301호,사용 후 전기차배터리 에너지저장장치 제조,10,062-974-9923
9928,30332,씨엔케이,광주광역시 북구 첨단과기로 333 광주테크노파크 벤처지원센터동 2층 209호,특정차하네스 전기선제조,5,
9929,26410,(주)옵토마린,광주광역시 북구 첨단과기로 313 광주하이테크센터 B동동 6층 603호,유선전화가 유선팩시밀리등 제조,7,062-973-7908
9930,28111,주식회사엠케이엔지,광주광역시 서구 상무중앙로 114  ,풍력식발전세트제조,2,062-710-1277
9931,14111,가보리 양복점,광주광역시 동구 충장로 33  ,남자용정장제조,1,062-223-8194
9932,33932,주식회사 글리제 (광주지점),광주광역시 동구 제봉로 197  ,장식용 성형용제조,9,
9933,30393,동강홀딩스,광주광역시 광산구 소촌로123번길 40-16  ,"자동차시트내스펀지, 홈패드 암레이트",64,
9934,30393,(주)현진하이텍,광주광역시 광산구 소촌로123번길 40-11  ,공장에서 자동차시트를 제조,86,062-511-6613
9935,20491,주식회사 인첸드정보,광주광역시 광산구 어등대로621번길 11  ,재생 토너제조,3,
9936,22249,남선테크,광주광역시 광산구 소촌로85번길 14-21  ,"각종 기계, 장비의 제품조립",9,
9937,26295,주식회사 큐라이다,광주광역시 북구 첨단과기로 123 전기전자컴퓨터공학부 C2동 ,전자감지장치 광학센서,1,062-715-3502
9938,28123,주식회사 케이비엠에스,광주광역시 북구 첨단과기로208번길 50 조선대 생산형창업보육센터 창업동 ,자동화설비 콘트롤러제작,1,
9939,28123,주식회사 에스이알,광주광역시 북구 첨단과기로208번길 50 조선대 생산형창업보육센터 창업동 ,"자동화설비,콘트롤러",4,062-230-7668
9940,28111,(주)해모아디엑스,광주광역시 북구 첨단과기로208번길 50 조선대 생산형창업보육센터 창업동 ,사업장에서 부품조립,10,
9941,14192,애성패션,광주광역시 남구 덕림중앙길 5-1  ,병원 단체복 의류 제조(남녀용),1,
9942,33120,테크아트쓰리디TECHART3D,광주광역시 광산구 호남대길 47 호남대 창업보육센터 5305-1호,모조 귀금속 및 모조 장신용품 제조업 모조품 쥬얼리 제조,1,
9943,28111,메타비오티,광주광역시 광산구 하남산단천변좌로 19 광주드림파크 214-5호,"전기모터,전자부품 제조",1,
9944,22199,케이피테크,광주광역시 서구 시청로50번길 3  ,고무제품,1,
9945,10799,스무틴smootein,광주광역시 서구 상무중앙로 84 상무트윈스 15호,즉석판매제조가공업,1,
9946,25924,프라임,광주광역시 광산구 손재로 257-9  ,소사장제,1,
9947,28112,테디슨,광주광역시 북구 첨단벤처소로15번길 18  ,전기장비(아크감지기),1,062-365-0304
9948,22249,시온상사,광주광역시 광산구 산정로 34-11  ,냉장고 내장품 등 생산,1,
9949,25112,대현스텐기업,광주광역시 북구 하남대로 760  ,잡철물및스테인레스,1,062-523-1825
9950,30399,디에이치홀딩스컴퍼니,광주광역시 서구 서광주로 171  301호,자동차부품 제조업,1,062-520-8024
9951,10301,무등산옥김치,광주광역시 동구 증심사길 28-16  ,김치,1,
9952,32029,퍼니크컴퍼니,광주광역시 서구 회재유통길 46-5 한성퍼니처 ,기타 목재 가구 제조업,1,062-374-1495
9953,28123,비에이스틸,광주광역시 서구 무진대로 500  ,배전반 및 전기 자동제어반 제조업,1,
9954,26294,경옥전자,광주광역시 광산구 하남산단1번로 117  ,"전자코일, 변성기 및 기타 전자 유도자 제조업",1,062-956-2100
9955,34020,케이알KR솔루션,광주광역시 서구 동천로18번길 19 동천 리버팰리스 301동 406호,산업용로봇유지보수관리,1,
9956,29294,상현테크,광주광역시 광산구 박호등임로 498  ,기계제작,1,
9957,29173,가온통상,광주광역시 광산구 하남산단8번로 149  다동 ,배기후드,1,062-719-3030
9958,10302,다다반찬,광주광역시 서구 내방로 415 중해마루힐 상가동 106호,즉석판매제조가공업(반찬),1,
9959,21300,리안메디,광주광역시 북구 우치로40번길 25 제일풍경채센트럴파크 107동 1601호,멸균거즈 제조,1,
9960,29294,하이필솔루션HIFEELSOLUTION,광주광역시 광산구 진곡산단6번로 1-8  ,금형,1,062-233-3073
9961,25111,케이알스틸산업,광주광역시 광산구 임곡로 711-9  ,"가설금속 구조재, 기타구조용 금속제품 제조업",1,
9962,27216,동진테크놀리지,광주광역시 광산구 평동로913번길 33  ,기계자동화 조정장치 제조,1,
9963,10122,대호푸드,광주광역시 북구 무등로39번길 15  B동 ,절단가공 및 식육포장처리업,1,
9964,22249,에스이테크,광주광역시 광산구 상무대로419번길 8-34  ,"플라스틱제 냉장고 부품,세탁기용  기계부품 조립",1,
9965,13223,새늘,광주광역시 광산구 하남산단3번로 14-18  ,롤스크린,4,062-375-4110
9966,25999,두봉산업,광주광역시 광산구 첨단중앙로170번길 58 디엠빌딩 503호,토공사업,1,062-973-3880
9967,29250,광주기계,광주광역시 광산구 동곡로 345  ,농업용기계,3,062-526-1663
9968,23191,상무유리산업,광주광역시 서구 유덕로40번길 23  ,"복층유리, 강화유리",6,
9969,34019,투민에어컨,광주광역시 북구 서하로 405 명지아파트 102동 408호,에어컨 설치 및 수리업,1,062-267-4395
9970,34019,영천시스템,광주광역시 광산구 월계로 20  201호,가전제품 설치 및 수리,1,
9971,13229,청운섬유,광주광역시 남구 독립로54번길 36  ,봉제품,5,
9972,25913,한국정밀,광주광역시 광산구 용아로 579  ,자동차부품,7,062-513-7706
9973,28511,불판나라,광주광역시 광산구 월곡중앙로14번길 42  ,"전기부품,전자부품",1,062-951-9248
9974,21300,이너프이레이브Ynnufyrev,광주광역시 북구 군왕로 295 힐스테이트 각화 115동 302호,전자제품,1,062-671-4636
9975,18112,신세계기획,광주광역시 서구 매월2로15번길 16 매월 종합상가 104동 214호,"간판,광고물, 인쇄",3,062-603-0257
9976,28121,오들닉스,광주광역시 광산구 손재로 436-78  ,전기전자부품,1,062-351-5100
9977,25111,혜민기업,광주광역시 남구 서동로 24-4  ,철구조물,1,062-575-3105
9978,22232,비아부품,광주광역시 광산구 비아로147번길 8-29 1층 ,자동차부품,1,
9979,29294,케이텍,광주광역시 광산구 하남산단9번로 195-14  ,금형,1,062-224-2887
9980,34020,대신기업,광주광역시 광산구 목련로 307-11 주공아파트 302동 1801호,전기 수리,1,
9981,32029,나무를심은사람,광주광역시 북구 하백로46번길 10 금호타운 105동 505호,가구,1,062-573-6054
9982,25994,SH건설,광주광역시 서구 유덕로141번길 12  ,금속 표시판 제조업,1,062-224-2274
9983,25111,예주산업,광주광역시 광산구 상무대로419번길 8-12  ,"금속문,창,셔터 및 관련제품",1,062-956-0781
9984,25111,선일ENG,광주광역시 광산구 사암로106번길 77  ,철구조물 금고 기계제작,7,062-430-0560
9985,29294,킴스테크,광주광역시 광산구 하남산단천변우로 126-2  ,금형,1,061-842-1557
9986,30399,성우,광주광역시 광산구 평동로800번길 47-1  ,자동자부품,1,062-675-7956
9987,13229,쿠보헬스,광주광역시 북구 추암로 201 대신전자(주) ,마스크,1,062-971-0183
9988,33910,현진디자인,광주광역시 남구 포충로 289  ,광고물,1,062-571-5803
9989,29223,광명테크,광주광역시 광산구 진곡산단중앙로 179  ,자동화설비,1,
9990,24311,세한하우징,광주광역시 광산구 사암로57번길 20-6  ,철구조물,1,
9991,25924,현석테크,광주광역시 광산구 하남산단9번로 195-4  B동 ,임가공,1,062-368-2146
9992,29294,수영정밀,광주광역시 광산구 하남산단10번로 13  ,금형부품가공,1,062-953-2107
9993,29294,정원테크,광주광역시 광산구 하남산단9번로 181  ,금형랩핑,1,070-8867-3876
9994,22299,유진하이텍,광주광역시 광산구 평동산단10번로 51  ,전자부품 제조,3,
9995,17901,엘피디자인스튜디오ELPIDESIGNSTUDIO,광주광역시 북구 첨단과기로208번길 43-22 와이어스파크(지식산업센터) B동 1402호,인쇄업,4,062-262-1419
9996,25111,목현산업,광주광역시 서구 상무대로 924 에닝스924 3호,건축자재,1,
9997,34011,광원중기공업사,광주광역시 남구 송암로98번길 7  ,중기정비,5,062-674-0680
9998,10792,농업회사법인본티,광주광역시 남구 봉선중앙로 83-1  ,다(음료)류　가공업,1,062-676-8877
9999,29294,"D,BTECH",광주광역시 광산구 계안길 45  ,금형제작수리,1,062-362-2222
10000,25111,신화씨앤씨,광주광역시 광산구 풍영철길로 15 콜럼버스월드 506호,구조용금속제품　및　금속공작물,1,032-889-9114
10001,25924,태금솔루션,광주광역시 광산구 하남산단3번로 14-3  ,"전자제품제조,기계부품가공업",9,062-972-5240
10002,29294,시엘테크,광주광역시 광산구 장수동 123,주형및금형,1,070-8635-4547
10003,22232,케이피,광주광역시 광산구 용아로 591  ,플라스틱제품,1,062-953-5221
10004,25999,성진시스템,광주광역시 광산구 목련로219번길 15  ,전기전자부품,1,
10005,20413,은성테크노,광주광역시 북구 일곡마을로116번길 28-6  ,"전산잉크및토너재생품,전산소모품",1,062-513-4100
10006,16291,퍼니DIY공방,광주광역시 북구 생용길 31-1  ,"나무그릇, 나무식기 등 제조하여 전자상거래 소매",1,
10007,25111,명성엔진니어링,"광주광역시 북구 지산마을길 42-4  1,2동 ","수배전함, 판매및 A/S",2,062-268-3128
10008,10799,성진식품,광주광역시 서구 매월2로 53 광주산업용재유통센터 24동 101호,튀김류,1,062-372-0168
10009,26129,MOMED,광주광역시 서구 시청로 67 프리미엄아울렛 4동 17호,바이오센서개발외,1,062-975-7300
10010,10301,온정식탁,광주광역시 서구 무진대로 932 신세계백화점 ,배추김치　등　절임식품,5,062-368-8882
10011,33910,마스터광고,광주광역시 남구 도시첨단산업로 34 남구도시첨단 남해오네뜨 103동 702호,"현수막, 광고용 간판",1,
10012,20129,이에이치켐,광주광역시 광산구 하남산단8번로 26  ,화학제품,1,062-951-3717
10013,20413,공공기술디자인,광주광역시 북구 첨단과기로208번길 43-20 와이어스파크 A동 1002-B호,시각 디자인업,1,062-462-1331
10014,25924,미르테크,광주광역시 광산구 빛동14로 11  ,기타소사장제,1,
10015,28123,진양이엔지,광주광역시 광산구 무진대로 326-2  ,배전반 및 전기 자동제어반,1,062-942-6634
10016,29294,범영산업,광주광역시 광산구 임곡로 606  ,"사출,성형",1,062-676-0074
10017,17901,더함,광주광역시 북구 첨단과기로208번길 43-22 와이어스파크(지식산업센터) B동 1402호,기타 전문 디자인업,1,070-4250-1419
10018,17901,나눔미디어,광주광역시 서구 동천로18번길 19 동천마을3단지휴먼시아아파트 301동 401호,졸업앨범,1,062-372-2480
10019,30202,엠케이모터스mkmotors,광주광역시 광산구 동곡로 828  ,기타 자동차 신품 부품 및 내장품 판매업,4,
10020,17222,석원실업,광주광역시 광산구 도천북길 79  ,종이박스 임가공,1,062-954-0666
10021,28122,에이엔씨,광주광역시 광산구 하남산단3번로 33  ,자동제어시스템,3,062-415-3425
10022,32029,월정,광주광역시 북구 서암대로 89-8  ,"가구, 매트리스,내장가구",1,062-363-1688
10023,25994,금영테크,광주광역시 서구 상무대로673번길 24  ,"자동차번호판,자동차임시번호판",1,062-371-1212
10024,29292,대승하이테크,광주광역시 광산구 평동로803번길 158-11  ,전자부품,1,
10025,23121,포스PhossInc,광주광역시 북구 첨단벤처로108번길 9 한국광기술원 창업진흥센터B동 301호,광학용 유리 제조,1,
10026,29174,씨에이치테크,광주광역시 광산구 평동산단7번로 52  ,기체 여과기 제조업,1,062-515-0092
10027,30399,예원상사,광주광역시 광산구 동곡로 807  ,자동차부품,3,062-531-0581
10028,32029,연후산업,광주광역시 서구 광천동 629-30,기타 목재 가구 제조업,1,062-366-5639
10029,32021,아르미씽크인테리어,광주광역시 북구 본촌마을길 67-11  ,씽크대,1,
10030,20203,조선우드,광주광역시 광산구 하남산단5번로 99-11  ,목재칩,1,062-262-6777
10031,25943,마루모터스,광주광역시 북구 추암로 183  ,자동차부품,1,062-372-7787
10032,34011,광명중기,광주광역시 남구 서문대로654번길 24 삼익세라믹2차아파트 202동 1105호,중장비 수리,1,062-652-0381
10033,16291,어등퍼니처,광주광역시 광산구 고봉로185번길 84  ,주방용 및 식탁용 목제품,2,062-971-7739
10034,22232,리오텍,광주광역시 광산구 진곡산단2번로 52 하남정공(주) C동 ,자동화기기,5,062-714-1228
10035,29171,다인이엔지,광주광역시 광산구 빛그린18로 15  101호,환경오염방지시설,1,
10036,22299,승현산업,광주광역시 광산구 어등대로 493  ,플라스틱 전자부품,1,
10037,31999,대양리어카,광주광역시 서구 독립로188번길 1  ,리어카 바퀴,1,062-453-1323
10038,25999,나라디자인기획,광주광역시 서구 염화로 114  ,"전자상거래업(휘장,판촉,프린팅)",1,
10039,10711,라라꽃채,광주광역시 남구 수박등로6번길 20  101호,"떡류, 정과류",1,
10040,28423,태광LED전광판,광주광역시 광산구 비아로34번길 53  ,전광판.조명.간판,1,
10041,29174,태목이앤엠,광주광역시 광산구 평동산단9번로 30-13  ,공기정화.살균필터제조,1,060-962-6332
10042,29294,지시테크G.Ctech,광주광역시 광산구 평동로803번길 43-14  ,금형제작,1,062-955-1651
10043,29294,평화테크,광주광역시 광산구 진곡산단4번로 63  ,철구조,1,062-946-2107
10044,26421,첨단산업,광주광역시 북구 첨단과기로208번길 17-31  나동 108호,정보통신공사,5,062-714-3041
10045,28111,파디엠PADM,광주광역시 동구 서남로 14 서남동주민센터 404호,전자기기,1,062-233-1010
10046,27192,보금치과기공소,광주광역시 광산구 첨단중앙로 164 미래빌딩 202호,치과기공사,1,062-220-3922
10047,28114,서하쏠라,광주광역시 광산구 수완로73번길 40  601동 1202호,전기생산업,1,062-959-2969
10048,29294,옥산정밀,광주광역시 광산구 진곡산단중앙로 52  F동 ,"기계부품가공, 금형부품가공, 설계제작",1,
10049,28202,비이테크,광주광역시 광산구 하남산단6번로 57 KBI 하남 산업동 비-604호,"산업용리튬, 납축전지",3,062-971-3894
