회사명,전화번호,팩스번호,공장대표주소,업종명
울주영농,,,울산광역시 울주군 삼동면 암리2길 90,목재 깔판류 및 기타 적재판 제조업
원강산업,,,울산광역시 울주군 온양읍 용당내광로 361-14,육상 금속 골조 구조재 제조업 외 3 종
원진산업,052-269-7511,052-269-7512,울산광역시 울주군 웅촌면 고연공단2길 5-1,절삭가공 및 유사처리업
원진산업,052-269-7511,052-269-7512,울산광역시 울주군 웅촌면 고연로 152-7 외 1필지,절삭가공 및 유사처리업
원진테크(주),052-265-8998,052-257-8338,울산광역시 울주군 웅촌면 부채골길 24-30,자동차용 신품 동력전달장치 제조업 외 2 종
원창공업사,052-256-3130,052-256-3134,울산광역시 울주군 웅촌면 갓골길 33,일반철물 제조업
원테크,052-267-5312,052-267-5313,울산광역시 울주군 웅촌면 고연공단1길 35-7 (웅촌면),도장 및 기타 피막처리업
원테크,052-237-1306,052-227-1401,울산광역시 울주군 청량읍 처용산업4길 42-11,기타 절연선 및 케이블 제조업
원흥ELM,052-257-8778,052-266-8006,울산광역시 울주군 온산읍 화산1길 12,선박 구성 부분품 제조업 외 1 종
웨스트레이크코리아(주),052-231-5189,052-231-5190,울산광역시 울주군 온산읍 이진로 19,합성수지 및 기타 플라스틱 물질 제조업
위드비㈜,052-254-7557,052-254-7558,울산광역시 울주군 상북면 길천산업로 389,자동차 차체용 신품 부품 제조업
위림,052-254-0362,,울산광역시 울주군 삼남읍 살태백이골길 21,선박 구성 부분품 제조업
위버드,,0505-936-7774,울산광역시 울주군 청량읍 상남1길 34-6,기타 직물제품 제조업 외 3 종
유니램(주),055-372-2504,055-372-2513,울산광역시 울주군 삼남읍 삼동로 23,전구 및 램프 제조업 외 1 종
유니크,,052-918-8882,울산광역시 울주군 상북면 길천산업로 473-6,내연기관 제조업
유림산기,052-261-0736,052-261-0739,울산광역시 울주군 온산읍 삼평길 212,기타 구조용 금속제품 제조업
유성산업사,052-239-4327,052-239-4328,울산광역시 울주군 온양읍 내광리 GW일반산업단지 1블럭 10롯트,자동차 엔진용 신품 부품 제조업
유신단열(주),052-257-3751,052-258-3752,"울산광역시 울주군 웅촌면 고연로 180, (352-1, 353-3, 353-6, 354-3, 370-10, 378-2)",암면 및 유사제품 제조업 외 4 종
유신단열(주)3공장,,051-0503-9416,울산광역시 울주군 웅촌면 와지공단1길 9-18,암면 및 유사제품 제조업 외 1 종
유신단열(주)온양공장,,,울산광역시 울주군 온양읍 광청로 379-42 (총 5 필지) 외 4필지,선박 구성 부분품 제조업
유신단열(주)제2공장,052-257-3751,052-256-3752,울산광역시 울주군 웅촌면 고연공단3길 16 외 3필지,암면 및 유사제품 제조업 외 1 종
유원산업,052-254-3591,052-254-3592,울산광역시 울주군 상북면 양등농공길 41,그 외 자동차용 신품 부품 제조업
유일산업,052-266-3829,052-266-3828,울산광역시 울주군 웅촌면 고연공단5길 57-14,그 외 기타 분류 안된 섬유제품 제조업
유창금속,052-264-4142,052-262-5399,울산광역시 울주군 삼남읍 중평강변길 27,"금속 문, 창, 셔터 및 관련제품 제조업"
유창하이테크(주),052-267-3744,052-267-3711,울산광역시 울주군 온산읍 화산리 749-15번지,그 외 자동차용 신품 부품 제조업 외 3 종
유창하이테크(주)제2공장,052-256-0016,052-267-3711,울산광역시 울주군 웅촌면 와지공단2길 15,그 외 자동차용 신품 부품 제조업
유케이아이엘(주),052-254-3810,052-254-3811,울산광역시 울주군 두서면 활천산업1길 10-14,"기타 섬유, 의복 및 가죽 가공 기계 제조업"
유한물산,,,울산광역시 울주군 온산읍 산성길 152-42 (온산읍),기타 식품 첨가물 제조업
유한미네랄솔트(주),055-366-2164,055-366-0010,울산광역시 울주군 온산읍 산성길 152-60,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
율산몰딩,052-266-2107,052-266-2108,울산광역시 울주군 웅촌면 고연공단2길 130,기타 건축용 플라스틱 조립제품 제조업
은하벽지,052-264-8247,052-264-5960,울산광역시 울주군 삼남읍 신화리 926번지 외 3필지 외 3필지,벽지 및 장판지 제조업
은호기업,,,울산광역시 울주군 온양읍 용당내광로 238,암면 및 유사제품 제조업 외 1 종
이레데코,055-362-5228,,울산광역시 울주군 온양읍 내광리 GW일반산업단지 13블록 6롯트,그 외 기타 종이 및 판지 제품 제조업
이레테크,052-700-2255,052-700-2257,울산광역시 울주군 온양읍 광청로 379-23,금속 절삭기계 제조업
이리도스(주),052-240-0941,052-240-0993,울산광역시 울주군 온산읍 이진로 100,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업"
이앙산업,052-273-7400,052-273-7410,울산광역시 울주군 청량읍 화창길 8,운송장비 조립용 플라스틱제품 제조업 외 3 종
이에스이엔텍,052-254-2293,052-970-2294,"울산광역시 울주군 은현작동로 500-4, (작동리 613) (삼동면)",구조용 금속 판제품 및 공작물 제조업
이엠코어텍(주),,,"울산광역시 울주군 언양읍 유니스트길 50, 251동 507호",그 외 기타 전자부품 제조업
이영산업기계(주),052-231-5800,052-238-9574,울산광역시 울주군 온산읍 공단로 141,선박 구성 부분품 제조업
이영산업기계(주) 이진공장,052-239-6782,,울산광역시 울주군 온산읍 산암로 364 외 2필지,선박 구성 부분품 제조업
이우메탈,052-262-8488,052-254-8488,울산광역시 울주군 상북면 지화길 90,"동 제련, 정련 및 합금 제조업"
이인자소금누룩익는마을,,,울산광역시 울주군 서생면 깨목1길 23-1,"식초, 발효 및 화학 조미료 제조업 외 2 종"
이제이피코리아(주),052-261-4500,052-261-4605,울산광역시 울주군 웅촌면 갓골길 18-12,그 외 기타 일반목적용 기계 제조업 외 1 종
이제이피코리아(주) 제2공장,052-261-4500,052-261-4605,울산광역시 울주군 웅촌면 고연로 152-13,그 외 기타 일반목적용 기계 제조업 외 1 종
이조공예,,,울산광역시 울주군 웅촌면 고연공단2길 80,목재 도구 및 주방용 나무제품 제조업
이지케이(주),055-362-8712,055-365-0182,울산광역시 울주군 웅촌면 와지공단2길 56,자동차 엔진용 신품 부품 제조업
이지테크,052-915-9625,,울산광역시 울주군 상북면 거리 1157-3,자동차 차체용 신품 부품 제조업
이지테크원(주),052-266-9788,,울산광역시 울주군 온산읍 명봉거남로 252-5,액체 여과기 제조업 외 1 종
이티엘 주식회사,051-403-0891,052-269-0891,울산광역시 울주군 웅촌면 고연공단2길 4,일반용 도료 및 관련제품 제조업
이화전기,051-304-6182,051-304-6185,울산광역시 울주군 상북면 길천산업2길 36-4,그 외 자동차용 신품 부품 제조업 외 3 종
인보바이오텍,052-263-9678,052-263-9677,울산광역시 울주군 범서읍 지지길 112-8,그 외 기타 식료품 제조업
인성테크,052-237-7004,,울산광역시 울주군 온양읍 내광리 4블록 2롯트,그 외 기타 1차 철강 제조업
인프로이엔씨(주),052-232-1981,052-232-1982,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업1동 3층",절삭가공 및 유사처리업 외 1 종
일대건설,052-271-1406,052-272-6144,울산광역시 울주군 삼남읍 공암공단로 19 (삼남읍),그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종
일성가공지,052-261-7250,,울산광역시 울주군 웅촌면 고연공단3길 29,"적층, 합성 및 특수표면처리 종이 제조업"
일성상사,052-264-4921,052-254-4923,울산광역시 울주군 언양읍 곰재길 156 (총 2 필지) 외 1필지,플라스틱 접착처리 제품 제조업 외 1 종
일신피티에프이공업(주),052-262-4447,052-262-4449,울산광역시 울주군 삼남읍 상천로 276,주형 및 금형 제조업
일신하이텍,052-221-2670,052-221-2671,"울산광역시 울주군 삼남읍 반구대로 163, 1층","고무, 화학섬유 및 플라스틱 성형기 제조업"
일오금형,052-258-2155,052-258-2158,울산광역시 울주군 웅촌면 밭마당길 32 (총 2 필지) 외 1필지,주형 및 금형 제조업
일우테크,055-362-7982,055-362-7983,울산광역시 울주군 삼남읍 방기6길 43-4 외 1필지,컨베이어장치 제조업 외 1 종
일운설비(주),052-257-0727,052-257-0728,울산광역시 울주군 온산읍 온산로 3,그 외 기타 특수목적용 기계 제조업 외 2 종
일진포장,052-264-4331,052-264-4333,울산광역시 울주군 삼남읍 가천지내길 2,판지 상자 및 용기 제조업
임호산업,052-267-0803,052-267-0803,울산광역시 울주군 웅촌면 고연로 98-2,금속 성형기계 제조업
자일자동차(주),032-680-6731,,울산광역시 울주군 상북면 길천산업로 67,승용차 및 기타 여객용 자동차 제조업
재성산업,052-261-6091,052-261-6097,울산광역시 울주군 상북면 길천산업2길 24-3,내연기관 제조업
젊은사람들,,,울산광역시 울주군 웅촌면 부채골길 30,그 외 기타 분류 안된 금속 가공 제품 제조업 외 4 종
점보기업,052-227-2711,052-266-7479,"울산광역시 울주군 범서읍 송현길 100, (38-3, 41-1,40-2)",간판 및 광고물 제조업 외 1 종
정남금속,052-260-7595,,울산광역시 울주군 웅촌면 갓골길 11-16,금속 열처리업
정림금속,052-257-0651,052-257-0652,울산광역시 울주군 웅촌면 고연공단3길 28,알루미늄주물 주조업
정신화학,052-254-0352,052-248-3115,울산광역시 울주군 삼동면 작동음달길 23-8,비금속류 해체 및 선별업 외 1 종
정욱장 아트 앤 테크,,,울산광역시 울주군 웅촌면 은현공단2길 4,구조용 금속 판제품 및 공작물 제조업 외 1 종
정원기계(주),052-254-2380,052-254-2390,울산광역시 울주군 언양읍 신화1길 10,농업 및 임업용 기계 제조업 외 1 종
정원기계(주),052-254-2380,052-254-2390,울산광역시 울주군 언양읍 반천산업로 108-53,자동차용 신품 동력전달장치 제조업 외 1 종
정인,,052-227-9771,"울산광역시 울주군 웅촌면 와지공단2길 12, (제1동)",기타 가공 공작기계 제조업
정일산업 주식회사,052-237-3929,,울산광역시 울주군 청량읍 상남리 211-1번지 외 1필지 외 1필지,주형 및 금형 제조업
정테크,052-289-6078,052-289-6077,울산광역시 울주군 온산읍 처용산업2길 86,주형 및 금형 제조업 외 14 종
정화포장(주),052-221-6700,052-221-6703,울산광역시 울주군 언양읍 반천산업로 199-16,골판지 상자 및 가공제품 제조업
제우스유화공업(주),051-315-8182,051-326-2118,울산광역시 울주군 온산읍 당월로 402 외 1필지,윤활유 및 그리스 제조업 외 2 종
제이비엠,052-261-9040,052-261-8257,울산광역시 울주군 웅촌면 고연공단5길 40-25,선박 구성 부분품 제조업
제이씨케미칼 주식회사,052-707-7701,052-707-7704,울산광역시 울주군 온산읍 화산1길 70,그 외 기타 분류 안된 화학제품 제조업 외 1 종
제이엠기어(주),052-288-2380,052-254-2391,울산광역시 울주군 언양읍 반천산업로 108-53,자동차용 신품 동력전달장치 제조업 외 1 종
제이오토,052-269-7001,052-269-7002,"울산광역시 울주군 웅촌면 은현공단2길 10, C동",그 외 기타 분류 안된 금속 가공 제품 제조업
제이케이ENG,,,울산광역시 울주군 온양읍 지더블유산업2길 73,산업용 냉장 및 냉동 장비 제조업
제이케이PLATEC,052-239-3502,,울산광역시 울주군 상북면 길천산업로 105-18,컨베이어장치 제조업 외 2 종
제일F&C,052-260-8848,052-260-8860,울산광역시 울주군 청량읍 상남2길 22,그 외 기타 분류 안된 섬유제품 제조업
제일스틸㈜,052-254-9650,052-254-9640,울산광역시 울주군 두서면 활천산업1길 108,육상 금속 골조 구조재 제조업 외 2 종
조선선재온산(주),052-237-0218,052-237-3311,울산광역시 울주군 온산읍 화산2길 34-13,열간 압연 및 압출 제품 제조업
조선선재온산(주),052-237-0218,052-237-3311,울산광역시 울주군 온산읍 화산3길 23,열간 압연 및 압출 제품 제조업
조선선재온산(주),052-239-1151,052-239-1151,울산광역시 울주군 온산읍 화산2길 34-2,금속선 가공제품 제조업
조원테크,052-933-5171,052-933-5172,울산광역시 울주군 상북면 길천산업로 473-12,그 외 자동차용 신품 부품 제조업
조형연구소 223,,052-249-6904,울산광역시 울주군 웅촌면 정주권로 240,구조용 금속 판제품 및 공작물 제조업 외 6 종
종미수지,052-254-7949,052-254-7948,울산광역시 울주군 삼동면 보은로 258-15,비금속류 해체 및 선별업 외 1 종
주)다소니,052-264-0328,052-264-0329,울산광역시 울주군 언양읍 고하길 74-27 외 1필지,정형외과용 및 신체보정용 기기 제조업
주목산업(주),052-239-7846,052-239-7831,울산광역시 울주군 온양읍 남창로 818 (총 2 필지) 외 1필지,비금속류 해체 및 선별업 외 1 종
주식회사 가하공업,052-707-0518,070-7545-2662,"울산광역시 울주군 웅촌면 고연공단2길 153, 2동 (주)가하공업",액체 여과기 제조업
주식회사 골드라인,052-264-7949,052-264-7949,울산광역시 울주군 삼남읍 상천리 43,놀이터용 장비 제조업
주식회사 광진기업,052-238-6351,052-239-6351,울산광역시 울주군 온산읍 산성길 152-43,"플라스틱 선, 봉, 관 및 호스 제조업 외 1 종"
주식회사 글루틱스,052-225-5425,052-264-2939,울산광역시 울주군 상북면 찬물내기길 11,목재 깔판류 및 기타 적재판 제조업
주식회사 금양산업,052-277-7720,052-227-8857,울산광역시 울주군 웅촌면 은현공단3길 15 외 1필지,도장 및 기타 피막처리업
주식회사 금양산업 고연지점,052-267-1422,052-267-1423,울산광역시 울주군 웅촌면 고연로 97-16,도장 및 기타 피막처리업
주식회사 나경,052-275-0500,052-257-1208,울산광역시 울주군 범서읍 모두박길 5-22 101호,방송장비 제조업 외 2 종
주식회사 넷에너지,052-264-0884,,울산광역시 울주군 삼남읍 연봉길 16 외 1필지,농업 및 임업용 기계 제조업
주식회사 노아엘이디,052-275-4194,050-5115-2243,울산광역시 울주군 삼남읍 방기로 53,전시 및 광고용 조명장치 제조업 외 3 종
주식회사 누림,,,울산광역시 울주군 웅촌면 와지공단길 28,일반 제재업
주식회사 다인테크,052-272-2022,052-272-2089,울산광역시 울주군 청량읍 화창1길 4-20,승강기 제조업
주식회사 달빛,052-931-0331,052-931-0334,울산광역시 울주군 삼남읍 동향교1길 27-15,일반용 전기 조명장치 제조업 외 7 종
주식회사 달빛,052-931-0331,,울산광역시 울주군 범서읍 굴화2길 32-5,"라디오, 녹음 및 재생 기기 제조업 외 3 종"
주식회사 대길산업,052-265-0854,052-265-0823,울산광역시 울주군 웅촌면 곡천검단로 158-10 외 1필지,주형 및 금형 제조업 외 13 종
주식회사 대한티앤에스,052-268-9877,052-265-4235,울산광역시 울주군 청량읍 온산로 602,육상 금속 골조 구조재 제조업
주식회사 더빌드,052-254-0010,052-254-6010,울산광역시 울주군 삼남읍 남상평1길 19,기타 인쇄업
주식회사 동성케미컬,052-255-9500,052-264-2069,울산광역시 울주군 상북면 지화길 123,합성수지 및 기타 플라스틱 물질 제조업
주식회사 동인랜드,052-266-9335,052-227-9334,울산광역시 울주군 웅촌면 고연공단5길 4,표면 가공 목재 및 특정 목적용 제재목 제조업 외 1 종
주식회사 드림건설산업,052-232-4828,052-234-4828,울산광역시 울주군 두서면 구량차리로 274,배전반 및 전기 자동제어반 제조업 외 1 종
주식회사 디아이씨,052-255-0500,052-262-9094,울산광역시 울주군 두동면 봉계농공길 8 외 4필지,자동차용 신품 동력전달장치 제조업 외 2 종
주식회사 루미맥스테크놀리지,052-237-2622,,울산광역시 울주군 온양읍 용당내광로 223-13 (총 2 필지) 외 1필지,일반용 전기 조명장치 제조업 외 1 종
주식회사 망고스톤,052-261-8525,052-261-8520,울산광역시 울주군 웅촌면 고연로 115-9,기타 건축용 플라스틱 조립제품 제조업
주식회사 멕스플렉스,052-922-2300,,울산광역시 울주군 언양읍 반천리 1104-23,"플라스틱 선, 봉, 관 및 호스 제조업"
주식회사 무찬,052-972-5670,051-972-5671,울산광역시 울주군 상북면 길천산업로 121,기타 무선 통신장비 제조업 외 7 종
주식회사 미소인테크,052-263-5066,070-4275-5069,울산광역시 울주군 두서면 활천산업로 141,"레이더, 항행용 무선기기 및 측량기구 제조업 외 2 종"
주식회사 미창케이블(울산공장),052-913-2000,052-385-6797,울산광역시 울주군 상북면 길천산업2길 18,자동차 차체용 신품 부품 제조업 외 1 종
주식회사 범아,052-713-8002,054-713-8003,울산광역시 울주군 웅촌면 은현공단2길 30,기체 여과기 제조업 외 1 종
주식회사 부영인더스트리,052-254-7557,052-254-7558,울산광역시 울주군 상북면 길천산업로 109,그 외 기타 일반목적용 기계 제조업
주식회사 비어포트브로이,052-225-1111,052-225-1150,울산광역시 울주군 언양읍 반구대로 1305-2,맥아 및 맥주 제조업
주식회사 비에이치스틸,052-254-1508,,울산광역시 울주군 상북면 길천산업로 103-3,그 외 자동차용 신품 부품 제조업
주식회사 비엠피,052-227-5980,052-227-5982,울산광역시 울주군 웅촌면 고연공단2길 39,그 외 자동차용 신품 부품 제조업 외 3 종
주식회사 사인몰,051-727-4074,051-727-4084,"울산광역시 울주군 서생면 천산로 265, (명산리 567)",간판 및 광고물 제조업 외 2 종
주식회사 삼덕포장,052-922-3232,052-970-3435,울산광역시 울주군 삼동면 사촌신복로 111 (총 4 필지) 외 4필지,목재 깔판류 및 기타 적재판 제조업 외 1 종
주식회사 삼원테크,052-266-2386,052-267-2386,울산광역시 울주군 웅촌면 고연공단1길 54-12,도장 및 기타 피막처리업
주식회사 삼육오푸드원,052-254-5206,052-264-5207,울산광역시 울주군 상북면 지화길 108,가금류 가공 및 저장 처리업
주식회사 삼창엔지니어링,052-227-9341,052-227-9342,울산광역시 울주군 웅촌면 물건너길 93,자동차용 금속 압형제품 제조업 외 1 종
주식회사 상승,052-257-5753,052-257-5761,울산광역시 울주군 웅촌면 부채골길 17,그 외 기타 분류 안된 화학제품 제조업
주식회사 세광,055-388-2260,055-388-2261,울산광역시 울주군 두서면 활천산업로 176,컨베이어장치 제조업
주식회사 솔론테크,052-262-9832,052-263-9383,울산광역시 울주군 삼남읍 연봉상천길 46,그 외 자동차용 신품 부품 제조업
주식회사 송정스마트,052-287-4633,052-919-1500,울산광역시 울주군 온산읍 처용산업1길 4,일반철물 제조업
주식회사 송희,052-238-1951,052-238-1953,울산광역시 울주군 온양읍 산양길 32,기타 직물제품 제조업 외 1 종
주식회사 송희공조,052-238-1951,052-238-1953,울산광역시 울주군 온양읍 산양길 32,금속 단조제품 제조업 외 4 종
주식회사 승도이앤지,052-256-4196,052-256-4198,울산광역시 울주군 온산읍 명봉거남로 252-3,강관 제조업
주식회사 신한에이티,052-263-6400,,울산광역시 울주군 언양읍 반천산업로 97,자동차 차체용 신품 부품 제조업
주식회사 심지,052-221-3001,052-970-0732,울산광역시 울주군 청량읍 율리영해1길 54 1층,전시용 모형 제조업 외 1 종
주식회사 쓰리디피플,,052-970-1213,"울산광역시 울주군 범서읍 대리로 22, 6층, 601호",전시용 모형 제조업 외 1 종
주식회사 아이지이,052-943-7551,052-943-7553,울산광역시 울주군 서생면 에너지산업2로 127,오락 및 스포츠용 보트 건조업
주식회사 아주텍,052-998-0400,052-998-0401,울산광역시 울주군 청량읍 처용산업4길 6,"증류기, 열교환기 및 가스발생기 제조업"
주식회사 알지테크놀로지,052-255-0500,052-264-8466,울산광역시 울주군 상북면 길천산업로 401,자동차용 신품 동력전달장치 제조업
주식회사 애드펙트,051-338-9969,051-341-8012,울산광역시 울주군 언양읍 평리다개로 206-5,간판 및 광고물 제조업 외 6 종
주식회사 앤트,052-707-7788,,울산광역시 울주군 상북면 양등리 810-5,자동차용 신품 전기장치 제조업
주식회사 에버딘폼코리아,052-265-4778,052-267-3231,울산광역시 울주군 온산읍 해맞이로 1854,그 외 기타 분류 안된 화학제품 제조업
주식회사 에스케이인더스트리,052-227-3541,052-227-3542,울산광역시 울주군 웅촌면 와지공단2길 54,운송장비 조립용 플라스틱제품 제조업
주식회사 에이치앤티,052-224-4485,052-224-4486,울산광역시 울주군 청량읍 상남길 15-21,전시 및 광고용 조명장치 제조업 외 5 종
주식회사 엔에이치,070-4286-2207,,울산광역시 울주군 두서면 활천산업로 39-34,그 외 기타 분류 안된 비금속 광물제품 제조업
주식회사 엘케이이앤씨,052-258-0482,052-258-0492,"울산광역시 울주군 웅촌면 고연공단2길 153, 1층",구조용 금속 판제품 및 공작물 제조업
주식회사 엘크로,052-264-9104,,울산광역시 울주군 두서면 활천산업로 39-1,그 외 자동차용 신품 부품 제조업
주식회사 엠브이,052-258-9979,,울산광역시 울주군 온양읍 지더블유산업로 82,자동차 차체용 신품 부품 제조업
주식회사 엠에스자원 제2공장,052-223-0691,052-225-0691,울산광역시 울주군 웅촌면 물건너길 22-11,금속 캔 및 기타 포장용기 제조업
주식회사 엠에스조경,,,울산광역시 울주군 삼남읍 사촌신복로 430,놀이터용 장비 제조업 외 5 종
주식회사 엠케이산업,051-722-4363,051-721-4363,울산광역시 울주군 서생면 위양로 211-87,"플라스틱 선, 봉, 관 및 호스 제조업 외 22 종"
주식회사 영광,052-240-2400,052-237-2376,울산광역시 울주군 청량읍 처용산업5길 55,육상 금속 골조 구조재 제조업
주식회사 영인T&C,052-254-7357,,울산광역시 울주군 언양읍 반천산업로 219-15,자동차 차체용 신품 부품 제조업
주식회사 옥수산업,052-903-6401,052-267-9018,울산광역시 울주군 청량읍 화창1길 42-52,그 외 기타 분류 안된 비금속 광물제품 제조업 외 2 종
주식회사 와이비테크(본점),055-730-9359,055-730-9358,울산광역시 울주군 언양읍 반천산업로 73,그 외 자동차용 신품 부품 제조업 외 1 종
주식회사 울주레미콘,052-700-1933,052-700-1934,울산광역시 울주군 범서읍 두동로 369-216 (범서읍),레미콘 제조업
주식회사 윈이앤지,052-260-0480,052-257-0480,울산광역시 울주군 청량읍 처용산업로 243-44,육상 금속 골조 구조재 제조업 외 1 종
주식회사 유성비앤에스,,052-223-6200,울산광역시 울주군 삼남읍 가천금사길 69-2 외 2필지,기타 비철금속 주조업
주식회사 유성이앤지,052-237-7381,052-237-7384,울산광역시 울주군 온양읍 화산발리로 601,기타 가죽제품 제조업
주식회사 유안테크,,,"울산광역시 울주군 언양읍 유니스트길 50, 251동 513호",그 외 기타 전자부품 제조업
주식회사 유화산업,052-265-4777,052-267-3231,울산광역시 울주군 온산읍 해맞이로 1854,구조용 금속 판제품 및 공작물 제조업 외 8 종
주식회사 유환팩,052-254-3050,,울산광역시 울주군 두서면 활천산업1길 127,골판지 상자 및 가공제품 제조업
주식회사 이노켐,055-365-6612,055-367-0075,울산광역시 울주군 온양읍 지더블유산업3길 6,그 외 기타 금속가공업 외 1 종
주식회사 이엔비,052-263-1251,052-263-1250,울산광역시 울주군 상북면 길천산업로 323,자동차 차체용 신품 부품 제조업
주식회사 자유모터스,052-254-5235,052-254-5237,울산광역시 울주군 상북면 산전후리로 40-27,기어 및 동력전달장치 제조업
주식회사 정산테크,052-922-0252,052-922-0254,울산광역시 울주군 웅촌면 고연로 152-18,자동차 차체용 신품 부품 제조업
주식회사 제이아이산업,052-915-9945,052-915-9946,울산광역시 울주군 두서면 활천산업로 153,골판지 제조업
주식회사 제이에스,052-239-4826,052-238-7982,울산광역시 울주군 온양읍 지더블유산업3길 26,그 외 자동차용 신품 부품 제조업
주식회사 조이산업,052-249-9199,052-249-9250,울산광역시 울주군 청량읍 화창1길 42-18,구조용 금속 판제품 및 공작물 제조업 외 3 종
주식회사 주경이엔지,052-211-2308,052-211-1308,울산광역시 울주군 웅촌면 고연공단2길 11 외 3필지,일반용 도료 및 관련제품 제조업
주식회사 준텍,052-223-4314,052-223-4313,울산광역시 울주군 웅촌면 와지공단길 63-7 (총 2 필지),그 외 자동차용 신품 부품 제조업 외 3 종
주식회사 지안조경,031-843-1000,031-843-5400,울산광역시 울주군 삼남읍 사촌신복로 430 1동,놀이터용 장비 제조업 외 5 종
주식회사 지앤지,055-386-0153,052-970-0153,울산광역시 울주군 상북면 상북로 221-16,표면처리 및 적층 직물 제조업 외 3 종
주식회사 지오,,,"울산광역시 울주군 웅촌면 고연로 134, B동",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
주식회사 창성피에프,054-776-4414,054-776-4415,울산광역시 울주군 범서읍 왕걸길 6-25 외 1필지,강관 가공품 및 관 연결구류 제조업 외 1 종
주식회사 창평,052-700-9600,052-711-1289,울산광역시 울주군 웅촌면 갓골길 18-2,도장 및 기타 피막처리업
주식회사 창평,052-700-3600,052-223-8811,울산광역시 울주군 웅촌면 장기터2길 113,자동차 차체용 신품 부품 제조업 외 1 종
주식회사 칼라런트코리아 제2공장,052-262-6650,052-262-6654,울산광역시 울주군 삼동면 암리하방길 41-1 외 2필지,무기안료용 금속 산화물 및 관련 제품 제조업 외 1 종
주식회사 케이아이씨이엔지 울산공장,070-8657-0378,,울산광역시 울주군 두동면 봉계농공길 41,기타 가공 공작기계 제조업
주식회사 케이에이알,052-256-9557,070-4006-4219,울산광역시 울주군 상북면 소야정길 220-24,그 외 자동차용 신품 부품 제조업
주식회사 케이엔아이테크,052-296-8600,052-296-8603,울산광역시 울주군 웅촌면 은현작동로 296 4동,"금속 문, 창, 셔터 및 관련제품 제조업 외 2 종"
주식회사 케이테크,052-277-7401,052-277-7404,울산광역시 울주군 웅촌면 와지공단1길 9-4,도장 및 기타 피막처리업
주식회사 코리아기프트,052-274-4008,052-364-0945,울산광역시 울주군 삼남읍 반구대로 397,기타 인쇄업 외 6 종
주식회사 콜커,070-8796-1949,052-288-1868,울산광역시 울주군 웅촌면 고연공단2길 4,코르크 및 조물제품 제조업
주식회사 태광이엔지,052-275-9611,052-275-9611,울산광역시 울주군 웅촌면 은현작동로 129,금속탱크 및 저장용기 제조업
주식회사 태흥이엔테크,052-265-0291,052-256-5816,울산광역시 울주군 청량읍 상남2길 26-19,배전반 및 전기 자동제어반 제조업
주식회사 포투원,052-217-5601,,"울산광역시 울주군 언양읍 유니스트길 50, 113동 205,206,207,208호",축전지 제조업 외 2 종
주식회사 폴텍,052-977-7119,,울산광역시 울주군 두서면 활천산업로 38,그 외 기타 특수목적용 기계 제조업
주식회사 피지메탈,052-247-5052,052-249-6061,"울산광역시 울주군 상북면 길천산업3길 18, 상북면 거리 1168-6",축전지 제조업
주식회사 한국이앤티,052-289-7991,052-970-0797,울산광역시 울주군 청량읍 상남2길 32-6,"물질 검사, 측정 및 분석기구 제조업"
주식회사 한국이엔지,055-367-3403,055-367-3404,울산광역시 울주군 웅촌면 곡천검단로 252 외 1필지,기체 여과기 제조업 외 1 종
주식회사 한동창호,052-221-1775,052-221-1774,울산광역시 울주군 웅촌면 대복리 592-15,"금속 문, 창, 셔터 및 관련제품 제조업"
주식회사 협진이엔지,052-237-2014,052-237-2015,울산광역시 울주군 온산읍 거남1길 2,절삭가공 및 유사처리업
주식회사 호연산업,061-793-5511,061-792-5258,울산광역시 울주군 웅촌면 고연공단4길 18,기타 구조용 금속제품 제조업
주식회사대광테크,,052-257-8101,울산광역시 울주군 웅촌면 고연리 952-23번지 외 7필지,자동차 차체용 신품 부품 제조업
주식회사레체,052-260-1900,052-970-0019,울산광역시 울주군 언양읍 신흥1길 17-2,"천막, 텐트 및 유사 제품 제조업"
주식회사티엠코,,,울산광역시 울주군 두동면 두동로 1203,그 외 기타 1차 철강 제조업 외 1 종
주식회사혜성수출포장산업,052-254-1354,052-254-0881,울산광역시 울주군 삼남읍 강당2길 26,골판지 상자 및 가공제품 제조업
주영산업(주),052-264-1339,052-263-8536,울산광역시 울주군 삼남읍 가천지내길 9,윤활유 및 그리스 제조업
주원목재,052-269-1885,052-227-8973,울산광역시 울주군 웅촌면 당고개1길 18,목재문 및 관련제품 제조업
준호산업,052-266-8321,052-266-8322,울산광역시 울주군 웅촌면 고연공단2길 26,비금속류 해체 및 선별업 외 1 종
지아이에프코리아 주식회사,070-4044-3846,,"울산광역시 울주군 삼남읍 도호1길 23, 402호",전자감지장치 제조업
지에스 코리아,,052-914-7991,울산광역시 울주군 두동면 봉계농공길 53,그 외 자동차용 신품 부품 제조업
지에스에코메탈(주),052-237-5400,052-237-5401,울산광역시 울주군 온산읍 화산1길 75-34 (총 2 필지) 외 1필지,"기타 비철금속 제련, 정련 및 합금 제조업"
