회사명,업종명,소재지도로명주소,소재지지번주소,전화번호,팩스번호,데이터기준일자
신우레미콘 주식회사,비금속광물 분쇄물 생산업,울산광역시 북구 대안1길 300 외3필지 (대안동),울산광역시 북구 대안동 276번지 외3필지,054-775-9153,054-775-9154,2025-11-27
신우레미콘 주식회사,레미콘 제조업,울산광역시 북구 대안1길 310 (대안동),울산광역시 북구 대안동 277-1,054-775-9153,054-775-9154,2025-11-27
신우산업,자동차 엔진용 신품 부품 제조업,울산광역시 북구 중산산업3길 22(중산동 신우산업),울산광역시 북구 중산동 1266-3 신우산업,052-256-1611,,2025-11-27
신일공업사,주형 및 금형 제조업,울산광역시 북구 매곡동 722번지,울산광역시 북구 매곡동 722번지,052-282-0148,052-298-6869,2025-11-27
신호엔지니어링,고무 화학섬유 및 플라스틱 성형기 제조업 외 1 종,울산광역시 북구 진장유통로 42-14 (진장동),울산광역시 북구 진장동 284-17번지,052-287-2430,052-289-2010,2025-11-27
신화에스엠지(주),자동차 차체용 신품 부품 제조업,울산광역시 북구 중산산업3길 36(중산동),울산광역시 북구 중산동 1263-2,052-285-2294,,2025-11-27
신화이디테크(주),도장 및 기타 피막처리업,울산광역시 북구 효암로 354-6 (연암동 신화도장(주)),울산광역시 북구 연암동 936번지,052-287-6901,052-287-6904,2025-11-27
신흥화스너,볼트 및 너트류 제조업 외 2 종,울산광역시 북구 농공단지1길 72 (달천동 (주)씨엔디테크),울산광역시 북구 달천동 207-11 번지,052-291-1956,052-291-1958,2025-11-27
씨보이테크(주),선박 구성 부분품 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 2층 215호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 2층 215호,052-287-5989,052-287-5987,2025-11-27
씨아이엠(주),그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 113 (효문동),울산광역시 북구 효문동 987번지,052-287-1480,052-256-1466,2025-11-27
씨제이대한통운(주),그 외 자동차용 신품 부품 제조업 외 4 종,울산광역시 북구 매곡산업3길 1 (매곡동 CJGLS(주)),울산광역시 북구 매곡동 343-1번지,052-282-8922,052-316-0130,2025-11-27
아르보공방,기타 목재가구 제조업,울산광역시 북구 동대15길 38 1층 (호계동),울산광역시 북구 호계동 284-1 1층,,052-287-5819,2025-11-27
아시아웰딩,그 외 자동차용 신품 부품 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 7층 723호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 7층 723호,052-287-7916,,2025-11-27
아이시티산업,방송장비 제조업 외 1 종,울산광역시 북구 호계매곡4로 7 3층 (매곡동),울산광역시 북구 매곡동 771-10번지 3층,052-244-8677,052-244-8678,2025-11-27
아이씨티(주),배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 113호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 113호,052-288-7343,052-288-7340,2025-11-27
아이앤에스,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 501호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 5층 501호,052-283-4217,052-283-4218,2025-11-27
아주엔지니어링,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 48-1 (효문동 주식회사아이제이),울산광역시 북구 효문동 811-1번지,052-269-8585,052-271-7168,2025-11-27
아진계전,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 511호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 5층 511호,052-288-2840,52,2025-11-27
아진에이텍,산업용 로봇 제조업,울산광역시 북구 농공단지4길 23-2(달천동 아진에이텍),울산광역시 북구 달천동 203-6 아진에이텍,070-8823-0255,052-281-0922,2025-11-27
에스마린,선박 구성 부분품 제조업 외 1 종,울산광역시 북구 농공단지4길 56(달천동),울산광역시 북구 달천동 206-11,,051-405-8726,2025-11-27
에스제이지세종 주식회사,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효자로 82 (효문동 세종공업(주)) 외 3필지,울산광역시 북구 효문동 800-1번지 세종공업(주) 외 3필지,052-219-1556,052-283-2211,2025-11-27
에스제이지세종㈜,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 36 (효문동),울산광역시 북구 효문동 1011,052-290-1826,052-283-2211,2025-11-27
에이원테크,기타 절연선 및 케이블 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 4층 406호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 4층 406호,052-287-0583,,2025-11-27
에이치비교역,액체 펌프 제조업 외 4 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 3층 309호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 3층 309호,052-289-1782,,2025-11-27
에이치비씨(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 효문1로 9 (효문동),울산광역시 북구 효문동 221,052-988-8662,052-700-0910,2025-11-27
에이치에스엠,스크린 인쇄업 외 6 종,울산광역시 북구 농공단지3길 9 (달천동),울산광역시 북구 달천동 208-4번지,052-242-2111,052-242-2116,2025-11-27
에이패스,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 농공단지3길 13 (달천동),울산광역시 북구 달천동 208-3번지,052-288-1801,052-289-1821,2025-11-27
에코시스템,배전반 및 전기 자동제어반 제조업,울산광역시 북구 무룡1로 102-6(연암동 에코시스템),울산광역시 북구 연암동 221-4 에코시스템,052-289-9538,052-289-9539,2025-11-27
에프유(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 126 (효문동) 외 1필지,울산광역시 북구 효문동 981-1번지 외 1필지,052-256-1463,052-256-1466,2025-11-27
엔브이에이치오버헤드시스템(주),그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 207-14 (연암동 (주)중앙공업),울산광역시 북구 연암동 1370번지,052-283-8713,,2025-11-27
엔브이에이치오버헤드시스템(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업6길 2(매곡동),울산광역시 북구 매곡동 886-4,052-283-8715,052-289-8719,2025-11-27
엘피스테크,절삭가공 및 유사처리업,울산광역시 북구 농공단지4길 58 (달천동),울산광역시 북구 달천동 206-6번지,052-285-1916,052-285-1918,2025-11-27
엠-코리아,자동차 엔진용 신품 부품 제조업,울산광역시 북구 중산산업3길 22(중산동 신우산업),울산광역시 북구 중산동 1266-3 신우산업,052-256-1611,,2025-11-27
영광스프링,금속 스프링 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 1층 109호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 1층 109호,052-287-7492,052-287-7491,2025-11-27
영남하이텍,도장 및 기타 피막처리업,울산광역시 북구 죽전로 10 (효문동 (주)한국메달),울산광역시 북구 효문동 697번지 (주)한국메달,052-287-9100,052-288-5678,2025-11-27
영남하이텍,도장 및 기타 피막처리업,울산광역시 북구 효암로 300-7 (연암동),울산광역시 북구 연암동 663-10번지,052-287-9100,052-288-5678,2025-11-27
영수기계,기타 가공 공작기계 제조업,울산광역시 북구 염포로 248-10 (진장동),울산광역시 북구 진장동 937-5번지,052-293-6964,052-293-6963,2025-11-27
영시스템,배전반 및 전기 자동제어반 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 513호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 5층 513호,052-287-0218,052-225-0217,2025-11-27
영신기업사,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업2길 4(매곡동),울산광역시 북구 매곡동 345-2,052-265-8462,,2025-11-27
영신테크,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 매곡산업1길 24 (매곡동 영신테크),울산광역시 북구 매곡동  347-6번지,052-286-8452,052-286-8454,2025-11-27
영실로직스(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 염포로 248-1(진장동 합동공업사) 외 3필지,울산광역시 북구 진장동 937 합동공업사 외 3필지,052-288-8185,052-289-4792,2025-11-27
영실로직스㈜ 연암지점,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 212 (연암동),울산광역시 북구 연암동 1365,052-287-3703,052-287-3701,2025-11-27
영진산업,배전반 및 전기 자동제어반 제조업 외 1 종,울산광역시 북구 매곡산업로 67 (매곡동 영진산업),울산광역시 북구 매곡동 351-3번지,052-285-1656,052-285-1657,2025-11-27
영진테크,금속 절삭기계 제조업,울산광역시 북구 중산산업2길 49(중산동),울산광역시 북구 중산동 1263-4,,052-285-5228,2025-11-27
영테크,주형 및 금형 제조업,울산광역시 북구 중산산업로 80 (중산동),울산광역시 북구 중산동  1253-3번지,052-293-6970,,2025-11-27
예원정밀,주형 및 금형 제조업,울산광역시 북구 염포로 248-14 (진장동),울산광역시 북구 진장동 937-6번지,052-289-2389,052-287-5018,2025-11-27
오에스(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 242 (연암동),울산광역시 북구 연암동 1361번지,052-289-5190,052-289-5199,2025-11-27
오제이씨 주식회사 울산공장,금속 캔 및 기타 포장용기 제조업,울산광역시 북구 책골길 59 외 1필지 (연암동),울산광역시 북구 연암동 681번지 외 1필지,052-289-1355,052-289-1349,2025-11-27
오토렉스(주),차체 및 특장차 제조업 외 1 종,울산광역시 북구 매곡산업6길 1 (매곡동),울산광역시 북구 매곡동 885-5번지,052-926-1016,052-276-5084,2025-11-27
오토셰프 주식회사,그 외 기타 일반목적용 기계 제조업 외 1 종,울산광역시 북구 농공단지4길 40 (달천동) 가동,울산광역시 북구 달천동 206-1 가동,052-258-3346,052-293-4977,2025-11-27
우성산업,그 외 기타 전기장비 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 3층 307호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 3층 307호,052-288-6113,052-288-6115,2025-11-27
우신공업사,주형 및 금형 제조업,울산광역시 북구 농공단지3길 20 (달천동 우신공업사),울산광역시 북구 달천동 210-9번지,052-295-4566,052-295-4550,2025-11-27
우영산업(주),자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 공단길 56 (연암동),울산광역시 북구 연암동 714-15번지,052-287-4488,052-287-0709,2025-11-27
우진산업전자,그 외 기타 전기장비 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 7층 707호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 7층 707호,052-289-2337,052-289-2338,2025-11-27
울산건업,금속 문 창 셔터 및 관련제품 제조업,울산광역시 북구 진장7길 2 (진장동),울산광역시 북구 진장동 505-4번지,052-289-0522,052-287-6155,2025-11-27
울산레미콘(주),레미콘 제조업,울산광역시 북구 효암로 176 (효문동),울산광역시 북구 효문동  700-1번지,052-289-5900,052-288-9337,2025-11-27
울산분체,전기회로 접속장치 제조업,울산광역시 북구 매곡산업로 67(매곡동 영진산업),울산광역시 북구 매곡동 351-3 영진산업,052-285-1656,052-285-1657,2025-11-27
울산씨에스,자동차용 신품 의자 제조업,울산광역시 북구 중산산업로 22(중산동 (주)세왕공업),울산광역시 북구 중산동 1259 (주)세왕공업,052-707-8890,052-707-8891,2025-11-27
울산지역 농협연합 미곡종합처리장,곡물 도정업,울산광역시 북구 호계로 88 (창평동),울산광역시 북구 창평동 908-1번지,052-295-0434,052-295-3423,2025-11-27
울산탁주공동제조장,탁주 및 약주 제조업,울산광역시 북구 염포로 237 (효문동),울산광역시 북구 효문동 676번지,052-287-5001,052-286-6646,2025-11-27
울산특수강,절삭가공 및 유사처리업,울산광역시 북구 효암로 226 (효문동 울산특수강),울산광역시 북구 효문동 813-1번지,052-285-2741,,2025-11-27
웅진기계,절삭가공 및 유사처리업,울산광역시 북구 연암1길 31 (연암동),울산광역시 북구 연암동 306-6번지,052-289-2650,,2025-11-27
원엔지니어링(주),배전반 및 전기 자동제어반 제조업 외 1 종,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 506호 외 1필지,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 5층 506호 외 1필지,052-287-8561,052-287-8563,2025-11-27
원진산업기계,기타 가공 공작기계 제조업,울산광역시 북구 농공단지5길 13 (달천동),울산광역시 북구 달천동 204-9번지,052-296-7741,052-296-7723,2025-11-27
원창산업,그 외 기타 금속가공업,울산광역시 북구 효자로 43 (효문동),울산광역시 북구 효문동 816-3번지,052-287-0754,052-287-0755,2025-11-27
원텍,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 515호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 5층 515호,052-286-5584,052-288-5584,2025-11-27
원화ENG,산업용 냉장 및 냉동 장비 제조업 외 2 종,울산광역시 북구 산성로 40 (효문동 아파트형공장),울산광역시 북구 효문동 812-1번지,052-257-8930,052-288-8961,2025-11-27
월드이엔지(주),그 외 기타 일반목적용 기계 제조업,,울산광역시 북구 달천동 1B-11L 모바일테크밸리,052-296-6055,,2025-11-27
웨어켐엔지니어링,그 외 기타 특수목적용 기계 제조업,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 B1층 B-118호,울산광역시 북구 효문동 812-1 울산지식산업센터 1호동 B1층 B-118호,052-292-5625,052-292-5625,2025-11-27
위너산업,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 호수2로 52 (호계동),울산광역시 북구 호계동 462번지,052-281-6603,,2025-11-27
유네코 주식회사,도금업,울산광역시 북구 효문동 158번지,울산광역시 북구 효문동 158번지,02-852-2300,02-852-2301,2025-11-27
유림로보텍,산업용 로봇 제조업,울산광역시 북구 농공단지4길 54 (달천동),울산광역시 북구 농공단지4길 54 (달천동),052-281-1454,052-282-1454,2025-11-27
유명엔지니어링(주),배전반 및 전기 자동제어반 제조업,울산광역시 북구 염포로 290 (효문동),울산광역시 북구 효문동 619-1번지,052-210-9900,052-210-9911,2025-11-27
유성산업(주),금속 열처리업,울산광역시 북구 무룡1로 102-8 (연암동 유성산업) 외 1필지,울산광역시 북구 연암동 175번지 외 1필지,052-287-3391,052-287-3390,2025-11-27
유한책임회사 대솔아이엠,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 중산산업3길 1 (중산동),울산광역시 북구 중산동 1268-3번지,052-282-1037,052-282-1047,2025-11-27
으뜸산업,염료 조제 무기안료 유연제 및 기타 착색제 제조업,울산광역시 북구 제내6길 13-1 (매곡동),울산광역시 북구 매곡동 744-2번지,052-295-4808,052-295-4807,2025-11-27
이로시스,산업용 로봇 제조업,울산광역시 북구 농공단지2길 22 B동(달천동),울산광역시 북구 달천동 212-1 B동,070-8290-2538,070-8290-2539,2025-11-27
인성기공,기타 물품 취급장비 제조업,울산광역시 북구 송도길 48 (효문동 인성기공사),울산광역시 북구 효문동 427-1번지,052-287-4824,052-287-4827,2025-11-27
인성기공(주),그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 매곡산업로 83 (매곡동 인성기공(주)),울산광역시 북구 매곡동  351-7번지,052-287-4824,052-294-4824,2025-11-27
인성기공(주),컨베이어장치 제조업,울산광역시 북구 매곡산업6길 15-9 (매곡동),울산광역시 북구 매곡동 885-1번지,052-287-4824,052-294-4824,2025-11-27
인성기공(주),기타 물품 취급장비 제조업,울산광역시 북구 효천3길 15 (효문동 인성기공),울산광역시 북구 효문동 462-3번지,052-287-4824,052-288-2132,2025-11-27
인승특수기계,탭 밸브 및 유사장치 제조업,울산광역시 북구 진장4길 22 (진장동),울산광역시 북구 진장동 578-1번지,052-224-4400,052-224-4403,2025-11-27
인승특수기계공업,탭 밸브 및 유사장치 제조업,울산광역시 북구 당수골34길 6 (호계동),울산광역시 북구 호계동 1042-10,,052-224-4403,2025-11-27
인지컨트롤스(주),자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 중산산업로 31-4 (중산동),울산광역시 북구 중산동 1256-3,031-496-1723,,2025-11-27
인피니물산,그 외 기타 분류 안된 금속 가공 제품 제조업,울산광역시 북구 음달길 83-38(천곡동),울산광역시 북구 천곡동 산149-1,052-298-3579,052-298-3589,2025-11-27
일신프런티어(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 천마로 104 (달천동),울산광역시 북구 달천동 0,052-296-6700,,2025-11-27
장원산업,절삭가공 및 유사처리업 외 2 종,울산광역시 북구 염포로 282 (효문동 장원산업) 외 1필지,울산광역시 북구 효문동 651번지 외 1필지,052-288-3922,052-286-2224,2025-11-27
재성아이디에스(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 농공단지4길 2(달천동 재성아이디에스),울산광역시 북구 달천동 208-1 재성아이디에스,052-298-1019,052-296-1019,2025-11-27
재원,일반용 전기 조명장치 제조업 외 9 종,울산광역시 북구 효산1길 52 (효문동),울산광역시 북구 효문동 1046,052-286-8804,052-970-0222,2025-11-27
재원산업,그 외 기타 일반목적용 기계 제조업,울산광역시 북구 농공단지2길 32-8(달천동 (주)JSC),울산광역시 북구 달천동 211-6 (주)JSC,052-296-3390,052-933-3691,2025-11-27
재원파워텍(주),일반용 전기 조명장치 제조업 외 10 종,울산광역시 북구 효산1길 52(효문동),울산광역시 북구 효문동 1046,052-286-8804,052-970-0222,2025-11-27
전진산업㈜,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업5길 10 (매곡동 (주)지산디엔엘),울산광역시 북구 매곡동 355-1번지 (주)지산디엔엘,,052-246-1059,2025-11-27
정명산업(주),그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 14 (효문동),울산광역시 북구 효문동 1010-1,052-294-8661,052-700-0910,2025-11-27
정명산업(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업3길 13 (매곡동 진웅MS(주)),울산광역시 북구 매곡동 352-1번지 진웅MS(주),052-294-8661,052-700-0910,2025-11-27
정명산업(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업로 64 (매곡동),울산광역시 북구 매곡동 352-3,052-294-8661,,2025-11-27
정명산업(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 12 (효문동),울산광역시 북구 효문동 1010-2,052-294-8661,052-700-0910,2025-11-27
정보이엔지,그 외 기타 전기장비 제조업,울산광역시 북구 산성로 40 (효문동 아파트형공장),울산광역시 북구 효문동 812-1번지,052-288-9351,,2025-11-27
정우기업,자동차 차체용 신품 부품 제조업,울산광역시 북구 모듈화산업로 71(효문동),울산광역시 북구 효문동 992,052-288-1551,052-287-5237,2025-11-27
정원기계(주) 지점,기어 및 동력전달장치 제조업,울산광역시 북구 모듈화산업로 238 (연암동 정원기계(주)),울산광역시 북구 연암동  1362번지,052-288-2380,,2025-11-27
정원산업,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 농공단지3길 21 (달천동 정원산업),울산광역시 북구 달천동 207-10번지,052-282-6931,052-282-6933,2025-11-27
정원산업(주),자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 공단길 32 (효문동),울산광역시 북구 효문동 212-11번지,052-287-7781,052-700-7781,2025-11-27
정일ENG,그 외 자동차용 신품 부품 제조업 외 5 종,울산광역시 북구 농공단지3길 34 (달천동 (주)에스아이),울산광역시 북구 달천동 210-4번지 (주)에스아이,052-287-2939,052-287-2930,2025-11-27
정일엔지니어링(주),그 외 기타 일반목적용 기계 제조업 외 1 종,울산광역시 북구 농공단지4길 35 (달천동 정일엔지니어링),울산광역시 북구 달천동 203-4번지,052-282-8900,052-282-8904,2025-11-27
정테스트,물질 검사 측정 및 분석기구 제조업,울산광역시 북구 산성로 40 (효문동 아파트형공장),울산광역시 북구 효문동 812-1번지,052-289-9107,,2025-11-27
정해(주),자동차용 신품 의자 제조업 외 2 종,울산광역시 북구 산성로 89 (효문동 정해(주)),울산광역시 북구 효문동 1016 번지,052-287-5534,052-287-5594,2025-11-27
정해산업,주형 및 금형 제조업,울산광역시 북구 중산산업3길 57 (중산동),울산광역시 북구 중산동 1262-5번지,054-746-5531,054-742-5536,2025-11-27
정호기계주식회사,자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 매곡산업4길 65(매곡동),울산광역시 북구 매곡동 874-2,052-291-2807,052-291-2808,2025-11-27
제우기공(주),유압기기 제조업 외 2 종,울산광역시 북구 송도길 11 (효문동 한국정밀),울산광역시 북구 효문동 608-7번지,052-289-4422,052-289-4425,2025-11-27
제우용접기기,그 외 기타 전기장비 제조업,울산광역시 북구 공단길 86 (연암동),울산광역시 북구 연암동 663-39번지,052-298-1140,052-298-1135,2025-11-27
제이앤케이(주),그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업2길 22 (중산동),울산광역시 북구 중산동 1265-3번지,052-700-9970,052-700-9969,2025-11-27
제이에이치eco,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 81(효문동),울산광역시 북구 효문동 990,052-260-0028,,2025-11-27
제이와이오토텍(주) 울산공장,그 외 자동차용 신품 부품 제조업,울산광역시 북구 농공단지1길 87-10 (달천동),울산광역시 북구 달천동 201-1,054-624-1119,054-624-1120,2025-11-27
조광산업,철도차량 부품 및 관련 장치물 제조업,울산광역시 북구 호계7길 104-4(호계동),울산광역시 북구 호계동 466-4,052-293-8915,052-292-8926,2025-11-27
조양산업(주),자동차 엔진용 신품 부품 제조업 외 2 종,울산광역시 북구 효죽3길 13 (효문동 조양(주)),울산광역시 북구 효문동 349-2번지,052-287-2993,52,2025-11-27
조양산업(주),자동차 엔진용 신품 부품 제조업 외 2 종,울산광역시 북구 효문2로 60(효문동) 외 1필지,울산광역시 북구 효문동 196-15 외 1필지,052-287-2993,052-287-3078,2025-11-27
조일공업 주식회사,자동차 차체용 신품 부품 제조업,울산광역시 북구 효자로 27(효문동 태광판넬) 외 2필지,울산광역시 북구 효문동 817 태광판넬 외 2필지,052-280-0900,,2025-11-27
조일공업(주),자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 효성로 43 (효문동) (총 2 필지),울산광역시 북구 효문동 711-2번지,052-287-9131,052-287-9134,2025-11-27
조일공업주식회사,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 무룡1로 57 (연암동),울산광역시 북구 연암동 1405번지,052-280-0900,052-287-9134,2025-11-27
조일기공(주),컨베이어장치 제조업 외 1 종,울산광역시 북구 매곡산업4길 7 (매곡동),울산광역시 북구 매곡동 871-1,052-288-9886,,2025-11-27
주)서린,배전반 및 전기 자동제어반 제조업,울산광역시 북구 농공단지5길 16 (달천동 그린전기(주)),울산광역시 북구 달천동 205-2번지 그린전기(주),052-292-9572,052-970-0971,2025-11-27
주)한빛케이에스이,전동기 및 발전기 제조업,울산광역시 북구 중산산업1길 19 (중산동),울산광역시 북구 중산동 1270-1번지,052-219-5812,052-286-9100,2025-11-27
주경테크,절삭가공 및 유사처리업 외 1 종,울산광역시 북구 모듈화산업로 81 (효문동),울산광역시 북구 효문동 990번지,052-298-0741,052-298-0742,2025-11-27
㈜대원산업기술,그 외 자동차용 신품 부품 제조업,울산광역시 북구 천마로 27 모바일테크밸리지구 3B-2L (달천동),울산광역시 북구 달천동 0 모바일테크밸리지구 3B-2L,052-933-2244,052-264-2246,2025-11-27
㈜보광,그 외 기타 특수목적용 기계 제조업,울산광역시 북구 매곡산업4길 57 (매곡동),울산광역시 북구 매곡동 874-4,052-293-8684,052-285-2566,2025-11-27
㈜삼한앤컴퍼니,자동차 차체용 신품 부품 제조업,울산광역시 북구 매곡산업6길 48 (매곡동),울산광역시 북구 매곡동 887-1,052-285-2628,052-285-2629,2025-11-27
㈜성신파츠,자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 중산산업로 31-4 (중산동),울산광역시 북구 중산동 1256-3,052-289-6699,052-288-1101,2025-11-27
㈜세원테크,기타 기관 및 터빈 제조업,울산광역시 북구 중산산업2길 70 (중산동),울산광역시 북구 중산동 1264-1번지,,,2025-11-27
주식회사 건우파워텍,배전반 및 전기 자동제어반 제조업 외 1 종,울산광역시 북구 명촌7길 27 (명촌동),울산광역시 북구 명촌동 629번지,052-289-1044,052-289-1045,2025-11-27
주식회사 경동산업,자동차용 신품 의자 제조업,울산광역시 북구 농공단지1길 82 (달천동),울산광역시 북구 달천동 202-2,070-5129-2593,070-8244-9333,2025-11-27
주식회사 남부,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 108(효문동) 외 1필지,울산광역시 북구 효문동 981 외 1필지,052-256-0012,052-256-0018,2025-11-27
주식회사 대진아이앤디,자동차용 신품 의자 제조업,,울산광역시 북구 달천동 2B-2L,052-295-9776,052-295-9775,2025-11-27
주식회사 더블유케이산업,자동차용 신품 의자 제조업,울산광역시 북구 매곡산업1길 12(매곡동 나원산업주식회사),울산광역시 북구 매곡동 346-6 나원산업주식회사,052-716-1230,052-716-1224,2025-11-27
주식회사 동서,그 외 기타 특수목적용 기계 제조업,울산광역시 북구 숙보로 17(효문동 춘산환경),울산광역시 북구 효문동 816-8 춘산환경,052-298-2003,052-289-2581,2025-11-27
주식회사 디아이,간판 및 광고물 제조업,울산광역시 북구 명촌18길 8-1 1층 3층 (진장동),울산광역시 북구 진장동 796 1층 3층,052-246-2333,070-4850-8083,2025-11-27
주식회사 메카토닉,자동차 엔진용 신품 부품 제조업,울산광역시 북구 모듈화산업로 248 (연암동),울산광역시 북구 연암동 1360,052-912-6060,052-912-6064,2025-11-27
주식회사 세명기업,자동차 엔진용 신품 부품 제조업,울산광역시 북구 매곡산업1길 2 (매곡동 덕원산업 D동),울산광역시 북구 매곡동 346-1번지 덕원산업 D동,052-246-9376,052-244-9377,2025-11-27
주식회사 세연,자동차 차체용 신품 부품 제조업,울산광역시 북구 모듈화산업로 226-1(연암동),울산광역시 북구 연암동 1364-1,052-287-2843,052-287-2844,2025-11-27
주식회사 세영윈도우,금속 문 창 셔터 및 관련제품 제조업,울산광역시 북구 천마2로 4 (달천동),울산광역시 북구 달천동 0,052-966-2665,,2025-11-27
주식회사 씨제이프로텍,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 매곡산업2길 6 (매곡동 CJ프로텍),울산광역시 북구 매곡동 345-5번지,052-286-9052,052-286-9045,2025-11-27
주식회사 아이셈,구름베어링 제조업,,울산광역시 북구 달천동 모바이테크밸리일반산업단지 2블럭 3롯트,052-281-1372,,2025-11-27
주식회사 알엠시,자전거 및 환자용 차량 제조업 외 2 종,울산광역시 북구 농공단지3길 49(달천동 대성지오텍),울산광역시 북구 달천동 206-9 대성지오텍,052-912-0237,052-912-0239,2025-11-27
주식회사 영남창호유리,플라스틱 창호 제조업,울산광역시 북구 염포로 260-11 (효문동) 외 1필지,울산광역시 북구 효문동 643-1 외 1필지,052-294-0104,052-204-0108,2025-11-27
주식회사 우진참한우,육류 포장육 및 냉동육 가공업 (가금류 제외),울산광역시 북구 고래로 2-1 (천곡동),울산광역시 북구 천곡동 359,052-223-4118,052-277-4127,2025-11-27
주식회사 울산특수강,절삭가공 및 유사처리업,울산광역시 북구 천마로 95 (달천동),울산광역시 북구 달천동 0,052-287-5746,052-988-5749,2025-11-27
주식회사 이맥스,전기회로 개폐 보호장치 제조업,울산광역시 북구 효문동 571-5번지,울산광역시 북구 효문동 571-5번지,052-289-5001,052-210-9911,2025-11-27
주식회사 정명,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 농공단지3길 25 (달천동 도림공업) (총 2 필지) 외 1필지,울산광역시 북구 달천동 207-12번지 외 1필지,052-295-8262,052-295-8266,2025-11-27
