회사명,업종명,생산품,주소,연락처,출처파일
㈜보림테크,,"자동차부품(쇼바),연료전지",익산시보석로2길35,,전북특별자치도_제조업체 현황_20211231.csv
(주)동성티씨에스(2공장),,"자동차부품(에어컨덕트, 범퍼)",익산시서동로676,,전북특별자치도_제조업체 현황_20211231.csv
㈜동성티씨에스,,중장비부품,익산시춘포면석암로17길,,전북특별자치도_제조업체 현황_20211231.csv
선진정밀,,"특장차부품,체인패드,슬라이드",익산시목천로8길16,,전북특별자치도_제조업체 현황_20211231.csv
한마테크㈜,,자동차부품,익산시서동로676,,전북특별자치도_제조업체 현황_20211231.csv
(유)세인테크,,자동차부품,익산시왕궁면제석사지로345(흥암리),,전북특별자치도_제조업체 현황_20211231.csv
솔루스첨단소재㈜ 익산공장,,전기차밧데리부품,익산시서동로627,,전북특별자치도_제조업체 현황_20211231.csv
돈길테크,,차체용부품,익산시(완주에서 이전),,전북특별자치도_제조업체 현황_20211231.csv
태성엠텍,,자동차부품,익산시왕궁면쌍제1길27,,전북특별자치도_제조업체 현황_20211231.csv
㈜남부,,자동차부품,익산시평동로904-5(금강동),,전북특별자치도_제조업체 현황_20211231.csv
㈜케이윈,,"공장자동화기계,산업기계,정밀부품",익산시삼기면산단오룡길59,,전북특별자치도_제조업체 현황_20211231.csv
엠테크㈜,,전자기기및부품,익산시목천로56-3,,전북특별자치도_제조업체 현황_20211231.csv
금성농기계센터,,트랙터부품,익산시함라면함낭로41,,전북특별자치도_제조업체 현황_20211231.csv
㈜메크라랑코리아글로벌,,상용차부품,"익산시약촌로174,703",,전북특별자치도_제조업체 현황_20211231.csv
이십일세기산업,,자동차부품 포장재,익산시낭산면낭산농공단지길13(석천리),,전북특별자치도_제조업체 현황_20211231.csv
레왝스(유),,자동차부품,익산시왕궁면왕궁농공단지길26(광암리),,전북특별자치도_제조업체 현황_20211231.csv
㈜씨티아이테크,,자동차부품,익산시왕궁면왕궁농공단지길7-17,,전북특별자치도_제조업체 현황_20211231.csv
피앤텍스,,"특장차부품(탑승함,운반카)",익산시강경2길52(금강동),,전북특별자치도_제조업체 현황_20211231.csv
대우전자부품(주),,"자동차전장부품,전애콘덴서",정읍시공단2길3,,전북특별자치도_제조업체 현황_20211231.csv
쏠텍,,연마액 반도체 부품,정읍시2산단7길40-10,,전북특별자치도_제조업체 현황_20211231.csv
㈜세창스틸,,"자동차부품,정밀임발강판,심레스파이브",정읍시정신로32(본사),,전북특별자치도_제조업체 현황_20211231.csv
㈜세창스틸(2공장),,"자동차부품,정밀임발강판,심레스파이브",정읍시2산단6길22-6,,전북특별자치도_제조업체 현황_20211231.csv
㈜지디씨(GDC),,"냉장고 부품,에어컨 부품,플라스틱 성형",정읍시2산단2길24(하북동),,전북특별자치도_제조업체 현황_20211231.csv
㈜금영제너럴,,"엘리베이터 안전제어 장치부품, 냉 온수기 비데, 에스컬레이터",정읍시서부산업도로308,,전북특별자치도_제조업체 현황_20211231.csv
이원컴포텍㈜,,자동차시트,정읍시첨단1로8,,전북특별자치도_제조업체 현황_20211231.csv
㈜지노모터스,,특장차,정읍시신태인읍석지로693-25,,전북특별자치도_제조업체 현황_20211231.csv
캐스코㈜,,주철물(선박 엔진 부품),정읍시북면3산단1길24,,전북특별자치도_제조업체 현황_20211231.csv
한솔전장,,자동차부품 임가공 (자동차 배선),정읍시말고개길73-4상가201호,,전북특별자치도_제조업체 현황_20211231.csv
정우산업,,"믹서부품,덤프트럭",정읍시공단3길46(제1공장),,전북특별자치도_제조업체 현황_20211231.csv
정우산업,,"믹서차부품,골프카부품",정읍시덕천면공단3길40(제2공장),,전북특별자치도_제조업체 현황_20211231.csv
한국샤링,,자동차용 금속 압형제품 제조업 외 1종,"정읍시서부산업도로507-4(하북동,한국샤링)",,전북특별자치도_제조업체 현황_20211231.csv
KS테크,,전자부품,정읍시국평1길92,,전북특별자치도_제조업체 현황_20211231.csv
대성스크린 ,,실크인쇄조립(자동차부품),정읍시소성면입고로519,,전북특별자치도_제조업체 현황_20211231.csv
태양산업,,"특장부품, 캠핑카제작",정읍시정우면태고로1185,,전북특별자치도_제조업체 현황_20211231.csv
두성에스비텍㈜,,"작동차부품,허브,브레이크더럼,기어박스",정읍시북면3산단3길85,,전북특별자치도_제조업체 현황_20211231.csv
두얼메카닉스㈜,,전자부품(청소기 부품),정읍시고부면고부농단길12-15고부농공단지4블럭,,전북특별자치도_제조업체 현황_20211231.csv
신영산업㈜,,콘테이너부품,정읍시서부산업도로672-9,,전북특별자치도_제조업체 현황_20211231.csv
㈜ 카라,,자동차부품,정읍시고부면고부농단길11-5,,전북특별자치도_제조업체 현황_20211231.csv
㈜지엠비젼,,"자동차부품,pvc이형압출 임가공",정읍시2산단5길20,,전북특별자치도_제조업체 현황_20211231.csv
제이아이오토모티브㈜ 본점,,베어링선삭 외,정읍시북면3산단1길88,,전북특별자치도_제조업체 현황_20211231.csv
㈜지디정밀,,자동차부품(베어링),정읍시북면북면공단2길70,,전북특별자치도_제조업체 현황_20211231.csv
㈜세움,,자동차부품(머플러)제조,정읍시정신로22-19,,전북특별자치도_제조업체 현황_20211231.csv
두얼파워전자㈜,,"전자부품,세탁기 ,냉장고",정읍시고부면고부농단길12-15,,전북특별자치도_제조업체 현황_20211231.csv
㈜웅진피엔지,,자동차 전자부품,정읍시고부면고부농단길11-6,,전북특별자치도_제조업체 현황_20211231.csv
(유)진하정공,,냉장고 부품,정읍시북면3산단4길97,,전북특별자치도_제조업체 현황_20211231.csv
(유)진하정공(본점),,자동차형 금속 압형제품 제조업(냉장고 부품),정읍시2산단2길8(하북동),,전북특별자치도_제조업체 현황_20211231.csv
제이아이오토모티브㈜ 지점,,베어링선삭 외,정읍시북면3산단1길58,,전북특별자치도_제조업체 현황_20211231.csv
(주)수현테크,,PVC상수도 배관부품,정읍시신태인읍신태인공단길17-11,,전북특별자치도_제조업체 현황_20211231.csv
(주)정일테크,,산업용기계부품,정읍시북면3산단1길58,,전북특별자치도_제조업체 현황_20211231.csv
㈜대성이엔씨,,"배전반 및 베어링 선삭 가공 자동차 부품, 전기자동제어반 제조업 ",정읍시북면3산단1길88,,전북특별자치도_제조업체 현황_20211231.csv
㈜대성이엔씨2공장,,"베어링,선삭가공 자동차부품",정읍시북면3산단1길58,,전북특별자치도_제조업체 현황_20211231.csv
(주)필텍엔지니어링 ,,철도차량 및 부품,정읍시입암면왕심2길34,,전북특별자치도_제조업체 현황_20211231.csv
(주)대성비앤테크,,"플라스틱제품, 자동차부품",정읍시2산단7길3,,전북특별자치도_제조업체 현황_20211231.csv
(주)신운,,"자동차내정제, 전자부품",정읍시고부면덕신강길72,,전북특별자치도_제조업체 현황_20211231.csv
(유)정인테크,,기타 전자부품 (금속),정읍시북면3산단2길2,,전북특별자치도_제조업체 현황_20211231.csv
㈜태인모터스,,기계장비제조,정읍시태인면석지로1288,,전북특별자치도_제조업체 현황_20211231.csv
(주)라피엔,,자동차필터,남원시시묘길56-26,,전북특별자치도_제조업체 현황_20211231.csv
(유)부림금속,,"자동차부품(브레이크진공탱크,안전범퍼,금형)",남원시광치산업1길20-9,,전북특별자치도_제조업체 현황_20211231.csv
㈜원효,,"자동차부품,크로스멤버",남원시광치농공1길17-14,,전북특별자치도_제조업체 현황_20211231.csv
태백특장,,특장차부품철강암가공,김제시백구면석담4길155,,전북특별자치도_제조업체 현황_20211231.csv
현일 ENG,,"자동차용 부품, 금속압형제품",김제시백산면부거리1569-4,,전북특별자치도_제조업체 현황_20211231.csv
(유)예광케미칼,,자동차 구조 및 장치변경,김제시만경읍만경공단2길10,,전북특별자치도_제조업체 현황_20211231.csv
㈜대승 2공장,,자동차엔진부품,김제시백산면서흥공단2길89(흥사동2공장),,전북특별자치도_제조업체 현황_20211231.csv
㈜대승 4공장,,자동차엔진부품,김제시백산면대동공단2길62(4공장),,전북특별자치도_제조업체 현황_20211231.csv
㈜일강,,자동차엔진부품,김제시백산면부거리338-7,,전북특별자치도_제조업체 현황_20211231.csv
㈜서흥전장,,자동차부품(경유차연료필터),김제시황산면남산로309,,전북특별자치도_제조업체 현황_20211231.csv
㈜티엠시,,자동차엔진부품염모방제시스템,김제시백석면지평선산단3길158,,전북특별자치도_제조업체 현황_20211231.csv
㈜명신테크,,자동차부품,김제시월촌공단길66,,전북특별자치도_제조업체 현황_20211231.csv
지엔에스,,자동차차체용신품 부품,김제시만경읍대동리1148-1,,전북특별자치도_제조업체 현황_20211231.csv
금강기공,,"자동차용신품, 부품",김제시만경읍대동공단2길15㈜평안정공,,전북특별자치도_제조업체 현황_20211231.csv
이지스특장(수),,청산차량,김제시백구면백구공단1길21,,전북특별자치도_제조업체 현황_20211231.csv
로케트밧데리대리점/자동차밧데리할인매장 ,,자동차 및 트레일러제조(밧데리),김제시벽지산로226,,전북특별자치도_제조업체 현황_20211231.csv
㈜케이디케이정밀,,자동차재제소,김제시백산면지평선산단4길115-24,,전북특별자치도_제조업체 현황_20211231.csv
우진지게차중기공업,,건설기계 장비및 부품,김제시금구면정농2길6,,전북특별자치도_제조업체 현황_20211231.csv
㈜상봉모터스,,자동차부품,김제시순동산단1길28-35,,전북특별자치도_제조업체 현황_20211231.csv
이오텍,,산업기계부품,김제시백구면백구공단길24,,전북특별자치도_제조업체 현황_20211231.csv
디에스산업,,자동차부품,김제시백구면백구공단2길10,,전북특별자치도_제조업체 현황_20211231.csv
유한회사 태원,,특장차부품,김제시백산면석정로53-8,,전북특별자치도_제조업체 현황_20211231.csv
건하특장,,"자동차부품(특장차), 수리",김제시금구면용마로508,,전북특별자치도_제조업체 현황_20211231.csv
혜명산업,,자동차부품,김제시황산면남양2길263,,전북특별자치도_제조업체 현황_20211231.csv
삼우정밀,,자동차부품,김제시백구면백구공단2길14(반월리),,전북특별자치도_제조업체 현황_20211231.csv
J.S테크,,농업 및 임업용 기계자동차부품,김제시백구면영상5길260,,전북특별자치도_제조업체 현황_20211231.csv
(유)시민기업,,자동차부품,김제시서흥공단2길74,,전북특별자치도_제조업체 현황_20211231.csv
(유)서진이엔씨,,농기계특장차부품,김제시백산면지평선산단2길20,,전북특별자치도_제조업체 현황_20211231.csv
㈜유명사,,자동차 차체용 신품부품 제조업,김제시백구면석담리330-1번지,,전북특별자치도_제조업체 현황_20211231.csv
태안이엔지 주식회사,,자동차용신품 전기장치,김제시백구면백구공단1길38,,전북특별자치도_제조업체 현황_20211231.csv
신성정밀,,특장차부품,김제시만경읍만경공단1길96(몽산리),,전북특별자치도_제조업체 현황_20211231.csv
미래클ENG,,특장차 상하부 프레임자동차부품,김제시만경읍만경공단2길11(몽산리),,전북특별자치도_제조업체 현황_20211231.csv
협승산업,,운반카부품사다리차부품,김제시백구면백구공단길28,,전북특별자치도_제조업체 현황_20211231.csv
우리특장,,특장차부품수리레미콘,김제시봉남면대송로138,,전북특별자치도_제조업체 현황_20211231.csv
대원산업,,레미콘부품,김제시순동산단길170-16,,전북특별자치도_제조업체 현황_20211231.csv
정우테크,,특장차부품,김제시백구면백구공단2길24,,전북특별자치도_제조업체 현황_20211231.csv
서울공업사,,상용트럭부품장착,김제시승반길22,,전북특별자치도_제조업체 현황_20211231.csv
세계정밀,,산업기계부품,김제시백산면만경로236,,전북특별자치도_제조업체 현황_20211231.csv
해가림쏠루션(절연마트산업),,기계부품캔버스제품,김제시갈공길48,,전북특별자치도_제조업체 현황_20211231.csv
(주)칼링크,,자동차 휠,김제시순동산단1길37,,전북특별자치도_제조업체 현황_20211231.csv
㈜엘리코,,전자부품,김제시순동산단길205,,전북특별자치도_제조업체 현황_20211231.csv
㈜알트론김제,,자동차부품,김제시금구면용복리82-8,,전북특별자치도_제조업체 현황_20211231.csv
(주)전북모터스,,건설 및 채광용 기계장비제조,김제시백구면번영로2485,,전북특별자치도_제조업체 현황_20211231.csv
㈜미래브이씨,,자동차부품,김제시순동산단1길48,,전북특별자치도_제조업체 현황_20211231.csv
(주)이코텍,,"자동차부품, 접착도장",김제시순동산단길147-28,,전북특별자치도_제조업체 현황_20211231.csv
(유)코리아산업,,자동차부품,김제시만경읍대동공단1길32,,전북특별자치도_제조업체 현황_20211231.csv
(유)대원오토,,자동차부품,김제시아리랑로1991,,전북특별자치도_제조업체 현황_20211231.csv
평안정공㈜ _1공장,,"자동차용신품, 부품",김제시만경읍대동공단2길15,,전북특별자치도_제조업체 현황_20211231.csv
평안정공㈜_2공장,,"자동차용신품, 부품",김제시백산면지평선산단4길20(2공장),,전북특별자치도_제조업체 현황_20211231.csv
(유)희진,,자동차부품,김제시만경읍대동공단2길51(대동리1138대동농공단지9블럭),,전북특별자치도_제조업체 현황_20211231.csv
주식회사 하이.티.티.,,"자동차부품 도장, 피막처리",김제시순동산단1길61,,전북특별자치도_제조업체 현황_20211231.csv
(주)에스더블유,,자동차부품 및 파이프,김제시금구면연동길96-150,,전북특별자치도_제조업체 현황_20211231.csv
(주)에스더블유_순동지점,,자동차부품 및 파이프,김제시순동산단길146,,전북특별자치도_제조업체 현황_20211231.csv
(유한)삼보정보통신,,전자부품제조,김제시서흥공단2길56(흥사동),,전북특별자치도_제조업체 현황_20211231.csv
(유)대명,,농업용기계특장차부품금속용접처리,김제시공덕면유강로33,,전북특별자치도_제조업체 현황_20211231.csv
㈜나래,,자동차부품,김제시백구면백구공단길50,,전북특별자치도_제조업체 현황_20211231.csv
㈜호이스트코리아,,호이스트크레인특장차부품,김제시만경읍만경공단2길28,,전북특별자치도_제조업체 현황_20211231.csv
㈜울트라 2공장,,"자동차부품도장, 머플러",김제시만경읍대동공단1길27,,전북특별자치도_제조업체 현황_20211231.csv
㈜영실,,이동형목욕차량이동욕조휠체어리프트,김제시순동산단길195,,전북특별자치도_제조업체 현황_20211231.csv
(유)신성 정밀,,자동차 특장차부품,김제시만경읍만경공단1길96,,전북특별자치도_제조업체 현황_20211231.csv
목운산업㈜,,자동차부품,김제시용지면황토로863,,전북특별자치도_제조업체 현황_20211231.csv
(유)예원애드카,,특장차,김제시봉황로1146,,전북특별자치도_제조업체 현황_20211231.csv
(주)글로텍,,자동차부품,김제시백산면지평선산단2길126,,전북특별자치도_제조업체 현황_20211231.csv
㈜유로오토,,특장차,김제시백구면석담4길159,,전북특별자치도_제조업체 현황_20211231.csv
대승정밀㈜ 4공장,,자동차엔진부품,김제시백산면대동공단2길62(4공장),,전북특별자치도_제조업체 현황_20211231.csv
㈜일강,,자동차엔진부품,김제시백산면백석로344,,전북특별자치도_제조업체 현황_20211231.csv
㈜한엑스_김제공장,,자동차부품,김제시지평선단지산단4길183,,전북특별자치도_제조업체 현황_20211231.csv
㈜대승 5공장,,자동차엔진부품,김제시백산면부거리지평선산길4길115-33(5공장),,전북특별자치도_제조업체 현황_20211231.csv
(주)와이에이치테크지점,,자동차신품부품제조,김제시만경읍대동리1151,,전북특별자치도_제조업체 현황_20211231.csv
횡성공업㈜,,자동차부품,김제시백구면번영로2640-37,,전북특별자치도_제조업체 현황_20211231.csv
(주)천양,,"기계장치, 자동차부품, 산업기계",김제시황산면용마로172,,전북특별자치도_제조업체 현황_20211231.csv
삼진산업㈜,,자동차부품(도어),김제시월촌공단길110-31,,전북특별자치도_제조업체 현황_20211231.csv
㈜동성정공_지점,,자동차부품,"김제시백구면번영로2640-74,1층",,전북특별자치도_제조업체 현황_20211231.csv
엠케이중기,,모터사이클부품,김제시금산면봉은길567,,전북특별자치도_제조업체 현황_20211231.csv
두레기계금속,,농기계부품,김제시봉황공단2길78-37(봉황농공단지),,전북특별자치도_제조업체 현황_20211231.csv
오토코리아,,소형크레인외,김제시백산면대동공단2길34-32,,전북특별자치도_제조업체 현황_20211231.csv
㈜세강산업,,자동차부품산업기계,김제시월촌공단길101-27(명덕동),,전북특별자치도_제조업체 현황_20211231.csv
(주)강진산업,,"중방비부품버텟, 금속철판",김제시백산면대동공단2길34-22,,전북특별자치도_제조업체 현황_20211231.csv
㈜태백,,특장차부품,김제시백구면석담4길156,,전북특별자치도_제조업체 현황_20211231.csv
명보기업(주),,자동차부품,김제시봉황공단1길691,,전북특별자치도_제조업체 현황_20211231.csv
명보기업(주),,자동차부품(버스시트의자),김제시봉황공단2길30-45,,전북특별자치도_제조업체 현황_20211231.csv
주식회사 신흥티지_김제지점,,자동차 및 트레일러적재함,김제시백구면백구공단길61,,전북특별자치도_제조업체 현황_20211231.csv
㈜한엑스_본사,,자동차부품,김제시지평선단지산단4길184,,전북특별자치도_제조업체 현황_20211231.csv
신아기업,,자동차부품,김제시봉황공단2길30-45,,전북특별자치도_제조업체 현황_20211231.csv
세계자동차,,특장차,김제시금산면구성길279,,전북특별자치도_제조업체 현황_20211231.csv
삼동허브(주) 김제공장,,"자동차부품, 바퀴모듈",김제시백산면지평선산단2길125,,전북특별자치도_제조업체 현황_20211231.csv
호이스트코리아크레인,,"철장 호이스트크레인, 특장차부품",김제시백구면석담4길131-6,,전북특별자치도_제조업체 현황_20211231.csv
㈜에이치디씨,,자동차배기파이프금형,김제시만경읍대동공단2길97(대동리),,전북특별자치도_제조업체 현황_20211231.csv
주식회사 몰드,,자동차구조 및 장치 변경 외,김제시백구면백구공단2길32,,전북특별자치도_제조업체 현황_20211231.csv
태왕테크,,금형자동차차체부품,김제시백구면백구공단2길31,,전북특별자치도_제조업체 현황_20211231.csv
주식회사 백현이엔에스,,자동차용 신품제동장치,김제시백구면백구공단1길42,,전북특별자치도_제조업체 현황_20211231.csv
대승정밀㈜ 6공장,,자동차엔진부품,김제시백산면지평선산단4길89(6공장),,전북특별자치도_제조업체 현황_20211231.csv
에스케이정밀,,자동차부품,김제시서흥공단2길56,,전북특별자치도_제조업체 현황_20211231.csv
(주)대유합금 김제지점,,"자동차부품, 가스통",김제시용지면용지로55,,전북특별자치도_제조업체 현황_20211231.csv
이화재단,,자동차부품 핸들,완주군봉동읍완주산단8로66,,전북특별자치도_제조업체 현황_20211231.csv
제이테크,,자동차부품 베터리케이스,완주군봉동읍완주산단8로120,,전북특별자치도_제조업체 현황_20211231.csv
콘티테크플로이드코리아(유),,자동차산업용호스튜브,완주군봉동읍둔산리931-8,,전북특별자치도_제조업체 현황_20211231.csv
㈜한국토미,,자동차부품 가변축,완주군봉동읍테크노밸리로463,,전북특별자치도_제조업체 현황_20211231.csv
㈜엔진텍,,자동차 엔진,완주군봉동읍둔산리14-6,,전북특별자치도_제조업체 현황_20211231.csv
서강기업㈜,,자동차 부품,완주군봉동읍둔산신봉길153-11,,전북특별자치도_제조업체 현황_20211231.csv
㈜대원기계,,농기계 부품,완주군봉동읍완주산단6로187,,전북특별자치도_제조업체 현황_20211231.csv
㈜미보기아,,"자동차용 신품, 동력 전달 장치",완주군봉동읍테크노밸리3로15,,전북특별자치도_제조업체 현황_20211231.csv
유한회사 두리,,"엔진, 자동차부품",완주군봉동읍테크노밸리3로15/581-2,,전북특별자치도_제조업체 현황_20211231.csv
㈜코일마스터,,전기 전자부품,완주군봉동읍완주산단9로122,,전북특별자치도_제조업체 현황_20211231.csv
㈜한국선진철도시스템,,철도차량부품 장치물 제조,완주군봉동읍과학로945,,전북특별자치도_제조업체 현황_20211231.csv
㈜한국선진철도시스템(본사),,철도 차량 내장 부품,완주군봉동읍완주산단8로98,,전북특별자치도_제조업체 현황_20211231.csv
대주코레스㈜_2공장,,자동차피막가공,완주군봉동읍완주산단4로99,,전북특별자치도_제조업체 현황_20211231.csv
대주코레스㈜_1공장,,"알루미늄압축형질, 썬루트부품",완주군봉동읍완주산단6로266,,전북특별자치도_제조업체 현황_20211231.csv
(주)서영,,자동차부품포장수출,완주군봉동읍태크노밸리1로49,,전북특별자치도_제조업체 현황_20211231.csv
㈜씨알콤,,전자부품,완주군봉동읍둔산리864-9과학연구소창조관234호,,전북특별자치도_제조업체 현황_20211231.csv
㈜오토쏠,,전자감지장치,"완주군이서면안전로1355,5층",,전북특별자치도_제조업체 현황_20211231.csv
(유)오토에스엔피,,자동차부품 특장차,완주군봉동읍태크노밸리2로120,,전북특별자치도_제조업체 현황_20211231.csv
와이비YB테크,,자동차차체용부품,완주군봉동읍테크노밸리2로120,,전북특별자치도_제조업체 현황_20211231.csv
(주)그린텍,,자동차도장부품,완주군봉동읍완주산단1로212,,전북특별자치도_제조업체 현황_20211231.csv
주식회사 세신테크,,자동차부품 썬루프,완주군봉동읍완주산단2로246-26,,전북특별자치도_제조업체 현황_20211231.csv
(유)다수,,자동차 핸들 부분품,완주군봉동읍완주산단1로295,,전북특별자치도_제조업체 현황_20211231.csv
메타컴포지트,,자동차혼합분말첨가제,완주군봉동읍완주산단6로224313호,,전북특별자치도_제조업체 현황_20211231.csv
㈜케이원전주,,자동차부품,완주군봉동읍완주산단8로45,,전북특별자치도_제조업체 현황_20211231.csv
주식회사 미성,,자동차부품,완주군봉동읍봉동로772-51,,전북특별자치도_제조업체 현황_20211231.csv
엘프엘에스 정공㈜,,자동차 차체용 신품부품 제조,완주군봉동읍완주산단9로130,,전북특별자치도_제조업체 현황_20211231.csv
㈜수인테크,,"육상구조물, 자동차부품포장용기",완주군봉동읍테크노밸리2로126,,전북특별자치도_제조업체 현황_20211231.csv
㈜대동철강,,"특창차,농기계부품",완주군봉동읍테크노밸리2로90,,전북특별자치도_제조업체 현황_20211231.csv
(유)한영테크,,자동차 부품 사이드축씰,완주군봉동읍완주산단6로266,,전북특별자치도_제조업체 현황_20211231.csv
㈜신성이엔에스,,"축산차량세척,농축산방역기계,소독시스템",완주군삼례읍테크노밸리로96-51,,전북특별자치도_제조업체 현황_20211231.csv
건홍테크,,"기계부품, 절삭가공 산업용부품",완주군봉동읍완주산단8로105,,전북특별자치도_제조업체 현황_20211231.csv
(주)플래닝썬,,반도체부품,"완주군이서면콩쥐팥쥐로1043-7,2동104호창업보육3센터",,전북특별자치도_제조업체 현황_20211231.csv
에스에이치씨,,"설비부품,자동차부품가공",완주군봉동읍테크노밸리505주식회사동의테크내A동,,전북특별자치도_제조업체 현황_20211231.csv
미르산업,,금속압형자동차부품프레스가공,완주군봉동읍완주산단5로111,,전북특별자치도_제조업체 현황_20211231.csv
(유)다수테크,,자동차 부품 핸들,완주군봉동읍완주산단1로295,,전북특별자치도_제조업체 현황_20211231.csv
유한회사 인성기업,,"자동차부품, 상용차 적재함",완주군봉동읍완주산단2로257-23,,전북특별자치도_제조업체 현황_20211231.csv
S.M 테크,,자동차 부품,완주군봉동읍둔산1로18-27,,전북특별자치도_제조업체 현황_20211231.csv
호진테크놀리지,,펌프 기계부품,완주군삼례읍삼봉로117-2,,전북특별자치도_제조업체 현황_20211231.csv
일진정공㈜,,"금형,자동차부품",완주군봉동읍테크노밸리9로70,,전북특별자치도_제조업체 현황_20211231.csv
대진정밀,,자동차기계설비,완주군봉동읍완주산단2로257-20,,전북특별자치도_제조업체 현황_20211231.csv
상록수공업사,,차량철구조물,완주군봉동읍봉동로532,,전북특별자치도_제조업체 현황_20211231.csv
대승,,"자동차부품,버스내장재",완주군봉동읍구정2길59,,전북특별자치도_제조업체 현황_20211231.csv
엠케이홀딩스,,자동차부품,완주군삼례읍웃삼례길17-7,,전북특별자치도_제조업체 현황_20211231.csv
영동기업,,자동차부품,완주군봉동읍완주산단2로273,,전북특별자치도_제조업체 현황_20211231.csv
번창테크,,자동차 차체 신품부품,완주군봉동읍완주산단5로234-9,,전북특별자치도_제조업체 현황_20211231.csv
삼호정밀,,자동차엔진,완주군봉동읍둔산1로18-15,,전북특별자치도_제조업체 현황_20211231.csv
장인기업,,상용트랙부품,완주군봉동읍완주산단1로99,,전북특별자치도_제조업체 현황_20211231.csv
태양전기공구철물,,"배전반전기,자동차제어반전기",완주군봉동읍둔산1로90-1,,전북특별자치도_제조업체 현황_20211231.csv
성화금속,,자동차 부품,완주군봉동읍완주산단8로65,,전북특별자치도_제조업체 현황_20211231.csv
다수정밀,,핸들 금형부품,완주군봉동읍완주산단1로295,,전북특별자치도_제조업체 현황_20211231.csv
보성,,자동차부품,완주군봉동읍완주산단7로141디엠,,전북특별자치도_제조업체 현황_20211231.csv
승원기업,,자동차부품,완주군봉동읍완주산단5로1631층,,전북특별자치도_제조업체 현황_20211231.csv
(유)동양특장차,,특장차부품,완주군봉동읍완주산단1로292-5,,전북특별자치도_제조업체 현황_20211231.csv
㈜한호제2공장,,자동차부품 버스바닥,완주군봉동읍완주산단2로135,,전북특별자치도_제조업체 현황_20211231.csv
㈜한호제1공장,,자동차부품 버스바닥,완주군봉동읍완주산단5로236,,전북특별자치도_제조업체 현황_20211231.csv
㈜송산기공,,자동차부품.수출용빠레트,완주군봉동읍무관길3,,전북특별자치도_제조업체 현황_20211231.csv
㈜한봉협동화,,자동차부품 금형,완주군봉동읍완주산단5로234-15,,전북특별자치도_제조업체 현황_20211231.csv
우신산업㈜,,자동차 부품,완주군봉동읍완주산단4로107,,전북특별자치도_제조업체 현황_20211231.csv
한국차체㈜,,"자동차차체,신품",완주군봉동읍완주산단7로27,,전북특별자치도_제조업체 현황_20211231.csv
한국차체㈜1공장,,"자동차차체,신품",완주군봉동읍완주산단5로234-15,,전북특별자치도_제조업체 현황_20211231.csv
㈜아이씨엠씨3공장,,"자동차부품,프레스가공,비스판넬",완주군봉동읍테크노밸리2로67,,전북특별자치도_제조업체 현황_20211231.csv
㈜인,,자동차부품 프레임,완주군봉동읍테크노밸리로534,,전북특별자치도_제조업체 현황_20211231.csv
화성금속㈜,,자동차 부품 금형,완주군봉동읍완주산단1로75,,전북특별자치도_제조업체 현황_20211231.csv
㈜삼현철강,,자동차부품 강관,완주군봉동읍테크노밸리2로1461층,,전북특별자치도_제조업체 현황_20211231.csv
㈜세진공업,,자동차부품(범퍼금형),완주군봉동읍완주산단2로285,,전북특별자치도_제조업체 현황_20211231.csv
㈜디에이치,,자동차부품 버스프레임,완주군봉동읍완주산단5로97-19,,전북특별자치도_제조업체 현황_20211231.csv
㈜비지스,,자동차부품 히터,완주군봉동읍완주산단1로235,,전북특별자치도_제조업체 현황_20211231.csv
엠프코㈜,,자동차부품 컴프레샤,완주군봉동읍과학로912,,전북특별자치도_제조업체 현황_20211231.csv
㈜지비피,,자동차부품(핸들),완주군봉동읍완주산단7로151,,전북특별자치도_제조업체 현황_20211231.csv
다산기공㈜-본사,,항공기부품,완주군봉동읍테크노밸리2로17,,전북특별자치도_제조업체 현황_20211231.csv
다산기공㈜제1공장,,자동차부품 배기관,완주군봉동읍완주산단7로11,,전북특별자치도_제조업체 현황_20211231.csv
㈜고려철강,,자동차부품 파이프,완주군봉동읍주동길108-14,,전북특별자치도_제조업체 현황_20211231.csv
율천공업2공장,,농기계부품,완주군봉동읍완주산단2로123,,전북특별자치도_제조업체 현황_20211231.csv
율천공업㈜,,농기계부품,완주군봉동읍우동로37,,전북특별자치도_제조업체 현황_20211231.csv
성현공업㈜,,자동차부품,완주군봉동읍완주산단1로235,,전북특별자치도_제조업체 현황_20211231.csv
성현공업주식회사,,자동차부품,완주군봉동읍완주산단7로137,,전북특별자치도_제조업체 현황_20211231.csv
성협공업㈜,,자동차부품 플로아,완주군봉동읍완주산단1로99,,전북특별자치도_제조업체 현황_20211231.csv
㈜뷰텍모터스,,"자동차부품,핸들시트",완주군봉동읍완주산단2로268,,전북특별자치도_제조업체 현황_20211231.csv
㈜뷰텍모터스2공장,,"자동차부품,핸들시트",완주군봉동읍완주산단7로107,,전북특별자치도_제조업체 현황_20211231.csv
한조산업㈜,,자동차 부품 스프링,완주군봉동읍완주산단8로90,,전북특별자치도_제조업체 현황_20211231.csv
㈜제이앤디,,자동차부품 도장,완주군봉동읍완주산단1로103,,전북특별자치도_제조업체 현황_20211231.csv
㈜뉴텍,,자동차부품 AIRSUS,완주군봉동읍테크노밸리4로42,,전북특별자치도_제조업체 현황_20211231.csv
