연번,업체명,도로명주소,지번주소,산업분류코드,업종명,전화번호,팩스번호,종업원수
754,윤테크,경상북도 성주군 월항면 주산로 488-30,경상북도 성주군 월항면 유월리 936-3번지,"22299, 22251, 22259, 25112, 25113, 25114",그 외 기타 플라스틱 제품 제조업 외 5 종,054-931-8566,054-471-5597,4
755,은산섬유,경상북도 성주군 선남면 용신공단길 10-23,경상북도 성주군 선남면 용신리 806-14 삼정섬유,"13104, ",연사 및 가공사 제조업,053-583-2372,053-583-2373,6
756,은성섬유,경상북도 성주군 선남면 유서리1길 1 (은성섬유),경상북도 성주군 선남면 유서리 12번지,"13104, ",연사 및 가공사 제조업,,054-931-9207,1
757,은성테크,경상북도 성주군 월항면 중포길 116,경상북도 성주군 월항면 유월리 1224-2번지,"29162, ",승강기 제조업,054-931-4336,054-934-4335,2
758,은성테크산업 주식회사,경상북도 성주군 선남면 명관로 337-22,경상북도 성주군 선남면 동암리 531-36,"29162, 29163",승강기 제조업 외 1 종,054-931-5824,054-931-5825,12
759,의성포장,경상북도 성주군 선남면 관용로 491,경상북도 성주군 선남면 오도리 1-5번지,"17212, ",골판지 상자 및 가공제품 제조업,,054-931-5524,1
760,의영테크,경상북도 성주군 선남면 선노로 55-50 외 5필지,경상북도 성주군 선남면 도성리 860-2 외 5필지,"29210, ",농업 및 임업용 기계 제조업,,054-931-9306,4
761,이수이엔지,경상북도 성주군 성주읍 삼산3길 25-7,경상북도 성주군 성주읍 삼산리 86,"30320, ",자동차 차체용 신품 부품 제조업,054-933-2299,054-933-2291,3
762,이스타ENG,경상북도 성주군 선남면 성원리 76-1번지 외 2필지,경상북도 성주군 선남면 성원리 76-1번지 외 2필지,"25924, ",절삭가공 및 유사처리업,,054-931-1749,1
763,이에스메탈(ES메탈),경상북도 성주군 용암면 운용로 1215-10,경상북도 성주군 용암면 기산리 1025 (주)이주,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,,0504-206-7695,1
764,이엔에스,경상북도 성주군 성주읍 주천로 248-42,경상북도 성주군 성주읍 금산리 10-7,"29175, 29163, 29169, 29176",기체 여과기 제조업 외 3 종,054-931-9964,054-931-9965,5
765,이조디자인,경상북도 성주군 용암면 용정공단길 16,경상북도 성주군 용암면 용정리 375-2번지,"16229, ",기타 건축용 나무제품 제조업,,053-289-7230,5
766,이텍솔루션,경상북도 성주군 월항면 월항농공단지1길 42-29,경상북도 성주군 월항면 장산리 1540 현진라이팅,"28123, 26410, 26421, 27213, 27214, 27215, 27216",배전반 및 전기 자동제어반 제조업 외 6 종,054-933-3923,,9
767,인베스트세라텍(주),경상북도 성주군 초전면 초전공단길 31,경상북도 성주군 초전면 용봉리 308 인베스트세라텍(주),"23229, 23232, 23239, 25113, 25119, 29299",기타 일반 도자기 제조업 외 5 종,054-933-9103,054-933-9106,13
768,일광직물,경상북도 성주군 선남면 도성3길 34,경상북도 성주군 선남면 도성리 634-12번지,"13219, ",특수 직물 및 기타 직물 직조업,054-932-1520,053-556-5101,6
769,일류정밀,"경상북도 성주군 선남면 명관로 429-21, (동암리 419-24)",경상북도 성주군 선남면 동암리 419-24번지 (동암리 419-24),"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,,,0
770,일선종합석재,경상북도 성주군 월항면 월항지방공단길 31,경상북도 성주군 월항면 유월리 932-1,"23911, 23919",건설용 석제품 제조업 외 1 종,,,3
771,일성고분자산업,경상북도 성주군 월항면 대산2길 22-59,경상북도 성주군 월항면 대산리 23-2번지,"20493, ",접착제 및 젤라틴 제조업,,054-932-4957,4
772,일성산업,경상북도 성주군 선남면 취곡리 256번지 외 1필지 외 1필지,경상북도 성주군 선남면 취곡리 256번지 외 1필지,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",,,1
773,일성섬유,"경상북도 성주군 선남면 명관로 429-29, (동암리 419-17)",경상북도 성주군 선남면 동암리 419-17번지 (동암리 419-17),"13229, ",기타 직물제품 제조업,,054-931-3575,5
774,일성테크,,경상북도 성주군 선남면 관화리 1081-1 외 1필지,"29169, ",기타 물품 취급장비 제조업,,,3
775,일해섬유,경상북도 성주군 월항면 보암공단길 26-1 (명진),경상북도 성주군 월항면 보암리 748번지,"13104, ",연사 및 가공사 제조업,,054-931-5253,5
776,장완정공,경상북도 성주군 선남면 도성2길 61-11,경상북도 성주군 선남면 도성리 482-2,"30320, ",자동차 차체용 신품 부품 제조업,,054-933-6831,7
777,재욱강업 주식회사 제2공장,경상북도 성주군 선남면 문방공단길 129-38 외 3필지,경상북도 성주군 선남면 문방리 1434-2 외 3필지,"25113, 24122",육상 금속 골조 구조재 제조업 외 1 종,054-933-9461,054-933-9463,35
778,재욱강업(주),경상북도 성주군 선남면 문방공단길 129-50 (재욱강업(주)) 외 1필지,경상북도 성주군 선남면 문방리 1434-1번지 외 1필지,"25113, 24122",육상 금속 골조 구조재 제조업 외 1 종,054-933-9461,054-933-9469,29
779,재훈섬유,경상북도 성주군 선남면 선노로 545-27 외 1필지,경상북도 성주군 선남면 용신리 643-1번지 외 1필지,"13213, ",화학섬유직물 직조업,054-931-4251,054-931-4253,10
780,정도정밀,경상북도 성주군 선남면 취곡리 239-4번지 외 2필지,경상북도 성주군 선남면 취곡리 239-4번지 외 2필지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-932-3487,2
781,정성테크,경상북도 성주군 선남면 명포1길 44,경상북도 성주군 선남면 명포리 817-1,"29261, ","산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",054-931-5501,054-932-5502,1
782,정오테크,경상북도 성주군 선남면 선노로 55-27,경상북도 성주군 선남면 도성리 873-7번지,"24222, ","알루미늄 압연, 압출 및 연신제품 제조업",,054-931-3269,6
783,정우실업,경상북도 성주군 월항면 월항지방공단길 25,경상북도 성주군 월항면 유월리 931-7번지,"23919, ",기타 석제품 제조업,054-933-9491,054-933-9495,8
784,정우테크,경상북도 성주군 선남면 선노로 79-40 외 1필지,경상북도 성주군 선남면 도성리 73-30 외 1필지,"22229, ",기타 건축용 플라스틱 조립제품 제조업,,054-933-1903,4
785,정웅이엔지,경상북도 성주군 선남면 나선로 868 (정웅ENG),경상북도 성주군 선남면 선원리 378번지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-933-1889,3
786,정인철강,경상북도 성주군 용암면 사곡길 59-8,경상북도 성주군 용암면 사곡리 930번지,"25119, ",기타 구조용 금속제품 제조업,,054-931-8150,3
787,정훈산업,경상북도 성주군 용암면 사곡공단1길 53 외 2필지,경상북도 성주군 용암면 사곡리 1016-5 외 2필지,"22259, ",기타 플라스틱 발포 성형제품 제조업,054-931-6657,054-931-6650,6
788,제니스,경상북도 성주군 선남면 도성1길 107-22 외 3필지,경상북도 성주군 선남면 도성리 314번지 외 3필지,"29210, ",농업 및 임업용 기계 제조업,,054-931-8852,3
789,제림침장,경상북도 성주군 선남면 선노로 40-15,경상북도 성주군 선남면 소학리 산38,"13221, ",침구 및 관련제품 제조업,054-933-7741,054-932-7748,5
790,제이원,경상북도 성주군 선남면 용신공단길 16,경상북도 성주군 선남면 용신리 901번지,"16231, ",목재 깔판류 및 기타 적재판 제조업,,054-931-3124,12
791,제일산업,"경상북도 성주군 선남면 나선로 966,  639",경상북도 성주군 선남면 선원리 639-3번지,"13992, ",부직포 및 펠트 제조업,,054-933-4053,6
792,제일판넬도어산업,경상북도 성주군 선남면 명관로 446-7,경상북도 성주군 선남면 동암리 1-11번지,"25119, ",기타 구조용 금속제품 제조업,054-931-9799,054-931-9599,4
793,조은산업,경상북도 성주군 선남면 도성2길 129,경상북도 성주군 선남면 도성리 86-1번지,"33993, ",비 및 솔 제조업,,,1
794,조은산업,경상북도 성주군 용암면 운용로 943-20 외 1필지,경상북도 성주군 용암면 용정리 135-16 외 1필지,"16229, ",기타 건축용 나무제품 제조업,,054-931-5563,3
795,종합도색산업,"경상북도 성주군 선남면 나선로 1002-11,  외1필",경상북도 성주군 선남면 선원리 67-4번지,"25923, ",도장 및 기타 피막처리업,054-932-8144,054-931-8148,20
796,주성산업,"경상북도 성주군 용암면 운용로 1090, 번지외 5필지",경상북도 성주군 용암면 기산리 1167-4번지,"13229, ",기타 직물제품 제조업,054-931-1557,054-931-1558,11
797,주성산업,경상북도 성주군 초전면 주천로 1342,경상북도 성주군 초전면 용봉리 70-3번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,,054-931-5582,5
798,주식회사 가인에스이,경상북도 성주군 선남면 선노로 357-1,경상북도 성주군 선남면 도흥리 320-5,"25929, ",그 외 기타 금속가공업,054-933-3013,054-933-3014,11
799,주식회사 건양조경,경상북도 성주군 선남면 선노로 737-3,경상북도 성주군 선남면 용신리 1074-11,"16101, 16102, 16229, 16299, 33302",일반 제재업 외 4 종,ARS-1566-1890,070-4756-9997,3
800,주식회사 경도철강,경상북도 성주군 선남면 명관로 337-106,경상북도 성주군 선남면 취곡리 249-3,"24199, ",그 외 기타 1차 철강 제조업,054-508-8334,054-5088-335,10
801,주식회사 광덕철강산업,경상북도 성주군 선남면 나선로 987-42 (원광정밀) 외 2필지,경상북도 성주군 선남면 선원리 649-3번지 원광정밀 외 2필지,"24199, ",그 외 기타 1차 철강 제조업,054-933-6980,054-933-6982,27
802,주식회사 광덕철강산업 제2공장,"경상북도 성주군 선남면 나선로 987-42, (선원리 649-3) 외 2필지",경상북도 성주군 선남면 선원리 649-3번지 (선원리 649-3) 외 2필지,"24199, ",그 외 기타 1차 철강 제조업,054-933-6980,054-933-6982,30
803,주식회사 금실,경상북도 성주군 성주읍 주천로 248-53 외 1필지,경상북도 성주군 성주읍 금산리 9-2번지 외 1필지,"13104, ",연사 및 가공사 제조업,054-931-4998,054-931-4997,16
804,주식회사 금화,경상북도 성주군 선남면 관화5길 54-45,경상북도 성주군 선남면 관화리 510-13,"30393, ",자동차용 신품 의자 제조업,054-933-3012,054-933-3015,6
805,주식회사 노바그린,경상북도 성주군 월항면 월항농공단지1길 30,경상북도 성주군 월항면 장산리 1542,"13992, 20202, 25119",부직포 및 펠트 제조업 외 2 종,,,8
806,주식회사 뉴로드텍,경상북도 성주군 선남면 관화5길 54-37,경상북도 성주군 선남면 관화리 513-1,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,053-593-0246,053-593-0054,4
807,주식회사 대경건업 성주지점,경상북도 성주군 월항면 월항지방공단길 27,경상북도 성주군 월항면 유월리 932번지,"23911, ",건설용 석제품 제조업,053-762-8016,,2
808,주식회사 대경산업개발,경상북도 성주군 선남면 도성2길 60 (선남면) 외 1필지,경상북도 성주군 선남면 도성리 500-1번지 외 1필지,"25113, ",육상 금속 골조 구조재 제조업,,054-931-5392,3
809,주식회사 대영합섬,경상북도 성주군 성주읍 성주산업단지로4길 28-8,경상북도 성주군 성주읍 금산리 1305,"13104, ",연사 및 가공사 제조업,053-567-7929,053-567-7928,9
810,주식회사 대윤지에프씨,경상북도 성주군 용암면 용정공단길 11,경상북도 성주군 용암면 용정리 388-6,"13104, ",연사 및 가공사 제조업,,02-3143-3204,1
811,주식회사 대종,경상북도 성주군 용암면 상언공단길 5,경상북도 성주군 용암면 상언리 697번지,"25113, 25112",육상 금속 골조 구조재 제조업 외 1 종,054-931-4506,054-931-4508,7
812,주식회사 덕산엠앤씨,경상북도 성주군 초전면 주천로 1247 ((주)덕산),경상북도 성주군 초전면 용봉리 159-4번지 (주)덕산 159-4,"23325, 23326",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,054-931-1072,054-931-1075,19
813,주식회사 도담컴퍼니,경상북도 성주군 선남면 도성3길 39-31,경상북도 성주군 선남면 도성리 603-1 성신산업사,"13922, ",어망 및 기타 끈 가공품 제조업,054-933-5766,054-933-5704,5
814,주식회사 동신소재,경상북도 성주군 월항면 주산로 540,경상북도 성주군 월항면 유월리 304-2 (주)에스아이티,"23129, ",기타 산업용 유리제품 제조업,032-623-5019,032-623-5017,4
815,주식회사 디에스스크린,경상북도 성주군 선남면 명관로 337-55,경상북도 성주군 선남면 취곡리 251-14,"22199, ",그 외 기타 고무제품 제조업,053-614-7373,053-616-7071,4
816,주식회사 디웨이스,경상북도 성주군 벽진면 봉흥로 232-14,경상북도 성주군 벽진면 봉계리 289,"29299, ",그 외 기타 특수목적용 기계 제조업,02-1644-7398,02-6918-0788,6
817,주식회사 디피시스템,경상북도 성주군 선남면 관용로 453-36,경상북도 성주군 선남면 오도리 63-8,"22212, ",플라스틱 필름 제조업,054-933-9895,054-932-9420,13
818,주식회사 범우이엔씨,경상북도 성주군 선남면 유서리길 183-35 외 1필지,경상북도 성주군 선남면 유서리 288 외 1필지,"25112, ",구조용 금속 판제품 및 공작물 제조업,054-933-1103,054-722-2770,6
819,주식회사 부강테크,경상북도 성주군 선남면 명관로 337-63 외 2필지,경상북도 성주군 선남면 취곡리 251-15 외 2필지,"25929, ",그 외 기타 금속가공업,054-931-9947,054-933-9983,4
820,주식회사 삼성이앤지,경상북도 성주군 월항면 중포길 108-4,경상북도 성주군 월항면 유월리 1154번지,"29210, ",농업 및 임업용 기계 제조업,,054-933-7202,4
821,주식회사 삼성텍스,경상북도 성주군 선남면 선노로 727,경상북도 성주군 선남면 용신리 1062-3,"13213, ",화학섬유직물 직조업,,053-587-0395,2
822,주식회사 상원중공업,경상북도 성주군 월항면 유월공단길 92 외 1필지,경상북도 성주군 월항면 유월리 247-4 외 1필지,"25113, ",육상 금속 골조 구조재 제조업,070-4421-0725,054-977-0725,17
823,주식회사 세현,경상북도 성주군 초전면 봉정길 45-6,경상북도 성주군 초전면 봉정리 545번지,"13300, ",편조원단 제조업,,054-933-4408,8
824,주식회사 셀타디움,경상북도 성주군 용암면 운용로 903 외 3필지,경상북도 성주군 용암면 용정리 349 외 3필지,"10897, ",건강기능식품 제조업,,054-508-7793,14
825,주식회사 소자매,경상북도 성주군 선남면 용신6길 43,경상북도 성주군 선남면 용신리 1268-1,"10891, ",커피 가공업,054-933-9222,054-933-9233,4
826,주식회사 신광섬유,"경상북도 성주군 선남면 도흥길 22, (783)",경상북도 성주군 선남면 도흥리 783번지 (783),"13104, ",연사 및 가공사 제조업,,053-587-6225,3
827,주식회사 신우랜드산업,경상북도 성주군 선남면 선노로 371-9,경상북도 성주군 선남면 용신리 218,"33302, 25112, 25119, 33301",놀이터용 장비 제조업 외 3 종,055-785-6678,0303-3443-6678,0
828,주식회사 신원금속,경상북도 성주군 선남면 문방공단길 124 (선남면) 외 1필지,경상북도 성주군 선남면 문방리 1400-13번지 외 1필지,"24222, ","알루미늄 압연, 압출 및 연신제품 제조업",,054-931-9081,11
829,주식회사 쏠텍,경상북도 성주군 선남면 명관로 337-85,경상북도 성주군 선남면 취곡리 264-2번지,"20501, ",합성섬유 제조업,070-4222-1321,054-932-1320,3
830,주식회사 씨엠,경상북도 성주군 선남면 용신공단길 5-16,경상북도 성주군 선남면 용신리 904-5 부창텍스타일,"13104, ",연사 및 가공사 제조업,054-931-5773,054-931-5774,4
831,주식회사 씨테크,경상북도 성주군 월항면 월항지방공단길 9,경상북도 성주군 월항면 유월리 931-3,"25113, ",육상 금속 골조 구조재 제조업,054-931-5869,054-933-5869,6
832,주식회사 에쓰지,경상북도 성주군 선남면 유서리길 174-16,경상북도 성주군 선남면 유서리 365-9,"25112, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 2 종,ARS-1522-5190,053-721-6089,9
833,주식회사 에이에스엘,경상북도 성주군 선남면 성주로 3478-27,경상북도 성주군 선남면 성원리 726-7,"26529, 28122, 28123",기타 음향기기 제조업 외 2 종,054-932-3348,054-932-3347,5
834,주식회사 에이엔티 제2공장,경상북도 성주군 선남면 성주로 3757-17 (앤트테크) (총 5 필지),경상북도 성주군 선남면 관화리 1037-3번지,"30399, ",그 외 자동차용 신품 부품 제조업,054-933-7198,054-933-5439,24
835,주식회사 에코리아,경상북도 성주군 월항면 주산로 432,경상북도 성주군 월항면 안포리 31-4,"28520, ",가정용 비전기식 조리 및 난방 기구 제조업,070-7799-6656,,5
836,주식회사 에코시스,경상북도 성주군 금수강산면 성주로 1941-16,경상북도 성주군 금수강산면 광산리 158,"29299, ",그 외 기타 특수목적용 기계 제조업,053-326-5866,050-4064-5866,5
837,주식회사 에프엘씨엔피,경상북도 성주군 금수강산면 성주로 1941-16,경상북도 성주군 금수강산면 광산리 158,"29250, ",음ㆍ식료품 및 담배 가공기계 제조업,054-977-4270,054-977-4260,2
838,주식회사 엔에스피앤피,경상북도 성주군 용암면 운용로 913,경상북도 성주군 용암면 용정리 92-6,"22211, 22299","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",054-932-0186,054-932-3010,10
839,주식회사 엠디이,경상북도 성주군 월항면 주산로 488-51,경상북도 성주군 월항면 유월리 935-16,"25929, ",그 외 기타 금속가공업,054-975-4669,,2
840,주식회사 엠에스인더스트리,경상북도 성주군 선남면 본성로 490-46,경상북도 성주군 선남면 명포리 산50-1,"13992, ",부직포 및 펠트 제조업,054-933-9637,054-933-9638,11
841,주식회사 엠테크,경상북도 성주군 월항면 주산로 456-26 외 14필지,경상북도 성주군 월항면 유월리 985-1 외 14필지,"29299, 25122, 25924, 25929",그 외 기타 특수목적용 기계 제조업 외 3 종,054-931-8345,054-931-8346,14
842,주식회사 연보,경상북도 성주군 월항면 지산로 169,경상북도 성주군 월항면 지방리 42,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",054-508-7778,070-8677-0664,5
843,주식회사 올림피아,경상북도 성주군 대가면 용흥3길 21-24,경상북도 성주군 대가면 용흥리 885-2번지,"22199, 23999",그 외 기타 고무제품 제조업 외 1 종,054-931-8168,054-931-8169,8
844,주식회사 왕보 2공장,경상북도 성주군 성주읍 금산리 1306-0번지,경상북도 성주군 성주읍 금산리 1306-0번지,"13999, ",그 외 기타 분류 안된 섬유제품 제조업,054-931-7881,054-931-7884,11
845,주식회사 우경씨앤에스,경상북도 성주군 선남면 명관로 446-13 (선남면) 외 2필지,경상북도 성주군 선남면 동암리 1-2번지 외 2필지,"29199, ",그 외 기타 일반목적용 기계 제조업,054-933-5250,054-930-0250,6
846,주식회사 우신정공,경상북도 성주군 대가면 칠봉2길 3,경상북도 성주군 대가면 옥성리 790-1,"30399, ",그 외 자동차용 신품 부품 제조업,054-954-8016,054-956-0816,3
847,주식회사 우영엔텍,경상북도 성주군 선남면 선노로 79-38 외 1필지,경상북도 성주군 선남면 도성리 73-29 외 1필지,"29176, ",액체 여과기 제조업,054-932-0722,054-932-0723,16
848,주식회사 원방산업,경상북도 성주군 선남면 선노로 588 외 1필지,경상북도 성주군 선남면 용신리 805-2 삼일포장 외 1필지,"13225, ",직물포대 제조업,054-931-2097,054-931-2095,3
849,주식회사 원테크,경상북도 성주군 선남면 선노로 604-12 (경신섬유),경상북도 성주군 선남면 용신리 806-24번지,"13223, ",커튼 및 유사제품 제조업,054-931-8161,054-931-8163,15
850,주식회사 유니웨이,경상북도 성주군 월항면 보암공단길 26-70,경상북도 성주군 월항면 보암리 19,"25112, ",구조용 금속 판제품 및 공작물 제조업,054-554-3078,054-554-3024,2
851,주식회사 이든철강,경상북도 성주군 월항면 지산로 165 외 3필지,경상북도 성주군 월항면 지방리 45-1 외 3필지,"25113, ",육상 금속 골조 구조재 제조업,054-931-4922,054-931-4923,7
852,주식회사 제이케이,경상북도 성주군 선남면 관화5길 54-41,경상북도 성주군 선남면 관화리 510-9,"25914, ",그 외 금속 압형제품 제조업,054-933-6663,054-933-6663,11
853,주식회사 지앤지테크,경상북도 성주군 성주읍 성산2길 63,경상북도 성주군 성주읍 성산리 1225-1,"20499, 21301",그 외 기타 분류 안된 화학제품 제조업 외 1 종,054-931-0501,054-931-0506,4
854,주식회사 진성폴리머,경상북도 성주군 선남면 도성리 73-16번지 외 1필지,경상북도 성주군 선남면 도성리 73-16번지 외 1필지,"13219, ",특수 직물 및 기타 직물 직조업,054-931-1496,054-933-1496,1
855,주식회사 진영니트,경상북도 성주군 선남면 용신공단길 10-22,경상북도 성주군 선남면 용신리 806-8 부광섬유,"13999, ",그 외 기타 분류 안된 섬유제품 제조업,054-933-0693,054-933-0694,10
856,주식회사 케이블루탭,경상북도 성주군 선남면 도성1길 107-23,경상북도 성주군 선남면 도성리 322,"28119, 26410, 28121, 28122, 28123",기타 전기 변환장치 제조업 외 4 종,070-7543-4898,,4
857,주식회사 케이빌,경상북도 성주군 선남면 명관로 446-30,경상북도 성주군 선남면 동암리 362-2,"13221, ",침구 및 관련제품 제조업,053-710-7719,053-289-0787,8
858,주식회사 켐피아바이오,"경상북도 성주군 벽진면 성주로 2344-10,  외4필",경상북도 성주군 벽진면 매수리 445번지,"20313, ",유기질 비료 및 상토 제조업,054-931-6777,054-931-6776,2
859,주식회사 코아로직,경상북도 성주군 월항면 월항농공단지1길 30,경상북도 성주군 월항면 장산리 1542 서광무역(주),"26224, 35114",전자부품 실장기판 제조업 외 1 종,070-4334-5960,,4
860,주식회사 키즈마루,경상북도 성주군 선남면 선노로 737 외 3필지,경상북도 성주군 선남면 용신리 1073-4 외 3필지,"10891, ",커피 가공업,070-4350-3089,0505-330-2289,10
861,주식회사 태경산업,경상북도 성주군 선남면 명관로 337-120 외 4필지,경상북도 성주군 선남면 동암리 779 외 4필지,"13992, ",부직포 및 펠트 제조업,054-933-7712,054-933-7713,13
862,주식회사 태우축산,경상북도 성주군 선남면 도성2길 53 외 1필지,경상북도 성주군 선남면 도성리 498-10 외 1필지,"29172, 29173, 29199, 29210",가정용 및 산업용 공기 조화장치 제조업 외 3 종,054-931-9556,054-933-9558,13
863,주식회사 태현,경상북도 성주군 선남면 신부길 8-10,경상북도 성주군 선남면 신부리 286-0,"13993, ",특수사 및 코드직물 제조업,054-932-0668,054-932-0669,4
864,주식회사 파로글로벌,경상북도 성주군 선남면 도흥길 31-9,경상북도 성주군 선남면 도흥리 790-1,"13229, ",기타 직물제품 제조업,,054-931-3971,6
865,주식회사 패션브라더,경상북도 성주군 선남면 유서리길 145-7,경상북도 성주군 선남면 유서리 97-2번지,"25112, 25111, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 3 종,070-7641-1888,053-242-1889,3
866,주식회사 페루프,경상북도 성주군 선남면 선원2길 8,경상북도 성주군 선남면 선원리 565-1,"25112, ",구조용 금속 판제품 및 공작물 제조업,054-933-9322,054-933-4254,25
867,주식회사 푸른이엔티,경상북도 성주군 성주읍 성주농공단지길 72,경상북도 성주군 성주읍 성산리 1447-16,"16102, 16229, 33302, 33910",표면 가공 목재 및 특정 목적용 제재목 제조업 외 3 종,053-356-3567,053-356-3569,5
868,주식회사 피앤피드,경상북도 성주군 대가면 참별로 2288,경상북도 성주군 대가면 옥성리 720-1,"10901, 10903",반려동물용 사료 제조업 외 1 종,054-931-8880,054-931-8868,3
869,주식회사 피엔텍,경상북도 성주군 성주읍 주천로 153,경상북도 성주군 성주읍 금산리 636,"17212, ",골판지 상자 및 가공제품 제조업,054-931-8900,054-931-8901,14
870,주식회사 하나,경상북도 성주군 성주읍 성주농공단지길 21,경상북도 성주군 성주읍 성산리 1447-2번지,"13104, ",연사 및 가공사 제조업,054-933-3991,,18
871,주식회사 하나기획,경상북도 성주군 성주읍 주천로 248-49,경상북도 성주군 성주읍 금산리 791,"28423, 20499, 21301",전시 및 광고용 조명장치 제조업 외 2 종,054-932-2339,054-932-2337,5
872,주식회사 한국에스엠,경상북도 성주군 성주읍 주천로 220-70,경상북도 성주군 성주읍 금산리 19-3번지,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업",054-931-7324,054-933-7324,6
873,주식회사 한빛일렉트릭,경상북도 성주군 월항면 주산로 456-34,경상북도 성주군 월항면 유월리 1037-9,"28111, ",전동기 및 발전기 제조업,054-932-0108,053-710-7612,5
874,주식회사 한빛일렉트릭,경상북도 성주군 월항면 월항농공단지1길 42-29,경상북도 성주군 월항면 장산리 1540,"28111, ",전동기 및 발전기 제조업,054-932-0108,053-710-7612,2
875,주식회사 한솔산업,경상북도 성주군 선남면 유서리길 145-1,경상북도 성주군 선남면 유서리 97-23,"25112, 25944",구조용 금속 판제품 및 공작물 제조업 외 1 종,054-956-7100,054-956-7101,2
876,주식회사 한양건설,경상북도 성주군 선남면 명관로 337-64 외 1필지,경상북도 성주군 선남면 동암리 791 외 1필지,"22223, 25111, 25112",플라스틱 창호 제조업 외 2 종,,053-628-9523,4
877,주식회사 한양에코텍,경상북도 성주군 선남면 나선로 900 (한양섬유),경상북도 성주군 선남면 선원리 450번지,"13223, ",커튼 및 유사제품 제조업,054-931-4777,,60
878,주식회사 해성프라임,경상북도 성주군 초전면 용대로 216,경상북도 성주군 초전면 용성리 165,"16102, 16211",표면 가공 목재 및 특정 목적용 제재목 제조업 외 1 종,,031-629-5440,2
879,주식회사 해영,경상북도 성주군 선남면 관용로 316-22,경상북도 성주군 선남면 오도리 271-9,"22299, ",그 외 기타 플라스틱 제품 제조업,,,3
880,주식회사 해월테크,경상북도 성주군 선남면 관용로 316-14,경상북도 성주군 선남면 오도리 271,"25999, 22299, 28429",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,,,3
881,주식회사 현에스앤씨,경상북도 성주군 선남면 선노로 74-5,경상북도 성주군 선남면 소학리 1044,"25113, 25999",육상 금속 골조 구조재 제조업 외 1 종,,0504-041-6735,1
882,주식회사 화성엘엔피피,,경상북도 성주군 초전면 대장리 산 14 외 2필지,"22299, ",그 외 기타 플라스틱 제품 제조업,054-972-8771,054-972-8771,3
883,주식회사삼에스벤처물산,경상북도 성주군 선남면 도성리 1099 번지 외 2필지,경상북도 성주군 선남면 도성리 1099 번지 외 2필지,"11209, ",기타 비알코올 음료 제조업,,,1
884,주식회사코리아파이프,경상북도 성주군 월항면 월항농공단지1길 62,경상북도 성주군 월항면 장산리 1534번지,"22211, 22299, 31113","플라스틱 선, 봉, 관 및 호스 제조업 외 2 종",054-715-6780,054-715-6782,5
885,주은프라콘,경상북도 성주군 월항면 중포길 114,경상북도 성주군 월항면 유월리 1224-1번지,"22299, ",그 외 기타 플라스틱 제품 제조업,054-933-7663,054-933-7664,6
886,준경테크,"경상북도 성주군 선남면 명관로 337-91, (취곡리 265-5)",경상북도 성주군 선남면 취곡리 산 5번지 (취곡리 265-5),"30320, ",자동차 차체용 신품 부품 제조업,,054-933-2667,4
887,준민테크,경상북도 성주군 선남면 나선로 949 (주)대성마린텍,경상북도 성주군 선남면 선원리 647-8 (주)대성마린텍,"25913, 30320",자동차용 금속 압형제품 제조업 외 1 종,,054-603-0112,6
888,지성산업,경상북도 성주군 초전면 용대로 352 외 1필지,경상북도 성주군 초전면 칠선리 681-3 외 1필지,"22292, ","플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",,054-931-0977,2
889,지에스케이,경상북도 성주군 선남면 선원1길 4 (지에스케이),경상북도 성주군 선남면 선원리 481번지,"13219, ",특수 직물 및 기타 직물 직조업,054-931-1613,054-931-1614,2
890,지에스피(주),경상북도 성주군 월항면 월항농공단지1길 42-15,경상북도 성주군 월항면 장산리 1538,"22232, 22299",포장용 플라스틱 성형용기 제조업 외 1 종,054-933-1170,054-933-1171,6
891,지지(주),경상북도 성주군 용암면 운용로 1478-23 외 1필지,경상북도 성주군 용암면 문명리 530-1번지 외 1필지,"25943, ",금속 스프링 제조업,054-931-3664,054-931-8690,5
892,지피엔,경상북도 성주군 선남면 선월로 110-16,경상북도 성주군 선남면 성원리 64번지,"22241, ",운송장비 조립용 플라스틱제품 제조업,,053-593-5505,4
893,진성,경상북도 성주군 선남면 도성2길 27-14,경상북도 성주군 선남면 도성리 1168-1번지,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",,054-933-7802,2
