업체명,업종구분,소재지,전화번호,팩스번호
한아름농산,식품제조가공업,경상북도 고령군 쌍림면 쌍쌍로 944,054-955-1120,
아성식품,식품제조가공업,경상북도 고령군 개진산단길 84,054-955-1575,
그린식품,식품제조가공업,경상북도 고령군 개진면 개진산단길 55,054-955-2420,
쌍림친환경딸기쨈영농조합법인,식품제조가공업,경상북도 고령군 쌍림면 신촌길 89,054-955-2927,
해안식품,식품제조가공업,경상북도 고령군 개진산단길 57,054-955-3546,
(주)해단지,식품제조가공업,경상북도 고령군 쌍림면 명덕길 40,054-955-3633,
옛날제과,식품제조가공업,경상북도 고령군 다산면 다산중앙길 104,054-955-5587,
누리식품,식품제조가공업,경상북도 고령군 개진산단길 40-30,054-955-9338,
경주빵 몽도레,식품제조가공업,경상북도 고령군 다산면 다산중앙길 104,054-955-9525,
땅사랑딸기농원,식품제조가공업,경상북도 고령군 쌍림면 쌍쌍로 972,054-955-9900,
쌍림농업협동조합 마늘가공센터,식품제조가공업,경상북도 고령군 쌍림면 대가야로 658-9(쌍림 농업협동조합),054-955-9940,
천일에스에프,식품제조가공업,경상북도 고령군 성산면 운성로 750-23,054-956-1030,
(주)경북농민축산육가공공장,식품제조가공업,경상북도 고령군 다산면 평리1길 28,054-956-2510,
농업회사법인 가바라이스(주),식품제조가공업,경상북도 고령군 쌍림면 명덕길 25,054-956-2760,
농업회사법인 라이스푸드(주),식품제조가공업,경상북도 고령군 쌍림면 명덕길 25(A동),054-956-2760,
다미원,식품제조가공업,경상북도 고령군 대가야읍 덕경길 23(1층),054-956-2799,
두시원,식품제조가공업,경상북도 고령군 쌍림면 송림2길 9,054-956-2971,
서현식품,식품제조가공업,경상북도 고령군 쌍림면 칠등길 27-4,054-956-3184,
(주)진푸드 제1공장,식품제조가공업,경상북도 고령군 개진면 개진산단길 73,054-956-4223,
주식회사 오그래 농업회사법인,식품제조가공업,경상북도 성주군 월항면 유월2길 40-15,054-956-7272,
(주)청정에프앤씨,식품제조가공업,경상북도 고령군 개진면 독실길 129-6,054-956-7631,
엠지에프앤디,식품제조가공업,경상북도 고령군 나선로 256,054-956-7770,
금매원,식품제조가공업,경상북도 고령군 개진면 회천로 504,054-956-8484,
(주)산들,식품제조가공업,경상북도 고령군 다산면 새나정길 3,054-956-9970,
공진식품,식품제조가공업,경상북도 고령군 개진산단길 62(신안공단),054-956-2111,
복동이식품,식품제조가공업,경상북도 고령군 시장1길 1(고령파출소앞),054-956-3301,
(주)진푸드,식품제조가공업,경상북도 고령군 개진면 개진산단길 73,054-956-4223,
황용당제과,식품제조가공업,경상북도 고령군 상곡2길 27,054-956-5227,
가야식품,식품제조가공업,경상북도 고령군 백리로 26,054-956-5331,
한아름영농조합법인,식품제조가공업,경상북도 고령군 개진산단길 78,054-956-7171,
꽃질장수마을수제된장,식품제조가공업,경상북도 고령군 운수면 꽃질1길 70,054-956-7797,
오곡농산,식품제조가공업,경상북도 고령군 성산면 성산로 602,054-956-8088,
주식회사 행복식품,식품제조가공업,경상북도 칠곡군 약목면 관호7길 12-13,054-971-0027,
한솔영농조합법인,식품제조가공업,경상북도 칠곡군 왜관읍 아곡5길 95-3,054-971-0500,
참조은식품,식품제조가공업,경상북도 칠곡군 북삼읍 어로2길 64-30,054-971-0734,
제일식품,식품제조가공업,경상북도 칠곡군 동명면 송산11길 12,054-971-1086,
호미푸드,식품제조가공업,경상북도 김천시 어모면 산업단지7로 206(1~2층),054-971-1256,
대신HMR,식품제조가공업,경상북도 칠곡군 지천면 상지3길 30,054-971-1986,
(주)더채움,식품제조가공업,경상북도 칠곡군 왜관읍 중앙로 20,054-971-2017,
해담수산협동조합,식품제조가공업,경상북도 칠곡군 지천면 신동로2길 39,054-971-2255,
신창식품,식품제조가공업,경상북도 칠곡군 동명면 송산11길 8,054-971-3103,
JK로컬푸드,식품제조가공업,경상북도 칠곡군 왜관읍 현대로 122-5,054-971-6444,
대구종합식품,식품제조가공업,경상북도 칠곡군 금암동석1길 5,054-971-6862,
(주)평해식품,식품제조가공업,경상북도 칠곡군 신동서원길 12,054-971-6867,
금송가루촌식품,식품제조가공업,경상북도 칠곡군 지천면 창평로 300,054-971-9218,
주식회사 네이처셀 칠곡공장,식품제조가공업,경상북도 칠곡군 기산면 기산공단1길 21,054-971-0851,
(주)소담푸드 제2공장,식품제조가공업,경상북도 칠곡군 왜관읍 공단로11길 16,054-971-2342,
농업회사법인 (주)우진농산,식품제조가공업,경상북도 칠곡군 지천면 창평로 13,054-972-0650,
(주)요리궁,식품제조가공업,경상북도 칠곡군 왜관읍 공단로12길 30-2,054-972-1320,
농업회사법인 주식회사 다원,식품제조가공업,경상북도 칠곡군 왜관읍 아곡8길 9,054-972-4171,
은화유통,식품제조가공업,경상북도 칠곡군 지천면 신동로7길 100,054-972-7402,
해밀원,식품제조가공업,경상북도 칠곡군 백송로 28,054-972-7535,
다정식품,식품제조가공업,경상북도 칠곡군 신동로7길 30,054-972-2078,
농업회사법인 주식회사조양에프엔지,식품제조가공업,경상북도 칠곡군 기산면 기산공단1길 11,054-972-9088,
경북과학대학식품공장,식품제조가공업,경상북도 칠곡군 기산면 지산로 520,054-972-9721,
농업회사법인(주)흥신식품,식품제조가공업,경상북도 칠곡군 왜관읍 공단로8길 224,054-972-9951,
알앤알코리아,식품제조가공업,경상북도 김천시 어모면 산업단지6로 92(1층),054-973-0805,
(주)가을애,식품제조가공업,경상북도 칠곡군 왜관읍 공단로12길 28-5,054-973-1420,
(주)장매원,식품제조가공업,경상북도 칠곡군 기산면 봉산1길 49,054-973-2500,
MJ 푸드,식품제조가공업,경상북도 칠곡군 지천면 금송로 329-18,054-973-9621,
고향푸드,식품제조가공업,경상북도 칠곡군 왜관읍 공단로 73,054-973-0188,
성화식품,식품제조가공업,경상북도 칠곡군 관호7길 12-12,054-973-1316,
(주)가을애 경북지점,식품제조가공업,경상북도 칠곡군 왜관읍 공단로12길 30(B동 2층),054-973-1420,
(주)샘초롱,식품제조가공업,경상북도 칠곡군 왜관읍 공단로12길 30,054-973-1420,
(주)샘초롱 경북지점,식품제조가공업,경상북도 칠곡군 왜관읍 공단로13길 58,054-973-1420,
(주)코끼리푸드,식품제조가공업,경상북도 칠곡군 호국로 1266-16,054-973-3355,
(주)삼한냉동,식품제조가공업,경상북도 칠곡군 지천면 신동로 78-14,054-973-4749,
영양푸드,식품제조가공업,경상북도 칠곡군 지천면 신동로2길 58(1층),054-973-6955,
데미샘,식품제조가공업,경상북도 김천시 봉산면 태화3길 80(가동),054-973-9773,
새황금식품,식품제조가공업,경상북도 칠곡군 북삼읍 인평9길 1,054-974-6708,
고향식품,식품제조가공업,경상북도 칠곡군 공단로 73-9,054-974-0188,
농업회사법인 (주)행화촌,식품제조가공업,경상북도 칠곡군 지천면 지천로 898,054-974-2332,
약목식품,식품제조가공업,경상북도 칠곡군 관호10길 198,054-974-4451,
주식회사 청호원,식품제조가공업,경상북도 칠곡군 기산면 평복2길 46-35,054-974-7440,
(주)웰츄럴바이오,식품제조가공업,경상북도 구미시 산동읍 첨단기업2로 18-19,054-975-0064,
(주)크로바케미칼,식품제조가공업,경상북도 칠곡군 기산면 기산공단1길 31,054-975-0353,
장마실,식품제조가공업,경상북도 칠곡군 동명면 팔공산로 85,054-975-2553,
각산마을협동조합,식품제조가공업,경상북도 칠곡군 기산면 지산로 331,054-975-8600,
정글아트,식품제조가공업,경상북도 구미시 상사동로24길 5-11(1층 사곡동),054-975-8767,
예은식품,식품제조가공업,경상북도 김천시 어모면 산업단지6로 100,054-975-9183,
한우물식품,식품제조가공업,경상북도 칠곡군 강진2길 83,054-975-3753,
주식회사새한식품2,식품제조가공업,경상북도 칠곡군 북삼읍 어로1길 7,054-975-8750,
주식회사 새한식품,식품제조가공업,경상북도 칠곡군 약목면 교8길 46,054-975-9750,
(주)놀이터팩토리 D1,식품제조가공업,경상북도 칠곡군 왜관읍 공단로2길 71-9,054-976-0303,
부성식품,식품제조가공업,경상북도 칠곡군 지천면 신동로4길 19,054-976-0889,
(주)참존비엔에프,식품제조가공업,경상북도 칠곡군 가산면 송학6길 42,054-976-1323,
신대감식품,식품제조가공업,경상북도 칠곡군 학명1길 14-12,054-976-1860,
태장고,식품제조가공업,경상북도 칠곡군 양지길 32,054-976-5287,
농부두부,식품제조가공업,경상북도 칠곡군 동명면 봉암2길 21-7,054-976-8155,
참나래푸드2공장,식품제조가공업,경상북도 칠곡군 지천면 송정중리3길 9-19,054-977-0798,
영농조합법인 장수나라,식품제조가공업,경상북도 칠곡군 지천면 지천로 481-1,054-977-1102,
칠칠곡곡협동조합,식품제조가공업,경상북도 칠곡군 약목면 동덕로 146,054-977-1880,
일광영농조합법인,식품제조가공업,경상북도 칠곡군 동명면 금암동석4길 32(B동),054-977-3900,
주식회사 비봉푸드,식품제조가공업,경상북도 칠곡군 왜관읍 중앙로 33,054-977-5661,
신라종합식품,식품제조가공업,경상북도 칠곡군 지천면 창평로 202,054-977-6044,
주식회사 누리마을,식품제조가공업,경상북도 칠곡군 지천면 상지1길 67-16,054-977-6969,
삼영케미칼,식품제조가공업,경상북도 칠곡군 현대로 122-23,054-977-0020,
(주)제이에프,식품제조가공업,경상북도 칠곡군 왜관읍 2산업단지3길 22-5,054-977-4433,
자연으로,식품제조가공업,경상북도 청도군 청도읍 중앙로 192-155,054-996-9972,
(주)영대,식품제조가공업,경상북도 포항시 북구 해안로 185-1(1층 두호동),054-231-7088,
농업회사법인(주)행복푸드상자(HappyFoodBox),식품제조가공업,경상북도 포항시 북구 기계면 학야길 172-1,054-243-0006,
대진수산(주),식품제조가공업,경상북도 포항시 남구 운하로 265-35(송도동),054-244-6817,
(주)이엘컴퍼니,식품제조가공업,경상북도 포항시 남구 인덕동 345-13 1층,054-246-0323,
(주)대백푸드,식품제조가공업,경상북도 포항시 북구 기계면 인비길45번길 16-5,054-249-1112,
대성상사,식품제조가공업,경상북도 포항시 북구 법원로8번길 38(장성동),054-252-7289,
진우푸드(주),식품제조가공업,경상북도 포항시 남구 구룡포읍 병포길129번길 25-8,054-275-9826,
오셀롯 커피 트레이더스,식품제조가공업,경상북도 포항시 남구 유동길 32-7(1층 효자동),054-277-6677,
한국소아난치병사랑나눔사회적협동조합,식품제조가공업,경상북도 포항시 남구 대해로122번길 8(1층 대도동),054-282-3900,
영어조합법인 정원에프앤에프,식품제조가공업,경상북도 포항시 남구 구룡포읍 하정로30번길 15,054-283-8893,
김천대방메주,식품제조가공업,경상북도 김천시 농소면 용암2길 40-13,054-431-6820,
용명메주,식품제조가공업,경상북도 김천시 농소면 용암2길 25-42,054-431-6885,
상주메주,식품제조가공업,경상북도 김천시 입석길 104-44,054-431-6955,
파레스제과,식품제조가공업,경상북도 김천시 남산공원길 37(남산동),054-432-9856,
동해식품,식품제조가공업,경상북도 김천시 대항면 대룡1길 48-17(1층),054-433-6277,
웰빙푸드,식품제조가공업,경상북도 김천시 아랫장터4길 21(감호동),054-435-2854,
두원식품주식회사,식품제조가공업,경상북도 김천시 삼락택지2길 52(삼락동),054-435-6071,
정골참맛된장,식품제조가공업,경상북도 김천시 대룡로 339-28,054-437-0849,
에프씨푸드,식품제조가공업,"경상북도 구미시 송동로 23-9(1,2층 도량동)",054-443-9278,
광진두부,식품제조가공업,경상북도 구미시 흥안로2길 6-57(1층 옥계동),054-471-3454,
샘물영농조합법인,식품제조가공업,"경상북도 구미시 도개면 도개다곡길 266(주1,3,4동 1층)",054-471-5522,
농업회사법인주식회사구수한,식품제조가공업,"경상북도 구미시 화신로4길 15(1동 1,2층 광평동)",054-481-3000,
일품청,식품제조가공업,경상북도 구미시 선산읍 북산6길 14-33,054-481-5777,
용하,식품제조가공업,경상북도 상주시 서곡1길 105(서곡동),054-532-2176,
온샘이플,식품제조가공업,경상북도 문경시 중앙로 3(모전동),054-556-5500,
영농조합법인풍기토종홍삼조합,식품제조가공업,경상북도 영주시 봉현면 소백로1701번길 101-3,054-635-5006,
영농조합법인 금강농산,식품제조가공업,경상북도 영주시 봉현면 소백로1701번길 33-9(1층),054-636-8540,
풍기인삼제조원,식품제조가공업,경상북도 영주시 풍기읍 동성로 40-1,054-638-2311,
영주농업회사법인주식회사,식품제조가공업,경상북도 영주시 장수면 장수로 275-34,054-638-5955,
홍제원,식품제조가공업,경상북도 영주시 소백로1916번길 28(지상1층),054-638-7988,
부흥,식품제조가공업,경상북도 봉화군 소천면 매현길 42-143,054-673-2534,
화성식품,식품제조가공업,경상북도 영덕군 강영로 117,054-733-2557,
영덕농수산영어농조합법인,식품제조가공업,경상북도 영덕군 강구면 강영로 187,054-734-0063,
감포 전촌 젓갈,식품제조가공업,경상북도 경주시 감포읍 경감로 2873,054-746-6832,
(주)울진유통농업회사법인,식품제조가공업,경상북도 울진군 근남면 울진북로 234-17(B동),054-781-8946,
푸르미작업장,식품제조가공업,경상북도 울진군 죽변면 산내성로 481,054-781-9210,
풍덩원 농업회사법인 유한회사,식품제조가공업,경상북도 울진군 평해읍 평해6길 24-24(2호),054-782-1007,
농업회사법인 주식회사 도래,식품제조가공업,경상북도 울진군 후포면 동해대로 332-1,054-788-1555,
울릉누리식품,식품제조가공업,경상북도 울릉군 울릉읍 봉래1길 33,054-791-3647,
울릉도 바른식품,식품제조가공업,경상북도 울릉군 북면 천부길 53,054-791-4845,
황새마을식품 영농조합법인,식품제조가공업,경상북도 의성군 신평면 왜가리길 1196-7,054-861-1600,
(주)착한푸드,식품제조가공업,경상북도 성주군 선남면 성원1길 83,054-933-1033,
대복,식품제조가공업,경상북도 고령군 다산면 상곡2길 32-8,054-955-4321,
(주)도담농업회사법인,식품제조가공업,경상북도 칠곡군 가산면 경북대로 1530,054-971-3500,
(주)에이치와이코리아,식품제조가공업,경상북도 칠곡군 지천면 상지1길 66-6,054-972-2437,
주식회사산애들애,식품제조가공업,경상북도 칠곡군 왜관읍 현대로 97,054-974-3939,
(주)대해,식품제조가공업,경상북도 칠곡군 가산면 인동가산로 962-18(1동),054-975-2259,
신신유통,식품제조가공업,경상북도 칠곡군 가산면 호국로 1252-6,054-975-8548,
농업회사법인(주)아침빛바다,식품제조가공업,경상북도 칠곡군 지천면 창평로 222,054-976-3367,
농업회사법인(주) 정든푸드,식품제조가공업,경상북도 칠곡군 지천면 신동로 96,054-977-1170,
칠칠곡곡협동조합2,식품제조가공업,경상북도 칠곡군 석적읍 석적로 290,054-977-1880,
농업회사법인 (주)일광,식품제조가공업,경상북도 칠곡군 동명면 경북대로 858-1,054-977-3900,
(주)더건강한푸드,식품제조가공업,경상북도 칠곡군 석적읍 남율로10길 17,054-977-5148,
한티농장,식품제조가공업,경상북도 예천군 은풍면 은풍준시길 64-72,055-655-7606,
농업회사 법인 주식회사 상복명과원,식품제조가공업,경상북도 경주시 건천읍 부산성길 29,055-745-8424,
소이빈네이처제2공장,식품제조가공업,경상북도 고령군 개진면 개진산단길 79,055-955-3777,
수정영농조합법인,식품제조가공업,경상북도 고령군 쌍림면 신촌길 27-30,056956-1124,
푸드센스,식품제조가공업,경상북도 영천시 금완로 19(1층 전면 좌즉호 금노동),070-4060-1515,
커피플레이스,식품제조가공업,경상북도 경주시 충현로 65(2층 충효동),070-4086-2044,
(주)정글인터내셔널,식품제조가공업,경상북도 청도군 청도읍 송읍길 89-10,070-4100-0997,
연우종합식품,식품제조가공업,경상북도 포항시 북구 장량로32번길 40-5(장성동),070-4133-0284,
(주)썬월드,식품제조가공업,경상북도 경산시 용성면 원효로 1229(D동),070-4134-3936,
청송팜영농조합법인,식품제조가공업,경상북도 청송군 개일월매길 301-18,070-4158-0330,
(주)셀푸드인터내셔널,식품제조가공업,경상북도 청도군 청도읍 월곡2길 35,070-4281-6509,
(주)에쓰와이푸드,식품제조가공업,경상북도 상주시 청리면 마공공단로 84,070-4333-1313,
예천대금터전통식품,식품제조가공업,경상북도 예천군 종산길 286-54,070-4417-7717,
농업회사법인 경북미래나눔(주),식품제조가공업,경상북도 문경시 마성면 상내2길 17,070-4606-5982,
(주)네츄럴푸드코리아,식품제조가공업,경상북도 문경시 호계면 대학길 161(3층 318호 문경대학교 창업보육센터),070-4623-8754,
(주)바이오스타줄기세포기술연구원 발효식품연구소,식품제조가공업,경상북도 영양군 일월면 주실1길 64,070-4665-1076,
(주)웨일리유,식품제조가공업,경상북도 경산시 어봉지길 285-10(대구한의대 오성캠퍼스 산학협력관 308호 여천동),070-5055-0117,
(주)소디프비앤에프,식품제조가공업,"경상북도 영주시 가흥공단로 59-96(C,E동 상줄동)",070-7100-1537,
토리식품제2공장,식품제조가공업,경상북도 상주시 공검면 비재로 689,070-7456-5982,
봄봄푸드,식품제조가공업,경상북도 칠곡군 약목면 교8길 46,070-7501-9750,
황가식품,식품제조가공업,경상북도 문경시 공평로 28-1(공평동),070-7539-0057,
농업회사법인주식회사 모이식품,식품제조가공업,경상북도 경주시 안강읍 비화중로 32,070-7555-2040,
(주)이노프레시,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 173(D동),070-7596-5233,
365푸드앤팜,식품제조가공업,경상북도 영주시 풍기읍 소백로 2045,070-7604-1460,
주식회사이엔크리에이티브,식품제조가공업,"경상북도 구미시 고아읍 선산대로 745(1동 1,2,3층)",070-7708-6130,
주식회사 금산미학바이오헬스,식품제조가공업,경상북도 봉화군 춘양면 의양로 46-1,070-7720-7848,
주식회사 세렌디팜,식품제조가공업,경상북도 안동시 풍산읍 산업단지길 88(103호),070-7758-3381,
박명화명품된장,식품제조가공업,경상북도 봉화군 물야면 두문로 508-13,070-7761-0909,
로작커피,식품제조가공업,경상북도 구미시 신시로17길 3(형곡동),070-7787-3759,
에스제이푸드,식품제조가공업,경상북도 경산시 압량읍 가일길23길 31,070-7798-1750,
더밥,식품제조가공업,"경상북도 경산시 하양읍 가마실길 50(경일대학교 R&DB센터 102,103,118호)",070-7931-9979,
케이피이,식품제조가공업,경상북도 경산시 압량읍 압량길 60-7,070-8201-9013,
(주)밥달라스,식품제조가공업,경상북도 고령군 성산면 고탄길 6,070-8236-6167,
원식품,식품제조가공업,경상북도 안동시 말구리4길 47-4(태화동),070-8254-3115,
농업회사법인 맑을청웰빙 주식회사,식품제조가공업,경상북도 구미시 도개면 도군로 92-5,070-8271-1404,
농업회사법인(주)프레쉬벨,식품제조가공업,경상북도 경산시 진량읍 대구대로 201(경북테크노파크 대구대특화센터 1111호),070-8670-9249,
(주)더조은에프엔비,식품제조가공업,경상북도 포항시 남구 장기면 영암길 55,070-8739-0007,
청정가 영농조합법인,식품제조가공업,경상북도 경산시 자인면 원당길 80-12,070-8796-1094,
주식회사 지비라이스,식품제조가공업,경상북도 상주시 청리면 마공공단로 75,070-880-5244,
농업회사법인(주)그린벨트의친구들,식품제조가공업,경상북도 칠곡군 석적읍 호국로 695,070-8802-0086,
선흥물산,식품제조가공업,경상북도 영주시 장수면 충효로 2055-37(1층),070-8809-1568,
장가네장터,식품제조가공업,경상북도 예천군 밤나무골길 87-152,070-8813-9624,
주식회사 천효,식품제조가공업,경상북도 성주군 월항면 수죽1길 54,070-8813-9930,
아침햇살영농조합법인,식품제조가공업,경상북도 청송군 주왕산면 라동길 103,070-8816-4069,
한다,식품제조가공업,경상북도 경주시 천북면 동산2길 24-12,070-8824-4543,
아빠맘스,식품제조가공업,경상북도 상주시 왕산로 334(냉림동),070-8832-5144,
수미푸드몰,식품제조가공업,경상북도 고령군 다산면 사문나루2길 3-7,070-8836-8801,
농부창고,식품제조가공업,경상북도 예천군 보문면 미호길 113-13,070-8839-8881,
농업회사법인주식회사경성팜스,식품제조가공업,경상북도 성주군 수륜면 동강한강로 289,070-8860-6681,
(주)산마루식품,식품제조가공업,경상북도 안동시 풍산읍 단지길 3-2,070-8861-2312,
팜앤푸드 농업법인(주),식품제조가공업,경상북도 청도군 청도읍 팔치길 80-12,070-8870-2882,
정직한식품(주),식품제조가공업,경상북도 칠곡군 지천면 지천로 311-16,070-8882-7005,
백세한마당식품,식품제조가공업,경상북도 경산시 경안로 143(2층 삼북동),070-8885-8989,
농촌사랑,식품제조가공업,경상북도 청도군 중앙로 120-22,070-8887-0317,
초운푸드,식품제조가공업,경상북도 구미시 문장로12길 18(도량동),080-042-8292,
(주)아라원,식품제조가공업,경상북도 청도군 이서면 원고철길 67-7,080-572-4603,
(주)바이미마린,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 169-31,,
(주)우마왕,식품제조가공업,경상북도 포항시 남구 오천읍 냉천로 458,,
(주)홍가네식품,식품제조가공업,경상북도 포항시 남구 오천읍 기림로1729번길 27,,
Sloth Coffee Roasters,식품제조가공업,경상북도 포항시 남구 오천읍 냉천로236번길 74-17,,
가람푸드,식품제조가공업,경상북도 포항시 북구 청하면 비학로 2197-5,,
경동수산,식품제조가공업,경상북도 포항시 북구 죽도시장13길 9(2층 죽도동),,
고고학자커피로스터스,식품제조가공업,경상북도 포항시 남구 희망대로 233(1동 101호 이동),,
고려수산,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 103-21(B동),,
고어라운드커피,식품제조가공업,경상북도 포항시 북구 양덕로30번길 31(1층 양덕동),,
김판수과메기,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 242-38,,
농업회사법인 (주)태영에프앤씨,식품제조가공업,"경상북도 포항시 북구 법원로139번길 23-3(1층 장성동, 삼우펠리스)",,
농업회사법인 운제산시루봉골굼뱅이(주),식품제조가공업,"경상북도 포항시 남구 연일읍 연일로 165(연일상가 B동 20, 21호)",,
농업회사법인 주식회사 솜씨랩,식품제조가공업,경상북도 포항시 북구 법원로115번길 37(장성동),,
농업회사법인(주)태주,식품제조가공업,경상북도 포항시 남구 오천읍 기림로1673번길 17-58,,
더나인티스(The ninety's),식품제조가공업,경상북도 포항시 남구 오천읍 해병로301번길 24(1층),,
도도농장,식품제조가공업,경상북도 포항시 북구 청하면 청하로109번길 67-112,,
맥천푸드,식품제조가공업,경상북도 포항시 북구 흥해읍 남미질로13번길 10(14호),,
미소과메기,식품제조가공업,경상북도 포항시 북구 중흥로255번길 17(죽도종합상가 B동 115호 죽도동),,
방앗간 삼촌,식품제조가공업,"경상북도 포항시 남구 오천읍 장기로1690번길 10-2(1,2층)",,
법계수산,식품제조가공업,"경상북도 포항시 남구 구룡포읍 일출로90번길 19(1,2층)",,
삼정수산,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로62번길 9-3(삼정수산 1~2층),,
삼천리푸드,식품제조가공업,경상북도 포항시 북구 용당로139번길 4(1층 신흥동),,
성용수산,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 433,,
세남자 떡볶이,식품제조가공업,경상북도 포항시 남구 송림로 79(송도동),,
송림다움길마을관리 사회적협동조합,식품제조가공업,경상북도 포항시 남구 송도로 31-10(1층 송도동),,
송정영농조합법인,식품제조가공업,경상북도 포항시 북구 신광면 비학로 1268(1층),,
수연수산,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로72번길 14-4(1층),,
아이씨알컴퍼니(행아웃커피),식품제조가공업,경상북도 포항시 북구 삼호로468번길 5-3(1층 102호 환호동),,
양포어장,식품제조가공업,경상북도 포항시 남구 장기면 동해안로3936번길 72-1,,
어레인지먼트 커피,식품제조가공업,경상북도 포항시 북구 흥해읍 해안로 1804(1층),,
어업회사법인수평선수산주식회사,식품제조가공업,"경상북도 포항시 남구 구룡포읍 일출로 432-17(A, B동)",,
예닮맘푸드,식품제조가공업,경상북도 포항시 북구 송라면 동해대로2751번길 12,,
오오오 로스터스(OOO roasters),식품제조가공업,경상북도 포항시 남구 연일읍 철강로 55-5(2층 201호),,
올담채,식품제조가공업,경상북도 포항시 북구 청하면 동해대로 2349(1동 1층),,
육회그람,식품제조가공업,경상북도 포항시 남구 송림로80번길 14(송도동),,
이강컴퍼니,식품제조가공업,경상북도 포항시 북구 양덕로6번길 65-14(1층 양덕동),,
장군수산,식품제조가공업,경상북도 포항시 남구 구룡포읍 일출로 443,,
장수푸드,식품제조가공업,경상북도 포항시 남구 새천년대로474번길 22(1층 대잠동),,
주식회사 든든푸드,식품제조가공업,경상북도 포항시 남구 구룡포읍 병포길 106,,
주식회사 디오션마켓,식품제조가공업,경상북도 포항시 남구 동해면 호미로2790번길 45,,
준커피로스터,식품제조가공업,경상북도 포항시 북구 해안로 241-1(2층 두호동),,
포밀,식품제조가공업,"경상북도 포항시 북구 흥해읍 동해대로 1182(포항농산물도매시장 양념상가동 1층 2,3,7,8,9호)",,
포항바다수산,식품제조가공업,경상북도 포항시 남구 청림서길10번길 20(1층 청림동),,
포항블루베리농원,식품제조가공업,경상북도 포항시 남구 대송면 장동홍계길 316,,
푸르메농산,식품제조가공업,경상북도 포항시 북구 양덕로 6(1층 양덕동),,
프레시딜라이트,식품제조가공업,경상북도 포항시 북구 청하면 비학로 1904(가동),,
하이씨푸드,식품제조가공업,경상북도 포항시 남구 동해면 일월로56번길 38-10,,
한바다씨푸드,식품제조가공업,"경상북도 포항시 남구 구룡포읍 일출로 151-15(가,나동 1층)",,
해수수산,식품제조가공업,경상북도 포항시 남구 호미곶면 일출로642번길 15-19,,
(주)신라명가,식품제조가공업,경상북도 경주시 초당길 109(동천동),,
(주)한판푸드시스템,식품제조가공업,경상북도 경주시 외동읍 산업로 1875-37(가동),,
경주남산식품,식품제조가공업,경상북도 경주시 내남면 망성2길 133-56,,
계림제약,식품제조가공업,경상북도 경주시 유림로5번길 166(용강동),,
김명수종합식품,식품제조가공업,경상북도 경주시 천북면 천강로 295-120,,
김성일찰보리카스테라,식품제조가공업,경상북도 경주시 원화로 178-4(인왕동),,
내가찾던커피,식품제조가공업,경상북도 경주시 강동면 공정길 17-25,,
농업회사 법인 경주로칼푸드(주),식품제조가공업,"경상북도 경주시 충효7길 10-5(충효동, 인영주택)",,
농업회사법인 광명농산(주),식품제조가공업,경상북도 경주시 대경로 4445(광명동),,
농업회사법인대농(주),식품제조가공업,경상북도 경주시 감포읍 노동길 47-31,,
다비드커피,식품제조가공업,경상북도 경주시 금성로 327(성건동),,
브릭쏘코리아,식품제조가공업,경상북도 경주시 천북면 서낭길 3-6(지하 1층),,
석로다원,식품제조가공업,경상북도 경주시 산내면 오봉로 1109,,
선재식품,식품제조가공업,경상북도 경주시 내남면 화계로 85,,
소디스(sodis),식품제조가공업,경상북도 경주시 안강읍 구부랑두림길 160(1층),,
손가원젓갈,식품제조가공업,경상북도 경주시 감포읍 경감로 2849,,
신라전통식품,식품제조가공업,경상북도 경주시 건천읍 장승길 1-21,,
심여사 푸드,식품제조가공업,경상북도 경주시 조양탑리1길 103(조양동),,
아셋(ASET),식품제조가공업,경상북도 경주시 금성로 329(성건동),,
양북두부,식품제조가공업,경상북도 경주시 양북면 어일중앙길 18,,
에이치엠피 주식회사,식품제조가공업,경상북도 경주시 강동면 강동산단로1길 80,,
영농조합법인옥천실업,식품제조가공업,경상북도 경주시 진티길 102-2(진현동),,
예쓰런 푸드,식품제조가공업,경상북도 경주시 외동읍 산업로 1885-11,,
오색명과,식품제조가공업,경상북도 경주시 안강읍 호국로 2593,,
용한바이오(주),식품제조가공업,"경상북도 경주시 원화로 257(황오동,3층)",,
용화수산,식품제조가공업,경상북도 경주시 감포읍 감포로 260-3,,
원선당,식품제조가공업,경상북도 경주시 배리2길 10-6(배동),,
자리원,식품제조가공업,경상북도 경주시 산내면 의곡3길 22-77,,
주)신라명가,식품제조가공업,경상북도 경주시 태종로 807(황오동),,
주식회사 선들임,식품제조가공업,경상북도 경주시 외동읍 영지로 434-2(주외손자집삼대곰탕),,
지운식품,식품제조가공업,경상북도 경주시 문무대왕면 하범길 199-8,,
진아에프앤씨,식품제조가공업,경상북도 경주시 강동면 천강로 792,,
천연식품(천북),식품제조가공업,경상북도 경주시 천북면 천강로 295-98,,
