업체명,전화번호,본사 소재지(도로명),산업분류,주생산품
성지산업㈜,054-472-8194,경기도 화성시 동탄하나1길 54-33,23199,강화유리AF코팅
성진 EN-PLA,,경상북도 구미시 산동읍 첨단기업로 127-49,27199,"의료기, 노래방기기"
성진산업,,경상북도 구미시 고아읍 농공단지길 54-7 다동,25112,"구조금속제품(스텐, 난간)"
성진텍스,054-461-1968,경상북도 구미시 1공단로 6길 64-23,13229,폴리에스터원단
성창특수강㈜,054-463-0881~3,경상북도 구미시 3공단3로 132-16,24199,"SKD11, SS400,S45c"
성현C&T,054-461-0341,경상북도 구미시 1공단로 212 한라시그마밸리 418호,31991,디지털부품
세계 테크노,054-461-8853,경상북도 구미시 비산로3길 23,,
세광산업,,경상북도 구미시 도개면 용산가산길 397-23,16221,표고목(버섯재배용)
세명테크,,경상북도 구미시 비산로7길 43,29299,성형연삭(기계장비)반도체장비
세민산업,,경상북도 구미시 1공단로 7길 58-27,29269,기계부품
세선산업,054-482-8111,경상북도 구미시 옥성이면 유곡옥관로 257,24119,제강융단강
세신정밀,054-464-5702,경상북도 구미시 수출대로 217-15,25924,자동화장비부품
세온전자,054-478-6957,경상북도 구미시 대학로 61 금오공대 이오스관 215,33999,반려동물자동급식기
세용산업,,경상북도 구미시 봉곡동 145-12,26511,TV 전자부품
세원정밀 ,054-475-1501,경상북도 구미시 장천면 신장2길 38,22299,"리모콘CASE,자동문제작"
세정테크,054-461-1260,경상북도 구미시 임은이길 55-11,26211,TV전자부품
세종ENG,054-461-1433,경상북도 구미시 1공단로138,25929,기계부품제조(금속부품)
소울테크,054-462-9486,경상북도 구미시 산동읍 성수4길 21,27215,"자동화설비, 철AL제작"
소원섬유,054-474-7747,경상북도 구미시 장천면 송신로 487,13213,"원단의류,폴리에스터"
슈라앤쇼라,054-715-7050,경상북도 구미시 산동읍 첨단기업7로 98-66,22299,"진단키트부품,아스크 스트랩"
승아정밀,054-461-7171,경상북도 구미시 비산동 349-7,29271,기계부품금형
승은정밀,,경상북도 구미시 고아읍 봉한4안길 15-14,26299,인서트
시그마소재,054-473-9540,경상북도 구미시 산동읍 인덕1길131 경운대학교 창업보육센터 411호,23199,디스플레이 강화유리용 보호코팅제
신광바이오,,경상북도 구미시 1공단로 6길 65-36,20422,"샴푸,세제"
신광자동화,032-234-0300,경기도 부천시 서천로345 부천테크노파크 304/603,28302,정장설계(자동화기계)
신성산업,054-481-1025,경상북도 구미시 선산읍 북산6길 26,30399,"wheel guard,UNDER COVER"
신성이엔지,054-464-7967,경상북도 구미시 1공단로 6길 39-28,26299,자동차내장부품
신성테크,054-465-8766,경상북도 구미시 3공단1로 124 (시미동),29294,금형부품
신아소재㈜,054-473-2961,경상북도 구미시 장천면 하장2길 125-13,24121,주석도금재
신안인텍,054-462-1569,경상북도 구미시 1공단로 86-49,26299,"목형,성형"
신영 P&M,070-772-3475,경상북도 구미시 인동 54안길 17-10 경동하이처 101호,26422,휴대폰부품
신영전자㈜,054-977-2600,경상북도 구미시 3공단로 105,26299,"CORE,SHIELD"
신우공업사,,경상북도 구미시 1공단로 7길 58-27,29261,"도장,도색"
신우테크,054-464-9107,경상북도 구미시 비산으로 5길9 한일제관1동,29299,의료장비제작
신원합섬㈜,054-473-3428,경상북도 구미시 3공단 3로 82-13,13104,"폴리에스테르, 합성섬유(Draw textured yarn)"
신진가스텍㈜,054-463-8600,경상북도 구미시 장천면 송신로 473,20121,"질소,헬륨,산소"
신진테크,054-473-7966,경상북도 상주시 경상대로 2878(개운동),28410,LED 가로등 및 보안등기구
신풍산업(주),054-462-0956,충청북도 괴산군 연풍면 원풍로 절골길 41,17129,"완충재,골판지박스"
신화 타카하시 프레스㈜,054-604-5530,경상북도 구미시 산동읍 첨단기업5로 110-7,25913,"MLA(Machanical Losh Adjuster), RRA"
신화정보통신,054-437-4475,경상북도 김천시 아포읍 한지2길 28-14,26421,"패치판넬, 통신기기"
신흥정밀,054-480-6977,경상북도 구미시 산동읍 첨단기업3로 50,25914,금형사출
쓰리에스씨(주),,경상북도 구미시 옥계2공단로 311-20,26129,전자태그
씨알테크,070-4877-8003,경상북도 구미시 수출대로9길 26-40,26422,휴대폰 내외장체
씨앤피,054-475-3115,경상북도 구미시 1공단로6길 39-16,26299,pcb가공품
씨에이치에스점파식파종기,,경상북도 구미시 1공단로7길 51 (공단동)215-1,29210,문헌직파 파종기
씨엔엠 TECH,054-462-5640,경상북도 구미시 1공단로 6길 39-28,22241,금형부품사출
씨투전자,,경상북도 구미시 1공단로 144 창업보육센타 203호,26299,"회로기판, 주파수발진기시험장비"
아리산업,,경상북도 구미시 1공단로7길58-27(194),29269,기계부품제조
아림ENG,054-464-8296,경상북도 구미시 오태1길 18-17,26321,PLC 판넬조립
아마노코리아㈜구미공장,054-444-0013,"서울특별시 영등포구 양산로 43,407호",29169,"무인정산기,차량번호인식기,출차카드정산기"
아성전기,054-474-0461,경상북도 구미시 해평이면 소상길 69-9,28122,"가스켓, 커넥터, 볼트, 너트"
아세아부식,053-351-0288,대구광역시 북구 노원로17길 38-8 (노원동3가),25929,휴대폰가공
아송테크(원화정밀),054-463-1772,경상북도 구미시 산동읍 산호대로45길 14,29299,"BASE, FRAME, PLATE"
아이엔디테크,054-462-4548,"대구광역시 북구 침산로 100 (칠성동2가, 오페라삼정그린코아더베스트) 104동 3001호",27199,"전자부품,의료기기"
아이파이브,054-465-2855,"대구광역시 수성구 교학로11길 91 (만촌동, 만촌2차우방타운)",26299,"스마트양액기, 온실복합환경제어기"
아인테크,,경상북도 구미시 산동읍 첨단기업3로 50내,29294,휴대폰 금형
아주강재㈜,054-714-3600,경상북도 구미시 4공단로 321 (금전동),25913,"농원용파이프,태양광구조물"
아진산업,,경상북도 구미시 1공단로 6길 181-28,26299,알루미늄 TV모니터부품
아토테크놀로지,054-474-2565,경상북도 구미시 임수로 30-19,29272,지그류
아함디테크,054-478-6992,경상북도 구미시 대학로 61 벤처창업관 309호,26299,"전자부품,자동제어,무선충전기"
에스비비테크,070-8769-4007,경기도 김포시 월곶면 김포대로 2918번길 22,29199,"기계부품,베어링,감속기"
에스비케미칼,054-482-5527,경상북도 구미시 고아읍 오로6길 1,22240,"의료용부품(주시기,링거세트)"
에스엘 디자인,054-442-1599,경상북도 구미시 광평길 48-1(광평동),18119,"현수막, 간판"
에스엘텍,054-462-7297,경상북도 구미시 산동읍 첨단기업2로 37-9,29271,"챔버, 스틸제관품"
에스엠 자동화,054-473-2391,경상북도 구미시 장천면 강동로 289,29199,자동화기계
에스엠아이,,,,
에스엠통신㈜,,경상북도 구미시 3공단3로 224-41,29294,휴대폰부품조립
에스엠폴리텍,054-472-7486,경상북도 구미시 장천면 학신로 264-16,20203,"PET,ABS"
에스제이정밀,054-461-8911,경상북도 구미시 1공단로237-18,29294,"사출금형, 기계부품"
에스제이텍,,경상북도 구미시 1공단로 6길 181,26299,프롤파일조립
에스테크,,경상북도 구미시 산동읍 성림길 43-12,29299,프레스 금형
에스텍,,경상북도 구미시 4공단로 249-20,29271,반도체부품
에스피텍,054-461-0771,"경상북도 구미시 1공단로 3길 63-3, 2층(광평동)",26299,"휴대폰 ,리모콘부품,진단키트부품"
에이스 보드,054-976-9111,경상북도 구미시 1공단로 6길 53-11,22229,복합단열제
에이스팩,054-465-6456,경상북도 구미시 해평이면 강동로 2038,17212,"자동차 내장박스,전자제품"
에이씨티,,,,
에이제이텍㈜,054-463-5101,경상북도 구미시 1공단로 132 (공단동),25934,절삭공구
에이치에스솔루션,070-4404-2470,경상북도 구미시 수출대로 152 (공단동) 1동 5층 508호,,
에이치엠테크,,경상북도 구미시 산동읍 강동로 677,22291,EM 테이프
에이테크,054-463-0022,경상북도 구미시 비산로7길 11,25913,기계금속부품가공(지그가공)
에이테크,054-463-0022,경상북도 구미시 비산로7길 11,25913,기계금속부품가공(지그가공)
에이트,,"경상북도 구미시 대학로 61, 금오공대 창업진흥센터 404-1",26299,시제품제작
에코아시아코리아,,경상북도 구미시 수출대로 3길 55,33999,핸드폰부품(약품)
에프아이티,070-7119-5225,경상북도 구미시 산동읍 임봉길  19-564,32011,조경시설물
에프에이치㈜,,경상북도 구미시 1공단로 7길 46-24,,
에프엠 홀딩스(주),054-462-4411,경상북도 구미시 1공단로 212 한라시그마밸리 1008호,28909,산업용 바람개비
에프엠엔지니어링,054-462-4733,경상북도 구미시 1공단로6길 8,25924,반도체부품
엔(N)전자,,,,
엔케이종합상사마린,070-8631-3364,경상북도 구미시 장천면 한천길 154-17,29299,"소형장비류,알루미늄조립"
㈜피엔티,054-469-6900,경상북도 구미시 첨단기업로 33,29299,2차전지 제조장비
엘솔원㈜,054-461-1374,경상북도 구미시 산호대로 133,28122,LED모듈
㈜피플웍스 2공장,054-713-7123,경상북도 구미시 1공단로228,28202,베터리팩(축전지)
엘에스(LS)테크,054-715-7484,"경상북도 구미시 산동읍 첨단기업로 122, 3동",29272,자동화장비
태왕일렉트론㈜,054-463-1188,경상북도 구미시 산호대로 50,30399,브레이크라이닝
엘에스에이(LSA)하이텍,054-482-3358,경상북도 구미시 고아읍 예강1안길 19,26299,"휴대폰전자부품,인쇄"
엘에스제이,054-716-1280,경상북도 구미시 산호대로 50,26529,"TV부품, 슬라이드흰지"
엘에프아이,054-464-0015,경상북도 구미시 1공단로 6길 39-16,25999,자동차부품 레이저 처리
엠디켐텍㈜,054-463-5435,경상북도 구미시 1공단로 6길 53-21,,
엠비전자,054-461-5303,경상북도 구미시 1공단로 212 한라시그마밸리 304호,26519,차량용TV
엠솔루션,,경상북도 구미시 수출대로 5길15,29299,휴대폰알류미늄지그
엠아이티,054-473-0964,경상북도 구미시 1공단로 4길 38-19 가동,29299,"절단기 ,지그(자동화설비)"
엠알텍,,경상북도 구미시 1공단로 5길48,25999,부품가공
엠에스(MS)테크,,경상북도 구미시 수출대로 161,25119,기계부품가공
엠에스나노㈜,054-474-7749,경상북도 구미시 고아읍 농공단지길35-28,22249,트레이 사출
엠에스이,,경상북도 구미시 수출대로 225,28901,LCD모튤
엠제이테크,054-461-2690,경상북도 구미시 3공단 3로 46-71,33999,
엠케이브론즈,,경상북도 구미시 선산읍 선상서로 340외1필지,29224,건설부품(프레스)
엠테크,054-471-4291,경상북도 구미시 첨단기업2로 54,29294,"자동차금형,장비부품"
연생엔지니어링,054-472-0304,"경상북도 구미시 3공단1로 302-7 8동 212,224호(임수동,공구상가)",26262,"PcB,전자기판"
영림이엔지,054-461-3386,경상북도 구미시 수출대로 161 ,30399,"자동차설비,자동차부품"
영산이엔지,054-463-8854,경상북도 구미시 3공단3로 43,22240,"필터소모품사출,필터트리코트,필터설치공사"
영성정밀,054-463-0228,경상북도 구미시 비산으로 115-16,25999,기계부품가공(임가공)
영스크린,,경상북도 구미시 장천면 신장리426-7,18119,리모콘사출인쇄
영인테크,054-461-8252,경상북도 구미시 산동읍 첨단기업2로 18-19,25924,자동화장비 부품가공
영인테크,054-461-8252,경상북도 구미시 산동읍 첨단기업2로 18-19,25924,자동화장비 부품가공
영일 ENG,,경상북도 구미시 산호대로 328- 4동,29229,기계부품가공
영재,054-471-7501,경상북도 구미시 3공단3로 46-91(태성전기 내),25929,"PLUG 가공, 핀게이지 가공"
영팩,,경상북도 구미시 장천면 신장2길54-7,16232,"목상자,파렛트"
영현텍스,054-463-3435,경상북도 구미시 1공단로 10길 164,13999,섬유가공
영화정밀,,경상북도 구미시 1공단로 7길 58-27,29269,기계부품제조
예성,054-464-0075,경상북도 구미시 1공단로 86-23 (공단동) 2동,,
예성티엔비,054-472-3775,경상북도 구미시 산동읍 해마루공원로 144,25111,"비철금속주조, 임가공, 무역"
예일산업,054-480-3801,경상북도 구미시 고아읍 오로리60-22,25913,ATM기기
예일산업㈜,054-480-6760,경상북도 구미시 고아읍 농공단지길 36-17,25913,전자부품
옛밥사랑,,대구광역시 동구 아양로9길 66-1 (신암동),10799,누룽지
오고집FM포크,054-463-3111,경상북도 구미시 신비로 135-4,10110,"돈육,한우"
오리온디스플레이(주),054-460-5802,경상북도 구미시 1공단로 217 (공단동),26219,"영상정보디스플레이, 평판표지 소자 제조"
오비전,054-463-2323,경상북도 구미시 대학로61 산업협력관 807호,29299,"설비관리솔루션,예시보전 솔루션, 산업자동화 제어장비 제조"
오상정미소,,경상북도 구미시 해평이면 강동로 1581,10611,쌀도정
오은코팅,054-462-7555,경상북도 김천시 아포읍 아포공단로 80,26422,핸드폰케이스 표면처리
온누리테크,054-482-4968,경상북도 구미시 고아읍 황산길 13,25999,"트레이,부품,sus대차"
와이테크,054-458-4592,경상북도 구미시 산호대로 354-30 ,25932,"휴대폰지그,금형"
용현하이텍㈜,054-473-7480,경상북도 구미시 산동읍 첨단기업 5로 10-20,29272,LCD부품세척
우경정밀,054-465-6427,경상북도 구미시 수출대로9길 26-41,26422,휴대폰 지그
우리 PMT,054-462-9545,경상북도 구미시 산동읍 첨단기업로 185-11,29150,shell전자부품
우리와이어,070-4224-0782,경상북도 구미시 산동읍 성림길 43-12,29294,금형부품
우리전통식품,054-481-4980,경상북도 구미시 옥성이면 초곡2길 26,10743,"된장, 간장"
우미시스템,,경상북도 구미시 1공단로 144 창업보육센터 B동 304-2호,27309,콘트롤러회로 개발및 제작
우성테크,054-464-2612,경상북도 구미시 비산로5안길 5,29229,자동화설비 부품(밀링)
우영금속,054-463-3040,대구광역시 달서구 공단북로 42길 8,25999,"헤드라이트부품, 015B H/SA"
우진TECH,054-472-6842,경상북도 구미시 산동읍 임천인덕리 475-7,29199,"금형,프레스생산,치공구"
우진공업,,경상북도 구미시 1공단로 7길 58-27,29299,염색기계부품제조
우진기계,054-462-1748,경상북도 구미시 1공단로 10길 46,25924,기계부품가공
우진연마,054-471-1937,경상북도 구미시 산동읍 성수2길 43-3,25999,"평면연마, 가공"
원앤피코리아,054-464-7880,경상북도 구미시 1공단로 6길 13-28 1동,22213,벽체배수판
원우정밀,,경상북도 구미시 1공단로 2길 32,,
원일엔지니어링,054-475-2147,경상북도 구미시 3공단 1로 302-7 2동 301호 (임수동 공구상가),27216,제어장비제조
원진정공,054-474-6090,경상북도 구미시 옥계2공단로 311-6(구포동),29294,자동차부품
원창,,경상북도 구미시 산동읍 봉산리 428-2,25999,쇠가공
원클릭,054-453-7739,경상북도 구미시 고아읍 봉한4안길 15-16,30399,자동차 전자부품(배선)
월드테크,054-461-0345,경상북도 구미시 비산로3길 9,25924,"자동차부품,레이저용접"
월드텔레콤,054-472-7420,경상북도 구미시 1공단로 4길 141-52,22299,"휴대폰케이스,화장품케이스"
위즈-텍,054-462-7229,경상북도 구미시 1공단로 6길8,29272,자동화장비제조
위테크,054-461-1652,경상북도 구미시 수출대로7길 26-21,25924,휴대폰지그
윈텍㈜,,경상북도 구미시 첨단기업1로17  경북과학기술진흥센터 210호,26329,프로그램개발
유경기업,054-469-3314,경상북도 구미시 수출대로 48,22232,필름포장
유공ENG,054-472-0646,경상북도 구미시 산동읍 첨단기업7로 98-70,29299,자동화기계 제작
유노스,,경상북도 구미시 형곡으로 34길 9-9 ,29272,"공구류, 자동화장비"
유니텍,054-464-6321,경상북도 구미시 신비로 131,26299,기계부품
유성공업,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품
유성기계,054-473-4246,경상북도 구미시 산동읍 첨단기업2로 18-3,29271,LCD 반도체 기계부품
유성하이텍,070-4216-6386,경상북도 구미시 비산으로 138,25924,자동차 관련부품
유스텍,054-464-0326,경상북도 구미시 1공단로 6길 13-24,25924,기계부품(디버링)
유엔아이(U&I),054-462-5556,경상북도 구미시 1공단로 217 (공단동),,
유은쿼츠,054-465-6138,경상북도 구미시 옥계2공단로 179-40 (구포동),26299,"세라믹, 석영"
유인PLUS ENG,054-462-1992,경상북도 구미시 비산로1안길 23 (경상북도 구미시 비산동),29199,"공장자동화 장비, 정밀제관, 필름제조설비, 전자재료, 제조설비"
유진ENG,054-475-2817,경상북도 구미시 수출대로 152  세원테크노벨리6층 627,28123,전기공사 자동제어반
유진SYS,054-472-2391,경상북도 구미시 장천면 강동로 289,29199,자동제어장치
윤빈테크,,경상북도 구미시 신비로 135-6,26299,자동화장비부품
윤성ENG,054-464-2001,경상북도 구미시 산호대로 154-26 (공단동),22191,출입문패킹
은성티앤아이,054-461-1125,경상북도 구미시 1공단로 6길 64-23,26422,"휴대폰부품,제조 금형"
이노 TECH,054-462-8482,경상북도 구미시 수출대로 225-17,29299,자동화장비제작
이도산업㈜,054-482-2482,경상북도 구미시 고아읍 파산2길 19-14,25929,"건설구조물골조, 철근"
이레이엔지,054-461-1385,경상북도 구미시 비산로1안길 28,25929,기계부품가공
이씨씨(ECC),,경상북도 구미시 산동읍 첨단기업2로 37-9,29271,"반도체 제조기계장비, 반도체장비 부품"
이앤에프,054-476-0741,경상북도 구미시 산동읍 첨단기업3로 54-7,29299,부품가공품
이엠케이,,경상북도 구미시 1공단로6길 64-23현대이엔지 내,26299,"전기,전자부품"
이엠테크,054-476-1031,경상북도 구미시 1공단로 2길 17,,
이오,,경상북도 구미시 장천면 신장2길 38,18119,실크인쇄
이오텍,070-4126-4288,경상북도 구미시 첨단기업1로17 전자정보기술원 국산화지원센터 311호,26211,"터치패널(OLED GLASS), NICKEL MESH"
이오텍,070-4126-4288,경상북도 구미시 첨단기업1로17 전자정보기술원 국산화지원센터 311호,26211,"터치패널(OLED GLASS), NICKEL MESH"
이지테크,054-444-7834,경상북도 구미시 신비로 153-15,25924,지그제작
이현테크,054-476-9919,경상북도 구미시 산동읍 첨단기업7로 27,25999,프레임
인솔테크,054-461-8655,"경상북도 구미시 1공단로10길184 D동(공단동,A2동)",25924,절삭가공
인우SYS,054-472-2391,경상북도 구미시 장천면 강동로 289,29199,자동제어장치
인터코,054-476-7472,경상북도 구미시 산동읍 첨단기업5로 10-171,23999,세라믹부품
인피니터 이엔지,,경상북도 구미시 산동읍 인덕1길131 경운대학교 창업보육센터 207호,29271,자동화기계
일상전자,054-482-9464,경상북도 구미시 고아읍 외예6길 29,22211,"리모컨커버,코로나진단키트"
일선케미칼,054-471-8958,경상북도 구미시 장천면 학신로 278-21,20203,"pp,pe"
일월정밀㈜1공장,054-444-1793,경상북도 구미시 산호대로 130-7,25993,음식물쓰레기 종량제기기
일진산업,054-462-5009,경상북도 구미시 임수로 30,33999,
일품청,054*481-5777,경상북도 구미시 선산읍 북산6길 14-33,10743,"메주,된장,간장"
장원테크3공장,054-462-8896,경상북도 구미시 1공단로7길 14-9,24329,핸드폰부품케이스
재원테크,054-474-2146,경상북도 구미시 1공단로 237-23,29294,사출금형부품
재하테크,,경상북도 구미시 산동읍 강동로 1089-18,29180,"자동차금형,TV금형,반도체금형"
정상 ENG,054-462-6222,경상북도 구미시 산호대로 116-28,25999,기계부품 공압실린더
정석엔지니어링㈜,054-481-3007,경상북도 구미시 고아읍 농공단지길 36-12,29175,"산기장치, 공기발생기"
정연테크,054-473-9973,경상북도 구미시 3공단 3로 224-42,25112,"sus플랜지,경량덕트"
정원기업,054-468-8093,경상북도 구미시 1공단로 6길 166,13910,자동차매트
정원산업,,경상북도 구미시 선산읍 동교3길 6-20,14192,방진복
정인ENG,054-462-9442,경상북도 구미시 신비로 138,25924,자동화지그제작
정일기업,054-482-5112,경상북도 구미시 고아읍 오로6길 19,33999,"인쇄포장, PE포장"
정진엔지니어링,,경상북도 구미시 비산으로 39-5,29294,기계장비부품가공
정진이엔지,,,,
제욱화학,054-474-6194,경상북도 구미시 옥계2공단로5길 8(구포동),25240,알루미늄박
제원화섬㈜2공장,054-473-2921,경상북도 구미시 3공단3로 82-13(시미동),13104,섬유제조
제이에스텍,054-476-8562,경상북도 구미시 산동읍 첨단기업5로 48-37,21835,"기계구조물제작, 기계부품"
제이에이치에스서비스1공장㈜,054-714-3121,경상북도 구미시 1공단로 6길 64-23,26511,LCD모니터부품
제이엘프로텍,054-472-4282,경상북도 구미시 선산읍 잿골길 13,22212,"산업용 테이프,필름가공(태양광모듈)"
제일부식(애칭),,경상북도 구미시 비산으로 7길 38-4,26422,휴대폰부품 금속표면
제일산업,,경상북도 구미시 신비로 184,26511,TV광열판
제일창호,,경상북도 구미시 해평이면 오상1길 25,25111,알루미늄 샷시제조
제임테크,054-471-4983,경상북도 구미시 옥계2공단로 3길62,24132,"제관,비품"
조아정밀,,경상북도 구미시 비산으로 1안길 28,29229,부품가공
조은정밀,054-476-2040,경상북도 구미시 4공단로 329(금전동),29271,반도체부품
조은테크,070-4247-1019,"경상북도 구미시 비산로3길 31, 102동",26422,"휴대폰지그, 가공부품"
종근테크,054-462-0419,경상북도 구미시 장천면 학신로 246-16,24119,"숙성로,덤핑기,세척기"
종희테크,054-482-4006,경상북도 구미시 고아읍 오로6길 19,26299,TV부품조립
좋은전자,054-461-6462,경상북도 구미시 비산으로 107-4,29299,"전자,기계부품가공"
㈜ 더원,,경상북도 구미시 산동읍 첨단기업로 122,25924,기계장비
㈜ 디노,054-471-6060,경상북도 구미시 산동읍 첨단기업7로 98-82,26422," 보호필름,산업용테이프,마스크이어밴드"
㈜ 선우시스템,054-462-7708,경상북도 구미시 1공단로 4길 141-15,26299,LCD 모니터
㈜ 아토시스,054-474-2565,경상북도 구미시 산호대로 116-32,29272,디스플레이 자동화장비
㈜ 티엘비즈,054-465-5571,"경상북도 구미시 구미대로 350-27, 308호 (신평동)",26323,"3D프린터, 전자부품"
주)여송,054-476-8555,"경상북도 구미시 산동읍 봉산리 567번지 303호, 구미전자기술정보원 디스플레이 핵심부품국산화 지원센터",29172,냉방기열전소자
㈜AT시스템,054-464-9933,경상북도 구미시 산동읍 첨단기업5로10-79,26329,ATM 현금입출금기
㈜JS하이테크,054-473-2615,"경상북도 구미시 산동읍 첨단기업5로 10-167,  경상북도 구미시 산동읍 첨단기업5로 10-20",29229,"핸드폰지그 ,부품"
㈜NST,054-464-6654,경상북도 구미시 오태8길 51-10 (오태동),25913,자동차기계부품
㈜거보,054-461-3663,경상북도 구미시 1공단로 10길 180,20207,소모사
㈜건엽,054-474-6064,경상북도 구미시 산동읍 첨단기업로 185-48,25929,세라믹부품
㈜건웅전자,054-475-8866,경상북도 구미시 산동읍 첨단기업5로 78-56,26299,"전자부품(TV부품, 자동차부품)"
㈜경신산업,054-973-0267,경상북도 구미시 장천면 하장3길 113-17,25913,"파이프서포트,건축용자재"
㈜경우,054-472-3257,경상북도 구미시 3공단3로 55-6,26410,"홈네트워크, 스프링 가이드"
주경테크,054-462-7248,경상북도 구미시 1공단로 86-20,30399,소형물품 사출도장
㈜구미스틸,054-475-7078,경상북도 구미시 산동읍 첨단기업5로 130,25999,금속가공제품
㈜그린레미콘,054-482-0166,경상북도 구미시 옥성이면 산촌옥관로 20,23322,레미콘
㈜금창산업,054-461-3835,경상북도 구미시 수출대로 3길 68-47,25923,"렌지후드부품, 전자부품, 캐리어부품"
㈜기호산업 구미1공장,054-482-5117,경상북도 구미시 고아읍 농공단지길 54-7,25112,"알루미늄난간, 스텐난간휀스"
㈜남영전선,054-461-9977,경상북도 구미시 1공단로6길13-31,28302,"케이블전기전선,통신선"
㈜남전산업,054-476-1993,경상북도 구미시 해평이면 강동로 1302-67,13104,"폴리프로 필렌 원사, 폴리프로필렌 웨빙"
㈜내외산업,054-468-5599,경상북도 구미시 수출대로 137,22299,TV CASE
㈜네오텍,,경상북도 구미시 야은로 37 벤츠비즈니스관 103호,,
㈜넥스디스플레이구미공장,054-480-1000,경상북도 구미시 1공단로 6길 151-3,26299,액정평판디스플레이(전자부품)
㈜넥스트아이 구미지점,031-389-2295,경기도 안양시 동안구 동편로13번길 65,28410,LED조명
㈜노바,054-475-2534,경상북도 구미시 옥계2공단로1길23(구포동),29272," 디스플레이용 물류장비, 검사기, 세정기 "
㈜누림테크,054-463-0343,경상북도 구미시 수출대로9길 26-27 (공단동),25924,"자동차패드,핸드폰"
㈜다스코포레이션,054-472-5506,서울특별시 구로구 감아산로 279 ,29199,전자장비
㈜다이나톤,054-475-0840,서울특별시시 구로구 구로3동 212-8대륭포스트타워 1차1701호,33202,"전자피아노, 기타"
㈜대경테크,054-472-0072,경상북도 구미시 1공단로 4길 141-30, , 
㈜대광하이텍,054-475-0182,경상북도 구미시 1공단로 7길 39,26329,현금지급기(CST 카세트)
㈜대산,054-471-8567,경상북도 구미시 산동읍 동곡3길 22,13211,섬유 연사 편직
㈜대성산업,054-482-8117,경상북도 구미시 고아읍 원대로 13길 80,22249,"캡, 유아용품, 정수기"
㈜대윤전자,054-461-7792,경상북도 구미시 1공단로 212 한라시그마밸리 1010호,,
㈜대철 구미공장,054-476-2101,대구광역시 달서구 성서로36안길 5,29223,브레이크 실린더
㈜도운,054-859-5747,경상북도 안동시 풍천면 풍천숲대로 46,25932,철망
㈜동부산업,054-471-2593,경상북도 구미시 3공단1로 112-10(시미동),22212,보호필름
㈜동산,054-604-0600,경상북도 구미시 3공단2로 107(시미동),22291,휴대폰 케이스
㈜두영텍,,경상북도 구미시 옥계2공단로 179-8 A동(구포동),26211,휴대폰부품
㈜드림엔지니어링,054-462-0522,경상북도 구미시 산동읍 해마루공원로 140  ,29111,산업기계제작
㈜디에이인터스트리,054-462-1830,경상북도 구미시 산동읍 첨단기업로 65,29280,산업기계
㈜디에이치 시스템,054-461-0818,경상북도 구미시 1공단로 7길 46-28,25914,자동문
㈜로우테크놀로지,054-461-3883,"경상북도 구미시 1공단로 212, 한라시그마밸리 1022호",28123,전자제어모듈
㈜루맷,054-473-3520,경상북도 구미시 해평이면 도신로 162-40,22232,"포장용플라스틱제품, 자동화설비, 태양광"
㈜메인텍,054-461-6014,경상북도 구미시 4공단로 347(금전동),29294,부품가공
㈜명보아이티,054-462-7051,"경상북도 구미시 야은로 299, 송현빌딩 1층",26421,"방송장비,CCTV"
㈜명성기업,054-977-4551,경상북도 구미시 옥계2공단로 34,26211,LCD액정
㈜명인스틸,070-8805-1869,경상북도 구미시 옥계2공단로1길 3-1(구포동644-7),24111,"철판,샤링,가공"
㈜명진하이텍,054-465-6600,경상북도 구미시 수출대로 249 4동,29299,기계자동화 설비제작
㈜모비프렌(구. 지티텔레콤),054-474-2220(401),경상북도 구미시 인동52길 88,26529,블루투스 헤드셋
㈜목삼기업,054-471-4123,경상북도 구미시 고아읍 농공단지길35-28,22249,Tray(플라스틱 용기)
㈜무광팩,054-464-9225,경상북도 구미시 4공단로 131(구포동),17223,종이상자
㈜미래테크닉스,054-471-7844,경상북도 구미시 산동읍 첨단기업로 185-11,26322,"산업용 LCD,bar lcd"
㈜미래피엠씨,054-453-1806,경상북도 구미시 야은로37  타운동 204호,30310,자동차엔진촉매원료
㈜민성테크,054-472-6671,경상북도 구미시 장천면 신장2길 60,29131,모터펌프
㈜바토스,054-461-7082,충청남도 천안시 서북구 두정동 399-1 3층,29131,진공펌프세정 및 수리
㈜백광오토텍,054-479-9207,경상북도 구미시 산동읍 첨단기업로 185-34,25923,자동차내장
㈜백연,054-470-9093,경상북도 구미시 3공단2로 108(시미동),13104,"원사가공,기타도급"
㈜백천,054-443-4196,경상북도 구미시 봉곡동 431-5번지,26422,이동전화기 제조
㈜보림개발,054-471-1840,경상북도 구미시 도개면 도안로 462,23993,골재
㈜보성테크,,경상북도 구미시 1공단로 7길 86-2,28111,전자모튤(발전기 시험장치)
㈜붕천,054-472-8942,경상북도 구미시 산동읍 성수4길 54,17212,포장용판지상자및 관련품제조업
㈜비엔케이인터네셔날,053-359-3838,경상북도 구미시 장천면 학신로 246-16,27193,안경테
㈜삼보에프에이,053-941-1703,"경상북도 구미시 3공단1로 302-7, 2동 317호",28119,INVERTER PANEL
㈜삼본스크린,054-476-6982,경기도 안산시 단원구 번영로 32-22,18112,"인쇄기자재, 스크린인쇄"
