순번,회사명,주소,전화번호,생산품
909,백호,대구광역시 서구 와룡로69길 22,053-556-3579,침구류
910,한빛사,대구광역시 서구 와룡로69길 24,053-521-4134,침구류
911,은광섬유,대구광역시 서구 와룡로90길 8-15,053-552-1080,100% 폴리에스테르
912,강동섬유,대구광역시 서구 와룡로69길 36,053-585-2543,원단 제직
913,삼억섬유,대구광역시 서구 와룡로 69길 36,,원단
914,든솔텍스타일,"대구광역시 서구 와룡로69길 36, 3층",,원단
915,성재패브릭,대구광역시 서구 와룡로69길 42,053-521-1596,원단
916,인덕섬유,대구광역시 서구 와룡로69길 42,053-557-8481,원단 임가공
917,(주)남전섬유,대구광역시 서구 와룡로69길 46,053-566-1433,화학섬유
918,케이글로벌,대구광역시 서구 국채보상로 21길17,053-710-7550,직물
919,텍스텍(TEXTEC),"대구광역시 서구 와룡로84길 23, 303호",053-552-5819,원단(폴리에스테르)
920,이로(IRO),대구광역시 서구 평리로17길 59,053-625-7577,블라인드 커텐
921,노곡자수,대구광역시 서구 평리로33길 27,053-562-5448,자수
922,따시온,대구광역시 서구 평리로33길 25,053-525-4999,침구류
923,새안성이불,대구광역시 서구 평리로17길 60,053-526-5883,침구류
924,진성나염,대구광역시 서구 평리로17길 64,053-564-7061,T셔츠 프린팅
925,경원텍스,대구광역시 서구 평리로17길 68,053-524-3508,원사
926,부국섬유,대구광역시 서구 평리로17길 69,053-525-3737,사염
927,(주)보네브,대구광역시 서구 와룡로73길 5,053-523-4999,침구류
928,남창산업,대구광역시 서구 와룡로73길 11,053-561-8001,문지(디자인)
929,(주)태윤섬유,대구광역시 서구 와룡로73길 15,053-524-3660,원단(폴리에스테르)
930,유진섬유,대구광역시 서구 와룡로73길 15,053-564-9302,의류용 모직+ 폴리에스테르
931,네이텍스,대구광역시 서구 와룡로73길 15,053-564-9303,의류용 직물
932,비케이텍스,"대구광역시 서구 와룡로73길 25, 2층",,섬유 임가공
933,명진섬유,대구광역시 서구 와룡로73길 25,053-523-8122,와인더(실)
934,(주)미래인터텍스,대구광역시 서구 와룡로73길 27,053-384-3191,침구류(이불.패드.베개)
935,(주)미앤부티 제2공장,대구광역시 서구 와룡로73길 29,053-562-1320,섬유 가공
936,(주)B&B Global,"대구광역시 서구 와룡로 73길 34, 2층",053-562-7220,의류
937,연우침장,대구광역시 서구 평리로33길 14,,침구류
938,(주)진하텍스타일,대구광역시 서구 평리로35길 5-12,053-521-3207,화섬직
939,진성컴텍,대구광역시 서구 평리로35길 5-12,053-565-9481,섬유유연제
940,신화침장,대구광역시 서구 평리로35길 13-8,,침구류
941,글로벌지엔에스,대구광역시 서구 평리로35길 13-8,053-568-1900,원단
942,(주)지피아이(GPI원단검사소),대구광역시 서구 평리로35길 13-16,053-565-1808,원단 외관검사
943,우진무역,대구광역시 서구 평리로35길 13-17,053-566-2673,화섬
944,대원,대구광역시 서구 평리로35길 27,053-561-2007,블라인드
945,티플러스,대구광역시 서구 평리로35길 29,070-7576-2509,의류
946,아리아,대구광역시 서구 평리로35길 37,053-552-7429,이불+ 패드+ 배게
947,(주)굿모닝월드,대구광역시 서구 평리로21길 33,053-567-2593,섬유 후가공(스폰징)
948,목화나라,대구광역시 서구 평리로21길 44,,이불
949,드림,대구광역시 서구 평리로21길 45,,침대류 임가공
950,기동모직,대구광역시 서구 평리로21길 45,053-521-7229,원단(모자지)
951,한영섬유,대구광역시 서구 평리로21길 45,053-557-1033,원단 텐타 후가공
952,삼신기모,대구광역시 서구 평리로21길 51,053-564-2202,의류용 기모
953,(주)도아인더스,대구광역시 서구 평리로21길 33,053-567-2593,섬유후가공(화섬+나일론+폴리에스테르)
954,글로리아침장,대구광역시 서구 평리로21길 46,,이불류
955,차이,대구광역시 서구 평리로21길 46,,이불류
956,연합상사,"대구광역시 서구 평리로17길 8, 3층",,봉재+ 잡화
957,(주)유니온텍스,대구광역시 서구 와룡로 324-1 2층,053-525-3855,원단(폴리에스테르)
958,이서베딩,"대구광역시 서구 평리로17길 8, 1층",,침구류
959,미성섬유,"대구광역시 서구 평리로17길 8, 별관 2층",,섬유
960,홍화패브릭,대구광역시 서구 평리로17길 34,053-524-7779,섬유 날염
961,유민텍스정포,대구광역시 서구 평리로17길 50,053-588-0778,섬유 정포
962,경동사,대구광역시 서구 국채보상로 45-13,053-587-5356,침구류
963,이누,"대구광역시 서구 와룡로65길 22, 태백 217호",053-564-9202,섬유
964,에이드통상,대구광역시 서구 와룡로 417,053-563-6162,섬유원단 검사
965,포은침구,대구광역시 서구 와룡로67길 10,053-563-5497,침구류
966,씨에프인더스트리,대구광역시 서구 와룡로83길 5,053-522-9273,섬유 임가공
967,대웅실업,"대구광역시 서구 와룡로65길 16, 상아테크 201호",053-582-9588,의류용 원단
968,주식회사 이지앤,대구광역시 서구 와룡로 417,053-553-6606,유아침구
969,태화섬유,대구광역시 서구 와룡로65길 16,053-565-6888,주름 작업(섬유 후가공)
970,태흥섬유,대구광역시 서구 와룡로65길 5,053-565-5049,섬유 제직
971,삼창이불,대구광역시 서구 와룡로83길 16,,침구류
972,정든침구,대구광역시 서구 와룡로83길 16,,침구
973,(주)미래안전산업,대구광역시 서구 와룡로83길 18,053-564-6379,현수막+ 깃발
974,신세계니트,"대구광역시 서구 와룡로65길 28, 태백B동 지하102호",,카라 제조
975,기성섬유,대구광역시 서구 국채보상로7길 31,070-7844-5544,안경 렌즈 클리너
976,영일섬유,"대구광역시 서구 와룡로65길 28, 태백B동 203호",053-558-2114,폴리에스테르
977,(주)글로버앤머슬,대구광역시 서구 국채보상로3길 8,053-652-5634,장갑+ 손수건
978,(주)원스어패럴,대구광역시 서구 국채보상로3길 19,1566-9387,근무복
979,(주)알케이코퍼레이션,"대구광역시 서구 와룡로65길 22, 태백A동 213호",053-555-1576,레이스+ 니트 外
980,(주)코리아실크로드,"대구광역시 서구 국채보상로3길 24-1, 2층",053-354-6637,섬유 무역+나일론+폴리에스테르
981,에스원검사소,대구광역시 서구 와룡로69길 4,053-710-0808,섬유 검사
982,엠에스티텍스,대구광역시 서구 와룡로69길 60,053-710-9180,섬유 도매
983,타스아이엔씨,대구광역시 서구 와룡로 69길 60,070-4912-3397,원단
984,(주)디에이치아이(D.H.I),대구광역시 서구 와룡로73길 40,053-561-0167,섬유원단
985,(주)한숲컴퓨터자수,"대구광역시 서구 와룡로 65길 22, 태백A동 지하101호",053-561-4790,타올 임가공
986,대경패션,"대구광역시 서구 와룡로65길 22, 태백A동 105호",053-557-1421,양말
987,오성트레이딩,대구광역시 서구 와룡로73길 64,053-567-2517,섬유류
988,동방산업,"대구광역시 서구 와룡로65길 22, 태백A동 107호",,속옷
989,나래침장,"대구광역시 서구 와룡로65길 22, 태백A동 108호",,침장
990,실벗텍스,"대구광역시 서구 와룡로65길 28, 태백B동 206호",053-556-0470~1,화섬직물
991,개흥섬유,대구광역시 서구 와룡로73길 64,053-564-7551,장갑 염색
992,봉산직물,대구광역시 서구 와룡로83길 10,053-552-4881,스포츠 타올
993,유진섬유,대구광역시 서구 국채보상로7길 12,053-564-0817,커텐원단
994,BS텍스텍,대구광역시 서구 와룡로73길 58,053-522-0083,원단 후가공
995,샤인,대구광역시 서구 와룡로73길 57-26,053-525-5009,블라인드
996,마이텍스(my tex),"대구광역시 서구 와룡로65길 28, 태백B동 308-1, 309호",053-591-7742,의류용 원단
997,네오테크,대구광역시 서구 와룡로87길 35,053-525-8889,침구류
998,아진침장,대구광역시 서구 와룡로87길 33,053-557-7987,침구
999,세화섬유,대구광역시 서구 와룡로75길 14,053-551-1148,의류
1000,블루윈글로벌,대구광역시 서구 와룡로87길 17-1,053-961-8775,블라인드
1001,성보텍스,대구광역시 서구 와룡로100길 16,,이불류
1002,동현무역,"대구광역시 서구 와룡로73길 57-6, 205호",053-567-1240,직물
1003,아이린,대구광역시 서구 와룡로100길 16,,이불류
1004,미광금사,대구광역시 서구 와룡로73길 57-8,053-525-7210,연사+금은사(metallic yarn
1005,(주)순수면,대구광역시 서구 와룡로100길 16,053-721-6577,이불류
1006,다은섬유,대구광역시 서구 와룡로100길 16,053-352-2672,침구류 나염
1007,근도섬유(근도어패럴),대구광역시 서구 국채보상로5길 3,070-8286-8793,의류 (면티+ 후드)
1008,성우코프레이션,"대구광역시 서구 와룡로84길 23, 206호",053-553-1601,섬유
1009,대흥산업사,대구광역시 서구 국채보상로5길 12,053-563-1281~3,재봉사(연사 및 가공사)
1010,와이에스아이(Y.S.I),"대구광역시 서구 국채보상로23길 7-3, 101호",053-567-8629,원단 검사+ 수정
1011,대흥연사,대구광역시 서구 국채보상로5길 12,053-563-1283,재봉사
1012,도그도그,"대구광역시 서구 국채보상로 34, 평화B동 101호",053-622-4584,애견 의류
1013,지엔제이 어패럴,"대구광역시 서구 국채보상로 34, 평화B동 102호",053-525-3928,봉제 의복
1014,(주)두앤텍스,대구광역시 서구 와룡로73길 57-6 201호,070-8196-7776,의류용원단
1015,(주)일월텍스,"대구광역시 서구 국채보상로 34, 평화B동 205호",053-552-9481,원사
1016,(주)마지아,"대구광역시 서구 국채보상로 34, 평화B동 301호",053-554-9365,직물 무역
1017,모던텍스,"대구광역시 서구 국채보상로 34, 평화B동 303호",053-571-8824,천연 섬유
1018,동우텍스타일,"대구광역시 서구 국채보상로 34, 평화B동 403호",053-521-8816,섬유 원단
1019,조은텍스,"대구광역시 서구 국채보상로 34, 평화B동 405호",053-554-0354,화학섬유(나일론)
1020,(주)써니직물,"대구광역시 서구 국채보상로 34, 평화B동 407호",053-353-6430,섬유 원단
1021,부광섬유,"대구광역시 서구 국채보상로 34, 평화B동 408호",,섬유 원단
1022,(주)여일,"대구광역시 서구 국채보상로 34, 평화B동 413호",053-524-1106,직물
1023,(주)인텍스,"대구광역시 서구 국채보상로 34, 평화B동 417호",053-526-7705,원단
1024,(주)토마스섬유,"대구광역시 서구 국채보상로 34, 평화B동 514호",053-566-5340,폴리에스테르 임가공
1025,해성나염,대구광역시 서구 국채보상로 6길 26 2층,053-571-0631,티셔츠날염
1026,제이알텍스,"대구광역시 서구 국채보상로 34, 평화B동 515호",053-565-2301,섬유
1027,주식회사 대경통상,"대구광역시 서구 국채보상로 34, 평화B동 518, 521호",053-551-8880,니트+ 폴리에스테르
1028,MY텍스타일,"대구광역시 서구 와룡로 367, 성양빌딩 205호",053-557-9795,섬유(원단)
1029,남송TEX,대구광역시 서구 국채보상로5길 13,053-553-0906,커튼
1030,프렌즈 플러스,"대구광역시 서구 와룡로 367, 성양빌딩 109호",,양말+ 속옷
1031,미성섬유,"대구광역시 서구 와룡로 367, 성양빌딩 202호",053-564-0745,섬유
1032,한국상사,"대구광역시 서구 국채보상로 38, 301호",053-561-2326,유아 손수건
1033,대민사(대민누비),대구광역시 서구 국채보상로10길 18,053-556-1200,이불 임가공
1034,은하수,대구광역시 서구 국채보상로10길 18,,이불류
1035,대명섬유,"대구광역시 서구 국채보상로10길 5, 2층",053-525-8044,커텐
1036,(주)아루마루,대구광역시 서구 국채보상로 5길18,053-527-9199,침구류
1037,두리온,대구광역시 서구 국채보상로 38-9,,이불류
1038,건현프린트&자수,대구광역시 서구 국채보상로5길 30,053-247-0812,나염+자수
1039,경신섬유,대구광역시 서구 국채보상로5길 34,053-557-4656,원단(이불)
1040,SK루비,대구광역시 서구 국채보상로7길 17,070-8111-6446,이불
1041,한올텍스타일,"대구광역시 서구 국채보상로6길 11, 309호",053-551-9645,원단
1042,대청가공소,대구광역시 서구 국채보상로14길 17,053-566-9449,양말 임가공
1043,원창텍스,대구광역시 서구 국채보상로 38-15,053-551-6321,커텐
1044,세화섬유,대구광역시 서구 와룡로 75길 14,053-555-1133,티셔츠
1045,(주)세화어패럴,대구광역시 서구 평리로21길 47,053-555-1133,티셔츠
1046,(주)성진직물,대구광역시 서구 와룡로75길 15,053-562-2100,나일론+다후다+폴리에스테르
1047,현텍스타일,"대구광역시 서구 국채보상로10길 18, 2층",,커텐
1048,한솔자수,대구광역시 서구 국채보상로10길 6,053-526-2980,컴퓨터 자수
1049,마마자수,대구광역시 서구 국채보상로10길 6,,컴퓨터 자수
1050,중앙자수,대구광역시 서구 국채보상로10길 6,053-562-6325,컴퓨터 자수
1051,성주누비,대구광역시 서구 국채보상로6길 18,053-562-7525,원단 누비
1052,(주)하나특수제판,대구광역시 서구 국채보상로6길 12-14,053-563-1526,스크린 제판
1053,광현텍스타일,대구광역시 서구 국채보상로6길 20,053-525-9741,화섬직 가공
1054,그린텍스타일,대구광역시 서구 국채보상로6길 12-14,053-527-3889,유아용품(손수건+ 기저귀)
1055,이지스블라인드,대구광역시 서구 국채보상로 42,053-253-3477,섬유+우드+블라인드
1056,금강산업,대구광역시 서구 국채보상로6길 34,053-565-3666,섬유 은박가공
1057,지엔제이 어패럴,"대구광역시 서구 국채보상로6길 15, 주영B동 1층",,봉제 의복
1058,DK 섬유,대구광역시 서구 와룡로66안길 10 101호,053-588-8259,폴리에스테르
1059,이코노하우스,대구광역시 서구 국채보상로 120-5,,면 직물(쿠션+ 베개커버)
1060,(주)한일아이티씨,"대구광역시 서구 와룡로72길 27, A동 1층",053-654-0664,침구
1061,보성침구,대구광역시 서구 와룡로72길 21,053-573-8003,침구류
1062,낙원침장,대구광역시 서구 와룡로72길 27-2,053-563-6943,침구류
1063,동지물산(주),대구광역시 서구 국채보상로20길 10-5,053-527-7777,글라비아 인쇄나염
1064,대웅섬유,대구광역시 서구 국채보상로20길 14,053-521-6100,원단(나일론+ 폴리에스테르)
1065,(주)대웅에프앤티,대구광역시 서구 국채보상로20길 14,053-521-6100,원사
1066,무지개디자인,대구광역시 서구 국채보상로20길 14,053-527-3227,날염 디자인
1067,메덱스,대구광역시 서구 와룡로 62길 19,,의류
1068,부일무역,대구광역시 서구 국채보상로20길 21,053-252-7856,남성복 의류
1069,성민정포,대구광역시 서구 국채보상로20길 29,053-586-6036,섬유 원단 정포
1070,부성산업,대구광역시 서구 국채보상로14길 29-10,053-559-7119,시트 세탁
1071,(주)영림,대구광역시 서구 국채보상로14길 5,053-551-3104,섬유 가공(기모+ 시레이본딩)
1072,창포섬유,대구광역시 서구 국채보상로14길 21,053-527-1385,나염(면)
1073,가인,대구광역시 서구 국채보상로14길 29,053-565-7575,블라인드
1074,(주)비전,대구광역시 서구 국채보상로14길 29,053-571-0205,스크린골프 천 교체
1075,미광화섬,대구광역시 서구 국채보상로20길 10-6,053-553-5255,연사
1076,다빈,대구광역시 서구 국채보상로20길 10,,양말
1077,보경섬유,대구광역시 서구 국채보상로14길 29-12,053-525-9036,의류
1078,세진실업,대구광역시 서구 당산로69길 16,070-4125-5760,섬유 자수
1079,(주)신세계SH,대구광역시 서구 국채보상로14길 17,053-523-2248,침구류 세탁
1080,지우산업,대구광역시 서구 국채보상로14길 17,053-561-4525,누비 원단
1081,대원침장,대구광역시 서구 국채보상로14길 17,053-567-2075,이불 누비
1082,통샵,대구광역시 서구 평리로 35길 5-2,053-267-6800,보자기
1083,더랩코리아 주식회사,대구광역시 서구 평리로35길 15,053-267-6800,보자기
1084,대성사,대구광역시 서구 와룡로62길 10,053-566-5934,니트류
1085,(주)리아,"대구광역시 서구 와룡로 307, 디센터 316호",053-571-2801,섬유 제조업
1086,바투카,"대구광역시 서구 와룡로 307, 디센터 320호",070-7527-5915,가방
1087,(주)신일텍스,"대구광역시 서구 와룡로 307, 디센터 408, 409호",053-522-9311,화학섬유직물 직조업
1088,리넨토,"대구광역시 서구 와룡로 307, 디센터 412호",070-7622-1010,치마+ 앞치마+ 블라우스
1089,TEXQUEST,"대구광역시 서구 국채보상로 136, TBC동 202호 외",,원면+ 화학제품
1090,(주)선진교역,"대구광역시 서구 국채보상로 136, TBC동 204호",,직물 제조
1091,세진글로벌,"대구광역시 서구 국채보상로 136, TBC동 205, 206호",,직물 제조
1092,윤선섬유,"대구광역시 서구 국채보상로 136, TBC동 207호",053-525-8101,섬유 제조+ 가공
1093,Texeye,"대구광역시 서구 와룡로 307, 디센터 613호",053-521-7287,섬유 제조업
1094,성보,"대구광역시 서구 국채보상로 136, TBC동 304호",,직물 제조
1095,코코스랜드,"대구광역시 서구 국채보상로 136, TBC동 306호",,직물 제조
1096,그린마케팅트랜드연구소,"대구광역시 서구 국채보상로 136, TBC동 307호",,직물 제조
1097,다온솔루션,"대구광역시 서구 국채보상로 136, TBC동 308호",,직물 원사
1098,(주)정준텍스,"대구광역시 서구 와룡로 307, 디센터 621호",053-563-8677,화학섬유직물 직조업
1099,(주)실스타,"대구광역시 서구 국채보상로 136, TBC동 309호",053-557-9002,직물 제조
1100,(주)프로텍스코리아,"대구광역시 서구 국채보상로 136, TBC동 310호",053-581-9127,직물 제조
1101,(주)해민상사,"대구광역시 서구 와룡로 307, 디센터 710호",,스타킹 및 기타양말 제조업
1102,C.K 텍스타일,"대구광역시 서구 국채보상로 136, TRC동 101호",,수직샘플 제조
1103,(주)용연텍스타일,"대구광역시 서구 와룡로 307, 디센터 726호",053-551-1516,면직물 직조업+ 직물 도매업
1104,(주)서륭,"대구광역시 서구 국채보상로 136, TRC동 202호",,직물 제조
1105,(주)피라인터내셔널,"대구광역시 서구 국채보상로 136, TRC동 203호",,섬유 직물 제조
1106,(주)신흥,대구광역시 서구 국채보상로 136 TBC동 204호,,직물 제조+ 무역
1107,에스아이매일,"대구광역시 서구 국채보상로 136, TRC동 205호",053-582-2935,직물 제조
1108,(주)배명,"대구광역시 서구 국채보상로 136, TRC동 206호",053-523-0283,직물 제조
1109,다올.훼르자,"대구광역시 서구 국채보상로 136, TRC동 207호",,직물 제조
1110,영서무역,"대구광역시 서구 국채보상로 136, TRC동 302호",,섬유 제조+ 제 편직
1111,세양섬유,"대구광역시 서구 국채보상로 136, TRC동 303호",053-381-8927,직물 제조
1112,예스텍스타일컨설팅랩,"대구광역시 서구 국채보상로136, TRC동 305호",,직물 제조+ 무역
1113,HJ(에이치제이)테크(주),"대구광역시 서구 국채보상로 136, TRC동  306호",,직물 제조
1114,한덕섬유,"대구광역시 서구 와룡로 307, 디센터 928호",053-615-5510,섬유
1115,(주)이엠플러스,"대구광역시 서구 국채보상로136, TCC동 201, 202, 210동",,직물 제조
1116,피엔에스글로벌,"대구광역시 서구 국채보상로 136, TCC동 301호",053-555-6146,직물 제조+ 무역
1117,B&J텍스타일,"대구광역시 서구 국채보상로 136, TCC동 302호",,직물 제조+ 무역
1118,(주)동우,"대구광역시 서구 국채보상로 136, TCC동 303호",,직물 제조
1119,태경텍스,"대구광역시 서구 국채보상로 136, TCC동 000호",,직물 제조
1120,광동섬유,"대구광역시 서구 국채보상로 136, TCC동 305호",,직물 제조
1121,대한니트(주),"대구광역시 서구 국채보상로 136, TCC동 306호",,직물 제조
1122,다옴텍스,"대구광역시 서구 국채보상로 136, TCC동 307호",,직물 제조
1123,에스알테크,"대구광역시 서구 국채보상로 136, TCC동 308호",,직물 제조
1124,경봉섬유,"대구광역시 서구 국채보상로 136, TCC동 309호",,직물 제조
1125,SH코리아,"대구광역시 서구 국채보상로 136, TCC동 310호",,직물 제조
1126,YJ텍스,"대구광역시 서구 국채보상로 136, TCC동 401호",,직물 제조
1127,엑티브,"대구광역시 서구 국채보상로 136, TCC동 402호",,직물 직조
1128,(주)한일타포린,"대구광역시 서구 국채보상로 136, TCC동 404호",,직물 제조
1129,민텍스,"대구광역시 서구 국채보상로 136, TCC동 405호",,섬유제품 제조업
1130,주식회사 상상,"대구광역시 서구 와룡로90길 61, 1층 101호",070-4707-6807,페브릭제품
1131,SH테크,대구광역시 서구 평리로35길 5-5,053-249-5714,자동차 부품
1132,SH테크,대구광역시 서구 평리로35길 5-4,053-249-5714,자동차부품
1133,(주)유성오토모티브,대구광역시 서구 문화로23길 3,053-591-5711,자동차부품(후드힌지+도어랫치)
1134,엠씨이엔지(모토캠프),대구광역시 서구 와룡로87길 28,053-254-9462,자동차 부품
1135,삼천리보링,대구광역시 서구 장산로 298,053-563-0636,자동차엔진부품 및 원동기 보링
1136,(주)가온텍,대구광역시 서구 문화로3길 8,053-587-3185,자동차제어시스템
1137,(주)신우MNT,대구광역시 서구 평리로21길 27,053-573-5007,금형(자동차 부품)
1138,우일산업,대구광역시 서구 장산로 316,053-555-5599,오토바이 부품
1139,우일,대구광역시 서구 장산로 316,053-555-5599,오토바이 부품
1140,우일 물류센터,대구광역시 서구 장산로 322,053-555-5599,오토바이 부품
1141,(주)동민금속,대구광역시 서구 와룡로90길 37,053-526-5068,자동차부품
1142,일심,대구광역시 서구 와룡로90길 39,053-552-9103,자동차부품
1143,현부품상사,대구광역시 서구 국채보상로7길 27,053-561-4953,자동차 부품
1144,영진테크,대구광역시 서구 국채보상로 45-13,053-471-2278,자동차부품
1145,대명상사,대구광역시 서구 국채보상로7길 33,053-559-4320,자동차부품
1146,일출산업사,대구광역시 서구 국채보상로5길 15,053-557-3008,자동차 부품(쇼바 외)
1147,덕산테크,대구광역시 서구 국채보상로3길 17,053-521-3979,자동차부품
1148,경희테크,대구광역시 서구 국채보상로5길 29,053-524-1545,자동차부품
1149,미키코리아(주),대구광역시 서구 와룡로66길 35,053-562-6500,휠체어
1150,한국네츄럴팜,대구광역시 서구 문화로 22-17,053-523-5672,건강기능식품
1151,미래유통,대구광역시 서구 문화로17길 6,053-572-1543,닭고기 가공+포장
1152,(주)이엠에스,대구광역시 서구 문화로23길 16,053-551-2071,운반급식+ 도시락
1153,(주)밥앤국,"대구광역시 서구 문화로23길 16, 2층",053-551-2092,단체급식+ 도시락
1154,만상에프앤에스,대구광역시 서구 와룡로 439-12,053-326-2520,김치+ 반찬류
1155,주식회사 투머치,대구광역시 서구 국채보상로19길 21,053-526-3579,음료수
1156,감로바이오텍,대구광역시 서구 와룡로90길 52,053-567-1635,양곡 도정
1157,대풍식품,대구광역시 서구 평리로35길 90-5,053-314-4448,조미식품(소스)
1158,(주)대풍디앤에프,대구광역시 서구 평리로35길 90-5,053-525-4447,축산물(돈육+우육)+ 가공육
1159,풍국산업(주),대구광역시 서구 와룡로90길 64,053-556-5001,쌀 도정
1160,원푸드,"대구광역시 서구 와룡로97길 9, 2층",,식당
1161,온새미로,대구광역시 서구 북비산로6길 21,053-426-2478,커피 원두
1162,(주)디티에프앤비,"대구광역시 서구 와룡로97길 14, 9동",053-558-9979,치킨+ 양념소스 외
1163,와룡식당,대구광역시 서구 와룡로90길 20,053-566-0663,한식(정식+된장찌개)
1164,DH유통,대구광역시 서구 문화로17길 8,053-216-1584,식품(소스)
1165,(주)캠퍼스,대구광역시 서구 와룡로90길 8-9,053-553-0071,단체급식+도시락
1166,(주)롯데푸드,대구광역시 서구 평리로29길 22,053-561-5330,빙과+ 유가공+ 육가공 외
1167,위버멘쉬코리아(주),대구광역시 서구 와룡로66길 8-1,053-565-5454,식료품(빵)
1168,시골김치,대구광역시 서구 와룡로70길 40,053-312-2965,김치
1169,갓바위팔공식품,대구광역시 서구 국채보상로7길 29-1,053-526-5766,만두+찐빵
1170,(주)세원피앤피,대구광역시 서구 와룡로458-6 2층,053-562-0099,닭 가공
1171,주식회사 씨플러스,"대구광역시 서구 와룡로 458-6, 2층",053-562-7799,양념육(계육)
1172,(주)에프엔디,대구광역시 서구 장산로232,1800-8362,샐러드+ 파우더
1173,세동(주),대구광역시 서구 와룡로 69길 38,053-571-4711,제과제빵
1174,참솔식품,대구광역시 서구 평리로17길 64-1,053-583-2360,순대+ 돼지부산물
1175,(주)대홍,대구광역시 서구 와룡로73길 11,053-526-9998,닭고기(부분육+ 절단)
1176,설동궁컴퍼니,대구광역시 서구 평리로35길 13-15,1688-8772,소스
1177,예가한식당,"대구광역시 서구 문화로37(엠월드), 지상6층 근생 7호",053-522-8496,한식
1178,궁중식품,대구광역시 서구 국채보상로 45-8,053-561-6081,돈족발
1179,푸다닭,대구광역시 서구 와룡로 83길3,,닭고기 가공
1180,정원식당,대구광역시 서구 국채보상로7길 16,053-526-1162,한정식
1181,풀토래(주),대구광역시 서구 와룡로73길 50,053-555-5077,닭고기(육계+삼계)
1182,뉴트리디언,대구광역시 서구 와룡로73길 57-6 1층,053-521-6668,빵+ 떡류
1183,(주)라온씨앤비,"대구광역시 서구 와룡로65길 22, 태백A동 115호",053-523-7751,빵
1184,주식회사 참존비엔에프,대구광역시 서구 와룡로73길 57-13,053-572-1323,원액베이스
1185,MS-365,대구광역시 서구 국채보상로7길 11,053-567-0365,음식 재료
1186,주식회사 유림씨엔에프,대구광역시 서구 국채보상로 38-20,053-573-9981,가공육(닭)
1187,(주)에이스푸드,대구광역시 서구 국채보상로6길 12-7,053-588-3900,축산물 가공
1188,태평냉동,대구광역시 서구 와룡로72길 23,053-257-1622,얼음 제빙
1189,해피원베이커리,대구광역시 서구 와룡로72길 27,053-784-2221,제과+ 제빵
1190,일지스타치,대구광역시 서구 국채보상로20길 32,053-472-6936,전분류 곡물가공
1191,(주)밀앤스토리,대구광역시 서구 국채보상로20길 32,053-522-5580,냉동 밀떡+ 숙면류
1192,해인식품,대구광역시 서구 국채보상로14길 29-7,053-561-4019,치킨용 소스
1193,종국이두마리치킨체인본부,대구광역시 서구 평리로35길 13-18,053-565-9998,육계(닭)
1194,신우기업,대구광역시 서구 문화로 18,053-565-2228,산업기계부품
1195,한진기전,대구광역시 서구 문화로 22-18,,전기판넬
1196,에스티인 포텍,대구광역시 서구 문화로 22-18,,PC 제어 프로그램
1197,(주)동진분체,대구광역시 서구 문화로 22-9,053-525-0477,분체 도장 컨베이어
1198,신화기전,대구광역시 서구 문화로 22-13,053-567-9224~5,전기자동화판넬
1199,부국전기,대구광역시 서구 문화로 17길 32,053-592-3678,전기분전반
1200,유경트랜스,대구광역시 서구 국채보상로7길 51,053-525-8611,전자부품 트랜스
1201,서진이엔지,대구광역시 서구 문화로23길 6-1,053-524-4704,전기 분전반
1202,제일공업사,대구광역시 서구 와룡로100길 6,053-566-2741,작업용 조명기구
1203,(주)삼흥시스템,대구광역시 서구 와룡로 439-10,053-257-0139,가로등 점열기+ 제어반
1204,대동P&E,대구광역시 서구 와룡로 439-12,053-527-9668,산업용 자동충전기
1205,(주)와이즈랩,대구광역시 서구 국채보상로19길 18,053-939-9697,LCD검사장비
1206,(자)구진기업,대구광역시 서구 와룡로87길 8-1,053-524-3984,전자부품 도금
1207,(주)명전사,대구광역시 서구 문화로14길 14,053-559-3413,전동기 및 발전기
1208,우석전기,대구광역시 서구 장산로300,053-529-5253,전기시공+공사
1209,(주)대양이엔지,대구광역시 서구 와룡로 447-6,053-561-1119,전기판넬+ 전기공사
1210,(주)더여일,대구광역시 서구 와룡로72길 37-10,053-525-2347,CCTV+조명제어+주차관제+전자제어기
1211,대성냉동,대구광역시 서구 평리로35길 84,,냉동장치 설치제작
1212,태성LED,대구광역시 서구 국채보상로14길 20-2,053-521-9140~1,LED간판+후레임+채널 제작
1213,새한계전,대구광역시 서구 와룡로97길 23,053-354-0953,자동제어+ 배전반
1214,보금시스템,대구광역시 서구 문화로3길 25,,전기 판넬
1215,하나시스템,대구광역시 서구 문화로 3길 25,,전기판넬
1216,대영정밀,대구광역시 서구 와룡로90길 32(이현동),053-525-6090,마이크로모트 핸드피스
1217,(주)남경씨앤비,대구광역시 서구 국채보상로23길 7,053-564-0123,전자브레이크+전자클러치외
1218,화경기전,대구광역시 서구 와룡로69길 26,053-555-0207,전기제어판넬
1219,성현전기,대구광역시 서구 와룡로 90길 10,,전기판넬
1220,제이에이치앤티,"대구광역시 서구 와룡로84길 23, 3층",053-731-7133,자동 약제분류 포장기기
1221,디어스,대구광역시 서구 평리로17길 61,053-710-0611,전자제품 조립
1222,호성에어컨,대구광역시 서구 와룡로73길 11,,에어컨
1223,민성산업,대구광역시 서구 와룡로65길 16,053-351-7977,자동차 배선 조립+ 전장 부품
