회사명,업종명,생산품,주소,연락처,출처파일
(주)세스트,기타 무선 통신장비 제조업,"생산품 전자명패, 차량간 통신시스템","대구광역시 북구 경대로17길 47, IT융합산업빌딩 405호 (복현동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)소리,운송장비용 조명장치 제조업 외 1 종,자동차부품,대구광역시 달성군 옥포읍 본리로20길 12-9 외 1필지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)수성피앤티,부직포 및 펠트 제조업,부직포(자동차 내장재),대구광역시 군위군 군위읍 장천로 731-9,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)아이에이치 대구공장,기타 광학기기 및 사진기 제조업,차량용 카메라,대구광역시 동구 신덕로5길 76 (신평동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)알텍,일반용 전기 조명장치 제조업 외 2 종,"자동차오일펌프,가로등,보안등,터널등",대구광역시 달성군 하빈면 하빈로87길 24,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)애플테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 북구 노원동1가 228번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)양진금속,기타자동차부품제조업,자동차.전자부품(스프링),대구광역시 달성군 화원읍 비슬로530길 7,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)에이스앤아이,그 외 기타 특수목적용 기계 제조업 외 1 종,방화문자동폐쇄장치,"대구광역시 서구 염색공단천로1길 32 (비산동, 거성테크(주))",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)에이엠씨글로벌,그 외 기타 특수목적용 기계 제조업 외 1 종,자동차부품 생산용 자동화 기계,대구광역시 달성군 화원읍 구라2길 10-3,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)에이치엠지,기타 광학기기 및 사진기 제조업 외 7 종,차량용 카메라,대구광역시 동구 신덕로5길 79 (신평동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)에이치엠지 대구공장,에너지 저장장치 제조업 외 10 종,전기자동차용 배터리팩,대구광역시 동구 신덕로5길 76 (신평동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)엘케이에스,컨베이어장치 제조업,"2차전지라인, 포스코부품가공",대구광역시 서구 염색공단천로11길 15 (비산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)온코어,가정용 및 산업용 공기 조화장치 제조업 외 1 종,에어컨부품,대구광역시 달성군 현풍면 현풍서로 78 ((주)덕산섬유),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)와이에스엠,도금업,자동차부품도금,대구광역시 북구 노원동로3길 26 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)월드텍,"전기회로 개폐, 보호장치 제조업 외 1 종",전기회로 접속장치,대구광역시 달서구 문화회관7길 117 (장동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)위니텍,유선 통신장비 제조업 외 4 종,"구내방송장치, 원격접속장치","대구광역시 달서구 송현로 205, 학생복지회관 3층 308호 (본동, 대구공업대학)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)유니콘스,"체조, 육상 및 체력단련용 장비 제조업 외 1 종",말타기운동기구,대구광역시 달성군 화원읍 설화본길 42-12,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)유니콤,기타 무선 통신장비 제조업,"비상벨, 원패스키 외",대구광역시 동구 신평로 140-1 (용계동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)육성,육상 금속 골조 구조재 제조업 외 5 종,기계부품,대구광역시 달성군 다사읍 세천북로9길 18-8,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)윤금사,도금업,자동차부품도금,대구광역시 북구 오봉로36길 82-1 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)이음기술,메모리용 전자집적회로 제조업,안드로이드 보드,"대구광역시 북구 경대로17길 47, 아이티융합산업빌딩 303호 (복현동) (복현동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)일광정공스틸,그 외 자동차용 신품 부품 제조업,자동차부품,대구광역시 북구 팔달로35길 104 (노원동2가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)제이솔루션,발광 다이오드 제조업 외 8 종,"로봇, LED, 전자통신부품 케이스",대구광역시 북구 대학로 91 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)제이와이테크,자동차 차체용 신품 부품 제조업 외 1 종,차체용 현가장치용 부품,대구광역시 달성군 현풍면 현풍서로 579,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)제이콥,도장 및 기타 피막처리업,자동차 부품,대구광역시 북구 침산동 931,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)지에프테크놀로지,낚시 및 수렵용구 제조업 외 3 종,"수렵용구, 사격장비, 동력패러글라이더. 모의훈련(영상사격)기기 ",대구광역시 달성군 다사읍 세천북로8길 9-15,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)창완에이엘,알루미늄주물 주조업 외 2 종,"알미늄판, 차량번호판, 알미늄판",대구광역시 북구 오봉로 162 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)청강정밀,기타자동차부품제조업,"자동차부품,공작기계",대구광역시 달성군 다사읍 서재로33길 11,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)케이엘테크,그 외 기타 특수목적용 기계 제조업 외 1 종,자동화기계 및 전자부품 조립,대구광역시 달성군 다사읍 다사로71길 37-20,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)케이제이티,목재 깔판류 및 기타 적재판 제조업,"농자재, 농기계, 농산물파렛트",대구광역시 달성군 하빈면 묘동3길 104,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)태성인더스트리,자동차용 신품 동력전달장치 제조업 외 1 종,"등속조인트,브레이크캘리퍼",대구광역시 달성군 옥포면 비슬로447길 10-6,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)태영산업,도금업,도금,대구광역시 서구 염색공단천로12길 6 (비산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)태원전장,자동차용 신품 전기장치 제조업 외 1 종,"솔레노이드(자동차부품), 솔레노이드(자동차부품)",대구광역시 달서구 문화회관6길 36 (장기동) 외 1필지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)태화오토텍,도장 및 기타 피막처리업,엑셀 샤프트,대구광역시 달성군 논공읍 비슬로262길 93,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)테크모아,방송장비 제조업,방송장비(CCTV 카메라),"대구광역시 북구 유통단지로8길 13-12, 4층 (산격동) 외 1필지",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)프로텍,절삭가공 및 유사처리업,자동차부품,대구광역시 달성군 논공읍 비슬로262길 93 외 1필지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)피다텍,그 외 기타 전자부품 제조업 외 1 종,반도체와이퍼패드,대구광역시 달성군 다사읍 세천로21길 16,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)하이테크디젤,그 외 기타 전기장비 제조업 외 4 종,"매연저감강치 클리닝장비, 부품세척기, 리에저가공품",대구광역시 달성군 화원읍 비슬로479길 26,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)한국아이디어연구소,기타 무선 통신장비 제조업,유무선원격제어장치 등,대구광역시 북구 망월길 19 (서변동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)한국알스트롬뭉쇼,기타 종이 및 판지 제조업,자동차여과지,대구광역시 달성군 유가읍 비슬로96길 75,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)한승계기,기기용 자동측정 및 제어장치 제조업 외 2 종,"타임스위치,  ,  ",대구광역시 동구 신평로 123 (신평동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)한양전자통신,방송장비 제조업 외 1 종,"cctv,구내방송장치",대구광역시 동구 공항로52길 27-3 (지저동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)한일,가정용 전기 난방기기 제조업,"전기매트, 자동차시트커버, 마우스패드",대구광역시 달성군 화원읍 명천로40길 5,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)한일통신,방송장비 제조업 외 6 종,방송장비,"대구광역시 북구 태전로3길 23-10, (주)한일통신 (태전동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)화성알피,그 외 기타 고무제품 제조업,방진고무(자동차용),대구광역시 동구 안심로55길 29 (동호동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)휴브아이웨어,안경 및 안경렌즈 제조업,"안경테, 선글라스",대구광역시 서구 달서천로 399 (원대동1가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
(주)희성 텍,운송장비용 조명장치 제조업,자동차부품,대구광역시 북구 노원동로11길 9 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
HK스틸,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"대구광역시 북구 침산로 268,  외1필지 (침산동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
J.H테크,절삭가공 및 유사처리업,기계 및 자동차부품,대구광역시 북구 노원동3가 1156-9번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
K.C.P,그 외 자동차용 신품 부품 제조업,자동차부품,대구광역시 달성군 하빈면 하빈남로 243,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
가람전기,배전반 및 전기 자동제어반 제조업,배전반,대구광역시 북구 유통단지로13길 41-12 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
감로바이오산업주식회사 침산동공장,금속 열처리업,"Al 차량 번호판, 알루미늄 원판",대구광역시 북구 노원로39길 25 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
강명정밀(주),절삭가공 및 유사처리업,정밀기계부품 등,대구광역시 북구 노원로26길 14 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
거림기업,산업용 냉장 및 냉동 장비 제조업,공기조절장치,"대구광역시 동구 반야월북로12길 14-12 (율암동, 거림기업)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
거산전열,"산업용 오븐, 노 및 노용 버너 제조업",전열기,대구광역시 북구 검단북로 2-7 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
거상열처리,금속 열처리업,조선부품열처리,대구광역시 북구 노원로동39길 10-1 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
거성정공,그 외 자동차용 신품 부품 제조업,"자동차부품,파이프 SUCTION",대구광역시 북구 검단공단로21길 28-13 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
거열정공,자동차용 금속 압형제품 제조업 외 1 종,"자동차부품, 금형","대구광역시 달성군 하빈면 하빈로87길 17, 가동",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
건영공업사,그 외 기타 일반목적용 기계 제조업 외 1 종,기계부품,대구광역시 달성군 화원읍 사문진로5길 11,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
경북산업사,그 외 기타 고무제품 제조업 외 1 종,"산업용 및 자동차용 방진고무,팩킹,그로멧류 등, 산업용 및 자동차용 방진고무,팩킹,그로멧류 등",대구광역시 달성군 다사읍 서재리 573,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
경북테크,절삭가공 및 유사처리업,산업기계부품,대구광역시 북구 오봉로 130 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
경성FA,배전반 및 전기 자동제어반 제조업,자동제어반,대구광역시 달서구 와룡로4길 39 (본동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
경신기전,전기회로 접속장치 제조업 외 1 종,"UPS, 자동제어반, AVR ",대구광역시 북구 복현로20길 86 (복현동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
경원금속,금속 열처리업,"열처리된가공제품류,자동차부품,농기계부품,금형","대구광역시 북구 침산로67길 60, D동 (침산동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
경환금속,알루미늄주물 주조업,자동차부품(주물),대구광역시 북구 노원동로11길 5 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
계성정밀,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",기계부품(화성사),대구광역시 북구 고성북로10길 23 (고성동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
고려정기,자동차 엔진용 신품 부품 제조업,자동차부품(자동차노즐),대구광역시 북구 오봉로24길 16 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
고원테크,절삭가공 및 유사처리업,기계부품,대구광역시 북구 노원로57길 11 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
고투캠,주형 및 금형 제조업,"금형,자동차부품",대구광역시 북구 오봉로22길 6 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
고흥정밀,금속 절삭기계 제조업,기계부품 및 밸브,대구광역시 달성군 다사읍 궁산2길 18-6,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
광동정밀,절삭가공 및 유사처리업,기계부품,대구광역시 북구 옥산로3길 15 (노원동1가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
광명산업,자동차용 신품 동력전달장치 제조업 외 1 종,파이프가공품,대구광역시 서구 가르뱅이로 93-11 (상리동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
그린에네트 주식회사,기타 무선 통신장비 제조업,IOT데이터취득장치,"대구광역시 북구 대학로 80, 511동 303호 (산격동, 경북대학교) 511동 303호",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
그린테크,농업 및 임업용 기계 제조업,차량방역기 대인소독기,대구광역시 달성군 화원읍 사문진로 336 (석재금속산업),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
극동산업,그 외 기타 분류 안된 금속 가공 제품 제조업,분수 기자재,대구광역시 북구 오봉로24길 39 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
극동산업,기타자동차부품제조업,자동차부품,대구광역시 달성군 옥포면 비슬로457길 81-6,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
글로벌테크 오토,자동차 차체용 신품 부품 제조업 외 1 종,NUT.BOLT EEDER 및 자동차부품,대구광역시 북구 검단북로 2-11 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
금강기업,알루미늄주물 주조업,"힌지, 자동차라이트케이스",대구광역시 북구 침산로67길 8 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
금강종합건설기계,건설 및 채광용 기계장비 제조업,"중장비,건설기계",대구광역시 북구 신천동로 978 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
금농트로닉스(주),그 외 기타 전자부품 제조업 외 1 종,실리콘패드,대구광역시 달서구 문화회관9길 58 (장동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
금농트로닉스(주),그 외 기타 전자부품 제조업 외 1 종,아크릴데코 플레이트,대구광역시 달서구 문화회관9길 53 (장동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
금오정공사,절삭가공 및 유사처리업,장갑차부품 등,대구광역시 북구 옥산로9길 29-8 (노원동1가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
나스카,그외기타전자부품제조업 외 1 종,"전자제품,농기계부품","대구광역시 달성군 하빈면 묘동3길 97, 477,477-1",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
나스카,메모리용 전자집적회로 제조업 외 1 종,"전자제품(어댑터,자동차계기판부품)","대구광역시 달성군 유가읍 금리 189번지 ,193-3",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
다스텍(주),기기용 자동측정 및 제어장치 제조업,농업용 스마프팜 기계,"대구광역시 북구 연암로42길 42-8, 2층 (산격동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
다은테크,주형 및 금형 제조업,"금형,전자부품",대구광역시 달성군 논공읍 노이1길 46-35,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
다코플렉(주),도장 및 기타 피막처리업,건축자재 및 산업용 부품자재 임가공,"대구광역시 달성군 논공읍 비슬로262길 35-34, (726-1번지 외 1필지)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
달성정공,기타자동차부품제조업,자동차부품,대구광역시 달성군 현풍면 비슬로 644 (달성정공),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대건정밀,반도체 제조용 기계 제조업,반도체 설비 부품 ,대구광역시 북구 노원동로3길 20(노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대경공업사,그 외 자동차용 신품 부품 제조업,자동차부품,대구광역시 북구 검단공단로21길 54-26 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대경금속농기구,농업 및 임업용 기계 제조업,농기계부품일절,대구광역시 달성군 하빈면 하빈남로 263-5,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대경산업,주형 및 금형 제조업 외 2 종,"금형,전자부품,스포츠용품",대구광역시 북구 유통단지로7길 95-1 (검단동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대구브라스트,그 외 기타 금속가공업,"자동차부품, 농기계, 조선, 중장비 등",대구광역시 북구 침산로67길 46 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대동공업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품(후레임),대구광역시 북구 오봉로36길 20 (침산동) (총 2 필지),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대동공업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 북구 노원로39길 34 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대동산업정밀,농업 및 임업용 기계 제조업,농기계부품,대구광역시 북구 노원로40길 7-14 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대동산업정밀,농업 및 임업용 기계 제조업,농기계부품,대구광역시 북구 노원로40길 13-3 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대륜테크,그 외 기타 특수목적용 기계 제조업 외 2 종,전자오토리프팅(조명무대장치),"대구광역시 달성군 옥포면 본리로9길 26, 나",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대본보링사,유압기기 제조업,원동기수리,"대구광역시 서구 북비산로 77-6 (이현동, 신대본정비)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대봉산업(주),그 외 자동차용 신품 부품 제조업 외 4 종,"자동차부품,금형",대구광역시 달성군 옥포면 비슬로431길 24,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대성공업사,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 북구 노원동3가 247-4번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대성디피,그 외 자동차용 신품 부품 제조업,강관파이프,대구광역시 북구 노원로42길 8-9 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대성바렐,그외 기타 자동차 부품 제조업 외 1 종,자동차부품,대구광역시 북구 노원로42길 32 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대성중자,그 외 기타 금속가공업,자동차부품,대구광역시 달성군 논공읍 남리 836번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대성철재상사,주형 및 금형 제조업,금형용부품,대구광역시 달성군 구지면 삼강길 127 (총 3 필지) 외 2필지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대아산업사,그외기타전자부품제조업,전자부품,대구광역시 달성군 현풍면 삼강길 87 (대야하이테크),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대아전자,그 외 기타 전자부품 제조업 외 1 종,금융자동화기기 부품,대구광역시 달성군 현풍면 대리 1081번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대아정공,기타자동차부품제조업 외 2 종,"자동차부품, 철도차량부품",대구광역시 달성군 현풍면 지동1길 20 (대아TECH),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대아하이테크(주),그 외 기타 전자부품 제조업 외 1 종,현금지급기,"대구광역시 달성군 현풍면 삼강길 87, 1074-3,1075,1078",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대영ENG,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종","주물연소기(가스버너, 적쇠, 꼬치구이기)",대구광역시 동구 안심로55길 21 (동호동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대영공업사,주형 및 금형 제조업,기계제작 및 부품가공,대구광역시 북구 오봉로24길 26 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대우CNC,그 외 자동차용 신품 부품 제조업,자동차부품(크랏치커브),대구광역시 북구 노원동로3길 17 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대유산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차 부품,대구광역시 달성군 옥포면 이팝나무길 102,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대일정공,그 외 기타 금속가공업,"농자제품, 산업용품, 자동화시스템부품, 도시가스부품",대구광역시 북구 검단북로2길 21 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대정산업사,농업 및 임업용 기계 제조업,농기계부품,대구광역시 달성군 하빈면 봉촌리 1209-24번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대제정공,그 외 기타 일반목적용 기계 제조업 외 1 종,"섬유기계,선박부품",대구광역시 달성군 하빈면 달구벌대로8길 110,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대지정밀,금속 스프링 제조업,"자동차용 스프링, 정밀스프링",대구광역시 달성군 서재본3길 6 (다사읍) 외 1필지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대진파스너공업,기타자동차부품제조업 외 1 종,"자동차부품(샤프트,볼트,스크류)",대구광역시 달성군 논공읍 비슬로264길 30,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대한하이텍산업,안경 및 안경렌즈 제조업,안경테,대구광역시 북구 오봉로 89 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대현정기(주),자동차 엔진용 신품 부품 제조업 외 1 종,자동차부품,대구광역시 달성군 논공읍 비슬로262길 59-20,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대호브이텍,그 외 기타 플라스틱 제품 제조업,의료기기부품등,대구광역시 북구 매천로 1-35 (팔달동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대호화학산업,기타자동차부품제조업,"안전벨트,카바",대구광역시 달성군 옥포면 본리리 2374번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
대흥화학,그 외 자동차용 신품 부품 제조업 외 3 종,문짝잠금장치,"대구광역시 서구 염색공단천로14길 15-3 (비산동, 대흥화학)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
덕우테크,그 외 자동차용 신품 부품 제조업 외 3 종,"철강봉재절단품, 단조품 ",대구광역시 달성군 다사읍 서재리 394-8번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
덕포금형재,그 외 기타 금속가공업,산업기계부품금형,대구광역시 달성군 화원읍 구라2길 23-8,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
돌베개금속,톱 및 호환성 공구 제조업 외 2 종,"자동차부품,연마가공,칼날",대구광역시 북구 노원동로7길 8-12 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동광산업,자동차용 금속 압형제품 제조업,"철판절단,절곡반제품",대구광역시 북구 노원로 102 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동광정밀,절삭가공 및 유사처리업,기계부품,대구광역시 북구 오봉로7길 111 (노원동2가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동방기공,절삭가공 및 유사처리업,전동카부품가공기타,대구광역시 달성군 다사읍 서재본4길 30-1,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동서수지벨트종합상사,기타 기계.장비 조립용 플라스틱 제품 제조업,공작기계부품플라스틱,대구광역시 북구 침산남로 5 (노원동1가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동성기공,절삭가공 및 유사처리업,기계부품,대구광역시 북구 오봉로36길 46 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동성테크,자동차 엔진용 신품 부품 제조업 외 1 종,변속기 기어가공,대구광역시 달성군 하빈면 봉촌리 953번지,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동신공업사,그 외 자동차용 신품 부품 제조업,"볼트, 너트, 리벳",대구광역시 북구 노원로40길 18 (침산동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동신금속,기타자동차부품제조업,"소음기,작업대,공구함",대구광역시 달성군 화원읍 비슬로495길 49-2,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동신테크,철도차량 부품 및 관련 장치물 제조업,철도차량 분기기,대구광역시 북구 검단공단로21길 12 (검단동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동아테크,구름베어링 제조업,베어링부품,대구광역시 북구 노원동로6길 46 (노원동2가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동영정밀,주형 및 금형 제조업,자동차부품 금형,대구광역시 북구 노원동로3길 65 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동우산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차브레이크,대구광역시 달성군 현풍면 현풍서로 21,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동원하이텍,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 북구 팔달로7길 14-6 (노원동3가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동재산업전자,"전자기 측정, 시험 및 분석기구 제조업","전류센서,전원장치","대구광역시 북구 호국로 247, 2층 (서변동)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동해전기,배전반 및 전기 자동제어반 제조업, 수.배전반,대구광역시 북구 호국로3길 5 (산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
동현정밀,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,대구광역시 달성군 다사읍 세천북로16길 35,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
두영,가정용 전기 난방기기 제조업,황토좌훈기,대구광역시 동구 방촌로1길 48 (검사동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
디노(DINO),그외기타전자부품제조업,발광소재,대구광역시 달성군 옥포면 원전길 38-4,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
디에스 테크(DS TEC),주형 및 금형 제조업 외 1 종,금형 및 기계부품,대구광역시 북구 오봉로1길 24(노원동2가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
디에이치,주형 및 금형 제조업,자동차부품 및 금형,대구광역시 달성군 논공읍 걸미1길 9-6,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
디와이테크,그 외 자동차용 신품 부품 제조업,자동차부품,대구광역시 북구 호국로3길 17(산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
라진금속,안경 및 안경렌즈 제조업,안경부품,대구광역시 북구 옥산로9길 33-12 (노원동1가),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
마루옵티컬,안경 및 안경렌즈 제조업,안경테,"대구광역시 북구 오봉로 83, 2층,3층 (노원동3가)",,대구광역시_제조업체(공장등록업체)현황_20250707.csv
명신정공,그 외 자동차용 신품 부품 제조업,자동차부품(금속가공품),대구광역시 북구 연암로42길 17-1(산격동),,대구광역시_제조업체(공장등록업체)현황_20250707.csv
명전정밀,자동차 엔진용 신품 부품 제조업,"자동차 부품(OSEV, AEEV, HREV)",대구광역시 달성군 논공읍 상리공단로 34,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
명지정밀,그외기타전자부품제조업,전자.자동차부품,대구광역시 달성군 다사읍 세천북로16길 23,,대구광역시_제조업체(공장등록업체)현황_20250707.csv
