회사명,전화번호,읍면동,주소,주력생산품,근로자수
(주)미건테크,055-723-4889,상동면,경상남도 김해시 상동면 상동로 397,건축자재 철판마감재,4
하리히노끼공방,055-336-2312,상동면,경상남도 김해시 상동면 소락로 222,나무도마,4
돈오화학주식회사,055-323-3504,상동면,경상남도 김해시 상동면 상동로 450-28,플라스틱 필름,4
대명피유텍,055-311-6272,상동면,경상남도 김해시 상동면 상동로375번길 80-109,자동차시트,4
대종엔지니어링(주),055-322-1943,상동면,경상남도 김해시 상동면 소락로 229,거푸집,4
예우기술산업,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 174-2,알루미늄 처리제,4
남양테크㈜,055-329-0749,상동면,경상남도 김해시 상동면 상동면 상동로 375번길 87-96 ,플라스틱 가공,4
고성콘테이너,055-312-6506,상동면,경상남도 김해시 상동면 동북로437번길 165-22,컨테이너제작,3
스위트하우스,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-57,침대 제조,3
안성산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 280-29 A동,플라스틱 사출 성형,3
효진산업,055-312-6606,상동면,경상남도 김해시 상동면 동북로473번길 238,신발재료 원단,3
(주)제이코아이앤씨지점,055-723-4030,상동면,경상남도 김해시 상동면 동북로437번길 151,산업용 난방보일러,3
영진경금속,055-323-7156,상동면,경상남도 김해시 상동면 동북로473번길 208-8,유골 보관함,3
세영텍스,055-336-6665,상동면,경상남도 김해시 상동면 동북로473번길 250-29,직물 망사,3
대림탄소,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 208-7,탄소전극제조,3
주식회사 명성산업,055-324-7427,상동면,경상남도 김해시 상동면 동북로473번길 233,스텐레스찜기,3
명신피팅,055-331-2043,상동면,경상남도 김해시 상동면 동북로473번길 250-41,배관부품,3
신영산업,055-333-5673,상동면,경상남도 김해시 상동면 동북로473번길 312-62,플라스틱 선,3
금강빅포리머,055-327-7252,상동면,경상남도 김해시 상동면 동북로473번안길 21,폴리아미드합성수지,3
신일산업,055-323-6667,상동면,경상남도 김해시 상동면 동북로473번길 233,폴리우레탄 착색제제조,3
주식회사 목향,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 126-144,파크골프채헤드,3
경호철강,055-332-3832,상동면,경상남도 김해시 상동면 동북로473번길 274,금속 선박가구,3
우진스프링,055-323-5580,상동면,경상남도 김해시 상동면 동북로 475,스프링제조,3
라온테크,055-332-0771,상동면,경상남도 김해시 상동면 동북로473번길 312-56,인조대리석가공,3
태영하이테크,055-325-7553,상동면,경상남도 김해시 상동면 동북로473번길 14 B동,냉장고부품 사출 플라스틱,3
명성기업,055-322-0602,상동면,경상남도 김해시 상동면 동북로437번길 19,통발 금속선 제조,3
대우볼트,055-323-7664,상동면,경상남도 김해시 상동면 동북로473번길 425 A동,금속 볼트,3
후소메카닉스,010-****-****,상동면,경상남도 김해시 상동면 동북로513번길 21,자동차 특장차,3
혜연금속,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 406-6,금속 주물,3
금성테크,010-****-****,상동면,경상남도 김해시 상동면 동북로 477-17,조선의장품 금속도장,3
미래공업사,055-334-6694,상동면,경상남도 김해시 상동면 동북로473번길 410,건설 기자재 철물 가공,3
삼성화학공업사,055-331-7062,상동면,경상남도 김해시 상동면 동북로473번길 391,플라스틱 핸들(전기밥솥),3
코리아FRP,055-328-2910,상동면,경상남도 김해시 상동면 동북로437번길 83-74,플라스틱FRP,3
삼우 인테리어 가구,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 382-8,목재가구 제조,3
주식회사 협성정밀,055-329-4337,상동면,경상남도 김해시 상동면 동북로473번길 129,자동차 금형 부품 틀,3
진성산업기계,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 133,자동포장기계,3
대덕메디텍,055-332-1996,상동면,경상남도 김해시 상동면 동북로473번길 87,"의료용 침대,침구용품",3
거성산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 113-7,물탱크제조,3
KB 그리드,055-343-0878,상동면,경상남도 김해시 상동면 동북로437번길 83-31,토목자재 그리드,3
태영금속,055-323-1134,상동면,경상남도 김해시 상동면 상동로 894-24 A동,군용트럭 목재의자 제조,3
PS테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 319-18,육상구조물 (쇼트기),3
신화목재산업,055-332-6977,상동면,경상남도 김해시 상동면 상동로 894-17,목재 가구 제조,3
상림산업,055-329-0913,상동면,경상남도 김해시 상동면 동북로437번길 83-44,"엠보싱,특수필름제작",3
MK테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 255-19,건설용 기계장비,3
서영구조산업,010-****-****,상동면,경상남도 김해시 상동면 동북로1007번길 40-38,철구조물,3
청호기업,055-329-3704,상동면,경상남도 김해시 상동면 여차로 270,철골조빔 도장,3
비전스틸,010-****-****,상동면,경상남도 김해시 상동면 여차로 613-205,덕트 제조,3
현대공조,055-339-1136,상동면,경상남도 김해시 상동면 동북로473번길 382-34,산업용 송풍기,3
대우에어텍,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 312-17,산업용송풍기제조,3
동일산업기계,055-339-2611,상동면,경상남도 김해시 상동면 동북로473번길 342-26,컨베이어장치,3
성광테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 342-38,자동화라인 기계제작,3
송원산업,055-312-4431,상동면,경상남도 김해시 상동면 동북로473번길 362-8,자동측정 제어장치,3
대일코팅산업,055-323-1211,상동면,경상남도 김해시 상동면 동북로473번길 336-8,금속주방용기(고기불판),3
서진구조,010-****-****,상동면,경상남도 김해시 상동면 동북로1007번길 24,H빔 철구조물,3
김해금속,055-338-1505,상동면,경상남도 김해시 상동면 동북로1007번길 58-1,알루미늄주조,3
원세산업,010-****-****,상동면,경상남도 김해시 상동면 동북로1007번길 6-10,플라스틱 사출성형-중장비 건설 장비 부품,3
대한TOP,055-334-1751,상동면,경상남도 김해시 상동면 동북로473번안길 62,아파트실내가구,3
유성산업,010-****-****,상동면,경상남도 김해시 상동면 여차로 386,자동차차체 부품,3
동아ENG,055-338-1193,상동면,경상남도 김해시 상동면 동북로 887-17,인쇄기계 제조,3
주)세명히트보일러,055-338-1701,상동면,경상남도 김해시 상동면 동북로1135번길 48,열교환기,3
제일산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 73,금속도장,3
명신하이테크,055-312-0131,상동면,경상남도 김해시 상동면 동북로1109번길 47-20,"조립식 철골, H빔",3
코메드산업,055-323-7751,상동면,경상남도 김해시 상동면 동북로473번길 370-21,포장용 부품박스,3
선우플라텍,055-338-1605,상동면,경상남도 김해시 상동면 동북로1007번길 15,플라스틱창호,3
대정산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 342-37,FRP오배수탱크,3
휘성산업,055-337-0961,상동면,경상남도 김해시 상동면 동북로1109번길 47-42,재생플라스틱 제조,3
에쿠스지관,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 319-15,종이심,3
유창우드산업,055-338-0602,상동면,경상남도 김해시 상동면 동북로 857,목재(래핑),3
주식회사 피앤피,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 406-40,약품처리 목재생산,3
덕은정밀,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 351-11,농업용소형모터,3
주식회사에이치텍,055-338-0094,상동면,경상남도 김해시 상동면 동북로 901 B동,선박용 바닥 철판 제조,3
강성테크,010-****-****,상동면,경상남도 김해시 상동면 동북로1007번길 40-27,산업용 송풍기,3
승화,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 342-107,농자재(호미제조),3
유진테크,010-****-****,상동면,경상남도 김해시 상동면 동북로1109번길 30,금속절삭가공,3
비오테크,010-****-****,상동면,경상남도 김해시 상동면 동북로1109번길 30,금속 공작물-선박 배관,3
보민산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 406-31,플라스틱 일회용 용기,3
우승산업기계,055-723-2756,상동면,경상남도 김해시 상동면 상동면 동북로1007번길 8-2 ,집진기 제조,3
(주)아성산업,055-312-2195,상동면,경상남도 김해시 상동면 소락로 135,건설 철골제작,3
대흥프라스틱,055-323-6183,상동면,경상남도 김해시 상동면 상동로543번안길 82-5,일회용 플라스틱 용기,3
한진인더스트리(주),010-****-****,상동면,경상남도 김해시 상동면 소락로 207-109,컨테이너제작,3
연합에프알피주식회사 1공장,010-****-****,상동면,경상남도 김해시 상동면 상동로685번길 190,강화플라스틱,3
유진테크,010-****-****,상동면,경상남도 김해시 상동면 소락로 122,자동차부품(엔진 부품),3
원심산업,010-****-****,상동면,경상남도 김해시 상동면 상동로685번안길 7-1,에어콘 부품,3
(주)라인텍코리아,055-329-5005,상동면,경상남도 김해시 상동면 묵방로 27,낚시줄,3
영재테크,055-339-1560,상동면,경상남도 김해시 상동면 장척로 410-10,주조가공(기계부품)공구부품,3
다모아하이테크,010-****-****,상동면,경상남도 김해시 상동면 상동로685번길 180 A동,절삭 가공,3
엔비바이오텍,055-329-4833,상동면,경상남도 김해시 상동면 상동로543번길 34,유기질 비료,3
（주)흥영,010-****-****,상동면,경상남도 김해시 상동면 장척로 93,플라스틱 소재 물질제조,3
주식회사나우온플레이,055-322-7858,상동면,경상남도 김해시 상동면 묵방로 20,어린이 놀이 시설,3
(주)더블유제이테크,010-****-****,상동면,경상남도 김해시 상동면 상동로685번안길 16,주형(금형),3
무진테크,055-331-2973,상동면,경상남도 김해시 상동면 묵방로 10-13,금형,3
이대식품,010-****-****,상동면,경상남도 김해시 상동면 상동로543번길 55-20,강정 유과제조,3
동영전동지게차,055-329-3325,상동면,경상남도 김해시 상동면 상동로 586,지게차 수리,3
새길하이텍,055-323-0547,상동면,경상남도 김해시 상동면 상동로685번길 145,자동차부품(소음기),3
도아SP,010-****-****,상동면,경상남도 김해시 상동면 소락로 135,도장,3
H.Y(에이치와이)메탈,010-****-****,상동면,경상남도 김해시 상동면 소락로 37,파이프가공,3
명문석재주식회사,055-323-6886,상동면,경상남도 김해시 상동면 상동로 643,건설용 석재품,3
가보농산,055-329-3322,상동면,경상남도 김해시 상동면 상동로685번안길 30,부각 튀각,3
아라비엔피,010-****-****,상동면,경상남도 김해시 상동면 소락로 207-109,도장,3
두원테크,055-339-0981,상동면,경상남도 김해시 상동면 상동로685번길 143-21,필터(정수기),3
진양테크,010-****-****,상동면,경상남도 김해시 상동면 소락로 94-4,플라스틱 제품(성형용기),3
대경산업사,055-321-6642,상동면,경상남도 김해시 상동면 상동면 동북로1007번길 43,강화플라스틱,3
(주)대경테크,055-323-6835,상동면,경상남도 김해시 상동면 상동로 224-15,운송장비 플라스틱,3
현성종합가구,055-331-8345,상동면,경상남도 김해시 상동면 묵방로109번길 11,사무용 의자,3
제이앤(JN)테크(케이티산업),010-****-****,상동면,경상남도 김해시 상동면 묵방로120번길 17,선박 기자재,3
(주)대광,055-335-1919,상동면,경상남도 김해시 상동면 묵방로120번길 9,금속 절단 가공,3
아주정공,055-329-4932,상동면,경상남도 김해시 상동면 상동로375번길 77-14,선박 내장재,3
케이티이테크(주),055-333-8815,상동면,경상남도 김해시 상동면 상동로375번길 60-16,선박용 베어링,3
대성테크,010-****-****,상동면,경상남도 김해시 상동면 상동로 338-21,자동차 차체용 부품,3
화도산업,055-339-9931,상동면,경상남도 김해시 상동면 묵방로155번길 13,신발 부분품,3
(주)피티에스,055-335-4303,상동면,경상남도 김해시 상동면 상동로 105 B동,기어 및 동력 전달장치 제조,3
금영전기,055-343-7133,상동면,경상남도 김해시 상동면 상동로375번길 87-9,전기회로 접속장치,3
엠제이피엔티MJPT,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 26-42,"금속 피스너, 나사",3
KT레이저,055-322-7669,상동면,경상남도 김해시 상동면 묵방로120번길 23,금속 레이저 절삭,3
주식회사 에스엠씨,010-****-****,상동면,경상남도 김해시 상동면 상동로 178,육상 금속 골재 구조재,3
영광특수목재,055-323-0394,상동면,경상남도 김해시 상동면 상동로 368,선박 목재 가구,3
삼정화학(주),010-****-****,상동면,경상남도 김해시 상동면 묵방로 205 B동,장화,3
시영산업,055-323-7128,상동면,경상남도 김해시 상동면 묵방로155번길 6,부직포 제조,3
삼성그린테크(주),055-331-8314,상동면,경상남도 김해시 상동면 묵방로120번길 32-2,지오그리드(토목용 보강제),3
제이앤비JB테크,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 52,금형 제작,3
주식회사 에스지씨 2지점,055-723-3475,상동면,경상남도 김해시 상동면 상동로 98-43,콘크리트 타일,3
금정소재,055-332-5358,상동면,경상남도 김해시 상동면 상동로 103,FRP 발포성형,3
(주)건축테크,010-****-****,상동면,경상남도 김해시 상동면 상동로 379,플라스틱 창호,3
(주)영진,055-329-5077,상동면,경상남도 김해시 상동면 상동로119번길 5,고무 패킹,3
주식회사엠에스엔드피,055-337-2681,상동면,경상남도 김해시 상동면 묵방로 185-36,골판지 상자,3
세아포장,010-****-****,상동면,경상남도 김해시 상동면 상동로 156-11 B동,골판지 상자,3
탑CNC,010-****-****,상동면,경상남도 김해시 상동면 상동로 123,금형,3
GT산업,055-337-1201,상동면,경상남도 김해시 상동면 상동로375번길 62,합판 시트 처리,3
고성산업,010-****-****,상동면,경상남도 김해시 상동면 상동로197번길 2-8,자동차 차체용 부품,3
동웅금속,010-****-****,상동면,경상남도 김해시 상동면 상동로 359,금속 금형,3
청송기업,055-323-6916,상동면,경상남도 김해시 상동면 상동로 363,운송장비 공기 조화장치,3
심광산업,055-322-6318,상동면,경상남도 김해시 상동면 묵방로155번길 5-10,금속스프링,3
세명와이어코팅,055-312-2280,상동면,경상남도 김해시 상동면 상동로375번길 19,와이어로프 코팅,3
웅비산업,055-____,상동면,경상남도 김해시 상동면 상동로375번길 9-23 ,공작기계 절삭가공,3
하이브캠핑카,055-551-9966,상동면,경상남도 김해시 상동면 상동로197번길 34-44,캠핑카,3
청화테크,055-337-2262,상동면,경상남도 김해시 상동면 상동로375번길 80-101,파이프 밴딩기계 제작,3
신한유도가열,055-337-0445,상동면,경상남도 김해시 상동면 상동로 263-32 A동,고주파 용해 로,3
주식회사 켈란,010-****-****,상동면,경상남도 김해시 상동면 상동면 상동로 415-45,분갈이용 마사토,3
주식회사 대운테크,055-323-7175,상동면,경상남도 김해시 상동면 상동로375번길 87-86,공해방지시설 플라스틱 성형,3
예솔원목가구,050-7131-67513,상동면,경상남도 김해시 상동면 소락로 207-4,목재가구 제작,3
태진정밀기계,010-****-****,상동면,경상남도 김해시 상동면 묵방로 155,"냉장고,에어컨 부품",3
주식회사제이앤아이,055-903-2507,상동면,경상남도 김해시 상동면 상동로375번길 80-88,수로자재제작(관연결),3
(주)선영에스티,055-326-4818,상동면,경상남도 김해시 상동면 상동로 138-22,"무용재,접착제",3
(주)기승플렌,055-344-2077,상동면,경상남도 김해시 상동면 소락로 183,목재 창호,3
태진정밀,055-323-3728,상동면,경상남도 김해시 상동면 소락로 173,자동차 브라켓,3
대원디에스(주),055-329-3456,상동면,경상남도 김해시 상동면 상동로 450-9,기계수리(크린룸 A/S),3
홍신,055-329-4057,상동면,경상남도 김해시 상동면 묵방로 69,버터플라이 밸브,3
승일산업기계,055-321-9976,상동면,경상남도 김해시 상동면 상동로 229,산업기계(알류미늄 용해) 제작,3
주식회사 시대석재,055-345-0620,상동면,경상남도 김해시 상동면 소락로 220 B동,건설용 석재품 ,3
주식회사비엔피,055-338-3883,상동면,경상남도 김해시 상동면 상동로375번길 87-50,"미끄럽방지용 포장재,페인트",3
감종수지,010-****-****,상동면,경상남도 김해시 상동면 묵방로 62,재생플라스틱,3
(주)유창엔텍,050-7132-91733,상동면,경상남도 김해시 상동면 소락로 166-10,그레이팅 발판,3
동영기술산업,055-326-2089,상동면,경상남도 김해시 상동면 상동로375번길 87-54,목재 문틀,3
형제기계,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 80-100,로프만드는 산업기계,3
유전가구,055-312-6965,상동면,경상남도 김해시 상동면 동북로473번길 278-41,서랍장,2
보광,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-31,창문 바닥에 바킹 제조,2
그린스펀텍,055-313-0223,상동면,경상남도 김해시 상동면 동북로473번길 220,병원침대매트리스,2
가구통,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-12,어린이집 가구,2
일성산업,055-337-3796,상동면,경상남도 김해시 상동면 동북로473번길 250-52,선박부품제조,2
(주)동양엘레베이트,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-25,엘리베이트 부품,2
부광테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 238-18,금속제밴드,2
동화산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 238-15,냉각탑에 들어가는 프라스틱,2
금융수지,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 111,재생플라스틱 제조,2
SP하이테크,010-****-****,상동면,경상남도 김해시 상동면 동북로437번길 143-19,밥솥 부품에 인쇄,2
정원테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 250-9,선박구성부분품,2
(주)서진테크원,055-329-3407,상동면,경상남도 김해시 상동면 동북로473번길 266-14,철강 성형가공기계,2
계성유압기계,055-323-2740,상동면,경상남도 김해시 상동면 동북로473번길 208-36,사출성형기계,2
동양에스엠텍,055-335-3169,상동면,경상남도 김해시 상동면 동북로473번길 337-1,철강포장설비,2
상진테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 126-128,자동화 기계부품(켄베이어),2
성원산업,055-314-7398,상동면,경상남도 김해시 상동면 동북로473번안길 90,버스승강장 피막처리,2
코작ENG,010-****-****,상동면,경상남도 김해시 상동면 상동로 767-3,경마장 울타리,2
CJ메탈,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 208-27,인발신선 철제조,2
대흥플라텍,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 126-83,인조잔디,2
수림화학,055-331-2079,상동면,경상남도 김해시 상동면 동북로473번길 252-12,윤활유 그리스제조,2
대교폴리머,055-313-2205,상동면,경상남도 김해시 상동면 동북로437번길 153-18,용접봉 감는 보핑,2
주식회사동신목재,055-311-8906,상동면,경상남도 김해시 상동면 상동로 824,학교 실내 인테리어,2
주식회사 대산섬유,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 250-25,신발소재 부직포,2
학산섬유,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 9,의료용 섬유제품,2
김해장군차,055-321-1252,상동면,경상남도 김해시 상동면 동북로473번길 155-9,녹차 보이차,2
재성소음기,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 145-64,자동차 머플러 소음기,2
금화테크,055-332-7552,상동면,경상남도 김해시 상동면 상동로 767,산업안전용품(건설안전쇠고리),2
(주)대천금속,055-332-3051,상동면,경상남도 김해시 상동면 동북로473번길 208-18,자동차 엔진 브레이크 부품,2
대광,055-314-6731,상동면,경상남도 김해시 상동면 동북로473번길 208-6,정수기 부품(브라켓),2
남양공업사,055-331-1247,상동면,경상남도 김해시 상동면 동북로473번길 208-21,끈 로프,2
동해기계,010-****-****,상동면,경상남도 김해시 상동면 상동면 상동로767-4 ,인쇄기 절삭가공,2
바스코산업주식회사,010-****-****,상동면,경상남도 김해시 상동면 동북로437번길 138-112,"석기 제조, 석공품 제조,선별",2
미주농산,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 105,마늘 채소 가공,2
태현산업,055-331-1821,상동면,경상남도 김해시 상동면 동북로473번길 385-62,도장(산업기계),2
티아이테크 주식회사,055-314-1432,상동면,경상남도 김해시 상동면 동북로473번안길 119-1,사업용 목적기계,2
바스코플레텍,010-****-****,상동면,경상남도 김해시 상동면 동북로437번길 138-112,돌깨는기계제조,2
유진테크,055-324-2116,상동면,경상남도 김해시 상동면 동북로473번길 415,포크레인 부속 압형,2
인터테크,010-****-****,상동면,경상남도 김해시 상동면 동북로437번길 8,인조대리석,2
태성기술,055-327-0227,상동면,경상남도 김해시 상동면 동북로473번안길 82,FRP 임발제품,2
바른기업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 418-2,플라스틱 분쇄,2
네오키모,055-326-6335,상동면,경상남도 김해시 상동면 동북로473번길 145-111,에폭시플라스틱수지,2
프리모 가구,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 103,일반가구,2
주식회사 아정,055-331-9020,상동면,경상남도 김해시 상동면 동북로 451-2,CNC 금속절삭가공,2
태하기계,055-314-7467,상동면,경상남도 김해시 상동면 동북로437번길 83-35,집진기,2
우영펀칭,055-339-5628,상동면,경상남도 김해시 상동면 동북로473번안길 100,철판 펀칭공구,2
동산기계,055-312-2445,상동면,경상남도 김해시 상동면 동북로473번안길 100,산업기계 금속가공,2
상현정밀주식회사,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 385-52,금속골재 쇠파이프,2
원진기업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 92,인조대리석,2
미진케미칼,055-338-2208,상동면,경상남도 김해시 상동면 동북로 447,플라스틱 상하수도관,2
동서산업,055-335-2396,상동면,경상남도 김해시 상동면 동북로473번길 145-105,방수테이프,2
제이케이산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 382-3,합성수지 원료,2
행복수출포장,010-****-****,상동면,경상남도 김해시 상동면 동북로437번길 83-39,골판지 상자 제조,2
진일전기,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 119-1,자동화기계 수리,2
영창가구,051-626-9589,상동면,경상남도 김해시 상동면 동북로473번안길 78,"서랍장,일반가구제조",2
남미산업,055-336-4307,상동면,경상남도 김해시 상동면 동북로473번길 385-62,집진기 제소,2
성아기계,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 411,산업기계 금속 용접가공,2
제이에스(JS)산업,051-923-0228,상동면,경상남도 김해시 상동면 동북로 451-1,인쇄기후레임카바류,2
라인테크,055-331-2385,상동면,경상남도 김해시 상동면 동북로437번길 83-27,산업기계 압출기,2
베스톤,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 382-10,인조대리석,2
진화산업사,055-323-5290,상동면,경상남도 김해시 상동면 동북로473번길 370-4,플라스틱 사출성형(발판),2
태진 폴리머,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 394,재생 플라스틱 ,2
동창코팅,055-333-5031,상동면,경상남도 김해시 상동면 동북로473번길 419,종이코팅,2
(주)참스텍2공장,010-****-****,상동면,경상남도 김해시 상동면 동북로 887-21,고무패킹제조,2
(주)디자인공간,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 287-23,주방용 가구제조,2
보성산업,055-337-6797,상동면,경상남도 김해시 상동면 동북로473번길 312-15,FRP(강화프라스틱) 커버 제조,2
주식회사 유엔텍,055-912-0202,상동면,경상남도 김해시 상동면 동북로473번길 427,섬유가공기계,2
용비테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 342-24,밥솥조립품생산,2
진성산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 72,수상금속골조재,2
MK정밀,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 255-19,건설용기계장비,2
KD1인더스트리,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 54-18,파이프커버,2
세진산업,055-325-5277,상동면,경상남도 김해시 상동면 동북로473번길 312-31,시멘트 혼화제,2
하나금형수지,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 430-1,플라스틱 재생물,2
신일폴리텍,055-339-3255,상동면,경상남도 김해시 상동면 동북로473번길 341-13,사출성형기계제조,2
예쁜퍼니처,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 280-49,신발장 가구제조,2
성운가구,055-326-4886,상동면,경상남도 김해시 상동면 동북로473번길 287-23,목재가구,2
유일케이블,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 342-8,금속선 철선,2
호빈산업,055-326-8219,상동면,경상남도 김해시 상동면 동북로473번길 312-7,중장비부품(용접),2
경호기계,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 287-16,기계커버부품제조,2
우성G.M.T(주),055-338-2700,상동면,경상남도 김해시 상동면 동북로1007번길 8-2 B동,철골의장품,2
대한산업,010-****-****,상동면,경상남도 김해시 상동면 동북로1109번길 30,선박용 환기덕트,2
주식회사 코리아아처리,010-****-****,상동면,경상남도 김해시 상동면 동북로 887-21,플라스틱 관 호스,2
주성테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 382-66,스폰지 매트리스,2
유성산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 341-15,의료기기케이스,2
삼성특수고무,010-****-****,상동면,경상남도 김해시 상동면 동북로 1035-5,실리콘 고무 제조,2
주식회사 인우테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 312-13,아파트실내문(목재문),2
아성전기,010-****-****,상동면,경상남도 김해시 상동면 동북로 839,자동판넬 자동제어반,2
성원우드,055-331-2463,상동면,경상남도 김해시 상동면 동북로473번길 298,식탁제조,2
그린우드,055-331-1837,상동면,경상남도 김해시 상동면 동북로473번길 347,서랍장제조,2
우드프레임,055-343-3773,상동면,경상남도 김해시 상동면 동북로473번길 342-23,주방음식점용 목재,2
신흥목형,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 418-19,목형(금형),2
DM산업,055-323-9785,상동면,경상남도 김해시 상동면 동북로473번길 361,기체여과기 제조,2
명진산업,010-****-****,상동면,경상남도 김해시 상동면 동북로1109번길 30,금속 공작물-선박 배관,2
서원산업,010-****-****,상동면,경상남도 김해시 상동면 동북로1109번길 30,금속 공작물-선박 배관,2
세원산업,010-****-****,상동면,경상남도 김해시 상동면 동북로1109번길 30,금속 공작물-선박 배관 등,2
효성산업,055-331-8452,상동면,경상남도 김해시 상동면 동북로473번길 375-6,금속판제조,2
제이더블유(JW)메탈,010-****-****,상동면,경상남도 김해시 상동면 동북로1135번길 79-14,비철금속 압출,2
아민도예,055-324-0350,상동면,경상남도 김해시 상동면 동북로1135번길 32-14,가정용도자기,2
(주)앤투산업,055-313-5581,상동면,경상남도 김해시 상동면 동북로473번길 312-3,"플라스틱 봉, 관",2
동강산기,055-331-0545,상동면,경상남도 김해시 상동면 동북로473번길 341-10,유리섬유(레진) 닥트,2
완두,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 54-19,목재CNC가공,2
감로다전,055-324-0350,상동면,경상남도 김해시 상동면 동북로1135번길 32-14,차 제조,2
초정목공소,010-****-****,상동면,경상남도 김해시 상동면 동북로 473 ,"가구,침대제조",2
이효엔지니어링,010-****-****,상동면,경상남도 김해시 상동면 상동면 동북로 1007번길 8-2 ,철구조물,2
트라이브(thrive),010-****-****,상동면,경상남도 김해시 상동면 묵방로 20,선박용피스톤(내연기관),2
대우상사,055-324-0208,상동면,경상남도 김해시 상동면 소락로 121,알루미늄 스크립 가공,2
김해마사,055-323-6607,상동면,경상남도 김해시 상동면 묵방로 25-1,마사 제조,2
동화푸드,010-****-****,상동면,경상남도 김해시 상동면 상동로685번길 108-502층 ,소스,2
은하산업,055-312-7762,상동면,경상남도 김해시 상동면 상동로685번길 134,자동차부품(필터),2
두원테크,055-339-0981,상동면,경상남도 김해시 상동면 상동로685번길 143-21,필터부품(정수기),2
한일금속,055-323-5830,상동면,경상남도 김해시 상동면 장척로 699-5,자동차부품(카바),2
민영기계,055-323-4482,상동면,경상남도 김해시 상동면 장척로 699-22,식품가공기계제작,2
한성정밀기계,055-331-9430,상동면,경상남도 김해시 상동면 상동로685번길 185,교정기 포인팅기 파워플렉스,2
한국와이어로프,055-329-3037,상동면,경상남도 김해시 상동면 소락로 153-3,와이어 로프,2
한남산업,010-****-****,상동면,경상남도 김해시 상동면 상동로 608-13,금속도장 피막,2
흥일선재,055-323-7413,상동면,경상남도 김해시 상동면 장척로 606,탭 가공,2
