순번,회사명,공장대표주소,전화번호,팩스번호,생산품,업종명
507,주식회사 케이티아이,"인천광역시 계양구 서운산단로6길 5(서운동, (주)테크노몰드이엔지)",070-4230-3751,,반도체 및 전자제품 생산설비,반도체 제조용 기계 제조업
508,주식회사 큐에스텍,"인천광역시 계양구 서운산업로41번길 13 (서운동, 명성정밀)",032-556-9774,032-556-9776,"프레스금형,임가공",자동차용 금속 압형제품 제조업 외 1 종
509,주식회사 텔라이트,"인천광역시 계양구 아나지로417번길 12, 2층 (작전동)",032-661-2291,032-661-2292,조명기구,일반용 전기 조명장치 제조업
510,주식회사 토브더가먼트메이커,"인천광역시 계양구 계양대로140번길 16, 4층(작전동, 삼미빌딩)",02-515-5650,02-515-5652,"근무복, 기동복, 외투, 임부복, 점퍼, 정복, 특수복식, 파카",침구 및 관련제품 제조업 외 14 종
511,주식회사 토스텍,인천광역시 계양구 서운산단로1길 53 (서운동) b동,032-673-1033,032-673-1033,"금속 압형 제품, 컨베이어 장치",그 외 금속 압형제품 제조업 외 1 종
512,주식회사 토탈맘모스조명,인천광역시 계양구 마장로517번길 1 (효성동),032-501-1333,032-501-1130,LED 조명기구,일반용 전기 조명장치 제조업
513,주식회사 편리,"인천광역시 계양구 서운산단로1길 19, 5층 501호(서운동) 5층 501호 외 1필지",02-6956-9194,,전기자동차용 충전기,기타 전기 변환장치 제조업
514,주식회사 피코산업,"인천광역시 계양구 아나지로424번길 8, 1층 (작전동)",032-544-3701,032-546-3705,"등기구 커버, 등기구용 레일",기타 기계.장비 조립용 플라스틱 제품 제조업 외 1 종
515,주식회사 해내음식품,인천광역시 계양구 선주로 69 (선주지동),032-515-1987,032-515-1977,된장,장류 제조업
516,주식회사 화진몰테크,인천광역시 계양구 계양대로16번길 87 (작전동),032-547-8990,032-547-8991,"금형 및 사출품, 플라스틱성형용기",주형 및 금형 제조업 외 1 종
517,주식회사씨테크,"인천광역시 계양구 아나지로438번길 10, 2층 및 3층 일부 (작전동)",032-544-8750,032-544-8735,보호필름 및 테이프,"적층, 합성 및 특수표면처리 종이 제조업 외 2 종"
518,주식회사조은테크,"인천광역시 계양구 벌말로551번길 5, 1층 (상야동)",032-655-0595,032-655-0594,전자부품,그 외 기타 전자부품 제조업
519,주안정공,"인천광역시 계양구 아나지로2번길 5, 외1 (효성동)",032-548-2240,032-548-2243,"레드샤, 리플(배관자재)",절삭가공 및 유사처리업
520,중앙금속(주),"인천광역시 계양구 마장로512번길 3, 외 3필지 (효성동)",032-548-0339,032-547-7027,의약품용알루미늄튜브,금속 캔 및 기타 포장용기 제조업 외 1 종
521,중원정밀,인천광역시 계양구 서운산업로47번길 10 (서운동),032-663-0195,032-663-0196,금형,주형 및 금형 제조업
522,지노앤지,"인천광역시 계양구 서운산단로1길 19, 3층 10호(서운동) 3층 10호",032-555-9621,,인쇄물,경 인쇄업 외 1 종
523,지성금형,"인천광역시 계양구 청안로 31 (효성동, 지성금형)",032-503-7697,032-543-7697,분말야금 금형,분말 야금제품 제조업
524,지엔비케미칼,인천광역시 계양구 서운산단로6길 13 (서운동),032-544-3322,032-556-0088,금형,주형 및 금형 제조업 외 1 종
525,지우전자(주),인천광역시 계양구 계산로 110-1 (계산동),032-556-4177,032-556-4178,전력변환장치,기타 전기 변환장치 제조업
526,지우전자(주),"인천광역시 계양구 서운산단로2길 72, 한일오닉스 B동 1층(서운동)",032-556-4177,,배터리 충전장비,기타 전기 변환장치 제조업
527,진성공업사,인천광역시 계양구 서운산단로3길 14(서운동),032-577-8752,032-577-8762,자동차용 금속부품,금속 단조제품 제조업
528,진성원(주),인천광역시 계양구 봉오대로 393 (효성동),032-513-9058,032-518-8839,산업용 고무 등,그 외 기타 고무제품 제조업
529,진한공업(주),인천광역시 계양구 마장로511번길 18 (효성동),032-547-7715,032-547-7719,"주방용품, 산업용 플라스틱 제품",그 외 기타 플라스틱 제품 제조업 외 3 종
530,창대산업,"인천광역시 계양구 솔고개길 27-3, 창대산업 (박촌동)",032-513-8735,032-513-8734,플라스틱 제품 성형,포장용 플라스틱 성형용기 제조업
531,천지정밀,인천광역시 계양구 아나지로38번길 1 (효성동),032-546-8858,032-545-8743,프레스금형,주형 및 금형 제조업
532,청우정공,인천광역시 계양구 마장로543번길 15 (효성동),032-682-8449,032-682-8450,"샤프트,기어드모터",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
533,청우정공 제2공장,인천광역시 계양구 길마로 25 (효성동),032-682-8449,032-682-8450,"기어, 모터부품",그 외 기타 분류 안된 금속 가공 제품 제조업
534,체어플러스,"인천광역시 계양구 서운산업로50번길 12-12, 2층,3층 (서운동)",031-435-2244,032-552-6342,"사무용의자, 가구, 고정식연결의자",금속 가구 제조업 외 1 종
535,칼라솔루션,"인천광역시 계양구 서운산단로1길 19, 323호(서운동) 323호",032-674-0684,,"컴퓨터, 무한 잉크공급기",컴퓨터 제조업 외 1 종
536,칼이쓰마,인천광역시 계양구 이화남로 117(이화동),032-555-9908,032-555-9907,주방용 칼,날붙이 제조업
537,컨시스,"인천광역시 계양구 아나지로374번길 11, 3층 (작전동)",032-554-2115,032-554-2116,자동제어 온습도 감지기,기기용 자동측정 및 제어장치 제조업
538,케이(K)테크,"인천광역시 계양구 서운산단로1길 19, B1층 B102호(서운동) B1층 B102호",,,금속가공품,절삭가공 및 유사처리업
539,케이맥스(주),인천광역시 계양구 아나지로374번길 11 (작전동) 성우미크론 6동 303호,032-547-3230,032-547-3231,"PCB, 전기배선 등",자동차용 신품 전기장치 제조업
540,케이소닉,"인천광역시 계양구 청안로 36-1 (효성동, 케이소닉)",032-525-6395,032-525-6396,"일반용 전기 조명장치 제조업, 기타 무선 통신장비 제조업      ",기타 무선 통신장비 제조업 외 1 종
541,케이엔티,"인천광역시 계양구 장제로 768 (계산동, K&T빌딩)",032-553-2567,032-547-3303,골프화 스파이크,기타 운동 및 경기용구 제조업
542,케이제이바스컬렉션 주식회사,인천광역시 계양구 서운산단로1길 47(서운동),032-672-3520,,욕실용 위생용품,금속 위생용품 제조업 외 2 종
543,크레이티브월드,"인천광역시 계양구 주부토로532번길 6, 한도빌딩B동 3층 (계산동)",032-546-9646,032-548-0810,은점토 관련 공예품,귀금속 및 관련제품 제조업 외 2 종
544,타임로봇 주식회사,인천광역시 계양구 아나지로248번길 12 (효성동) 6층,032-556-0675,032-556-0674,태양광 모듈,그 외 기타 전기장비 제조업
545,태광실업,인천광역시 계양구 아나지로438번길 8 (작전동),032-675-1281,032-672-0770,프레스제품(컴퓨터부품),자동차용 금속 압형제품 제조업 외 1 종
546,태극엔지니어링,인천광역시 계양구 안남로458번길 15 (효성동),032-505-3611,032-505-3613,전기전자제품 등,그 외 기타 전자부품 제조업 외 2 종
547,태성마케팅,인천광역시 계양구 선주로 40 (선주지동),032-551-5211,050-5115-8859,"축산 보건기구, 광고물",그 외 기타 일반목적용 기계 제조업 외 2 종
548,태성산업,인천광역시 계양구 벌말로565번길 41-9 (평동),032-545-8266,032-545-8267,플라스틱 케이스 금형,포장용 플라스틱 성형용기 제조업
549,태성엔지니어링,"인천광역시 계양구 서운산단로1길 19, 2층 210호(서운동) 2층 210호",032-624-1462,,컨트롤 판넬,배전반 및 전기 자동제어반 제조업
550,태양애자,"인천광역시 계양구 서운산단로2길 62, 가동 2층 (서운동)",032-543-2445,,점화플러그,그 외 기타 전기장비 제조업
551,태영산업,인천광역시 계양구 서운산단로1길 4 (서운동) 나동,,,산업기계부품,절삭가공 및 유사처리업
552,태영프라스틱,"인천광역시 계양구 계양대로13번길 14, 1층,2층,5층(작전동)",032-526-1680,032-526-1677,샤워기 부품,설치용 및 위생용 플라스틱제품 제조업
553,태일테크,"인천광역시 계양구 서운산단로1길 19, 2층 14호(서운동) 2층 14호",,,기계부품,금속 절삭기계 제조업
554,태진산업기계,"인천광역시 계양구 새풀로7번길 11, 102호 (효성동)",032-547-9555,032-547-9555,산업기계제작,디지털 적층 성형기계 제조업 외 2 종
555,태흥금속공업,인천광역시 계양구 서운산단로1길 47 (서운동),032-654-1115,032-667-6864,자동차부품,그 외 자동차용 신품 부품 제조업
556,텐키친 공장,"인천광역시 계양구 아나지로 569, 1층 (서운동)",032-551-7710,070-4740-1427,"양념육, 간편조리세트, 즉석조리식품, 기타수산물가공품",가금류 가공 및 저장 처리업 외 3 종
557,티비티 주식회사,인천광역시 계양구 서운산단로4길 10 (서운동),032-552-1941,032-552-1944,"열화상카메라, 광학장치",기타 무선 통신장비 제조업 외 3 종
558,티엔비,인천광역시 계양구 새풀로1번길 28 (효성동),032-555-9510,032-555-9514,"물티슈, 화장지",위생용 종이제품 제조업
559,패밀리라이팅,"인천광역시 계양구 서운산단로1길 19, 213호(서운동) 213호",032-684-9237,,LED조명,일반용 전기 조명장치 제조업
560,퍼슨앤피플,"인천광역시 계양구 서운산단로4길 12(서운동, (주)손텍)",,,금형,주형 및 금형 제조업
561,포유테크,"인천광역시 계양구 서운산단로1길 19, 313호(서운동) 313호",070-7510-7796,,엑추에이터,절삭가공 및 유사처리업
562,프라임씰(주),"인천광역시 계양구 서운산단로1길 19, 3층 12호(서운동) 3층 12호",032-325-7355,,"가스켓, 패킹",그 외 기타 분류 안된 금속 가공 제품 제조업
563,피에이치테크,"인천광역시 계양구 아나지로248번길 12, 4층 (효성동)",032-551-1321,032-551-1322,손안마기,기타 가정용 전기기기 제조업
564,하나엔지니어링(주),"인천광역시 계양구 아나지로248번길 12 (효성동) 3층, 4층",032-545-1114,032-545-7114,"블랙박스, 후방카메라",비디오 및 기타 영상기기 제조업
565,하늘산업주방,"인천광역시 계양구 아나지로 83, 1층 일부 (효성동)",032-612-3004,032-612-3005,"싱크대, 작업대, 캐비닛, 스텐레스제품 등",금속 가구 제조업 외 15 종
566,하이스톤,"인천광역시 계양구 계산시장길 10-8, 2층 (계산동)",032-546-2123,032-551-8865,남성복 바지,"근무복, 작업복 및 유사의복 제조업 외 15 종"
567,하임테크(주),"인천광역시 계양구 서운산단로2길 82 (서운동, 하임테크(주))",032-326-2705,,"산업설비, 기계장치",그 외 기타 특수목적용 기계 제조업
568,한국장애인정보화협회 오에이사업장,인천광역시 계양구 벌말로565번길 41-13 (평동),032-555-8511,032-555-8512,"토너카트리지, 복사용지",인쇄용 및 필기용 원지 제조업 외 3 종
569,한국전광(주),인천광역시 계양구 서운산단로2길 36 (서운동),032-680-6120,032-680-6117,"광학용유리, 자외선살균기, 기타전기장비, 기타 광학기기용 대물렌즈","1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 3 종"
570,"한국참여자치장애인총연합회 의류,보건용품 사업단","인천광역시 계양구 아나지로 32, 3층(효성동, ㈜고일)",031-8089-8018,031-8089-8002,의류,남자용 겉옷 제조업 외 5 종
571,한길플랜트(주),인천광역시 계양구 봉오대로512번길 11 (효성동),032-584-9937,032-584-9938,"탭, 밸브","탭, 밸브 및 유사장치 제조업"
572,한샘테크,인천광역시 계양구 아나지로 421 (작전동),032-544-0183,032-544-0190,포장기및용기세척기,"용기 세척, 포장 및 충전기 제조업"
573,한솔수자원,"인천광역시 계양구 아나지로374번길 11, 5동 302호 (작전동, 성우미크론)",032-555-6560,032-555-6561,"상수도 수위조절용 제어장치, 무선통신장비 등",기기용 자동측정 및 제어장치 제조업 외 1 종
574,한양철강공업(주),"인천광역시 계양구 아나지로 262, 외 1 (작전동)",032-547-5540,032-549-7914,"철판,형강,스켈프",구조용 금속 판제품 및 공작물 제조업
575,한영STE,"인천광역시 계양구 서운산단로2길 62, 나동 103호(서운동)",032-679-2187,032-678-5790,항온항습기,공기 조화장치 제조업
576,한일과학산업(주),인천광역시 계양구 봉오대로651번길 28 (작전동),032-543-6906,032-542-7124,원심분리기,"물질 검사, 측정 및 분석기구 제조업"
577,한진기업,인천광역시 계양구 벌말로584번길 15 (하야동),032-543-6862,032-543-6864,간판제작,전시 및 광고용 조명장치 제조업
578,해솔,"인천광역시 계양구 서운산단로1길 19, 507호(서운동) 507호",032-542-0507,,초경원자재,그 외 기타 금속가공업
579,해창정밀,"인천광역시 계양구 서운산단로1길 19, 2층 208호(서운동) 2층 208호",032-665-6959,,금형부품,그 외 기타 금속가공업
580,행운식품(주),인천광역시 계양구 안남로458번길 13 (효성동),032-553-0825,032-553-2172,떡 제조,떡류 제조업
581,현대샷다,인천광역시 계양구 아나지로 77 (효성동),032-544-5563,032-546-3305,"방화셔터,일반셔터,소방셔터","금속 문, 창, 셔터 및 관련제품 제조업"
582,현석엔지니어링,인천광역시 계양구 아나지로418번길 9 (작전동),032-502-0072,032-502-0082,핸드폰 부품,주형 및 금형 제조업 외 1 종
583,현우산업(주),인천광역시 계양구 서운산단로4길 18(서운동),032-720-1526,032-720-1601,인쇄회로기판,인쇄회로기판용 적층판 제조업
584,현진(HJ_TECH),"인천광역시 계양구 서운산단로1길 19, B1층 B103호(서운동) B1층 B103호 외 3필지",032-684-9018,,의료장비부품,치과용 기기 제조업
585,협신화학,"인천광역시 계양구 아나지로375번길 5 (작전동, 한일상가)",032-555-5615,032-543-5617,비닐포장지,플라스틱 필름 제조업 외 1 종
586,형일기술,"인천광역시 계양구 아나지로418번길 13 (작전동, 형일기술본사공장)",032-544-0500,032-544-0600,금형,주형 및 금형 제조업
587,호재식품,인천광역시 계양구 선주로 42 (선주지동),032-547-5155,032-547-5157,"참기름,들기름,볶음참깨 등",식물성 유지 제조업
588,화신정밀,인천광역시 계양구 솔고개길 27-2 (박촌동),032-515-9288,032-515-4081,주형 및 금형,주형 및 금형 제조업 외 1 종
589,화창기계,인천광역시 계양구 평리길 118-10 (평동),032-543-8110,032-543-8530,"전동기, 발전기 및 부품",기타 전기 변환장치 제조업 외 20 종
590,후와이엠컴퍼니,"인천광역시 계양구 서운산단로1길 19, 2층 205호 (서운동) 2층 205호",,,이미용의자,의료용 가구 제조업
591,휴먼사이언스테크놀러지(주),인천광역시 계양구 아나지로 83 (효성동),032-549-8611,032-549-8614,"의료용구, 의약외품",의료용품 및 기타 의약 관련제품 제조업 외 1 종
592,흥부산업 주식회사,인천광역시 계양구 서운산단로3길 20 (서운동),032-677-3240,032-677-3242,"반도체장비 부품 및 레이져 임가공, 반도체 제조용 기계 제조업, 기타 전자부품 제조업, 실험실용 배기기, 집진기",절삭가공 및 유사처리업 외 14 종
